Time,Mass,HRR,Back Temp
[s],[g],[kW/m2],[K]
0,12.28666667,-0.2,289.25
1,11.89666667,-0.3,289.25
2,12.04666667,-0.3,289.25
3,12.13666667,-0.5,289.25
4.1,12.17666667,-0.4,289.25
5.1,51.86666667,-0.3,289.25
6.1,48.83666667,3.1,289.35
7.1,1.896666667,3,289.25
8.1,41.10666667,3,289.25
9.1,20.89666667,3,289.25
10.1,21.98666667,2.9,289.35
11.2,27.65666667,3,289.25
12.2,69.32666667,2.8,289.25
13.2,69.32666667,2.8,289.25
14.2,69.10666667,2.8,289.25
15.2,69.17666667,3,289.35
16.2,69.17666667,2.9,289.25
17.2,69.26666667,2.9,289.35
18.3,69.23666667,2.9,289.25
19.3,69.18666667,2.8,289.35
20.3,69.16666667,2.7,289.35
21.3,69.17666667,2.8,289.35
22.3,69.17666667,2.8,289.35
23.3,69.18666667,2.8,289.35
24.3,69.17666667,2.8,289.35
25.3,69.16666667,2.8,289.35
26.4,69.16666667,2.9,289.35
27.4,69.16666667,2.8,289.35
28.4,69.14666667,2.7,289.35
29.4,69.14666667,6.2,289.35
30.4,69.14666667,6.2,289.35
31.4,69.13666667,6,289.45
32.4,69.13666667,5.9,289.35
33.5,69.12666667,5.9,289.35
34.5,69.11666667,5.7,289.45
35.5,69.11666667,5.6,289.45
36.5,69.10666667,5.6,289.45
37.5,69.09666667,5.5,289.45
38.5,69.08666667,5.6,289.45
39.6,69.07666667,5.7,289.45
40.6,69.07666667,5.7,289.45
41.6,69.07666667,5.5,289.55
42.6,69.06666667,5.4,289.45
43.6,69.06666667,5.7,289.55
44.6,69.05666667,2.1,289.55
45.6,69.04666667,2.2,289.55
46.6,69.04666667,2.3,289.55
47.7,69.03666667,2.2,289.55
48.7,69.02666667,2.3,289.65
49.7,69.02666667,2.4,289.65
50.7,69.02666667,2.4,289.65
51.7,69.02666667,2.4,289.65
52.7,69.01666667,2.4,289.65
53.7,68.99666667,2.4,289.65
54.8,68.97666667,2.5,289.65
55.8,68.96666667,-0.9,289.75
56.8,68.95666667,-0.8,289.75
57.8,68.94666667,-0.9,289.75
58.8,68.94666667,-0.8,289.75
59.8,68.93666667,-0.9,289.85
60.8,68.92666667,-0.8,289.75
61.9,68.92666667,-0.8,289.85
62.9,68.91666667,-0.7,289.85
63.9,68.91666667,-0.8,289.85
64.9,68.90666667,-0.9,289.95
66.7,68.85666667,-0.6,289.95
67.5,68.85666667,-0.6,289.95
68.2,68.86666667,-0.6,289.95
69,68.87666667,-0.5,289.95
70,68.87666667,-0.6,290.05
71,68.87666667,-0.6,290.05
72,68.87666667,-0.7,290.05
73,68.87666667,-0.6,290.15
74,68.86666667,-0.2,290.15
75,68.85666667,-0.3,290.15
76.1,68.85666667,-0.3,290.15
77.1,68.85666667,-0.4,290.25
78.1,68.86666667,-0.4,290.25
79.1,68.85666667,-0.2,290.25
80.1,68.83666667,-0.2,290.35
81.1,68.81666667,-0.4,290.35
82.1,68.81666667,-0.5,290.35
83.1,68.80666667,-0.6,290.45
84.2,68.80666667,-0.4,290.45
85.2,68.80666667,-3.7,290.45
86.2,68.79666667,-3.7,290.55
87.2,68.78666667,-3.8,290.55
88.2,68.77666667,-3.9,290.65
89.2,68.76666667,-3.9,290.55
90.2,68.75666667,-3.8,290.65
91.3,68.74666667,-3.9,290.75
92.3,68.73666667,-4.1,290.75
93.3,68.71666667,-4.1,290.75
94.3,68.71666667,-0.6,290.85
95.3,68.70666667,-0.3,290.85
96.3,68.70666667,-0.4,290.95
97.3,68.69666667,-4,290.95
98.4,68.67666667,-0.4,291.05
99.4,68.66666667,-0.4,291.05
100.4,68.64666667,-0.4,291.15
101.4,68.63666667,-4.1,291.15
102.4,68.63666667,-4,291.25
103.4,68.61666667,-3.9,291.25
104.4,68.58666667,-0.4,291.35
105.5,68.56666667,1,291.35
106.5,68.52666667,-1.7,291.45
107.5,68.48666667,-3.9,291.55
108.5,68.42666667,-3.9,291.55
109.5,68.36666667,-3.8,291.65
110.5,68.29666667,-0.5,291.75
111.5,68.22666667,-0.7,291.75
112.6,68.13666667,-0.5,291.85
113.6,68.01666667,-0.5,291.85
114.6,67.90666667,-0.4,291.95
115.6,67.79666667,-0.4,292.05
116.6,67.66666667,-0.5,292.05
117.6,67.55666667,-0.5,292.15
118.6,67.43666667,-0.3,292.25
119.7,67.31666667,-0.3,292.35
120.7,67.18666667,2.6,292.35
121.7,67.05666667,8.8,292.45
122.7,66.93666667,11.9,292.55
123.7,66.82666667,16.5,292.65
124.7,66.71666667,26.1,292.75
125.7,66.58666667,33.1,292.85
126.8,66.45666667,49.7,292.95
127.8,66.33666667,59.9,293.05
128.8,66.22666667,65.4,293.15
129.8,66.09666667,77.9,293.25
130.8,65.95666667,92.2,293.45
131.8,65.82666667,104,293.55
132.8,65.70666667,119.3,293.65
133.8,65.57666667,136.4,293.85
134.9,65.45666667,141.7,293.95
135.9,65.33666667,149.4,294.05
136.9,65.20666667,162.3,294.15
137.9,65.07666667,170.3,294.35
138.9,64.94666667,181.6,294.45
139.9,64.81666667,182.2,294.55
140.9,64.69666667,192.1,294.75
142,64.56666667,202.4,294.85
143,64.43666667,205.2,294.95
144,64.30666667,211.7,295.15
145,64.18666667,214.7,295.25
146,64.06666667,235.2,295.45
147,63.93666667,225.4,295.55
148,63.80666667,240,295.65
149.1,63.68666667,231.2,295.75
150.1,63.56666667,237.3,295.95
151.1,63.43666667,243.5,296.05
152.1,63.29666667,251.5,296.25
153.1,63.16666667,250.6,296.35
154.1,63.03666667,257.7,296.45
155.1,62.91666667,264.3,296.65
156.2,62.79666667,259.7,296.75
157.2,62.65666667,259.3,296.85
158.2,62.51666667,266.4,297.05
159.2,62.38666667,263.7,297.15
160.2,62.25666667,264.7,297.25
161.2,62.12666667,274.3,297.45
162.2,62.00666667,275.9,297.55
163.3,61.87666667,276.1,297.65
164.3,61.74666667,273.6,297.85
165.3,61.60666667,271.3,297.95
166.3,61.47666667,284.8,298.25
168.1,61.24666667,284,298.35
168.9,61.15666667,275.7,298.45
169.6,61.06666667,288.2,298.55
170.4,60.96666667,283.2,298.75
171.4,60.84666667,283,298.85
172.4,60.70666667,291.6,299.05
173.4,60.56666667,286.4,299.15
174.4,60.45666667,287.2,299.35
175.4,60.32666667,287.7,299.45
176.4,60.18666667,297.7,299.65
177.5,60.05666667,289.1,299.75
178.5,59.91666667,291.6,299.85
179.5,59.78666667,292.3,300.05
180.5,59.67666667,298,300.15
181.5,59.54666667,287,300.35
182.5,59.39666667,301.7,300.45
183.5,59.25666667,296.9,300.65
184.5,59.11666667,298.8,300.75
185.6,58.99666667,301.1,300.85
186.6,58.87666667,298.9,300.95
187.6,58.74666667,293.7,301.15
188.6,58.60666667,305.7,301.35
189.6,58.48666667,295.6,301.45
190.6,58.35666667,294.1,301.55
191.6,58.22666667,291.2,301.75
192.7,58.10666667,296.3,301.85
193.7,57.97666667,294,301.95
194.7,57.86666667,308.3,302.15
195.7,57.75666667,305.5,302.25
196.7,57.63666667,303,302.35
197.7,57.51666667,302.1,302.55
198.7,57.39666667,298,302.65
199.8,57.26666667,306.1,302.75
200.8,57.14666667,299.1,302.85
201.8,57.01666667,304.4,303.05
202.8,56.86666667,304.6,303.15
203.8,56.73666667,296.9,303.35
204.8,56.62666667,306.1,303.45
205.8,56.50666667,308.8,303.55
206.9,56.37666667,316.5,303.75
207.9,56.23666667,300.2,303.85
208.9,56.08666667,304,303.95
209.9,55.94666667,305.9,304.15
210.9,55.80666667,300.3,304.25
211.9,55.67666667,296.5,304.35
212.9,55.55666667,312.5,304.55
214,55.42666667,298.9,304.65
215,55.29666667,304.8,304.75
216,55.15666667,305,304.95
217,55.01666667,308.8,305.05
218,54.87666667,297.8,305.15
219,54.75666667,299,305.35
220,54.61666667,302.6,305.55
221.1,54.47666667,302.4,305.65
222.1,54.35666667,303.7,305.75
223.1,54.21666667,314.6,305.95
224.1,54.09666667,305.4,306.05
225.1,53.97666667,306.9,306.15
226.1,53.83666667,302.8,306.35
227.1,53.68666667,308.7,306.45
228.2,53.55666667,310.5,306.65
229.2,53.42666667,315.6,306.75
230.2,53.31666667,306.5,306.95
231.2,53.19666667,306.9,307.05
232.2,53.07666667,310.9,307.25
233.2,52.94666667,307.3,307.35
234.2,52.80666667,313.9,307.45
235.3,52.66666667,307.4,307.65
236.3,52.54666667,304.9,307.75
237.3,52.42666667,307.6,307.95
238.3,52.29666667,312,308.05
239.3,52.14666667,306.1,308.15
240.3,52.01666667,312.2,308.35
241.3,51.90666667,316.8,308.45
242.3,51.76666667,302.7,308.65
243.4,51.62666667,314.4,308.75
244.4,51.49666667,312.6,308.95
245.4,51.36666667,306.6,309.05
246.4,51.23666667,310.2,309.25
247.4,51.10666667,315.6,309.35
248.4,50.97666667,316.3,309.45
249.4,50.85666667,314.6,309.65
250.5,50.72666667,308.2,309.75
251.5,50.57666667,311.4,309.95
252.5,50.43666667,306.7,310.15
253.5,50.30666667,302.8,310.25
254.5,50.17666667,311.7,310.35
255.5,50.03666667,292.4,310.55
256.5,49.90666667,306.4,310.65
257.6,49.77666667,302.9,310.85
