Time,Mass,HRR,Back Temp
276.8,50.64714286,340,40.5
277.8,50.50714286,324.3,40.6
278.9,50.35714286,333.3,40.7
279.9,50.20714286,324.2,41
280.9,50.04714286,335.6,41
281.9,49.90714286,321.4,41.1
282.9,49.77714286,327.4,41.3
283.9,49.62714286,330.2,41.4
284.9,49.48714286,336.1,41.5
285.9,49.33714286,325.9,41.7
287,49.19714286,323.9,41.8
288,49.06714286,332.6,42
289,48.92714286,336,42.1
290,48.76714286,322.7,42.2
291,48.61714286,328.6,42.4
292,48.46714286,331.3,42.5
293,48.33714286,321.9,42.6
294.1,48.20714286,330.2,42.8
295.1,48.03714286,347.4,42.9
296.1,47.87714286,332.9,43
297.1,47.72714286,321,43.2
298.1,47.57714286,328.3,43.3
299.1,47.42714286,350.5,43.5
300.1,47.26714286,324.4,43.6
301.2,47.09714286,347.9,43.7
302.2,46.95714286,334.5,43.9
303.2,46.82714286,330.6,44
304.2,46.67714286,332.4,44.2
305.2,46.53714286,338.4,44.2
306.2,46.38714286,339.6,44.4
307.2,46.22714286,336.4,44.5
308.3,46.07714286,348.1,44.6
309.3,45.93714286,341.8,44.8
310.3,45.78714286,332.6,44.9
311.3,45.62714286,338.7,45.1
312.3,45.46714286,342.5,45.2
313.3,45.31714286,341.9,45.4
314.3,45.15714286,340.6,45.5
315.4,45.00714286,350.1,45.6
316.4,44.86714286,341.1,45.8
317.4,44.69714286,339.3,45.9
318.4,44.51714286,349,46
319.4,44.36714286,338.3,46.2
320.4,44.20714286,353.8,46.3
321.4,44.03714286,355,46.4
322.5,43.88714286,337.3,46.6
323.5,43.71714286,352,46.7
324.5,43.55714286,350.4,46.8
325.5,43.40714286,347.3,47
326.5,43.23714286,344.4,47.1
327.5,43.08714286,361.3,47.3
328.5,42.93714286,353.8,47.4
329.6,42.77714286,343.7,47.5
330.6,42.60714286,354,47.7
331.6,42.44714286,360.4,47.8
332.6,42.27714286,354.8,48
333.6,42.11714286,357.4,48
334.6,41.94714286,343.8,48.2
335.6,41.78714286,360.9,48.4
336.6,41.61714286,360.5,48.5
337.7,41.45714286,359.9,48.6
338.7,41.29714286,365.6,48.7
339.7,41.14714286,356.4,49
340.7,40.97714286,360.6,49.1
341.7,40.80714286,349,49.2
342.7,40.64714286,361.9,49.2
343.7,40.46714286,376.4,49.5
344.8,40.30714286,370.7,49.6
345.8,40.13714286,371.7,49.7
346.8,39.95714286,367.6,49.9
347.8,39.78714286,361.5,50
348.8,39.61714286,367.1,50.1
349.8,39.43714286,376.7,50.3
350.8,39.27714286,374.7,50.4
351.9,39.10714286,389.6,50.6
352.9,38.93714286,372,50.7
353.9,38.74714286,371.7,50.8
354.9,38.56714286,375.3,51
355.9,38.39714286,376.1,51.1
356.9,38.22714286,371.3,51.3
357.9,38.05714286,366,51.4
359,37.88714286,379.3,51.6
360,37.70714286,373.4,51.7
361,37.52714286,380.3,51.8
362,37.35714286,380.6,52
363,37.17714286,377.2,52.1
364,37.02714286,389.8,52.3
365,36.86714286,390.3,52.5
366.9,36.55714286,389,52.6
367.6,36.42714286,389.7,52.7
368.3,36.29714286,392.1,52.9
369.1,36.16714286,388.5,53
370.1,35.98714286,390.2,53.1
371.1,35.82714286,390.1,53.3
372.1,35.65714286,388.6,53.4
373.2,35.47714286,389,53.6
374.2,35.30714286,397.4,53.8
375.2,35.13714286,388.5,53.9
376.2,34.97714286,397.4,54
377.2,34.80714286,392.2,54.2
378.2,34.62714286,392.5,54.3
379.2,34.46714286,387.7,54.5
380.3,34.29714286,396.9,54.7
381.3,34.12714286,390.9,54.8
382.3,33.93714286,405,55
383.3,33.76714286,400.6,55.2
384.3,33.59714286,388.8,55.3
385.3,33.41714286,401.9,55.5
386.3,33.24714286,393.9,55.6
387.4,33.06714286,418.2,55.8
388.4,32.89714286,398.5,56
389.4,32.73714286,383.9,56.2
390.4,32.56714286,402.7,56.4
391.4,32.39714286,400.8,56.5
392.4,32.22714286,404.5,56.6
393.4,32.05714286,402.9,56.9
394.4,31.87714286,414.5,57.1
395.5,31.70714286,406.4,57.2
396.5,31.54714286,394.3,57.4
397.5,31.37714286,409.5,57.6
398.5,31.19714286,392.3,57.8
399.5,30.99714286,383.8,58
400.5,30.83714286,402,58.2
401.5,30.65714286,396.6,58.4
402.6,30.47714286,392.1,58.6
403.6,30.30714286,410.2,58.8
404.6,30.15714286,400.3,59
405.6,29.98714286,411.5,59.2
406.6,29.79714286,394,59.4
407.6,29.61714286,418.3,59.6
408.6,29.45714286,410.2,59.8
409.7,29.27714286,413.8,60
410.7,29.10714286,402.8,60.3
411.7,28.93714286,408.6,60.5
412.7,28.76714286,407.3,60.7
413.7,28.59714286,405.5,60.9
414.7,28.45714286,403.1,61.1
415.7,28.28714286,406.8,61.4
416.8,28.10714286,406.6,61.6
417.8,27.94714286,407.3,61.8
418.8,27.78714286,401.1,62.1
419.8,27.61714286,404,62.3
420.8,27.46714286,403.7,62.5
421.8,27.32714286,401.2,62.8
422.8,27.15714286,401.9,63
423.9,26.99714286,408.9,63.2
424.9,26.82714286,410.6,63.5
425.9,26.66714286,408.9,63.7
426.9,26.52714286,411.3,63.9
427.9,26.37714286,404.9,64.2
428.9,26.22714286,408.9,64.4
429.9,26.07714286,400,64.7
431,25.92714286,400.2,64.9
432,25.77714286,400.7,65.1
433,25.62714286,404.5,65.4
434,25.48714286,401.4,65.6
435,25.34714286,392.1,65.9
436,25.19714286,397.3,66.1
437,25.03714286,397,66.4
438.1,24.89714286,398.8,66.6
439.1,24.73714286,397,66.9
440.1,24.58714286,395.2,67.1
441.1,24.42714286,391,67.3
442.1,24.27714286,398,67.6
443.1,24.13714286,402.8,67.9
444.1,23.98714286,388.6,68.1
445.1,23.84714286,382.6,68.4
446.2,23.69714286,390.8,68.6
447.2,23.54714286,398.5,68.9
448.2,23.39714286,387.3,69.1
449.2,23.25714286,370,69.4
450.2,23.10714286,380.2,69.7
451.2,22.96714286,375.8,69.9
452.2,22.82714286,372.5,70.2
453.3,22.68714286,367.9,70.4
454.3,22.53714286,384.7,70.7
455.3,22.39714286,378.3,70.9
456.3,22.25714286,375.1,71.2
457.3,22.12714286,374.7,71.5
458.3,21.99714286,381.6,71.7
459.3,21.85714286,371,71.9
460.4,21.70714286,366.5,72.2
461.4,21.56714286,374.4,72.5
462.4,21.41714286,362.3,72.8
463.4,21.27714286,363.6,73
464.4,21.14714286,364.4,73.3
465.4,21.02714286,353.5,73.6
466.4,20.88714286,356,74.1
468.3,20.63714286,357.2,74.3
469.1,20.52714286,356.1,74.5
469.8,20.41714286,352.9,74.7
470.6,20.30714286,354.8,75
471.5,20.17714286,347.9,75.2
472.5,20.03714286,357.8,75.5
473.5,19.88714286,353.3,75.8
474.6,19.74714286,356.5,76.1
475.6,19.61714286,345.4,76.4
476.6,19.48714286,352.4,76.7
477.6,19.36714286,342.3,77
478.6,19.24714286,343.8,77.2
479.6,19.11714286,341.6,77.5
480.6,18.99714286,337.4,77.8
481.7,18.86714286,343,78.1
482.7,18.72714286,343.9,78.4
483.7,18.59714286,339,78.7
484.7,18.46714286,334.5,79
485.7,18.33714286,329.8,79.2
486.7,18.19714286,331,79.5
487.7,18.06714286,333,79.8
488.8,17.93714286,345.4,80.1
489.8,17.80714286,322.1,80.7
491.8,17.53714286,330.1,80.9
492.5,17.44714286,330.3,81.1
493.3,17.35714286,330.7,81.3
494,17.25714286,326.4,81.5
494.8,17.15714286,335,81.8
495.8,17.03714286,327.7,82.1
496.9,16.89714286,323.6,82.4
497.9,16.77714286,323.7,82.7
498.9,16.64714286,321.3,83
499.9,16.51714286,326.9,83.3
500.9,16.37714286,321.7,83.6
501.9,16.23714286,319.4,83.9
502.9,16.10714286,318.5,84.2
504,15.98714286,325.9,84.5
505,15.86714286,317.1,84.8
506,15.75714286,331.5,85.1
507,15.64714286,316.2,85.4
508,15.53714286,321.8,85.7
509,15.43714286,320.1,86
510,15.32714286,317.3,86.3
511.1,15.20714286,312.6,86.6
512.1,15.08714286,318.2,86.9
513.1,14.96714286,315.4,87.2
514.1,14.85714286,314.4,87.6
515.1,14.75714286,313,87.8
516.1,14.65714286,309.3,88.2
517.1,14.55714286,310.8,88.5
518.2,14.43714286,308.3,88.8
519.2,14.33714286,307.8,89.2
520.2,14.24714286,308.2,89.5
521.2,14.14714286,301.3,89.7
522.2,14.04714286,308.2,90.1
523.2,13.95714286,306.9,90.4
524.2,13.86714286,300.8,90.8
525.3,13.77714286,303.5,91.1
526.3,13.69714286,294.8,91.4
527.3,13.61714286,293.2,91.7
528.3,13.53714286,286,92.1
529.3,13.45714286,290.4,92.4
530.3,13.36714286,286.3,92.8
531.3,13.28714286,284.3,93.1
532.4,13.19714286,285.4,93.4
533.4,13.11714286,272.3,93.8
534.4,13.02714286,277.6,94.1
535.4,12.94714286,272.8,94.5
536.4,12.87714286,272.2,94.8
537.4,12.80714286,266.7,95.2
538.4,12.72714286,265.2,95.5
539.5,12.65714286,259.1,96
540.5,12.58714286,256.7,96.2
541.5,12.50714286,255,96.6
542.5,12.44714286,250.7,97
543.5,12.36714286,244.3,97.3
544.5,12.28714286,240.2,97.7
545.5,12.19714286,248.5,98.1
546.5,12.08714286,233.5,98.5
547.6,11.97714286,235.2,98.8
548.6,11.86714286,228.6,99.2
549.6,11.79714286,230.1,99.5
550.6,11.72714286,223.8,99.9
551.6,11.66714286,223.2,100.3
552.6,11.59714286,212.1,100.6
553.6,11.54714286,215.7,101
554.7,11.48714286,208.6,101.3
555.7,11.44714286,205.6,101.7
556.7,11.39714286,202.2,102.1
557.7,11.33714286,204.5,102.5
558.7,11.27714286,204.3,102.8
559.7,11.22714286,197.6,103.2
560.7,11.17714286,188.2,103.5
561.8,11.11714286,193.1,104
562.8,11.06714286,186.4,104.3
563.8,11.00714286,186.7,104.7
564.8,10.95714286,182.8,105.1
565.8,10.90714286,187,105.5
566.8,10.85714286,175.8,105.9
567.8,10.80714286,165.8,106.5
569.5,10.73714286,176.8,106.8
570.2,10.69714286,169.2,107.1
570.9,10.65714286,169.6,107.4
571.9,10.60714286,164.2,107.8
572.9,10.56714286,159.6,108.2
573.9,10.52714286,159.6,108.6
574.9,10.48714286,157.6,109.1
576,10.44714286,156,109.4
577,10.39714286,151.1,109.9
578,10.35714286,147.6,110.2
579,10.32714286,149.6,110.6
580,10.29714286,147,111.1
581,10.25714286,150,111.5
582,10.21714286,140.2,111.9
583.1,10.17714286,138,112.3
584.1,10.12714286,139.8,112.7
585.1,10.08714286,137.1,113.1
586.1,10.04714286,136.5,113.5
587.1,10.00714286,131,113.9
588.1,9.977142857,131.9,114.3
589.1,9.937142857,133.7,114.8
590.1,9.897142857,126.5,115.2
591.2,9.867142857,127.5,115.6
592.2,9.827142857,123.8,116
593.2,9.787142857,121.9,116.4
594.2,9.747142857,121.9,116.8
595.2,9.727142857,120.4,117.2
596.2,9.697142857,115.5,117.6
597.2,9.667142857,113.5,118
598.3,9.627142857,116.3,118.4
599.3,9.597142857,113.4,118.9
600.3,9.557142857,113.4,119.3
601.3,9.517142857,108.5,119.7
602.3,9.487142857,108.6,120
603.3,9.457142857,109.3,120.5
604.3,9.417142857,106,120.9
605.4,9.397142857,105.7,121.3
606.4,9.367142857,101,121.8
607.4,9.337142857,101.8,122.1
608.4,9.307142857,101.7,122.5
609.4,9.277142857,99.2,122.8
610.4,9.237142857,99.5,123.3
611.4,9.207142857,95.7,123.7
612.5,9.177142857,97.1,124.1
613.5,9.137142857,93.8,124.5
614.5,9.097142857,88.8,125
615.5,9.067142857,88.3,125.4
616.5,9.057142857,90.9,125.7
617.5,9.027142857,91,126.2
618.5,8.997142857,88.7,126.6
619.6,8.957142857,86.9,127
620.6,8.927142857,86.8,127.5
621.6,8.897142857,86.2,127.8
622.6,8.877142857,84.6,128.2
623.6,8.847142857,84.9,128.6
624.6,8.817142857,83.4,129
625.6,8.807142857,80.6,129.4
626.7,8.777142857,82.4,129.8
627.7,8.717142857,83.5,130.3
628.7,8.707142857,79.6,130.6
629.7,8.697142857,80.5,131.1
630.7,8.667142857,80.4,131.5
631.7,8.647142857,77.9,131.9
632.7,8.627142857,76.8,132.3
633.8,8.597142857,76.6,132.6
634.8,8.577142857,76,133.1
635.8,8.557142857,75.4,133.5
636.8,8.527142857,72.3,133.8
637.8,8.487142857,70.4,134.2
638.8,8.457142857,71.5,134.6
639.8,8.437142857,72.9,135
640.8,8.427142857,70.3,135.4
641.9,8.407142857,69.9,135.8
642.9,8.377142857,69.2,136.2
643.9,8.357142857,67.4,136.6
644.9,8.327142857,66.9,137
645.9,8.297142857,68.9,137.3
646.9,8.267142857,67,137.7
647.9,8.257142857,66.3,138.1
649,8.237142857,65.6,138.5
650,8.217142857,64.6,138.9
651,8.197142857,65.4,139.3
652,8.177142857,61.5,139.6
653,8.157142857,62.2,140
654,8.137142857,59.3,140.4
655,8.107142857,59,140.8
656.1,8.097142857,58.4,141.1
657.1,8.087142857,58.6,141.5
658.1,8.057142857,59.5,141.9
659.1,8.047142857,55.8,142.3
660.1,8.037142857,57.3,142.6
661.1,8.027142857,57.2,143
662.1,8.007142857,57.8,143.4
663.2,7.977142857,53.9,143.8
664.2,7.947142857,54.3,144.1
665.2,7.917142857,53.8,144.5
666.2,7.907142857,54.1,144.8
667.2,7.887142857,55.5,145.2
668.2,7.867142857,53.8,145.5
669.2,7.857142857,51.2,146.3
671.3,7.807142857,51.6,146.6
672,7.787142857,52.2,146.8
672.7,7.787142857,51.8,147.1
673.5,7.787142857,51.3,147.3
674.3,7.777142857,52.3,147.7
675.3,7.747142857,53.1,148.1
676.3,7.727142857,48.6,148.4
677.4,7.717142857,48.9,148.8
678.4,7.707142857,48.9,149.1
679.4,7.687142857,48.5,149.5
680.4,7.677142857,49.5,149.8
681.4,7.667142857,50.8,150.1
682.4,7.647142857,45.8,150.4
683.4,7.617142857,46.6,150.8
684.4,7.607142857,46.9,151.1
685.5,7.577142857,45.9,151.5
686.5,7.547142857,46.6,151.8
687.5,7.527142857,43.7,152.1
688.5,7.507142857,44.4,152.5
689.5,7.497142857,44.6,152.8
690.5,7.487142857,43.4,153.2
691.5,7.457142857,43.6,153.5
692.6,7.437142857,44.3,153.8
693.6,7.427142857,44.1,154.1
694.6,7.407142857,40.2,154.5
695.6,7.387142857,40.3,154.8
696.6,7.367142857,40.4,155.1
697.6,7.357142857,41,155.5
698.6,7.347142857,40.8,155.8
699.7,7.327142857,40.9,156.1
700.7,7.307142857,41.9,156.4
701.7,7.297142857,40.8,156.7
702.7,7.287142857,40.6,157.1
703.7,7.277142857,41.5,157.4
704.7,7.267142857,41.4,157.7
705.7,7.247142857,42.4,158
706.8,7.217142857,42.5,158.3
707.8,7.217142857,38.4,158.6
708.8,7.197142857,38.2,158.9
709.8,7.187142857,38.6,159.2
710.8,7.167142857,38.6,159.6
711.8,7.157142857,37.9,159.9
712.8,7.137142857,38.8,160.2
713.9,7.127142857,37.9,160.5
714.9,7.107142857,37.4,160.8
715.9,7.087142857,39,161.1
716.9,7.067142857,38.9,161.4
717.9,7.047142857,39.3,161.7
718.9,7.037142857,38.3,162
719.9,7.027142857,38.8,162.3
721,7.017142857,35.6,162.6
722,6.987142857,35.5,163
723,6.967142857,36.1,163.2
724,6.957142857,36.3,163.5
725,6.937142857,36.1,163.8
726,6.917142857,36.3,164.2
727,6.907142857,35.6,164.5
728.1,6.887142857,35.9,164.7
729.1,6.877142857,36.4,165
730.1,6.867142857,35.9,165.3
731.1,6.857142857,35.8,165.6
732.1,6.837142857,35.3,165.9
733.1,6.827142857,36.8,166.2
734.1,6.817142857,36.3,166.5
735.1,6.797142857,36.3,166.8
736.2,6.777142857,36.1,167.1
737.2,6.757142857,36.1,167.4
738.2,6.747142857,35.2,167.7
739.2,6.727142857,35.9,168
740.2,6.727142857,36.8,168.3
741.2,6.737142857,35.4,168.6
742.2,6.717142857,36.4,168.9
743.3,6.687142857,32.8,169.2
744.3,6.667142857,33,169.5
745.3,6.647142857,33.3,169.7
746.3,6.627142857,33,170
747.3,6.617142857,32.8,170.3
748.3,6.617142857,33,170.6
749.3,6.617142857,32.8,170.9
750.4,6.607142857,32.9,171.2
751.4,6.597142857,33,171.5
752.4,6.587142857,33.2,171.7
753.4,6.577142857,32.7,172
754.4,6.557142857,32.3,172.3
755.4,6.537142857,33.2,172.6
756.4,6.527142857,33.1,172.9
757.5,6.507142857,33.4,173.2
758.5,6.487142857,32.8,173.4
759.5,6.467142857,32.5,173.7
760.5,6.457142857,32.9,174
761.5,6.437142857,33.4,174.3
762.5,6.427142857,33.7,174.6
763.5,6.407142857,33.2,174.8
764.6,6.397142857,33.4,175.1
765.6,6.387142857,30.2,175.4
766.6,6.377142857,29.7,175.7
767.6,6.367142857,30.2,175.9
768.6,6.357142857,30.1,176.2
769.6,6.337142857,30.4,176.5
770.6,6.327142857,30.1,177
772.5,6.287142857,30.2,177.2
773.3,6.287142857,30.6,177.4
774,6.277142857,29.8,177.6
774.8,6.267142857,30.5,177.9
775.7,6.237142857,30.1,178.1
776.7,6.227142857,30.1,178.4
777.7,6.217142857,30.2,178.7
778.7,6.217142857,30.4,178.9
779.8,6.207142857,30.5,179.2
780.8,6.197142857,30.8,179.4
781.8,6.167142857,30.4,179.7
782.8,6.147142857,31.1,180
783.8,6.127142857,30.6,180.3
784.8,6.107142857,30.5,180.6
785.8,6.087142857,30.8,180.8
786.9,6.067142857,30.6,181.1
787.9,6.057142857,30.5,181.4
788.9,6.057142857,30.5,181.6
789.9,6.067142857,30.8,181.9
790.9,6.057142857,30.7,182.1
791.9,6.037142857,30.9,182.4
792.9,6.017142857,31.1,182.7
794,6.007142857,30.1,182.9
795,6.007142857,30.8,183.2
796,5.987142857,31.1,183.4
797,5.977142857,31.2,183.7
798,5.977142857,31.2,184
799,5.967142857,30.4,184.2
800,5.947142857,30.8,184.5
801.1,5.907142857,31.1,184.7
802.1,5.887142857,31.2,185
803.1,5.867142857,30.8,185.2
804.1,5.857142857,31,185.5
805.1,5.867142857,31.1,185.7
806.1,5.837142857,31.1,186
807.1,5.807142857,31,186.3
808.2,5.787142857,30.7,186.5
809.2,5.777142857,30.7,186.8
810.2,5.757142857,31.3,187.1
