time,Mass
s,g
0,74.1
1,74.271673
2,74.233622
3,73.990698
4,73.947338
5,73.910107
6,73.901385
7,73.89669
8,73.874478
9,73.864098
10,73.869047
11,73.868814
12,73.874185
13,73.875015
14,73.836435
15,73.798302
16,73.758127
17,73.740933
18,73.785054
19,73.762966
20,73.74591
21,73.762857
22,73.750067
23,73.690656
24,73.627915
25,73.531049
26,73.429739
27,73.332531
28,73.208699
29,73.088216
30,72.957838
31,72.833368
32,72.688605
33,72.559197
34,72.362434
35,72.23698
36,72.13808
37,71.96636
38,71.803102
39,71.668851
40,71.485669
41,71.306495
42,71.187913
43,70.996547
44,70.826162
45,70.682886
46,70.506762
47,70.289843
48,70.14512
49,70.023257
50,69.852227
51,69.647239
52,69.484686
53,69.293594
54,69.130496
55,68.982753
56,68.787477
57,68.617677
58,68.4361
59,68.255014
60,68.054331
61,67.80491
62,67.667458
63,67.51129
64,67.340621
65,67.125365
66,67.008362
67,66.862095
68,66.595701
69,66.402838
70,66.261165
71,66.07944
72,65.955873
73,65.824424
74,65.502226
75,65.274216
76,65.086832
77,64.970698
78,64.667515
79,64.469631
80,64.200988
81,64.042961
82,63.925416
83,63.731891
84,63.573426
85,63.33379
86,63.125964
87,63.004751
88,62.801347
89,62.417957
90,62.323731
91,62.253637
92,62.103073
93,61.856598
94,61.673085
95,61.530173
96,61.258706
97,61.072509
98,61.012681
99,60.739636
100,60.451101
101,60.258036
102,60.160911
103,59.91832
104,59.680836
105,59.320987
106,59.163784
107,59.049227
108,58.820261
109,58.644226
110,58.361866
111,58.26941
112,58.157299
113,57.849013
114,57.634381
115,57.281052
116,57.17871
117,56.967888
118,56.707841
119,56.445157
120,56.311808
121,55.91866
122,55.683184
123,55.632999
124,55.506783
125,55.221677
126,55.143423
127,54.912225
128,54.703777
129,54.726165
130,54.364521
131,53.926692
132,53.831346
133,53.843873
134,53.485058
135,53.085419
136,52.925542
137,52.713049
138,52.371777
139,52.320266
140,52.286417
141,51.990705
142,52.07824
143,51.905212
144,51.289155
145,50.9441
146,50.473864
147,50.578973
148,50.980134
149,50.465608
150,49.892564
151,49.414205
152,49.245837
153,49.320898
154,48.956422
155,48.753982
156,48.393212
157,48.292244
158,48.139312
159,47.718387
160,47.589944
161,47.122492
162,46.999822
163,46.862902
164,46.461499
165,46.257986
166,46.11768
167,46.007781
168,45.8525
169,45.193262
170,44.637899
171,45.182301
172,45.186242
173,44.56376
174,44.08598
175,44.202925
176,44.016497
177,43.654971
178,43.496216
179,43.569795
180,42.976758
181,42.866583
182,42.792009
183,42.22625
184,41.961932
185,41.821735
186,41.371428
187,41.218531
188,41.006014
189,40.903154
190,41.002291
191,40.394279
192,40.029304
193,39.854197
194,39.708168
195,38.977257
196,38.7281
197,39.00374
198,38.724887
199,38.231855
200,38.107922
201,37.826892
202,37.507955
203,37.25395
204,37.268247
205,37.732037
206,36.963757
207,36.268347
208,36.386027
209,35.810537
210,35.303345
211,34.981216
212,34.854748
213,34.666905
214,34.465659
215,34.046225
216,33.600701
217,32.99825
218,33.2167
219,33.088269
220,32.587676
221,32.301254
222,32.890503
223,32.250936
224,31.835001
225,31.55149
226,31.198657
227,30.827397
228,30.638455
229,30.4932
230,30.065992
231,29.743851
232,29.940698
233,29.417066
234,28.750879
235,28.512037
236,28.369269
237,28.019395
238,27.584025
239,27.355461
240,26.896686
241,26.832939
242,26.65473
243,26.415903
244,26.080026
245,25.905389
246,25.485202
247,25.062012
248,24.77111
249,24.577961
250,24.502974
251,24.282484
252,23.910219
253,23.580408
254,23.077213
255,22.670882
256,22.355477
257,22.033897
258,21.770632
259,21.471961
260,21.116286
261,20.813921
262,20.49811
263,20.179986
264,19.87777
265,19.54616
266,19.290748
267,19.018159
268,18.681087
269,18.419955
270,18.136444
271,17.852205
272,17.592348
273,17.330284
274,17.059709
275,16.800144
276,16.574039
277,16.364501
278,16.127085
279,15.939451
280,15.723287
281,15.550788
282,15.392128
283,15.182757
284,14.993469
285,14.839566
286,14.677909
287,14.519977
288,14.359234
289,14.197997
290,14.049497
291,13.893048
292,13.778144
293,13.631852
294,13.466798
295,13.357117
296,13.238684
297,13.120866
298,12.967214
299,12.842606
300,12.712767
301,12.585776
302,12.49861
303,12.383497
304,12.231304
305,12.145218
306,12.049333
307,11.931538
308,11.830802
309,11.737985
310,11.592444
311,11.489709
312,11.407348
313,11.313182
314,11.191772
315,11.092135
316,11.015274
317,10.912052
318,10.826944
319,10.716978
320,10.633301
321,10.555182
322,10.452517
323,10.35428
324,10.26066
325,10.162872
326,10.081207
327,9.97471
328,9.91517
329,9.821168
330,9.724986
331,9.653168
332,9.54956
333,9.433079
334,9.373183
335,9.301069
336,9.23029
337,9.132102
338,9.044101
339,8.967827
340,8.880846
341,8.814536
342,8.735002
343,8.629611
344,8.554631
345,8.475231
346,8.402906
347,8.327798
348,8.24988
349,8.159258
350,8.06125
351,8.004391
352,7.947635
353,7.841762
354,7.752788
355,7.665713
356,7.595038
357,7.54609
358,7.455076
359,7.393966
360,7.306721
361,7.236488
362,7.196677
363,7.102781
364,7.023063
365,6.946403
366,6.880737
367,6.821781
368,6.746838
369,6.67742
370,6.583018
371,6.522561
372,6.475121
373,6.400982
374,6.32023
375,6.260144
376,6.197872
377,6.134051
378,6.069156
379,6.009623
380,5.909637
381,5.835626
382,5.797642
383,5.728311
384,5.661112
385,5.574971
386,5.536045
387,5.458684
388,5.401629
389,5.357416
390,5.279572
391,5.205828
392,5.149237
393,5.099974
394,5.029735
395,4.972784
396,4.919501
397,4.845108
398,4.790957
399,4.743991
400,4.723619
401,4.632416
402,4.567315
403,4.517102
404,4.486264
405,4.493101
406,4.408929
407,4.31736
408,4.235254
409,4.186693
410,4.14446
411,4.074122
412,4.034026
413,3.957256
414,3.909667
415,3.865099
416,3.790463
417,3.695952
418,3.675188
419,3.645695
420,3.618621
421,3.554781
422,3.500355
423,3.449629
424,3.418858
425,3.383753
426,3.3278
427,3.281377
428,3.218632
429,3.170049
430,3.126283
431,3.082293
432,3.028886
433,2.988996
434,2.937409
435,2.89046
436,2.862805
437,2.822326
438,2.747371
439,2.700231
440,2.659183
441,2.62642
442,2.588678
443,2.54427
444,2.505611
445,2.449469
446,2.427834
447,2.391262
448,2.341387
449,2.291503
450,2.246337
451,2.220149
452,2.195023
453,2.132108
454,2.119877
455,2.065571
456,2.027682
457,2.003033
458,1.955579
459,1.90402
460,1.844901
461,1.829592
462,1.810718
463,1.778427
464,1.72603
