Time,mass,HRR,Back surface temperature 1,Back surface temperature 2
s,g,kW,K,K
0,69.86000000,0.025189826,298.75,298.85
1,69.82893700,0.026291542,298.75,298.85
2,69.85253600,0.027237103,298.75,298.85
3,69.87107900,0.02886447,298.75,298.85
4,69.83211800,0.027283662,298.85,298.85
5,69.78077400,0.023997191,298.85,298.85
6,69.71565200,0.021147976,298.95,298.95
7,69.67278700,0.021193436,298.95,298.95
8,69.69023200,0.008001201,298.95,298.95
9,69.70892600,-0.035102182,298.95,298.95
10,69.66974500,-0.073846936,298.95,299.05
11,69.63763400,0.02878995,299.05,299.05
12,69.47546300,0.276188987,299.05,299.15
13,69.55375200,0.712694332,299.15,299.25
14,69.69284900,1.073564115,299.35,299.35
15,69.70424500,1.577145922,299.55,299.35
16,69.65541900,2.226564752,299.55,299.55
17,69.60529100,3.026307458,299.85,300.75
18,69.48449400,3.549281968,301.35,300.75
19,69.33086700,4.106672879,302.05,301.75
20,69.13732600,4.453262388,302.05,301.75
21,68.94848500,4.902306399,302.75,302.65
22,68.72465900,4.930405424,303.55,303.55
23,68.53454300,5.128585376,304.65,304.55
24,68.31184300,5.351929806,304.65,304.55
25,68.07563400,5.562511185,305.85,305.65
26,67.85493200,5.54212691,307.05,306.75
27,67.61421100,5.619477019,308.35,308.05
28,67.38030600,5.929640593,308.35,308.05
29,67.17236900,5.893678988,309.85,309.45
30,66.93269600,5.986416675,311.45,310.85
31,66.68742900,6.218927938,313.05,312.35
32,66.44285000,6.368901075,314.85,312.35
33,66.18533300,6.043352409,314.85,313.95
34,65.90682000,6.392476253,316.75,315.75
35,65.64857600,6.627223476,318.55,317.45
36,65.38688600,6.592991987,320.45,317.45
37,65.53045200,6.304888235,320.45,319.25
38,65.03022100,6.73905444,322.25,321.15
39,64.67886600,6.653300778,324.35,323.25
40,64.37731200,6.708410861,326.35,323.25
41,64.07236800,6.473398523,326.35,325.15
42,63.85006900,6.44055766,328.35,327.25
43,63.61907700,6.368764798,330.45,329.25
44,63.33606800,6.357092215,332.55,331.45
45,63.08992300,6.403781891,332.55,331.45
46,62.82020600,6.376171061,334.55,333.65
47,62.56439800,6.495356287,336.65,335.65
48,62.31403200,6.38561823,338.95,337.95
49,62.02757300,6.405190864,338.95,337.95
50,61.78072600,6.625584814,341.25,340.15
51,61.50013800,7.155591843,343.25,342.35
52,61.23575800,6.815476958,345.45,344.65
53,60.97078500,6.866072718,347.65,344.65
54,60.71191500,6.375888325,347.65,346.95
55,60.44170500,6.50501105,349.85,349.15
56,60.16082200,6.434545972,352.25,351.55
57,59.89857100,6.634200066,354.65,351.55
58,59.61969600,6.826985895,354.65,353.75
59,59.35926300,6.644003844,356.85,356.15
60,59.09075700,7.114862996,359.05,358.45
61,58.82198400,6.865171656,361.35,358.45
62,58.54197000,6.961975601,361.35,360.75
63,58.30018500,6.907603539,363.75,363.05
64,58.02739500,6.686275027,365.95,365.25
65,57.73651300,6.920627367,368.25,367.65
66,57.47445700,6.879399665,368.25,367.65
67,57.18301800,6.700908927,370.65,369.95
68,56.91356100,6.693901781,372.95,372.25
69,56.63406900,7.107444625,375.25,374.55
70,56.36768000,6.65991963,375.25,374.55
71,56.09475300,7.004481053,377.65,376.75
72,55.82366000,6.905432933,379.75,379.05
73,55.55171200,6.953281682,382.15,381.15
74,55.25563600,6.945298149,382.15,381.15
75,54.96710100,7.180183196,384.45,383.45
76,54.68545100,7.009266223,386.55,385.55
77,54.40743100,7.184482937,388.55,387.65
78,54.13273600,6.754003559,390.85,387.65
79,53.85734200,6.649448038,390.85,389.75
80,53.59254700,7.225147412,393.15,391.75
81,53.32038200,6.9175025,395.25,393.95
82,53.02971500,6.654553589,397.65,393.95
83,52.74467900,6.72822573,397.65,396.25
84,52.43122500,6.892172717,399.85,398.55
85,52.12063400,7.025912496,402.15,400.65
86,51.82384100,7.056636598,404.35,400.65
87,51.55481600,7.120139016,406.85,403.05
88,51.28529700,7.699292493,406.85,405.45
89,50.98801800,7.032217689,409.05,407.65
90,50.69738000,6.779856577,411.55,409.95
91,50.41670800,7.243289972,413.85,409.95
92,50.12648600,7.135529189,413.85,412.25
93,49.80983600,7.35875853,416.25,414.55
94,49.52737900,7.172143783,418.75,416.85
95,49.23870900,6.925248054,420.95,416.85
96,48.93268600,7.556241021,420.95,419.15
97,48.65019500,7.576472317,423.55,421.25
98,48.33491000,7.290718051,426.05,423.35
99,48.03529600,7.180903829,428.45,425.55
100,47.73043800,7.603061416,428.45,425.55
101,47.41944800,7.384041988,430.95,427.35
102,47.11042900,7.282761083,433.25,429.85
103,46.80911100,7.49584882,435.75,429.85
104,46.51916600,7.591142602,435.75,431.75
105,46.25049900,7.204979566,438.55,433.95
106,45.93601000,6.889665214,441.25,436.45
107,45.59266800,7.445261352,444.15,436.45
108,45.29485700,7.384738524,447.35,438.95
109,44.98001600,7.282263758,447.35,441.45
110,44.68763100,7.897682292,450.05,443.75
111,44.37061100,7.641714895,453.05,446.45
112,44.06636900,8.000759484,453.05,446.45
113,43.74795600,7.996497054,456.55,448.85
114,43.45153900,7.641861541,459.55,451.65
115,43.11941600,7.486651669,462.45,454.65
116,42.82110500,7.886655263,462.45,454.65
117,42.51734400,7.845359193,465.45,457.45
118,42.18816600,7.775414006,468.75,460.55
119,41.87052000,7.679084133,472.05,463.85
120,41.55844600,7.848774573,475.55,463.85
121,41.25343100,7.798363898,475.55,467.25
122,40.93142400,7.774689377,478.75,470.65
123,40.61728800,8.437037723,482.05,474.15
124,40.29224900,8.668742755,485.35,474.15
125,39.95374000,8.500132785,485.35,477.65
