Time,mass,HRR,Back surface temperature 1,Back surface temperature 2
s,g,kW,K,K
0,69.8800,-0.0087,299.15,299.45
1,69.8558,-0.0056,299.15,299.45
2,69.6826,-0.0039,299.05,299.35
3,70.0151,-0.0061,299.05,299.35
4,70.1129,-0.0070,299.05,299.35
5,70.0802,-0.0076,298.95,299.25
6,69.9902,-0.0061,298.95,299.25
7,69.9247,-0.0036,298.95,299.15
8,69.7776,-0.0026,298.85,299.05
9,69.6270,-0.0048,298.85,299.05
10,69.6260,-0.0060,298.85,299.05
11,69.6298,-0.0061,298.85,299.05
12,69.6676,-0.0049,298.85,299.05
13,69.6531,-0.0031,298.85,299.05
14,69.6337,0.0032,298.85,299.05
15,69.6018,0.0028,298.85,299.05
16,69.5980,0.0021,298.95,299.15
17,69.6256,0.0021,299.05,299.25
18,69.6071,0.0090,299.05,299.25
19,69.5750,0.0147,299.15,299.45
20,69.6149,0.0139,299.35,299.55
21,69.5808,0.0124,299.65,299.85
22,69.5646,0.0082,299.65,299.85
23,69.5373,0.0035,299.95,300.15
24,69.5419,0.0051,300.35,300.45
25,69.5473,0.0073,300.75,300.85
26,69.5353,-0.0008,300.75,300.85
27,69.5260,-0.0055,302.35,302.35
28,69.5276,-0.0065,302.95,302.35
29,69.5254,-0.0057,303.65,303.55
30,69.5313,-0.0034,304.45,303.55
31,69.5221,-0.0022,304.45,304.15
32,69.5038,-0.0058,305.25,304.85
33,69.5101,-0.0092,306.15,305.65
34,69.5176,0.0010,307.05,305.65
35,69.5214,0.0119,307.05,306.55
36,69.4872,0.0181,307.95,307.25
37,69.5022,0.0186,308.95,308.15
38,69.5184,0.0237,309.95,308.15
39,69.5182,0.0241,309.95,309.05
40,69.5145,0.0240,310.95,309.95
41,69.5008,0.0247,312.05,310.95
42,69.5034,0.0347,313.15,311.95
43,69.4846,0.0368,313.15,311.95
44,69.4755,0.0341,314.25,312.95
45,69.4821,0.0264,315.35,313.95
46,69.4620,0.0250,316.55,314.95
47,69.4830,0.0258,316.55,314.95
48,69.5071,0.0292,317.85,316.05
49,69.5082,0.0282,319.05,317.05
50,69.4868,0.0268,320.25,318.15
51,69.4759,0.0177,321.55,318.15
52,69.4777,0.0164,321.55,319.25
53,69.4795,0.0173,322.75,320.35
54,69.4882,0.0200,324.15,321.45
55,69.4816,0.0248,325.35,321.45
56,69.4949,0.0245,325.35,322.55
57,69.4801,0.0314,326.65,323.75
58,69.4637,0.0327,328.05,324.85
59,69.4683,0.0340,329.25,324.85
60,69.4734,0.0366,329.25,326.05
61,69.4925,0.0423,330.65,327.15
62,69.4921,0.0413,331.95,328.35
