Time,mass,HRR,Back surface temperature 1,Back surface temperature 2
s,g,kW,K,K
0,71.72,0.024467679,298.15,299.25
1,71.717341,0.022972213,298.15,299.25
2,71.66126,0.017617099,298.15,299.25
3,71.640698,0.014853476,298.15,299.25
4,71.600763,0.014205718,298.15,299.25
5,71.58721,0.015215941,298.15,299.25
6,71.34995,0.017204069,298.15,299.25
7,71.294639,0.019822323,298.15,299.25
8,71.22134,0.01829169,298.15,299.25
9,71.220061,0.015530112,298.25,299.25
10,71.238028,0.014692825,298.25,299.25
11,71.218426,0.015428194,298.25,299.25
12,71.170784,0.01681255,298.25,299.35
13,71.069228,0.018551541,298.35,299.35
14,71.017894,0.015837622,298.35,299.35
15,71.085363,0.016144777,298.45,299.35
16,71.002022,0.020983731,298.45,299.45
17,70.9416,0.02136539,298.55,299.55
18,70.941284,0.031280677,298.65,299.65
19,70.933192,0.033500163,298.75,299.65
20,70.911387,0.030797738,298.75,299.75
21,70.869718,0.029474952,298.95,299.85
22,70.878449,0.028168756,299.15,300.05
23,70.917572,0.034139874,299.45,300.05
24,70.91769,0.038555389,299.45,300.25
25,70.860411,0.045532002,299.75,300.55
26,70.862811,0.043285999,300.15,300.85
27,70.872044,0.047240747,301.55,301.15
28,70.86942,0.05539542,301.55,301.15
29,70.857342,0.059559952,301.55,301.45
30,70.825923,0.055469487,302.65,301.85
31,70.812268,0.052815919,303.35,303.35
32,70.81423,0.05182083,303.35,303.35
33,70.824751,0.050307039,304.05,303.35
34,70.836186,0.050632563,304.75,304.45
35,70.815315,0.051672182,305.55,305.05
36,70.804055,0.054412925,305.55,305.05
37,70.819733,0.053754177,306.25,305.65
38,70.811441,0.044774829,307.15,306.25
39,70.801182,0.043838316,307.95,306.95
40,70.794703,0.045465068,308.95,306.95
41,70.766572,0.03878138,308.95,307.65
42,70.785169,0.038504904,309.85,308.35
43,70.778233,0.035466135,310.85,309.25
44,70.786493,0.032752841,311.85,309.25
45,70.800424,0.040312437,311.85,310.05
46,70.749278,0.048506484,312.85,310.75
47,70.812301,0.053585476,313.95,311.65
48,70.830942,0.057292656,314.95,312.55
49,70.84816,0.05529605,314.95,312.55
50,70.843708,0.050452033,316.05,313.35
51,70.82758,0.043931695,317.15,314.25
52,70.800146,0.051560918,318.25,315.15
53,70.795839,0.056264153,318.25,315.15
54,70.805139,0.056147359,319.35,316.05
55,70.815846,0.053423142,320.55,316.95
56,70.824143,0.052243388,321.65,317.95
57,70.831264,0.051487875,322.85,317.95
58,70.826704,0.052050868,322.85,318.95
59,70.827766,0.055163498,324.05,319.85
60,70.837723,0.054092757,325.25,320.85
61,70.851422,0.059215468,326.45,320.85
62,70.854823,0.056958187,326.45,321.75
63,70.841454,0.063322988,327.65,322.85
64,70.844418,0.066645491,328.95,323.85
65,70.858378,0.06895435,330.05,323.85
66,70.859106,0.077547156,330.05,324.85
67,70.854592,0.074754373,331.35,325.75
68,70.884437,0.073157112,332.55,326.85
69,70.950808,0.073935929,333.85,327.85
70,70.905029,0.080827305,333.85,327.85
71,70.908384,0.082555147,335.15,328.85
72,70.909738,0.086916285,336.35,329.85
73,70.908185,0.090372334,337.55,330.85
74,70.909753,0.097267108,337.55,330.85
75,70.940295,0.097742,338.85,331.85
76,70.952807,0.107788049,340.15,332.95
77,70.927174,0.11078634,341.35,333.95
78,70.923103,0.100349283,341.35,333.95
79,70.950423,0.101051363,342.55,335.05
80,70.871716,0.097079354,343.85,336.05
81,70.935834,0.097950571,345.05,336.85
82,70.97218,0.106977179,346.35,336.85
83,70.974135,0.110927475,346.35,337.85
84,70.977564,0.111884862,347.65,338.75
85,70.978,0.108560163,348.85,339.65
86,70.992289,0.107806581,350.15,339.65
87,70.991312,0.100184382,350.15,340.65
88,71.011323,0.089317548,351.35,341.55
89,71.032842,0.079040713,352.55,342.45
90,71.048724,0.09872199,353.85,342.45
91,71.058478,0.139679682,353.85,343.55
92,71.067553,0.198981615,355.15,344.45
93,71.103002,0.278035402,356.35,345.45
94,71.083862,0.353545771,357.55,346.25
95,71.066925,0.44671094,357.55,346.25
96,71.103407,0.540227129,358.85,347.25
97,71.115944,0.711771279,360.15,348.25
98,71.089634,0.913821581,361.35,349.35
99,71.068035,1.107490143,361.35,349.35
100,71.063337,1.32867489,362.55,350.35
101,70.994677,1.482551009,363.75,351.35
102,70.917245,1.701850339,364.95,352.35
103,70.851014,1.887342233,366.15,352.35
104,70.77286,1.961088563,366.15,353.25
105,70.694303,2.088390457,367.35,354.25
106,70.607249,2.159739343,368.55,355.25
107,70.531637,2.252969506,369.65,355.25
108,70.439513,2.314225312,369.65,356.15
109,70.34704,2.418719451,370.85,357.15
110,70.230195,2.532459833,371.95,358.05
111,70.127181,2.597522586,373.05,358.05
112,70.0323,2.609633776,373.05,359.05
113,69.931128,2.742942092,374.35,360.05
114,69.798581,2.648601951,375.45,360.95
115,69.684484,2.688770213,376.55,361.95
116,69.613808,2.776388733,376.55,361.95
117,69.486962,2.750320503,377.75,362.85
118,69.350928,2.863184291,378.85,363.85
119,69.229712,2.722089164,380.05,364.85
120,69.124778,2.778136141,380.05,364.85
121,69.005619,2.811302546,381.25,365.75
122,68.886994,2.836465997,382.35,366.75
123,68.763408,2.837548518,383.55,367.75
124,68.648036,2.918734619,383.55,367.75
125,68.554033,2.904183075,384.75,368.75
126,68.43907,2.94889814,385.95,369.75
127,68.32182,2.959438493,387.05,370.85
128,68.187768,2.930832883,388.35,370.85
129,68.052537,3.079370953,388.35,371.75
130,67.905809,3.032139276,389.65,372.75
131,67.772975,2.932244915,390.85,373.85
132,67.640256,3.001140008,392.05,373.85
133,67.486925,2.913374943,392.05,374.95
134,67.377933,2.978274495,393.25,375.95
135,67.227413,2.992961495,394.55,377.05
136,67.08743,2.983339694,395.65,377.05
137,66.949178,3.093316185,396.85,378.05
138,66.793768,3.016028649,396.85,379.05
139,66.64652,2.959994965,398.05,380.05
140,66.512126,3.023478986,399.35,381.05
141,66.384092,3.026250623,400.55,381.05
142,66.252836,2.975520878,400.55,382.05
143,66.12388,3.013244976,401.75,383.05
144,66.009896,2.983167489,403.05,384.05
145,66.089279,3.115674501,404.15,384.05
146,66.052337,3.194381709,404.15,385.05
147,65.915913,3.172103329,405.45,386.05
148,65.777908,3.111862838,406.65,386.95
149,65.630091,3.13684968,407.95,386.95
150,65.49761,3.113828035,407.95,387.95
151,65.363529,3.105535331,409.15,388.85
152,65.225133,3.133044318,410.45,390.05
153,65.079074,3.345064674,411.55,390.05
154,64.935338,3.244689967,411.55,391.15
155,64.820333,3.156652405,412.75,392.25
156,64.691517,3.244291822,414.05,393.25
157,64.554154,3.383964555,415.25,393.25
158,64.412363,3.25979923,416.45,394.35
159,64.270655,3.266655996,416.45,395.45
160,64.131116,3.226386981,417.65,396.55
161,63.996592,3.216227578,418.95,397.65
162,63.874906,3.220584492,420.15,397.65
163,63.729345,3.132379764,420.15,398.75
164,63.585076,3.280721214,421.35,399.95
165,63.457904,3.257237575,422.65,401.05
166,63.316891,3.38331551,423.85,401.05
167,63.159481,3.518164965,423.85,402.15
168,63.036626,3.3298712,425.05,403.25
169,62.871952,3.365208576,426.25,404.45
170,62.717254,3.375463085,427.45,405.35
171,62.589198,3.377553903,427.45,405.35
172,62.460372,3.26454845,428.65,406.45
173,62.312328,3.249275458,429.85,407.55
174,62.159532,3.237878274,430.95,407.55
175,61.984224,3.325996228,430.95,408.65
176,61.865013,3.295368287,432.15,409.65
177,61.752121,3.301131661,433.35,410.95
178,61.63705,3.372695099,434.55,412.05
179,61.487525,3.242171218,434.55,412.05
180,61.37302,3.192628517,435.75,413.25
181,61.251409,3.269370103,436.95,414.25
182,61.114052,3.264678719,438.15,415.25
183,60.962649,3.243479481,438.15,415.25
184,60.811156,3.354011326,439.35,416.15
185,60.70315,3.343901059,440.45,417.25
186,60.52413,3.498537357,441.65,418.35
187,60.382675,3.468020711,442.75,418.35
188,60.246858,3.49127948,442.75,419.35
189,60.118263,3.480104692,443.95,420.35
190,59.982584,3.33012493,445.15,421.45
191,59.849529,3.397649128,446.35,421.45
192,59.699733,3.45543973,446.35,422.55
193,59.569479,3.363149927,447.55,423.55
194,59.437858,3.419640011,448.75,424.65
195,59.307371,3.517698074,449.95,424.65
196,59.163982,3.574527292,449.95,425.75
197,59.023787,3.429206845,451.15,427.05
198,58.839277,3.460976427,452.45,428.55
199,58.701248,3.450446585,453.65,429.75
200,58.555391,3.359595094,453.65,429.75
201,58.408915,3.480671325,454.95,430.95
202,58.269982,3.525960453,456.15,432.25
203,58.174791,3.451702369,457.35,433.45
204,58.021317,3.514328252,457.35,433.45
205,57.845025,3.474415892,458.45,434.75
206,57.68083,3.519242355,459.55,435.95
207,57.528768,3.522538215,460.75,436.75
208,57.423674,3.494829831,462.05,436.75
209,57.283628,3.471936662,462.05,437.95
210,57.135444,3.477060643,463.15,439.05
211,56.99645,3.448790227,464.15,440.45
212,56.848054,3.447125291,465.15,440.45
213,56.7201,3.636981099,465.15,441.65
214,56.564467,3.638938941,466.15,442.85
215,56.41,3.625375338,467.15,443.95
216,56.255882,3.538055096,468.15,443.95
217,56.08765,3.558851787,468.15,445.05
218,55.928023,3.481521463,469.25,446.25
219,55.778592,3.545003554,470.25,447.75
220,55.637174,3.600317016,471.25,448.95
221,55.473092,3.456608183,471.25,448.95
222,55.331844,3.51251194,472.15,450.45
223,55.206925,3.647958093,472.95,451.45
224,55.035124,3.596780485,473.75,452.85
225,54.855102,3.681389976,473.75,452.85
226,54.698497,3.660794502,474.45,454.25
227,54.565667,3.695692367,475.15,455.55
228,54.411282,3.664093122,475.85,456.75
229,54.234327,3.672828786,476.55,456.75
230,54.04953,3.744223539,476.55,458.05
231,53.878746,3.642879567,477.25,459.45
232,53.745519,3.715602812,478.05,460.75
233,53.577781,3.577443371,478.75,460.75
234,53.438844,3.670647898,478.75,462.05
235,53.298513,3.61803668,478.75,463.25
236,53.146521,3.684088643,479.45,464.55
237,52.988076,3.733142829,479.45,464.55
238,52.821291,3.635806133,479.45,465.95
239,52.660075,3.650449106,480.65,467.05
240,52.522832,3.654976564,481.45,467.95
241,52.373225,3.665228817,482.35,469.25
242,52.176757,3.645913124,482.35,469.25
243,52.010184,3.759990979,483.35,470.45
244,51.838434,3.731789756,484.25,471.65
245,51.676597,3.696015827,485.25,472.85
246,51.522041,3.744819637,485.25,472.85
247,51.38364,3.654727226,486.35,474.05
248,51.213967,3.633825485,487.35,475.35
249,51.034872,3.485696351,488.45,476.55
250,50.884265,3.563314529,488.45,476.55
251,50.839708,3.701996628,489.45,477.85
252,50.690985,3.762298615,490.55,479.15
253,50.54329,3.725979977,491.65,480.35
254,50.389171,3.764573351,492.75,480.35
255,50.191572,3.939672783,492.75,481.65
256,49.987352,3.872121082,493.85,482.75
257,49.80342,3.791645972,495.05,483.85
258,49.634776,3.782284107,496.15,483.85
259,49.453785,3.90044251,496.15,485.05
260,49.281048,3.817859358,497.35,486.35
261,49.115198,3.876088143,498.35,487.55
262,48.908985,3.893954945,499.45,488.75
263,48.762167,3.874286421,499.45,488.75
264,48.603031,3.924669181,500.55,490.05
265,48.504803,3.825618058,501.65,491.35
266,48.381785,3.89777128,502.75,492.45
267,48.208057,3.949830002,502.75,492.45
268,48.033816,3.992975102,503.85,493.45
269,47.84387,3.944365761,504.95,494.35
270,47.677048,3.921025081,506.05,495.35
271,47.496187,4.039650147,507.25,495.35
272,47.330826,3.931663514,507.25,496.25
273,47.140608,3.957139368,508.35,497.15
274,46.986385,3.837571193,509.45,498.25
275,46.838292,4.029846885,510.65,498.25
276,46.602707,4.105822863,510.65,499.25
277,46.383893,4.147502826,511.85,500.35
278,46.202305,4.172459253,513.05,501.45
279,46.028571,4.095975322,514.25,502.45
280,45.865853,4.086498857,514.25,502.45
281,46.041084,4.022040969,515.45,503.55
282,46.294356,4.170907257,516.65,504.85
283,46.270323,4.128649404,517.85,504.85
284,45.942192,4.041894027,517.85,505.95
285,45.750256,4.24688407,518.95,507.15
286,45.558417,4.135409372,520.25,508.25
287,45.366267,4.23503689,521.35,508.25
288,45.159446,4.357052393,522.65,509.35
289,44.999118,4.327862441,522.65,510.45
290,44.812349,4.347868335,523.85,511.45
291,44.641348,4.095175103,525.15,512.55
292,44.483601,4.373163809,525.15,512.55
293,44.302554,4.152907984,526.35,513.45
294,44.121671,4.287759228,527.55,514.45
295,43.951928,4.208921589,528.75,515.45
296,43.76114,4.298847,528.75,515.45
297,43.565861,4.159376488,529.75,516.45
298,43.392974,4.269478038,531.05,517.55
299,43.252748,4.300165681,532.25,518.55
300,43.10344,4.15851208,533.45,518.55
301,42.945998,4.108046326,533.45,519.65
302,42.779893,4.148240747,534.55,520.75
303,42.580799,4.080515429,535.85,521.85
304,42.406902,4.188556871,536.95,521.85
305,42.23857,4.176396197,536.95,522.85
306,42.066497,4.201766376,538.25,523.95
307,41.901321,4.251867576,539.45,525.05
308,41.718565,4.020978751,540.75,526.25
309,41.556913,4.127674448,540.75,526.25
310,41.381479,4.164554368,541.95,527.35
311,41.21218,4.214698257,543.25,528.45
312,41.054092,4.240890023,544.45,529.55
313,40.85223,4.271041472,545.75,529.55
314,40.674556,4.080011373,545.75,530.85
315,40.508877,4.099898308,547.05,531.95
316,40.364409,4.262583444,548.35,533.25
317,40.236647,4.292222237,549.75,533.25
318,40.082819,4.296632273,549.75,534.65
319,39.930592,4.168758876,551.15,535.95
320,39.766126,4.235971952,552.45,537.35
321,39.613886,4.302353168,553.95,538.65
322,39.447227,4.32737033,553.95,538.65
323,39.252805,4.405169782,555.35,540.15
324,39.087774,4.357404222,556.55,541.65
325,38.908357,4.291466169,557.95,541.65
326,38.741485,4.272604466,557.95,543.15
327,38.56679,4.257793898,559.35,544.15
328,38.390717,4.387993436,560.75,545.35
329,38.225136,4.256312502,562.15,545.35
330,38.063901,4.198343867,563.65,547.35
331,37.891655,4.39169631,563.65,548.25
332,37.708485,4.209402054,565.05,549.75
333,37.524353,4.268056502,566.45,552.35
334,37.334582,4.277736554,566.45,552.35
335,37.160014,4.403167451,567.95,553.75
336,36.989003,4.373959824,569.35,555.05
337,36.835163,4.12464105,570.75,558.25
338,36.663486,4.2609276,570.75,558.25
339,36.502417,4.222640965,572.15,560.05
340,36.312327,4.323430682,573.45,561.75
341,36.128541,4.400473087,574.85,563.65
342,35.947487,4.382360896,576.05,563.65
343,35.765435,4.418158784,576.05,565.35
344,35.572389,4.455094948,577.35,567.15
345,35.389532,4.397642464,578.65,568.85
346,35.218059,4.33509251,579.95,570.75
347,35.033226,4.460207638,579.95,570.75
348,34.849129,4.352359103,581.25,572.55
349,34.678842,4.244086536,582.55,574.35
350,34.510247,4.445428094,583.85,576.15
351,34.333393,4.413226722,583.85,576.15
352,34.125828,4.574399996,585.25,578.05
353,33.987431,4.614001596,586.55,579.95
354,33.830576,4.643833159,587.85,581.85
355,33.630997,4.348563747,589.15,581.85
356,33.430463,4.374106993,589.15,583.55
357,33.231064,4.496156545,590.45,585.25
358,33.072756,4.4052619,591.85,586.75
359,32.894945,4.324052798,593.05,586.75
360,32.717986,4.453426403,593.05,588.15
361,32.538261,4.455497874,594.55,589.55
362,32.352493,4.492426611,595.95,590.85
363,32.17412,4.527239195,597.15,592.45
364,31.992899,4.561948323,597.15,592.45
365,31.814003,4.400123966,598.55,593.85
366,31.624918,4.298349828,599.95,595.35
367,31.430517,4.586638717,601.35,595.35
368,31.243656,4.557310698,601.35,596.65
369,31.037074,4.656846241,602.75,597.85
370,30.850247,4.559842698,604.05,599.25
371,30.699712,4.362999695,605.55,599.25
372,30.503556,4.584235812,607.05,600.55
373,30.33323,4.315526951,607.05,601.95
374,30.153018,4.407236835,608.45,603.25
375,29.961472,4.719605461,609.95,604.55
376,29.778874,4.467048987,609.95,604.55
377,29.60289,4.556881494,611.35,605.95
378,29.411275,4.583378162,612.85,607.25
379,29.212861,4.801023801,614.35,608.45
380,29.031322,4.527349286,614.35,608.45
381,28.852868,4.55782623,615.75,609.65
382,28.679247,4.385362022,617.15,610.95
383,28.490009,4.520841603,618.45,612.55
384,28.341212,4.430046555,619.65,612.55
385,28.214485,4.568380347,619.65,614.25
386,28.045436,4.47290277,620.95,615.55
387,27.85554,4.431160129,622.45,617.15
388,27.657127,4.387940294,623.95,617.15
389,27.452625,4.629213007,623.95,618.45
390,27.232336,4.60968939,625.45,619.95
