Time,Temperature,Mass
[s],[K],[mg]
0,300.13,5.6086
3,300.131,5.6101
6,300.129,5.6101
9,300.132,5.6087
12,300.136,5.6087
15,300.143,5.6085
18,300.157,5.6086
21,300.177,5.6102
24,300.205,5.6095
27,300.243,5.6104
30,300.289,5.6099
33,300.354,5.6093
36,300.428,5.6099
39,300.52,5.6108
42,300.63,5.611
45,300.754,5.6103
48,300.899,5.6093
51,301.062,5.6101
54,301.248,5.6103
57,301.453,5.6103
60,301.687,5.6117
63,301.937,5.6097
66,302.218,5.6106
69,302.514,5.6118
72,302.842,5.6111
75,303.195,5.611
78,303.568,5.6098
81,303.972,5.6105
84,304.396,5.6113
87,304.846,5.6117
90,305.32,5.6118
93,305.818,5.6115
96,306.339,5.6113
99,306.883,5.6117
102,307.446,5.6117
105,308.029,5.6111
108,308.628,5.6122
111,309.25,5.6113
114,309.887,5.6126
117,310.543,5.6117
120,311.207,5.6132
123,311.886,5.6124
126,312.579,5.6117
129,313.284,5.6124
132,313.997,5.613
135,314.72,5.6135
138,315.446,5.6133
141,316.183,5.6135
144,316.925,5.6122
147,317.669,5.6135
150,318.415,5.6133
153,319.165,5.615
156,319.912,5.6142
159,320.665,5.613
162,321.41,5.6143
165,322.158,5.614
168,322.906,5.6123
171,323.645,5.6149
174,324.385,5.6158
177,325.12,5.614
180,325.846,5.6134
183,326.572,5.6122
186,327.285,5.6122
189,327.995,5.6135
192,328.706,5.6135
195,329.4,5.6122
198,330.092,5.6122
201,330.777,5.6135
204,331.452,5.6135
207,332.12,5.6135
210,332.781,5.6135
213,333.435,5.6135
216,334.082,5.6135
219,334.719,5.6135
222,335.352,5.6135
225,335.98,5.6135
228,336.595,5.6135
231,337.207,5.6122
234,337.813,5.6135
237,338.405,5.6135
240,338.999,5.6125
243,339.579,5.6122
246,340.161,5.6122
249,340.73,5.6135
252,341.296,5.6149
255,341.86,5.6149
258,342.415,5.6145
261,342.968,5.6139
264,343.516,5.6149
267,344.057,5.6138
270,344.6,5.6149
273,345.131,5.6152
276,345.665,5.6149
279,346.191,5.6152
282,346.718,5.6152
285,347.238,5.6152
288,347.757,5.6152
291,348.276,5.6152
294,348.79,5.6165
297,349.299,5.6152
300,349.812,5.6152
303,350.32,5.6138
306,350.828,5.6142
309,351.335,5.6155
312,351.837,5.6162
315,352.341,5.6162
318,352.844,5.6162
321,353.347,5.6165
324,353.847,5.6162
327,354.346,5.6162
330,354.847,5.6162
333,355.346,5.6162
