Time,mass,HRR,Back surface temperature 1,Back surface temperature 2
s,g,kW/m2,K,K
0,69.9,0.595238095,299.25,299.55
1,69.9215,0.285714286,299.25,299.25
2,69.9043,-0.071428571,299.25,299.25
3,69.8244,-0.25,299.25,299.25
4,69.7088,-0.345238095,299.25,299.25
5,69.684,0.392857143,299.25,299.25
6,69.6822,0.857142857,299.25,299.15
7,69.6107,1.476190476,299.25,299.15
8,69.6274,1.511904762,299.25,299.05
9,69.5392,1.678571429,299.15,298.95
10,69.4814,0.416666667,299.15,298.85
11,69.45,-1.392857143,299.15,298.85
12,69.5695,-6,299.15,298.75
13,69.7126,-5.130952381,299.15,298.75
14,69.7398,14.02380952,299.25,298.85
15,69.6569,78.94047619,299.45,298.85
16,69.6233,128.702381,299.45,298.95
17,69.6707,215.7619048,299.75,299.15
18,69.6762,301.5,301.05,299.55
19,69.5747,367.5714286,301.65,299.55
20,69.4209,420.2619048,301.65,300.95
21,69.3362,478.4642857,302.35,301.55
22,69.1857,506.8452381,303.25,302.25
23,68.9764,516.3809524,304.15,302.25
24,68.7574,534.9047619,304.15,303.05
25,68.5702,557.047619,305.15,303.85
26,68.3792,564.4166667,306.35,304.85
27,68.0991,594.1190476,307.65,305.85
28,67.8204,623.797619,307.65,305.85
29,67.6244,700.797619,309.05,306.95
30,67.3954,700.2261905,310.45,308.15
31,67.2147,695.5833333,311.95,309.45
32,67.0076,713.4166667,311.95,309.45
33,66.4728,708.797619,313.55,310.65
34,66.0807,725.9166667,315.15,312.05
35,65.7936,717.6904762,316.95,313.45
36,65.5318,695.1190476,316.95,313.45
37,65.2341,719.2380952,318.75,315.15
38,65.0119,696.6071429,320.55,316.65
39,64.708,703.7142857,322.45,318.35
40,64.4353,712.4642857,324.55,318.35
41,64.1949,691.8928571,324.55,320.15
42,63.9218,710.2380952,326.45,321.75
43,63.6487,784.9642857,328.55,323.55
44,63.367,769.3333333,330.65,323.55
45,63.1205,756.9404762,330.65,325.55
46,62.8231,746.3809524,332.65,327.35
47,62.567,700.9404762,334.95,329.45
48,62.3639,731.0119048,336.95,329.45
49,62.0983,721.3333333,336.95,331.45
50,61.8187,765.797619,339.25,333.25
51,61.5801,745.9166667,341.35,335.45
52,61.3142,767.5833333,343.55,337.55
53,61.0141,761.4404762,343.55,337.55
54,60.7156,731.5714286,345.85,339.55
55,60.4781,758.3928571,347.95,341.55
56,60.216,743.6547619,350.15,343.65
57,59.9263,755.8809524,350.15,343.65
58,59.6492,762.1547619,352.65,345.85
59,59.4069,766.7261905,354.85,348.05
60,59.1651,780.9761905,357.15,350.25
61,58.8732,799.1190476,357.15,350.25
62,58.5876,779.4642857,353.65,358.85
63,58.3388,770.5595238,360.45,355.95
64,58.0542,747.3333333,362.15,359.05
65,57.762,735.1071429,366.25,359.05
66,57.5176,738.4642857,366.25,360.25
67,57.2334,742.1309524,366.25,365.65
68,56.9629,746,369.95,363.05
69,56.7077,783.4880952,381.75,363.05
70,56.4303,757.1309524,381.75,365.35
71,56.1264,774.2142857,399.65,367.45
72,55.8604,783.1666667,396.05,369.45
73,55.6676,776.7738095,386.95,369.45
74,55.3297,775.702381,402.75,371.85
75,55.093,782.047619,402.75,374.05
76,54.8198,769.8571429,402.75,375.95
77,54.5431,782.5952381,408.45,377.95
78,54.2492,809.6547619,408.45,377.95
79,53.9766,837.2619048,408.45,380.05
80,53.7089,775.6071429,408.45,382.05
81,53.4188,749.9761905,406.75,384.25
82,53.1137,830.7619048,404.75,384.25
83,52.813,737.9642857,404.75,386.35
84,52.5066,815.1547619,396.55,388.25
85,52.1593,803.3214286,399.05,390.25
86,51.8309,807.2857143,401.25,392.15
87,51.5065,812.2738095,401.25,392.15
88,51.2027,799.4761905,403.45,393.95
89,50.8912,810.8214286,405.35,395.75
90,50.5969,810.6309524,407.55,395.75
91,50.3292,818.2261905,407.55,397.85
92,50.0552,794.1904762,409.45,399.95
93,49.7643,835.8214286,411.65,402.35
94,49.4577,842.6309524,413.55,402.35
95,49.1937,863.0833333,415.55,404.65
96,48.914,822.5238095,415.55,406.65
97,48.6134,825.4880952,417.45,408.65
98,48.3294,837.6428571,419.45,410.95
99,48.0357,801,421.55,410.95
100,47.7535,804.3928571,421.55,412.95
101,47.4456,812.952381,423.85,415.15
102,47.1215,806.952381,425.85,417.25
103,46.8757,816.3928571,425.85,417.25
104,46.5856,815.0833333,427.95,419.25
105,46.2904,809.4880952,429.85,421.45
106,46.0134,836.9642857,432.05,423.65
107,45.7006,868.8095238,434.65,423.65
108,45.4189,856.7857143,434.65,425.75
109,45.1244,854.0952381,437.35,427.95
110,44.8132,874.5952381,439.45,430.15
111,44.5161,877.7142857,442.05,430.15
112,44.2044,803.7738095,442.05,432.75
113,43.8751,821.9642857,447.75,434.95
114,43.5822,847.8095238,451.25,437.55
115,43.2622,848.6904762,453.75,439.85
116,42.954,852.5952381,453.75,439.85
117,42.654,901.75,456.65,442.55
118,42.3405,844.3809524,459.45,445.05
119,42.0485,883.9880952,462.25,447.35
120,41.7286,877.9761905,462.25,447.35
121,41.4204,888.2857143,465.55,450.45
122,41.082,926.2380952,468.35,452.75
123,40.7638,898.8452381,471.45,455.05
124,40.467,885.6428571,471.45,455.05
125,40.1345,885.2619048,474.15,457.85
126,39.8372,871.2619048,477.25,460.35
127,39.5125,910.8214286,480.25,463.75
128,39.1935,947.5357143,483.55,463.75
129,38.8856,918.1071429,483.55,467.05
130,38.5393,866.9404762,486.45,469.75
131,38.215,891.8809524,489.75,472.75
132,37.859,940.7261905,493.05,472.75
133,37.5436,913.1071429,493.05,476.25
134,37.2015,972.297619,496.25,479.15
135,36.8565,1054.5,499.55,482.05
136,36.5303,942.8214286,503.15,485.15
137,36.1992,926.3571429,503.15,485.15
138,35.8657,905.3928571,506.85,487.85
139,35.7656,896.547619,510.05,490.85
140,35.7078,972.7142857,513.65,494.25
141,35.406,1006.428571,513.65,494.25
142,35.0474,1001.869048,517.65,497.85
143,34.6736,1004.5,521.75,501.25
144,34.2842,1012.166667,525.55,504.95
145,33.8404,978.1904762,529.35,504.95
146,33.4711,1036.190476,529.35,508.25
147,33.1141,1060.297619,533.25,511.65
148,32.6329,1059.690476,537.65,515.45
149,32.3049,1038.404762,541.55,518.95
150,31.9336,1055.761905,541.55,518.95
151,31.5602,1051.047619,545.65,521.95
152,31.1665,1060.47619,550.15,525.45
153,30.8267,1079.202381,554.55,525.45
154,30.4421,1061.666667,554.55,529.05
155,30.0218,1026.440476,558.85,532.65
156,29.6066,1092.416667,563.85,536.15
157,29.212,1027.845238,568.75,536.15
158,28.8394,1078.904762,573.55,539.85
159,28.4424,1078.583333,573.55,543.15
160,28.022,1050.75,577.55,546.65
161,27.6052,1129.404762,,
162,27.1963,1137.071429,,
163,26.7775,1117.166667,,
164,26.4524,1107.47619,,
165,26.0748,1093.619048,,
166,25.5618,1102.535714,,
167,25.0902,1154.833333,,
168,24.679,1147.333333,,
169,24.27,1146.511905,,
170,23.8624,1128.5,,
171,23.4598,1141.083333,,
172,23.0084,1139.428571,,
173,22.6091,1100.059524,,
174,22.2341,1167.178571,,
175,21.821,1126.654762,,
176,21.3913,1141.75,,
177,20.9861,1238.630952,,
178,20.6605,1139.380952,,
179,20.2838,1220.059524,,
180,19.8445,1276.059524,,
181,19.4085,1252.309524,,
182,18.9641,1192.285714,,
183,18.494,1243.654762,,
184,18.0792,1051.583333,,
185,17.6573,1147.107143,,
186,17.2186,1099.5,,
187,16.8388,1128.761905,,
188,16.3973,1120.97619,,
189,16.0509,1093.238095,,
190,15.6119,1070.059524,,
191,15.1454,982.6785714,,
192,14.7462,945.5595238,,
193,14.2594,940.7142857,,
194,13.769,906.5238095,,
195,13.4139,868.7857143,,
196,13.0843,871.1071429,,
197,12.7968,838.6190476,,
198,12.5106,763.0595238,,
199,12.2751,755.0357143,,
200,12.0157,722.7619048,,
201,11.7499,676.7261905,,
202,11.5402,625.547619,,
203,11.3578,605.2142857,,
204,11.1074,577.7619048,,
205,10.8986,548.3809524,,
206,10.7972,512.952381,,
207,10.5827,495.25,,
208,10.3573,473.5,,
209,10.1577,461.8333333,,
210,10.0411,449.8928571,,
211,9.9513,419.2142857,,
212,9.7507,400.202381,,
213,9.5549,392.4642857,,
214,9.4228,376.1785714,,
215,9.2909,370.2380952,,
216,9.1182,354.3214286,,
217,9.0501,345.702381,,
218,8.9392,330.4285714,,
219,8.8016,326.797619,,
220,8.7474,317.4761905,,
221,8.6258,315.297619,,
222,8.4464,312.3809524,,
223,8.3466,293.5,,
224,8.321,290.8571429,,
225,8.2002,288.9166667,,
226,8.1428,279.5119048,,
227,8.0336,274.9880952,,
228,7.9057,265.3809524,,
229,7.7978,264.6666667,,
230,7.711,264.702381,,
231,7.6354,258.8095238,,
232,7.5583,260.4761905,,
233,7.441,256.6547619,,
234,7.3369,252.7380952,,
235,7.2611,254.6190476,,
236,7.2067,255.3095238,,
237,7.1285,244.6547619,,
238,7.0773,247.9404762,,
239,6.932,243.7619048,,
240,6.8828,238.3690476,,
241,6.797,236.8571429,,
242,6.6667,235.5952381,,
243,6.6018,231.2738095,,
244,6.516,227.047619,,
245,6.4687,224.3690476,,
246,6.4234,218.9285714,,
247,6.4275,214.9166667,,
248,6.2454,214.3333333,,
249,6.1611,209.0357143,,
250,6.0881,204.3809524,,
251,5.9718,204.9166667,,
252,5.8845,203.4285714,,
253,5.8508,194.7619048,,
254,5.7672,194.8928571,,
255,5.6638,194.0238095,,
256,5.612,190.4047619,,
257,5.5664,190.0357143,,
258,5.5334,191.797619,,
259,5.4764,187.8452381,,
260,5.3514,184.3690476,,
261,5.243,183.5119048,,
262,5.1673,182.4880952,,
263,5.1056,191.1547619,,
264,5.0773,186.7738095,,
265,4.9972,186.5,,
266,4.9404,184.0119048,,
267,4.8788,185.4047619,,
268,4.83,184.2738095,,
269,4.7916,181.75,,
270,4.6752,185,,
271,4.6311,183.6785714,,
272,4.6132,187.5,,
273,4.6389,185.9761905,,
274,4.6172,187.8333333,,
275,4.5379,183.3214286,,
276,4.5011,181,,
277,4.4625,180.2619048,,
278,4.3462,182.8690476,,
279,4.2443,183.8095238,,
280,4.1438,181.3809524,,
281,4.1151,179.8571429,,
282,4.1045,176.8928571,,
283,4.0328,178.6428571,,
284,3.9077,186.0238095,,
285,3.9117,183.3452381,,
286,3.8736,176.4285714,,
287,3.729,177.797619,,
288,3.7337,176.9642857,,
289,3.6028,173.1666667,,
290,3.6134,172.1309524,,
291,3.5626,174.9404762,,
292,3.4528,170.4642857,,
293,3.3443,169.7619048,,
294,3.2869,168.7380952,,
295,3.2335,168.9404762,,
296,3.2294,169.9761905,,
297,3.2022,166.75,,
298,3.0381,165.8214286,,
299,2.9461,164.3452381,,
300,2.9018,164.8333333,,
301,2.873,165.6071429,,
302,2.8707,162.9404762,,
303,2.7904,162.7857143,,
304,2.7684,164,,
305,2.704,159.3333333,,
306,2.5872,161.952381,,
307,2.5234,160.8095238,,
308,2.4937,161.5833333,,
309,2.462,160.0238095,,
310,2.418,163.797619,,
311,2.3726,160.5952381,,
312,2.2924,160.452381,,
313,2.2363,160.3928571,,
314,2.2075,157.2857143,,
315,2.1971,156.5238095,,
316,2.0839,157,,
317,2.0058,153.3928571,,
318,1.9092,152.2380952,,
319,1.8861,151.1547619,,
320,1.8423,151.0357143,,
321,1.8514,147.3214286,,
322,1.8291,147.952381,,
323,1.7435,145.5357143,,
324,1.6475,146.3214286,,
325,1.5525,142.2142857,,
326,1.5302,138.6428571,,
327,1.529,142.7857143,,
328,1.4407,142.1071429,,
329,1.4236,138.5238095,,
330,1.3847,138.9166667,,
331,1.3061,138.297619,,
332,1.2632,137.9285714,,
333,1.2717,137.2857143,,
334,1.1734,132.7380952,,
335,1.0708,128.5595238,,
336,1.0003,130.5833333,,
337,0.9919,127.9642857,,
338,0.9115,127.452381,,
339,0.8885,126.6428571,,
340,0.8863,122.4642857,,
341,0.8227,124.4285714,,
342,1.0942,122.3095238,,
343,1.2149,123.1785714,,
344,1.1788,121.297619,,
345,1.1812,119.297619,,
346,1.1831,121.547619,,
