Time,Mass,HRR
[s],[g],[kW/m2]
0,73.72,4.392895357
1,73.724344,3.18774131
2,73.728979,2.491625
3,74.007302,2.273818452
4,74.236702,2.843196667
5,74.241619,4.689275238
6,74.164357,6.219797143
7,74.125479,7.845832857
8,74.254832,8.107718929
9,74.102498,7.783622857
10,74.017237,6.420277857
11,73.962231,2.613305476
12,73.866728,-2.274895476
13,73.754908,6.247750238
14,73.669275,35.05807595
15,73.607562,90.1737194
16,73.551027,148.5646126
17,73.514626,212.2188824
18,73.45201,291.026124
19,73.382357,368.7619226
20,73.234203,435.1210098
21,73.064077,489.1385918
22,72.916593,540.5089992
23,72.661669,556.9055704
24,72.518858,594.6947819
25,72.35221,634.8441386
26,72.056858,638.7866188
27,71.751593,643.6882857
28,71.539327,653.665681
29,71.291365,698.8013526
30,71.031807,694.4329523
31,70.765021,704.3088669
32,70.504827,709.5599248
33,70.220496,756.231341
34,70.019301,735.9686888
35,69.903683,814.0681633
36,69.672572,755.7358912
37,69.405845,742.9207957
38,69.126009,751.9414931
39,68.83447,778.1278387
40,68.553049,771.3215195
41,68.262488,750.3009614
42,67.984172,755.747071
43,67.697423,746.4635157
44,67.434075,808.6235836
45,67.169536,779.4412842
46,66.91709,778.9728677
47,66.630168,772.7806796
48,66.328774,757.3556021
49,66.054273,769.2507389
50,65.803957,763.919948
51,65.531932,820.0892713
52,65.230725,782.0498969
53,64.945011,775.4570244
54,64.679252,794.5309464
55,64.416615,775.4416173
56,64.153432,790.5550852
57,63.879568,811.2250118
58,63.599481,792.3800587
59,63.320212,752.1997174
60,63.02593,792.0999177
61,62.741549,783.7887605
62,62.445892,782.0746825
63,62.147443,754.66076
64,61.853896,802.238388
65,61.576873,793.732269
66,61.801444,782.1095793
67,61.824955,803.2769204
68,61.528019,876.9495502
69,61.162045,817.2779132
70,60.869231,795.3222499
71,60.578532,750.3595436
72,60.254138,807.6195561
73,59.945733,801.8666532
74,59.626377,835.5767099
75,59.314824,831.6657411
76,58.997094,806.4622242
77,58.666825,826.0214698
78,58.347789,832.5586032
79,58.05995,786.6706512
80,57.821998,804.8330912
81,57.536614,825.9022851
82,57.236968,788.7434586
83,56.921258,770.2035232
84,56.627932,791.6693917
85,56.332924,788.3741098
86,56.046771,828.0280071
87,55.714939,815.624703
88,55.450287,771.4979561
89,55.416469,837.0109629
90,55.119498,789.742852
91,54.760694,804.6956379
92,54.451185,813.148329
93,54.108908,844.225729
94,53.799177,808.4482012
95,53.439711,835.569387
96,53.090351,819.8866283
97,52.979225,845.3178524
98,52.907328,834.0037181
99,52.654628,833.3076867
100,52.331766,814.072361
101,52.010409,835.3068543
102,51.694195,854.4987332
103,51.371835,865.3138467
104,51.086569,905.9300223
105,50.793521,841.4066124
106,50.51277,881.640347
107,50.197327,846.0366404
108,49.892726,831.0428588
109,49.600386,846.6928854
110,49.297241,874.4928688
111,48.969047,823.4992957
112,48.666459,829.4408386
113,48.384751,887.344815
114,48.059115,843.3522392
115,47.646038,879.6791348
