Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,0,-0.127446413,303.042
1,0,,303.057
2,0,,303.103
3,0,,303.144
4,0,,303.146
5,0,-0.300916869,303.195
6,0,,303.205
7,0,,303.255
8,0,,303.326
9,0,,303.323
10,0,0.497068406,303.381
11,0,,303.445
12,0,,303.469
13,0,,303.547
14,0,,303.578
15,0,-0.38585787,303.614
16,0,,303.729
17,0,,303.762
18,0,,303.843
19,0,,303.977
20,0,6.278122927,304.046
21,0,,304.193
22,0,,304.339
23,0,,304.503
24,0,,304.654
25,0,6.875388087,304.908
26,0,,305.036
27,0,,305.067
28,0,,305.55
29,0,,305.802
30,0,6.654738782,306.149
31,0,,306.486
32,0,,306.817
33,0,,307.198
34,0,,307.619
35,0,4.232534996,307.991
36,0,,308.435
37,0,,308.932
38,0,,309.398
39,0,,309.895
40,0,1.429176884,310.389
41,0,,310.943
42,0,,311.559
43,0,,312.066
44,0,,312.634
45,0,-0.221599165,313.312
46,0,,314.04
47,0,,314.586
48,0,,315.42
49,0,,316.1
50,0,1.931913164,316.846
51,0,,317.401
52,0,,318.155
53,0,,318.977
54,0,,319.607
55,0,5.101823755,320.433
56,0,,321.158
57,0,,322.019
58,0,,322.755
59,0,,323.393
60,0,6.231192206,324.39
61,0,,325.212
62,0,,326.071
63,0,,326.858
64,0,,327.694
65,0,5.17743226,328.665
66,0,,329.405
67,0,,330.137
68,0,,331.073
69,0,,332.068
70,0,4.543210866,332.816
71,0,,333.705
72,0,,334.655
73,0,,335.618
74,0,,336.313
75,0,2.312490713,337.249
76,0,,338.175
77,0,,338.96
78,0,,339.835
79,0,,340.873
80,0,2.508054808,341.718
81,0,,342.506
82,0,,343.402
83,0,,344.354
84,0,,345.274
85,0,6.682228368,346.322
86,0,,347.045
87,0,,347.875
88,0,,348.726
89,0,,349.588
90,0,9.84677899,350.511
91,0,,351.389
92,0,,352.203
93,0,,353.161
94,0,,354.023
95,0,11.92843987,355.133
96,0,,355.935
97,0,,356.55
98,0,,357.419
99,0,,358.366
100,0,8.405063381,359.169
101,0,,359.997
102,0,,360.893
103,0,,361.782
104,0,,362.506
105,0,5.402160008,363.362
106,0,,364.205
107,0,,364.985
108,0,,365.824
109,0,,366.714
110,0,16.35073231,367.381
111,0,,368.173
112,0,,368.916
113,0,,369.732
114,0,,370.692
115,0,113.1177856,371.204
116,0,,371.943
117,0,,372.551
118,0,,373.274
119,0,,373.859
120,0,235.0019148,374.537
121,0,,375.009
122,0,,375.667
123,0,,376.014
124,0,,376.303
125,0,344.2835967,376.497
126,0,,376.553
127,0,,376.595
128,0,,376.558
129,0,,376.401
130,0,368.9576704,376.43
131,0,,376.518
132,0,,376.777
133,0,,377.09
134,0,,377.463
135,0,377.8822685,377.966
136,0,,378.579
137,0,,379.177
138,0,,379.898
139,0,,380.892
140,0,390.591212,381.937
141,0,,383.356
142,0,,384.671
143,0,,386.519
144,0,,387.786
145,0,400.7504258,389.413
146,0,,390.46
147,0,,391.948
148,0,,393.302
