Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,67.016741,0.656418944,303.994
1,67.016741,,304.006
2,67.016741,,304.026
3,67.016741,,304.002
4,67.016741,,304.071
5,67.016741,1.102538691,304.134
6,67.016741,,304.172
7,67.016741,,304.314
8,67.016741,,304.402
9,67.016741,,304.553
10,67.016741,5.373613583,304.769
11,67.016741,,304.933
12,67.016741,,305.15
13,67.016741,,305.451
14,67.016741,,305.69
15,67.016741,11.00035802,306.039
16,67.016741,,306.415
17,66.861134,,306.786
18,66.737457,,307.25
19,66.816199,,307.666
20,66.73908,8.849035974,308.18
21,66.622055,,308.741
22,66.512858,,309.337
23,66.417585,,309.909
24,66.417679,,310.547
25,66.420378,4.502634308,311.224
26,66.419922,,311.903
27,66.419838,,312.606
28,66.41345,,313.249
29,66.477067,,314.132
30,66.489959,3.358352694,314.873
31,66.499253,,315.582
32,66.589467,,316.429
33,66.595335,,317.227
34,66.608452,,318.134
35,66.608499,4.37384642,319.043
36,66.610274,,319.866
37,66.607959,,320.852
38,66.604258,,321.799
39,66.702689,,322.612
40,66.625621,7.245598391,323.694
41,66.700172,,324.618
42,66.5292,,325.503
43,66.591191,,326.619
44,66.510965,,327.572
45,66.429399,8.971482905,328.446
46,66.420871,,329.609
47,66.418721,,330.579
48,66.321473,,331.487
49,66.305418,,332.687
50,66.21358,5.946294046,333.682
51,66.196076,,334.618
52,66.197857,,335.635
53,66.1945,,336.813
54,66.189666,,337.761
55,66.132687,3.452707832,338.813
56,66.1211,,339.779
57,66.181994,,340.931
58,66.130289,,341.98
59,66.182912,,342.941
60,66.195291,4.668580056,344.11
61,66.286723,,345.156
62,66.305912,,346.102
63,66.3063,,347.317
64,66.40127,,348.35
65,66.318211,3.410453756,349.269
66,66.305222,,350.542
67,66.306686,,351.521
68,66.404837,,352.464
69,66.417669,,353.541
70,66.423173,1.723633725,354.638
71,66.419985,,355.61
72,66.420693,,356.667
73,66.487799,,357.765
74,66.480662,,358.762
75,66.492086,0.926052251,359.937
76,66.58734,,360.708
77,66.605373,,361.85
78,66.511086,,362.842
79,66.474167,,363.753
80,66.490168,1.235304045,364.926
81,66.433923,,365.834
82,66.419053,,366.719
83,66.420073,,367.847
84,66.341425,,368.72
85,66.307567,1.431648727,369.571
86,66.305527,,370.646
87,66.210084,,371.44
88,66.134464,,372.253
89,66.019204,,373.282
90,65.908081,6.52718283,373.842
91,65.891754,,374.595
92,65.829365,,375.323
93,65.820544,,375.906
94,65.72417,,376.721
95,65.70785,5.334553122,377.305
96,65.709632,,377.708
97,65.611939,,378.23
98,65.691062,,378.772
99,65.609623,,379.487
100,65.686577,2.620806977,379.995
101,65.608937,,380.666
102,65.688898,,381.388
103,65.7059,,381.96
104,65.612105,,382.682
105,65.675553,0.818301434,383.432
106,65.707073,,384.11
107,65.612927,,384.858
108,65.594854,,385.589
109,65.59614,,386.389
110,65.576471,-1.179106547,387.172
111,65.593733,,388.003
112,65.531764,,389.028
113,65.578029,,390.148
114,65.527674,,391.388
115,65.555162,56.59494688,392.578
116,65.588799,,393.655
117,65.591375,,394.911
118,65.591444,,396.16
119,65.52673,,397.193
120,65.514753,188.0639707,398.503
121,65.519315,,399.625
122,65.522439,,400.669
123,65.52058,,401.945
124,65.424787,,402.987
125,65.40944,295.9427519,404.015
126,65.313576,,405.246
127,65.298975,,406.209
128,65.296825,,407.223
129,65.045796,,408.26
130,65.001316,346.0070475,409.308
131,64.938222,,410.282
132,64.738947,,411.225
133,64.550501,,412.304
134,64.077612,,413.264
135,64.091286,355.695764,414.185
136,64.108087,,415.127
137,63.949571,,416.199
138,63.667495,,417.081
139,62.763706,,418.055
140,62.683668,374.9311497,419.037
141,62.536787,,419.918
142,62.421273,,420.823
143,62.336882,,421.793
144,62.233877,,422.7
145,62.123175,394.9065056,423.599
146,61.945628,,424.665
147,61.755394,,425.597
148,61.728487,,426.392
149,61.53342,,427.298
150,61.43635,400.0492717,428.307
151,61.324157,,429.147
152,61.146798,,430.072
153,60.92944,,430.925
154,60.74045,,432.001
155,60.521535,409.5559029,432.916
156,60.163933,,433.759
157,59.319975,,434.695
158,59.284542,,435.728
159,59.204154,,436.584
160,59.12555,412.3762966,437.499
161,58.982636,,438.492
162,58.83299,,439.382
163,58.81339,,440.319
164,58.626012,,441.128
165,58.589174,414.1759189,442.179
166,58.466786,,443.055
167,58.409669,,443.83
168,58.307822,,444.766
169,58.229191,,445.48
170,58.026471,420.1821468,446.249
171,57.838018,,447.222
172,57.714223,,447.962
173,57.54555,,448.822
174,57.169912,,449.817
175,57.011182,414.7944063,450.576
176,56.833094,,451.504
177,56.802034,,452.224
178,56.642982,,453.069
179,56.112121,,453.766
180,56.021251,424.3913702,454.392
181,55.927128,,455.305
182,55.812472,,456.022
183,55.732445,,456.889
184,55.286093,,457.697
185,55.113537,421.1297252,458.449
186,54.936666,,459.317
187,54.814292,,460.25
188,54.639352,,461.084
189,54.261799,,461.961
190,54.131191,421.2249364,462.916
191,54.026327,,463.839
192,53.902651,,464.694
193,53.827194,,465.557
194,53.63328,,466.597
195,53.503937,436.1375648,467.426
196,53.424849,,468.363
197,53.205818,,469.389
198,53.032043,,470.285
199,52.403591,,471.256
200,52.298177,444.1413353,472.134
201,52.234251,,473.262
202,52.055756,,474.195
203,51.936667,,475.28
204,51.826901,,476.304
205,51.615821,448.7642207,477.182
206,51.267909,,478.294
207,51.212817,,479.242
208,51.121718,,480.169
209,51.007928,,481.187
210,50.925273,434.3194702,482.242
211,50.724882,,483.043
212,50.632936,,484.209
213,50.524951,,485.121
214,50.35421,,486.337
215,49.981981,446.1894238,487.268
216,49.822169,,488.242
217,49.644469,,489.262
218,49.265361,,490.347
219,48.953886,,491.373
220,48.808909,455.737325,492.498
221,48.542365,,493.462
222,48.433013,,494.507
223,48.330435,,495.444
224,48.06549,,496.441
225,47.83337,454.3885499,497.605
226,47.739113,,498.561
227,47.535528,,499.648
228,47.435221,,500.679
229,47.065131,,501.708
230,46.661206,476.8150145,502.713
231,46.437032,,503.614
232,46.411395,,504.788
233,46.320835,,505.715
234,46.20959,,506.873
235,46.03835,468.8131248,507.933
236,45.666309,,508.908
237,45.542106,,509.919
238,45.438253,,511.04
239,45.072037,,512.009
240,44.942715,500.3411422,513.019
241,44.835768,,514.06
242,44.724727,,515.08
243,44.642641,,516.081
244,44.438095,,517.139
245,44.061622,508.9884451,518.103
246,43.931537,,518.961
247,43.669071,,519.932
248,43.12089,,520.845
249,42.683575,,521.691
250,42.523607,506.762805,522.587
251,42.41135,,523.45
252,42.073548,,524.389
253,41.760619,,525.257
254,41.535297,,526.166
255,41.498211,519.0962188,527.014
256,41.345497,,527.851
257,41.313759,,528.652
258,41.205388,,529.65
259,41.045392,,530.465
260,40.867539,542.0911981,531.326
261,40.650531,,532.365
262,40.265152,,533.191
263,40.087662,,534.072
264,39.927649,,534.91
265,39.74221,553.821224,535.864
266,39.208904,,536.762
267,39.022237,,537.591
268,38.777239,,538.447
269,38.372826,,539.454
270,38.24562,553.0888923,540.277
271,38.048306,,541.178
272,37.94727,,542.186
273,37.742839,,543.042
274,37.293893,,543.953
275,36.87614,563.6616465,544.984
276,36.812594,,545.923
277,36.657359,,546.987
278,36.53194,,547.893
279,36.42188,,548.844
280,36.340044,557.5556342,549.733
281,36.081651,,550.819
282,35.853573,,551.774
283,35.499037,,552.682
284,35.243974,,553.668
285,35.112419,570.5047276,554.762
286,34.84746,,555.741
287,34.642942,,556.764
288,34.114826,,557.701
289,33.928632,,558.849
290,33.849651,585.7707951,559.846
291,33.652539,,560.79
292,33.111229,,561.971
293,32.925347,,562.978
294,32.840316,,563.967
295,32.737395,585.0083952,565.246
296,32.46515,,566.264
297,32.262301,,567.353
298,31.454585,,568.619
299,31.30422,,569.656
300,31.245996,575.3636252,570.8
301,31.142362,,571.901
302,30.967268,,573.212
303,30.750075,,574.379
304,30.276796,,575.656
305,29.968489,591.1072124,576.874
306,29.743041,,578.055
307,29.647984,,579.229
308,29.441373,,580.463
309,28.901487,,581.745
310,28.758629,569.1405253,582.862
311,28.554127,,583.911
312,28.101859,,585.057
313,27.929561,,586.092
314,27.746286,,586.998
315,27.629878,576.9633981,588.238
316,26.951432,,589.3
317,26.892395,,590.495
318,26.842058,,591.89
319,26.658549,,592.93
320,26.545525,587.3242803,594.014
321,25.837806,,595.109
322,25.614399,,596.316
323,25.343508,,597.374
324,25.298977,,598.605
325,25.235971,587.4596228,599.609
326,25.033957,,600.629
327,24.434763,,601.576
328,24.331883,,602.656
329,24.145952,,603.609
330,24.016623,631.5275853,604.532
331,23.748097,,605.575
332,23.640105,,606.289
333,23.434777,,607.283
334,23.241042,,608.176
335,22.861399,629.328271,609.219
336,22.641926,,610.169
337,22.51431,,610.997
338,22.344507,,612.095
339,21.969237,,613.01
340,21.902313,623.5198222,613.857
341,21.654009,,614.812
342,21.10031,,615.728
343,20.754541,,616.792
344,20.453353,,617.809
345,20.22193,626.0939979,618.765
346,20.031792,,619.976
347,19.903924,,620.987
348,19.639657,,621.965
349,19.091324,,623.264
350,18.748309,622.2360665,624.411
351,18.546021,,625.879
352,18.418608,,627.106
353,18.146215,,628.416
354,17.941803,,629.781
355,17.568176,627.3413009,631.112
356,17.251233,,632.769
357,17.053832,,634.169
358,16.834341,,635.589
359,16.198384,,637.389
360,16.023958,637.5074278,639.002
361,15.919145,,640.799
362,15.741765,,643.173
363,15.524609,,645.33
364,15.080618,,648.478
365,14.661344,623.9443813,653.32
366,14.445877,,660.703
367,14.324241,,667.897
368,14.141303,,676.471
369,14.018507,,689.582
370,13.843581,638.1320704,710.32
371,12.965625,,737.07
372,12.96572,,791.645
373,12.586776,,847.7
374,12.262674,,874.809
375,12.125898,622.2821877,877.607
376,11.952591,,866.964
377,11.729267,,851.276
378,11.440065,,834.399
379,10.798197,,816.231
380,10.621132,632.0870229,802.062
381,10.423009,,788.975
382,10.323423,,777.51
383,10.123356,,767.254
384,9.687494,,757.723
385,9.522546,618.2785999,747.685
386,9.247477,,739.618
387,9.10391,,732.14
388,8.928766,,724.442
389,8.738579,,717.881
390,8.45463,601.4487692,712.356
391,8.069055,,707.51
392,7.906993,,703.225
393,7.639905,,699.973
394,7.442437,,696.448
395,7.221407,549.1395585,693.12
396,7.027841,,689.772
397,6.746306,,686.569
398,6.541319,,683.262
399,6.419872,,679.574
400,5.989858,527.5952705,676.318
401,5.916717,,673.284
402,5.822392,,670.202
403,5.714494,,666.735
404,5.536255,,662.484
405,5.316565,529.5616246,656.742
406,4.881277,,652.143
407,4.716953,,646.551
408,4.628611,,641.039
409,4.424168,,636.681
410,4.324025,509.0990137,632.771
411,4.125412,,628.772
412,3.933483,,625.176
413,3.468132,,621.167
414,3.327718,,617.467
415,3.306629,443.0402479,614.148
416,3.118138,,611.354
417,2.932593,,608.667
418,2.559235,,605.821
419,2.499494,,603.553
420,2.417202,338.5281278,600.898
421,2.32838,,598.412
422,2.15235,,596.371
423,2.024212,,594.275
424,1.914354,,592.587
425,1.671518,239.1085398,590.685
426,1.602386,,589.094
427,1.500128,,587.489
428,1.488551,,586.139
429,1.424934,,584.54
430,1.313934,147.6363163,583.312
431,1.19889,,582.398
432,1.184205,,581.526
433,1.12456,,580.72
434,1.019422,,580.271
435,0.906667,85.47646883,579.298
436,0.986698,,578.432
437,0.90891,,577.764
438,0.898043,,576.964
439,0.829944,,576.044
440,0.816668,47.05343394,575.027
441,0.820691,,573.982
442,0.817798,,573.075
443,0.724489,,572.385
444,0.705545,,571.797
445,0.607552,16.9772438,571.302
446,0.526075,,570.903
447,0.579149,,570.713
448,0.5893,,570.655
449,0.687074,,570.686
450,0.705664,7.724389594,570.535
451,0.80249,,570.202
452,0.879692,,570.047
453,0.828139,,570.208
454,0.815673,,570.251
455,0.72287,6.934038039,570.258
456,0.7094,,570.269
457,0.708249,,570.35
458,0.703805,,570.682
459,0.703956,,570.832
460,0.609664,6.408981326,570.921
461,0.598593,,570.951
462,0.593386,,571.011
463,0.597227,,571.133
464,0.696722,,570.755
465,0.708548,3.991289931,570.669
466,0.706456,,570.726
467,0.797819,,570.39
468,0.816846,,570.206
469,0.815218,,569.996
470,0.815876,2.675986825,569.379
471,0.723853,,568.995
472,0.709364,,568.192
473,0.610052,,567.627
474,0.592121,,567.231
475,0.59128,0.962888274,566.552
476,0.589752,,566.157
477,0.690495,,565.88
478,0.610361,,565.505
479,0.692813,,565.612
480,0.707208,-0.831878607,566.139
481,0.706827,,566.941
482,0.70181,,567.3
483,0.608248,,566.99
484,0.592513,,567.17
485,0.59,-0.177877602,567.306
486,0.683048,,567.427
487,0.607221,,567.42
488,0.592122,,567.578
489,0.689957,,567.632
490,0.612483,-0.893132292,567.727
491,0.595447,,567.892
492,0.589877,,568.138
493,0.58989,,568.117
494,0.526877,,568.035
495,0.516977,-0.275771304,567.798
496,0.516136,,567.628
497,0.577576,,567.9
498,0.437463,,568.18
499,0.408545,,568.455
500,0.409746,0.480227611,568.521
