Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,72.458412,-0.142574128,305.18
1,72.458412,,305.182
2,72.458412,,305.15
3,72.458412,,305.174
4,72.458412,,305.149
5,72.458412,-0.020044857,305.139
6,72.458412,,305.111
7,72.458412,,305.055
8,72.458412,,305.055
9,72.458412,,305.026
10,72.458412,1.333222384,305.044
11,72.458412,,305.075
12,72.458412,,305.071
13,72.458412,,305.149
14,72.458412,,305.196
15,72.458412,4.225943497,305.257
16,72.458412,,305.372
17,72.458412,,305.439
18,72.218264,,305.609
19,72.161349,,305.763
20,72.255433,8.478208162,305.912
21,72.036262,,306.188
22,72.039725,,306.39
23,72.053001,,306.67
24,72.052907,,307.007
25,72.058176,5.448238862,307.38
26,71.90413,,307.812
27,71.871241,,308.262
28,71.866852,,308.716
29,71.872081,,309.388
30,71.872511,95.22595622,309.956
31,71.781115,,310.604
32,71.694981,,311.448
33,71.725941,,312.164
34,71.600078,,313.141
35,71.480278,416.1652453,313.958
36,71.306742,,314.853
37,71.086793,,315.826
38,70.488191,,316.94
39,70.43063,,318.004
40,70.390464,602.6932117,319.054
41,70.195155,,320.333
42,69.619114,,321.47
43,69.309802,,322.584
44,69.176369,,323.788
45,69.000454,700.7254304,325.193
46,68.725301,,326.415
47,68.427999,,327.714
48,68.218333,,329.181
49,67.998367,,330.521
50,67.808163,700.0991928,331.854
51,67.443859,,333.413
52,66.488483,,334.813
53,66.10279,,336.16
54,66.052266,,337.813
55,66.060432,778.0765763,339.24
56,65.817794,,340.64
57,65.432244,,342.341
58,64.483323,,343.774
59,64.16842,,345.227
60,64.162495,809.7728149,346.712
61,64.10395,,348.39
62,63.906678,,349.896
63,63.050877,,351.401
64,62.657499,,352.862
65,62.57447,785.6694748,354.627
66,62.416526,,356.067
67,62.137765,,357.567
68,61.408661,,359.06
69,61.011465,,360.775
70,60.894096,784.4147405,362.268
71,60.70513,,363.708
72,60.422332,,365.419
73,59.733587,,366.884
74,59.586235,,368.275
75,59.399884,785.0607955,369.759
76,59.20269,,371.366
77,58.267006,,372.75
78,57.817164,,374.125
79,57.763014,,375.636
80,57.702398,825.7312117,376.998
81,57.445485,,378.247
82,56.721517,,379.702
83,56.167399,,381.058
84,55.986205,,382.357
85,55.871277,777.2746768,384.073
86,55.705424,,385.551
87,55.280468,,387.067
88,55.007603,,388.971
89,54.721321,,390.477
90,53.842072,763.0079138,392.101
91,53.649392,,393.657
92,53.650198,,395.416
93,53.41343,,397.031
94,53.120588,,398.779
95,52.671689,818.1915864,400.368
96,52.486558,,401.934
97,52.219392,,403.701
98,51.343786,,405.089
99,50.773138,,406.839
100,50.4992,802.9652711,408.425
101,50.309129,,410.029
