Time,Temperature,Mass
[s],[K],[mg]
0,301.299,3.12389
3,301.271,3.12368
6,301.245,3.12366
9,301.225,3.12375
12,301.186,3.12364
15,301.174,3.12368
18,301.15,3.1237
21,301.138,3.12347
24,301.112,3.12341
27,301.096,3.12353
30,301.073,3.1236
33,301.038,3.12341
36,301.037,3.1232
39,301.012,3.12321
42,300.994,3.12334
45,300.972,3.12328
48,300.969,3.12334
51,300.936,3.12347
54,300.934,3.12357
57,300.919,3.12352
60,300.905,3.12339
63,300.879,3.1232
66,300.87,3.12308
69,300.864,3.12319
72,300.846,3.12334
75,300.833,3.12357
78,300.836,3.12354
81,300.816,3.12335
84,300.803,3.12316
87,300.782,3.12305
90,300.775,3.12301
93,300.764,3.12299
96,300.751,3.12299
99,300.743,3.12299
102,300.732,3.123
105,300.719,3.12326
108,300.703,3.12359
111,300.701,3.12361
114,300.685,3.12315
117,300.679,3.12264
120,300.669,3.12249
123,300.661,3.12271
126,300.67,3.12287
129,300.65,3.12297
132,300.652,3.12298
135,300.637,3.12298
138,300.633,3.12298
141,300.614,3.12299
144,300.597,3.12299
147,300.604,3.12299
150,300.592,3.12299
153,300.594,3.12299
156,300.586,3.12299
159,300.577,3.12299
162,300.567,3.12299
165,300.566,3.12299
168,300.554,3.12299
171,300.551,3.12299
174,300.539,3.12299
177,300.536,3.12299
180,300.54,3.12299
183,300.517,3.12299
186,300.522,3.12299
189,300.506,3.12299
192,300.5,3.12299
195,300.497,3.12299
198,300.5,3.12299
201,300.493,3.12299
204,300.494,3.12299
207,300.484,3.12299
210,300.484,3.12299
213,300.474,3.12299
216,300.47,3.12299
219,300.459,3.12299
222,300.458,3.12299
225,300.457,3.12299
228,300.445,3.12299
231,300.442,3.12299
234,300.432,3.12299
237,300.435,3.12278
240,300.416,3.12266
243,300.418,3.12256
246,300.414,3.12263
249,300.411,3.1225
252,300.411,3.12218
255,300.409,3.12222
258,300.4,3.1225
261,300.399,3.12276
264,300.387,3.12281
267,300.394,3.12267
270,300.391,3.12239
273,300.395,3.12213
276,300.387,3.12203
279,300.381,3.12199
282,300.383,3.12199
285,300.367,3.12199
288,300.373,3.12199
291,300.368,3.12199
294,300.358,3.12198
297,300.35,3.12173
300,300.35,3.12081
303,300.428,3.12018
306,300.695,3.12143
309,301.095,3.12354
312,301.581,3.12406
315,302.119,3.12395
318,302.698,3.12329
321,303.33,3.12267
324,303.97,3.12216
327,304.625,3.12176
330,305.284,3.12151
333,305.961,3.1213
336,306.64,3.12114
339,307.328,3.12103
342,308.003,3.12088
345,308.703,3.12069
348,309.379,3.12054
351,310.068,3.12044
354,310.76,3.12029
357,311.466,3.12012
360,312.147,3.11997
363,312.859,3.11986
366,313.556,3.11979
369,314.259,3.11971
372,314.958,3.11966
375,315.661,3.11961
378,316.373,3.11957
381,317.086,3.11952
384,317.802,3.11946
387,318.526,3.1194
390,319.237,3.11932
393,319.949,3.11926
396,320.668,3.11923
399,321.394,3.11925
402,322.102,3.11921
405,322.833,3.11913
408,323.557,3.11905
411,324.28,3.11894
414,325.018,3.11884
417,325.731,3.1187
420,326.464,3.11864
423,327.188,3.11861
426,327.908,3.11851
429,328.646,3.1184
432,329.371,3.11829
435,330.102,3.11821
438,330.83,3.11813
441,331.568,3.11809
444,332.296,3.11811
447,333.028,3.11807
450,333.754,3.11796
453,334.482,3.11788
456,335.204,3.11784
459,335.942,3.11782
462,336.678,3.11783
465,337.418,3.1178
468,338.141,3.11773
471,338.882,3.11765
474,339.596,3.11764
477,340.337,3.11756
480,341.073,3.11744
483,341.789,3.11732
486,342.521,3.11732
489,343.258,3.11723
492,343.986,3.11713
495,344.724,3.11706
498,345.441,3.11697
501,346.195,3.11691
504,346.919,3.11698
507,347.644,3.11696
510,348.391,3.11694
513,349.127,3.11685
516,349.858,3.11673
519,350.602,3.11662
522,351.321,3.11662
525,352.059,3.11661
528,352.799,3.11653
531,353.523,3.11652
534,354.262,3.11649
537,354.989,3.11638
540,355.728,3.11636
543,356.472,3.11646
546,357.202,3.11654
549,357.933,3.11644
552,358.678,3.11624
555,359.409,3.1161
558,360.148,3.11608
561,360.892,3.11607
564,361.625,3.11594
567,362.366,3.11579
570,363.096,3.11577
573,363.825,3.11576
576,364.576,3.11566
579,365.301,3.11564
582,366.042,3.11568
585,366.777,3.11566
588,367.516,3.11555
591,368.252,3.11548
594,369.005,3.11543
597,369.742,3.11543
600,370.484,3.11544
603,371.218,3.11537
606,371.953,3.11525
609,372.692,3.11513
612,373.441,3.11502
615,374.179,3.11495
618,374.926,3.11493
621,375.66,3.11486
624,376.414,3.11479
627,377.146,3.11478
630,377.887,3.11469
633,378.625,3.1145
636,379.366,3.1143
639,380.112,3.11427
642,380.848,3.11438
645,381.589,3.11437
648,382.341,3.11429
651,383.077,3.11424
654,383.813,3.11416
657,384.563,3.11404
660,385.305,3.11393
663,386.049,3.11382
666,386.799,3.11378
669,387.541,3.1138
672,388.283,3.1137
675,389.026,3.11363
678,389.769,3.11355
681,390.516,3.11346
684,391.26,3.11338
687,392.002,3.1132
690,392.753,3.11303
693,393.492,3.11287
696,394.239,3.11274
699,394.984,3.11249
702,395.728,3.11234
705,396.48,3.11222
708,397.224,3.11218
711,397.969,3.11197
714,398.733,3.11175
717,399.469,3.11156
720,400.218,3.11142
723,400.968,3.11123
726,401.715,3.11116
729,402.475,3.11109
732,403.215,3.11106
735,403.962,3.11091
738,404.707,3.11084
741,405.46,3.11069
744,406.205,3.11053
747,406.958,3.11031
750,407.714,3.10995
753,408.467,3.10971
756,409.215,3.10948
759,409.961,3.10934
762,410.703,3.10918
765,411.458,3.10902
768,412.208,3.10886
771,412.956,3.10862
774,413.698,3.10839
777,414.468,3.10812
780,415.214,3.10797
783,415.974,3.10782
786,416.722,3.10752
789,417.469,3.10729
792,418.228,3.10708
795,418.97,3.10692
798,419.726,3.10682
801,420.479,3.1066
804,421.235,3.10631
807,421.984,3.10615
810,422.742,3.10587
813,423.497,3.10568
816,424.259,3.10549
819,425.013,3.10518
822,425.768,3.10497
825,426.521,3.10477
828,427.276,3.10433
831,428.021,3.1041
834,428.794,3.10387
837,429.537,3.10357
840,430.293,3.10333
843,431.056,3.1031
846,431.811,3.10275
849,432.554,3.1025
852,433.314,3.10237
855,434.072,3.102
858,434.823,3.10166
861,435.584,3.10148
864,436.346,3.10127
867,437.091,3.10088
870,437.864,3.1006
873,438.61,3.10038
876,439.369,3.09994
879,440.134,3.09939
882,440.894,3.09892
885,441.65,3.09867
888,442.403,3.09847
891,443.165,3.09808
894,443.92,3.09762
897,444.675,3.09724
900,445.435,3.09708
903,446.189,3.09682
906,446.944,3.0964
909,447.709,3.09583
912,448.479,3.09524
915,449.225,3.09467
918,449.98,3.09414
921,450.755,3.09362
924,451.507,3.09307
927,452.263,3.0925
930,453.019,3.09191
933,453.767,3.09132
936,454.544,3.09087
939,455.295,3.0904
942,456.047,3.08984
945,456.812,3.08914
948,457.565,3.08852
951,458.322,3.08795
954,459.09,3.08743
957,459.847,3.08693
960,460.611,3.08643
963,461.37,3.08595
966,462.128,3.08547
969,462.889,3.08498
972,463.657,3.08442
975,464.403,3.08361
978,465.17,3.08262
981,465.93,3.08183
984,466.69,3.08115
987,467.458,3.08058
990,468.219,3.08004
993,468.98,3.0793
996,469.737,3.07848
999,470.496,3.07766
1002,471.265,3.07691
1005,472.025,3.07603
1008,472.78,3.07516
