Time,Temperature,Heat Flow
[s],[K],[mW/mg]
0,303.136,-0.001471111
50.9100000000001,304.136,0.0490123
63.2112000000001,305.136,0.08474204
72.0462000000001,306.136,0.11312
79.2990000000001,307.136,0.13853
85.6290000000001,308.136,0.16149
91.3458,309.136,0.18259
96.6396000000002,310.136,0.20221
101.628,311.136,0.22039
106.3824,312.136,0.2372
110.961,313.136,0.25223
115.4022,314.136,0.26635
119.7414,315.136,0.27859
124.002,316.136,0.2902
128.211,317.136,0.30021
132.3786,318.136,0.30888
136.521,319.136,0.31658
140.6478,320.136,0.32311
144.7752,321.136,0.32853
148.9134,322.136,0.33293
153.0696,323.136,0.3362
157.2534,324.136,0.33848
161.475,325.136,0.3397
165.7446,326.136,0.34021
170.0628,327.136,0.33975
174.4404,328.136,0.33839
178.8786,329.136,0.33667
183.3894,330.136,0.33441
187.9692,331.136,0.33131
192.6258,332.136,0.32763
197.3616,333.136,0.32455
202.1772,334.136,0.32064
207.0708,335.136,0.31683
212.0508,336.136,0.31301
217.1088,337.136,0.30934
222.2442,338.136,0.30572
227.4492,339.136,0.30197
232.7148,340.136,0.29854
238.0392,341.136,0.2948
243.4164,342.136,0.29098
248.8416,343.136,0.28669
254.3082,344.136,0.28227
259.8054,345.136,0.27799
265.3302,346.136,0.27366
270.8748,347.136,0.2695
276.435,348.136,0.26604
282.0102,349.136,0.26343
287.6004,350.136,0.26115
293.1984,351.136,0.25965
298.7958,352.136,0.25858
304.398,353.136,0.25752
310.0056,354.136,0.25697
315.6204,355.136,0.25681
321.2406,356.136,0.25643
326.8656,357.136,0.2564
332.4978,358.136,0.25635
338.1396,359.136,0.25613
343.7898,360.136,0.2563
349.4544,361.136,0.25633
355.1364,362.136,0.25638
360.8358,363.136,0.25654
366.5574,364.136,0.25625
372.2934,365.136,0.25638
378.054,366.136,0.25599
383.835,367.136,0.25539
389.637,368.136,0.25531
395.4672,369.136,0.25463
401.3208,370.136,0.25404
407.1954,371.136,0.25408
413.0958,372.136,0.25376
419.0214,373.136,0.25342
424.9626,374.136,0.2533
430.9236,375.136,0.2534
436.9032,376.136,0.25314
442.8984,377.136,0.25315
448.9104,378.136,0.25324
454.9332,379.136,0.25369
460.9638,380.136,0.2544
467.0076,381.136,0.255
473.0562,382.136,0.25599
479.106,383.136,0.25687
485.16,384.136,0.25811
491.217,385.136,0.25954
497.277,386.136,0.26114
503.3262,387.136,0.26319
509.3694,388.136,0.2652
515.412,389.136,0.2678
521.4498,390.136,0.27068
527.4846,391.136,0.27367
533.508,392.136,0.27705
539.5236,393.136,0.28074
545.5362,394.136,0.28479
551.5374,395.136,0.28893
557.5308,396.136,0.29304
563.5182,397.136,0.29683
569.5092,398.136,0.30027
575.5002,399.136,0.30359
581.4852,400.136,0.30643
587.4612,401.136,0.30868
593.43,402.136,0.31072
599.403,403.136,0.31281
605.373,404.136,0.31449
611.3394,405.136,0.31586
617.3028,406.136,0.31691
623.2644,407.136,0.31799
629.2248,408.136,0.31895
635.1858,409.136,0.31966
641.1474,410.136,0.32051
647.1102,411.136,0.32114
653.0748,412.136,0.3216
659.0346,413.136,0.32221
664.9932,414.136,0.32317
670.9578,415.136,0.32379
676.9254,416.136,0.32424
682.8906,417.136,0.32471
688.86,418.136,0.32548
694.8342,419.136,0.32624
700.8126,420.136,0.32707
706.7862,421.136,0.32792
712.7556,422.136,0.32896
718.7304,423.136,0.32967
724.71,424.136,0.33079
730.695,425.136,0.33169
736.6764,426.136,0.33301
742.6608,427.136,0.33382
748.6488,428.136,0.33526
754.635,429.136,0.33648
760.6218,430.136,0.338
766.6164,431.136,0.33926
772.6104,432.136,0.3409
778.605,433.136,0.34259
784.6026,434.136,0.34429
790.6008,435.136,0.34625
796.6014,436.136,0.34857
802.6068,437.136,0.35094
808.611,438.136,0.35352
814.6092,439.136,0.35634
820.6128,440.136,0.35948
826.6254,441.136,0.36256
832.6338,442.136,0.36556
838.6368,443.136,0.36894
844.6422,444.136,0.37246
850.6488,445.136,0.37588
856.6566,446.136,0.37919
862.6716,447.136,0.38245
868.6902,448.136,0.38564
874.7112,449.136,0.38876
880.7298,450.136,0.39188
886.7484,451.136,0.39493
892.776,452.136,0.39765
898.7976,453.136,0.40027
904.8102,454.136,0.40272
910.8264,455.136,0.40457
916.848,456.136,0.40664
922.8654,457.136,0.40824
928.884,458.136,0.40916
934.9062,459.136,0.40996
940.932,460.136,0.41018
946.9524,461.136,0.41015
952.9686,462.136,0.40963
958.9836,463.136,0.40905
964.9956,464.136,0.40812
971.0064,465.136,0.40656
977.0148,466.136,0.40465
983.0226,467.136,0.40282
989.0328,468.136,0.40119
995.04,469.136,0.3992
1001.04,470.136,0.39731
1007.0454,471.136,0.39556
1013.0514,472.136,0.39446
1019.0586,473.136,0.39356
1025.0676,474.136,0.39284
1031.0724,475.136,0.39255
1037.0784,476.136,0.39291
1043.0874,477.136,0.39331
1049.0994,478.136,0.39368
1055.1138,479.136,0.39453
1061.1282,480.136,0.3952
1067.1408,481.136,0.3961
1073.157,482.136,0.39641
1079.172,483.136,0.39683
1085.1846,484.136,0.39715
1091.2002,485.136,0.39632
1097.2218,486.136,0.39516
1103.2476,487.136,0.39334
1109.2728,488.136,0.3911
1115.2938,489.136,0.38846
1121.3166,490.136,0.38561
1127.3436,491.136,0.38251
1133.3724,492.136,0.37946
1139.4018,493.136,0.37641
1145.4324,494.136,0.3735
1151.46,495.136,0.37153
1157.4792,496.136,0.36903
1163.4942,497.136,0.36774
1169.5104,498.136,0.3664
1175.5344,499.136,0.36547
1181.5602,500.136,0.36464
1187.5842,501.136,0.36387
1193.6142,502.136,0.36339
1199.6472,503.136,0.3631
1205.6796,504.136,0.36274
1211.7132,505.136,0.36265
1217.7444,506.136,0.36276
1223.7696,507.136,0.36289
1229.7906,508.136,0.3631
1235.811,509.136,0.3635
1241.8302,510.136,0.36388
1247.8566,511.136,0.36442
1253.8806,512.136,0.36472
1259.9004,513.136,0.3653
1265.9196,514.136,0.36588
1271.946,515.136,0.3665
1277.979,516.136,0.3669
1284.006,517.136,0.36746
1290.0354,518.136,0.36836
1296.063,519.136,0.36928
1302.0882,520.136,0.37015
1308.1098,521.136,0.37125
1314.135,522.136,0.37191
1320.1656,523.136,0.37294
1326.1902,524.136,0.37407
1332.2106,525.136,0.3751
1338.2298,526.136,0.37635
1344.2508,527.136,0.37756
1350.2706,528.136,0.37886
1356.2928,529.136,0.38009
1362.3162,530.136,0.38137
1368.333,531.136,0.38292
