Time,Temperature,HRR
60.500,416.879,2.945
61.000,417.458,2.999
61.500,418.017,2.998
62.000,418.505,3.094
62.500,419.032,3.201
63.000,419.613,3.198
63.500,420.163,3.345
64.000,420.688,3.351
64.500,421.202,3.482
65.000,421.747,3.441
65.500,422.315,3.685
66.000,422.843,3.621
66.500,423.395,3.494
67.000,423.928,3.871
67.500,424.481,3.882
68.000,424.975,4.219
68.500,425.51,4.130
69.000,426.09,4.214
69.500,426.627,4.184
70.000,427.14,4.412
70.500,427.696,4.487
71.000,428.228,4.636
71.500,428.765,4.721
72.000,429.308,4.760
72.500,429.851,4.927
73.000,430.395,5.017
73.500,430.958,5.409
74.000,431.488,5.269
74.500,432.035,5.535
75.000,432.577,5.687
75.500,433.116,5.898
76.000,433.648,5.937
76.500,434.208,6.489
77.000,434.75,6.509
77.500,435.32,6.672
78.000,435.825,7.025
78.500,436.356,7.129
79.000,436.918,7.156
79.500,437.444,7.591
80.000,437.998,7.898
80.500,438.562,7.942
81.000,439.104,8.295
81.500,439.654,8.652
82.000,440.177,8.519
82.500,440.717,9.112
83.000,441.264,9.384
83.500,441.835,9.682
84.000,442.372,9.850
84.500,442.898,10.121
85.000,443.462,10.612
85.500,443.992,11.130
86.000,444.552,11.308
86.500,445.058,11.670
87.000,445.653,11.918
87.500,446.206,12.281
88.000,446.774,12.581
88.500,447.283,12.887
89.000,447.872,13.023
89.500,448.402,13.440
90.000,448.94,13.712
90.500,449.449,14.190
91.000,450.035,14.507
91.500,450.568,14.785
92.000,451.118,15.055
92.500,451.647,15.216
93.000,452.207,15.371
93.500,452.73,15.711
94.000,453.256,16.109
94.500,453.823,16.018
95.000,454.355,16.364
95.500,454.91,16.660
96.000,455.435,16.825
96.500,455.994,17.048
97.000,456.592,17.561
97.500,457.064,17.503
98.000,457.623,17.500
98.500,458.193,17.782
99.000,458.697,17.972
99.500,459.247,18.067
100.000,459.77,18.159
100.500,460.328,18.378
101.000,460.867,18.283
101.500,461.386,18.515
102.000,461.956,18.672
102.500,462.444,18.486
103.000,463.006,18.567
103.500,463.546,18.557
104.000,464.1,18.671
104.500,464.614,18.555
105.000,465.195,18.558
105.500,465.696,18.674
106.000,466.232,18.401
106.500,466.759,18.482
107.000,467.324,18.293
107.500,467.853,18.406
108.000,468.381,17.970
108.500,468.897,18.013
109.000,469.449,17.927
109.500,469.955,17.631
110.000,470.484,17.670
110.500,471.027,17.280
111.000,471.568,17.239
111.500,472.093,16.852
112.000,472.586,16.948
112.500,473.133,16.849
113.000,473.682,16.691
113.500,474.222,16.501
114.000,474.725,16.420
114.500,475.28,16.407
115.000,475.818,16.477
115.500,476.341,16.044
116.000,476.853,16.169
116.500,477.385,15.960
117.000,477.909,15.978
117.500,478.467,15.946
118.000,478.999,15.870
118.500,479.503,15.699
119.000,480.043,15.717
119.500,480.547,15.601
120.000,481.075,15.601
120.500,481.603,15.513
121.000,482.183,15.431
121.500,482.681,15.654
122.000,483.184,15.566
122.500,483.714,15.531
123.000,484.192,15.537
123.500,484.789,15.503
124.000,485.295,15.429
124.500,485.855,15.528
125.000,486.325,15.554
125.500,486.835,15.661
126.000,487.366,15.515
126.500,487.957,15.364
127.000,488.39,15.541
127.500,488.999,15.393
128.000,489.5,15.561
128.500,489.977,15.451
129.000,490.549,15.270
129.500,491.1,15.099
130.000,491.556,15.109
130.500,492.084,14.967
131.000,492.613,15.029
131.500,493.127,14.858
132.000,493.659,14.228
132.500,494.217,14.338
133.000,494.722,13.852
133.500,495.187,13.699
134.000,495.737,13.409
134.500,496.24,13.136
135.000,496.726,12.707
135.500,497.206,12.386
136.000,497.764,11.905
136.500,498.251,11.339
137.000,498.791,11.182
137.500,499.289,10.693
138.000,499.818,10.302
138.500,500.371,10.042
139.000,500.862,9.434
139.500,501.394,9.081
140.000,501.858,8.485
140.500,502.391,8.303
141.000,502.881,7.721
141.500,503.394,7.320
142.000,503.907,7.013
142.500,504.43,6.696
143.000,504.891,6.171
143.500,505.432,5.869
144.000,505.924,5.612
144.500,506.465,5.214
145.000,506.936,4.887
145.500,507.438,4.681
146.000,507.988,4.270
146.500,508.472,3.921
147.000,509.013,3.787
147.500,509.468,3.667
148.000,509.957,3.542
148.500,510.464,3.242
149.000,510.989,3.276
149.500,511.452,3.131
150.000,511.98,2.959
150.500,512.446,2.781
151.000,512.963,2.752
151.500,513.474,2.688
152.000,514.026,2.524
152.500,514.487,2.494
153.000,514.981,2.163
153.500,515.465,2.482
154.000,515.959,2.208
154.500,516.496,2.311
155.000,517,2.304
155.500,517.478,2.234
156.000,517.979,2.028
156.500,518.468,2.028
157.000,518.961,2.089
157.500,519.443,1.814
158.000,519.983,1.912
158.500,520.452,2.109
159.000,520.995,2.069
159.500,521.488,2.085
160.000,521.976,2.246
160.500,522.462,2.177
161.000,522.942,2.185
161.500,523.461,2.261
162.000,523.935,2.424
162.500,524.468,2.494
163.000,524.937,2.282
163.500,525.439,2.574
164.000,525.911,2.502
164.500,526.403,2.644
165.000,526.902,2.649
165.500,527.43,2.776
166.000,527.899,3.010
166.500,528.393,2.900
167.000,528.89,3.027
167.500,529.354,3.216
168.000,529.864,3.129
168.500,530.402,3.300
169.000,530.932,3.165
169.500,531.4,3.302
170.000,531.901,3.322
170.500,532.398,3.423
171.000,532.878,3.524
171.500,533.405,3.459
172.000,533.874,3.392
172.500,534.392,3.561
173.000,534.837,3.627
173.500,535.346,3.745
174.000,535.819,3.706
174.500,536.335,3.873
175.000,536.849,3.727
175.500,537.293,3.921
176.000,537.815,3.988
176.500,538.299,4.099
177.000,538.788,4.188
177.500,539.264,4.552
178.000,539.737,4.813
178.500,540.274,4.612
179.000,540.709,4.803
179.500,541.221,5.113
180.000,541.726,5.257
180.500,542.179,5.383
181.000,542.699,5.490
181.500,543.191,5.536
182.000,543.662,5.675
182.500,544.129,5.761
183.000,544.646,6.187
183.500,545.135,6.447
184.000,545.591,6.527
184.500,546.082,6.564
185.000,546.58,6.977
185.500,547.062,7.197
186.000,547.589,7.374
186.500,548.093,7.637
187.000,548.533,7.841
187.500,549.035,7.965
188.000,549.57,8.288
188.500,549.987,8.599
189.000,550.498,8.984
189.500,550.983,9.022
190.000,551.499,9.355
190.500,552.03,9.677
191.000,552.51,9.877
191.500,553.002,9.939
192.000,553.512,10.408
192.500,553.959,10.550
193.000,554.472,10.716
193.500,554.941,11.244
194.000,555.411,11.529
194.500,555.925,11.811
195.000,556.443,12.068
195.500,556.886,12.426
196.000,557.383,12.907
196.500,557.895,13.003
197.000,558.406,13.426
197.500,558.856,13.881
198.000,559.344,14.359
198.500,559.802,14.595
199.000,560.341,14.970
199.500,560.824,15.325
200.000,561.292,15.884
200.500,561.79,16.417
201.000,562.266,16.707
201.500,562.762,17.055
202.000,563.24,17.461
202.500,563.732,18.027
203.000,564.242,18.404
203.500,564.721,18.610
204.000,565.177,19.057
204.500,565.702,19.661
205.000,566.209,19.740
205.500,566.671,20.369
206.000,567.145,20.636
206.500,567.642,20.950
207.000,568.129,21.463
207.500,568.615,22.011
208.000,569.133,22.404
208.500,569.569,22.400
209.000,570.121,22.881
209.500,570.584,23.195
210.000,571.075,23.701
210.500,571.578,23.897
211.000,572.075,24.391
211.500,572.603,24.741
212.000,573.052,25.054
212.500,573.577,25.323
213.000,574.06,25.762
213.500,574.604,25.960
214.000,575.037,26.354
214.500,575.519,26.529
215.000,576.067,26.910
215.500,576.529,27.149
216.000,576.994,27.382
216.500,577.505,27.728
217.000,578.023,28.336
217.500,578.473,28.603
218.000,578.956,29.147
218.500,579.472,29.290
219.000,579.912,29.586
219.500,580.44,30.047
220.000,580.931,30.443
220.500,581.467,30.635
221.000,581.908,30.677
221.500,582.421,31.078
222.000,582.944,31.524
222.500,583.409,31.877
223.000,583.875,31.972
223.500,584.391,32.629
224.000,584.881,32.737
224.500,585.386,33.291
225.000,585.874,33.613
225.500,586.351,33.862
226.000,586.871,34.348
226.500,587.356,34.786
227.000,587.86,34.906
227.500,588.318,35.486
228.000,588.836,36.030
228.500,589.331,36.478
229.000,589.846,37.009
229.500,590.324,37.396
230.000,590.797,38.024
230.500,591.323,38.763
231.000,591.828,39.131
231.500,592.295,39.716
232.000,592.786,40.512
232.500,593.267,41.146
233.000,593.754,41.800
233.500,594.289,42.541
234.000,594.742,43.222
234.500,595.265,44.221
235.000,595.733,44.855
235.500,596.273,45.914
236.000,596.758,46.796
236.500,597.24,47.693
237.000,597.771,48.551
237.500,598.26,49.626
238.000,598.746,50.442
238.500,599.257,51.759
239.000,599.732,52.575
239.500,600.234,53.805
240.000,600.732,55.138
240.500,601.24,56.119
241.000,601.709,57.620
241.500,602.202,58.750
242.000,602.736,60.234
242.500,603.23,61.630
243.000,603.716,63.126
243.500,604.199,64.412
244.000,604.713,66.202
244.500,605.23,67.770
245.000,605.686,69.338
245.500,606.2,70.787
246.000,606.713,72.602
246.500,607.203,74.209
247.000,607.7,76.204
247.500,608.19,77.950
248.000,608.677,79.882
248.500,609.208,81.851
249.000,609.669,83.772
249.500,610.191,85.988
250.000,610.678,87.945
250.500,611.173,90.215
251.000,611.71,92.150
251.500,612.206,94.371
252.000,612.721,96.590
252.500,613.245,98.904
253.000,613.759,101.109
253.500,614.223,103.515
254.000,614.715,106.097
254.500,615.208,108.554
255.000,615.752,111.136
255.500,616.252,113.802
256.000,616.723,116.413
256.500,617.252,119.243
257.000,617.697,121.736
257.500,618.216,124.532
258.000,618.749,127.463
258.500,619.25,130.133
259.000,619.694,133.006
259.500,620.201,135.899
260.000,620.701,138.800
260.500,621.21,141.753
261.000,621.69,144.726
261.500,622.218,147.971
262.000,622.709,151.019
262.500,623.167,154.336
263.000,623.711,157.507
263.500,624.21,160.699
264.000,624.736,163.831
264.500,625.192,166.986
265.000,625.692,170.114
265.500,626.218,173.596
266.000,626.678,176.742
266.500,627.209,179.947
267.000,627.661,183.054
267.500,628.174,186.321
268.000,628.66,189.838
268.500,629.163,193.121
269.000,629.663,196.212
269.500,630.149,199.527
270.000,630.66,202.746
270.500,631.149,206.042
271.000,631.623,209.360
271.500,632.134,212.672
272.000,632.659,215.682
272.500,633.121,218.953
273.000,633.59,222.105
273.500,634.071,225.301
274.000,634.566,228.515
274.500,635.034,231.420
275.000,635.546,234.794
275.500,636.037,237.768
276.000,636.553,240.755
276.500,637.017,243.961
277.000,637.539,246.962
277.500,637.972,249.883
278.000,638.526,252.701
278.500,639.004,255.691
279.000,639.495,258.805
279.500,639.965,261.843
280.000,640.49,264.980
280.500,640.949,267.915
281.000,641.484,270.407
281.500,641.981,273.388
282.000,642.427,276.200
282.500,642.956,279.319
283.000,643.42,282.337
283.500,643.932,285.545
284.000,644.421,288.427
284.500,644.93,291.522
285.000,645.427,294.413
285.500,645.928,297.648
286.000,646.397,300.642
286.500,646.902,303.722
287.000,647.383,306.435
287.500,647.89,309.299
288.000,648.355,311.849
288.500,648.871,314.601
289.000,649.367,317.443
289.500,649.837,320.226
290.000,650.328,323.066
290.500,650.827,325.776
291.000,651.324,328.169
291.500,651.796,330.042
292.000,652.313,331.480
292.500,652.798,332.651
293.000,653.326,333.884
293.500,653.833,335.156
294.000,654.365,336.470
294.500,654.807,338.476
295.000,655.316,339.948
295.500,655.804,342.066
296.000,656.322,343.723
296.500,656.789,344.913
297.000,657.293,345.193
297.500,657.771,345.443
298.000,658.243,344.642
298.500,658.757,344.167
299.000,659.23,343.429
299.500,659.728,342.833
300.000,660.214,342.068
300.500,660.732,341.474
301.000,661.219,340.954
301.500,661.688,339.650
302.000,662.187,338.444
302.500,662.693,336.828
303.000,663.199,334.938
303.500,663.708,332.647
304.000,664.192,330.675
304.500,664.707,328.623
305.000,665.173,326.794
305.500,665.703,324.712
306.000,666.203,322.476
306.500,666.695,319.769
307.000,667.183,316.564
307.500,667.666,313.074
308.000,668.191,309.663
308.500,668.657,306.130
309.000,669.192,302.435
309.500,669.641,298.725
310.000,670.196,294.474
310.500,670.662,290.234
311.000,671.164,286.182
311.500,671.691,281.892
312.000,672.198,277.407
312.500,672.701,273.061
313.000,673.204,268.646
313.500,673.686,264.142
314.000,674.184,259.651
314.500,674.691,255.205
315.000,675.209,250.515
315.500,675.715,245.743
316.000,676.221,241.324
316.500,676.724,236.950
317.000,677.233,232.374
317.500,677.77,227.990
318.000,678.258,223.792
318.500,678.77,219.553
319.000,679.301,215.247
319.500,679.825,211.153
320.000,680.309,206.657
320.500,680.812,202.272
321.000,681.31,197.881
321.500,681.858,193.189
322.000,682.308,188.780
322.500,682.85,184.021
323.000,683.396,179.237
323.500,683.907,174.348
324.000,684.445,169.308
324.500,684.972,164.646
325.000,685.464,159.850
325.500,685.997,154.970
326.000,686.512,149.822
326.500,687.014,145.181
327.000,687.522,140.910
327.500,688.063,136.557
328.000,688.591,132.323
328.500,689.112,128.270
329.000,689.629,124.155
329.500,690.139,120.251
330.000,690.684,116.405
330.500,691.21,112.705
331.000,691.698,109.132
331.500,692.217,105.733
332.000,692.76,101.934
332.500,693.248,98.668
333.000,693.822,95.405
333.500,694.335,91.927
334.000,694.85,88.778
334.500,695.378,85.787
335.000,695.922,83.022
335.500,696.388,79.902
336.000,696.931,77.108
336.500,697.447,74.221
337.000,697.978,71.487
337.500,698.476,68.948
338.000,698.995,66.560
338.500,699.539,64.040
339.000,700.044,61.731
339.500,700.523,59.294
340.000,701.027,57.154
340.500,701.572,55.031
341.000,702.087,52.862
341.500,702.588,50.889
342.000,703.106,48.833
342.500,703.627,46.801
343.000,704.143,45.107
343.500,704.647,43.498
344.000,705.161,41.533
344.500,705.671,39.907
345.000,706.17,38.238
345.500,706.67,36.782
346.000,707.19,35.141
346.500,707.684,33.776
347.000,708.212,32.615
347.500,708.729,31.278
348.000,709.243,29.836
348.500,709.765,28.616
349.000,710.261,27.457
349.500,710.763,26.442
350.000,711.248,25.426
350.500,711.771,24.305
351.000,712.298,22.982
351.500,712.771,22.268
352.000,713.308,21.436
352.500,713.838,20.352
353.000,714.373,19.470
353.500,714.874,18.714
354.000,715.405,17.795
354.500,715.88,17.225
355.000,716.37,16.389
355.500,716.903,15.716
356.000,717.402,14.883
356.500,717.868,14.486
357.000,718.379,13.871
357.500,718.877,13.115
358.000,719.403,12.596
358.500,719.914,11.907
359.000,720.399,11.421
359.500,720.902,10.900
360.000,721.398,10.499
360.500,721.903,9.881
361.000,722.408,9.140
361.500,722.883,8.814
362.000,723.405,8.352
362.500,723.868,7.562
363.000,724.401,6.734
363.500,724.906,6.371
364.000,725.413,5.910
364.500,725.889,5.296
365.000,726.376,4.770
365.500,726.887,4.502
366.000,727.386,3.783
366.500,727.89,3.558
367.000,728.395,2.967
367.500,728.869,2.811
368.000,729.359,2.697
368.500,729.85,2.246
369.000,730.385,2.031
369.500,730.853,1.910
370.000,731.346,1.808
370.500,731.859,1.489
371.000,732.328,1.333
371.500,732.833,1.220
372.000,733.323,1.185
372.500,733.81,1.014
373.000,734.298,0.936
373.500,734.821,0.863
374.000,735.339,0.933
374.500,735.833,0.638
375.000,736.313,0.745
375.500,736.787,0.589
376.000,737.282,0.534
376.500,737.766,0.603
377.000,738.25,0.572
377.500,738.75,0.406
378.000,739.252,0.322
378.500,739.743,0.300
379.000,740.245,0.394
379.500,740.702,0.326
380.000,741.193,0.375
380.500,741.687,0.415
381.000,742.207,0.244
381.500,742.677,0.160
382.000,743.19,0.600
382.500,743.653,0.267
383.000,744.181,0.435
383.500,744.648,0.068
384.000,745.134,0.047
384.500,745.62,0.371
385.000,746.1,0.269
385.500,746.618,0.163
386.000,747.074,0.047
386.500,747.561,0.149
387.000,748.058,0.046
387.500,748.551,-0.012
388.000,749.057,-0.092
388.500,749.509,0.052
389.000,750.003,0.050
389.500,750.489,0.088
390.000,750.957,-0.078
390.500,751.485,-0.119
391.000,751.959,-0.055
391.500,752.424,-0.066
392.000,752.923,-0.088
392.500,753.422,-0.101
393.000,753.92,-0.142
393.500,754.395,-0.013
394.000,754.862,-0.094
394.500,755.361,-0.169
395.000,755.835,-0.145
395.500,756.351,-0.144
396.000,756.839,-0.318
396.500,757.276,-0.221
397.000,757.769,-0.297
397.500,758.28,-0.258
398.000,758.778,-0.353
398.500,759.304,-0.430
399.000,759.769,-0.423
399.500,760.264,-0.561
400.000,760.705,-0.707
400.500,761.235,-0.407
401.000,761.735,-0.428
401.500,762.229,-0.475
402.000,762.716,-0.554
402.500,763.178,-0.672
403.000,763.685,-0.400
403.500,764.162,-0.453
404.000,764.674,-0.496
404.500,765.169,-0.485
405.000,765.633,-0.435
405.500,766.148,-0.525
406.000,766.628,-0.614
406.500,767.128,-0.340
407.000,767.629,-0.537
407.500,768.123,-0.467
408.000,768.587,-0.414
408.500,769.061,-0.380
409.000,769.571,-0.570
409.500,770.11,-0.433
410.000,770.576,-0.430
410.500,771.048,-0.711
411.000,771.573,-0.530
411.500,772.058,-0.614
412.000,772.525,-0.493
412.500,772.997,-0.570
413.000,773.52,-0.671
413.500,774.037,-0.610
414.000,774.529,-0.548
414.500,775.045,-0.585
415.000,775.5,-0.408
415.500,776.026,-0.481
416.000,776.519,-0.440
416.500,776.982,-0.392
417.000,777.508,-0.530
417.500,778.004,-0.438
418.000,778.479,-0.814
418.500,778.951,-0.597
419.000,779.463,-0.476
419.500,779.972,-0.476
420.000,780.424,-0.364
420.500,780.945,-0.508
421.000,781.419,-0.422
421.500,781.933,-0.562
422.000,782.417,-0.474
422.500,782.918,-0.222
423.000,783.436,-0.404
423.500,783.89,-0.283
424.000,784.407,-0.330
424.500,784.923,-0.041
425.000,785.413,-0.336
425.500,785.887,-0.360
426.000,786.367,-0.457
426.500,786.88,-0.091
427.000,787.363,-0.354
427.500,787.855,-0.413
428.000,788.327,-0.481
428.500,788.84,-0.734
429.000,789.335,-0.489
429.500,789.826,-0.653
430.000,790.327,-0.556
430.500,790.816,-0.476
431.000,791.347,-0.580
431.500,791.822,-0.537
432.000,792.313,-0.484
432.500,792.813,-0.551
433.000,793.34,-0.630
433.500,793.809,-0.658
434.000,794.312,-0.631
434.500,794.802,-0.719
435.000,795.336,-0.773
435.500,795.792,-0.790
436.000,796.281,-0.587
436.500,796.812,-0.622
437.000,797.31,-0.601
437.500,797.784,-0.834
438.000,798.289,-0.846
438.500,798.806,-0.554
439.000,799.309,-0.768
439.500,799.784,-0.648
440.000,800.293,-0.857
440.500,800.803,-0.493
441.000,801.307,-0.597
441.500,801.796,-0.546
442.000,802.291,-0.549
442.500,802.812,-0.800
443.000,803.336,-0.667
443.500,803.784,-0.698
444.000,804.324,-0.754
444.500,804.844,-0.725
445.000,805.303,-0.560
445.500,805.825,-0.534
446.000,806.305,-0.546
446.500,806.841,-0.636
447.000,807.337,-0.547
447.500,807.835,-0.407
448.000,808.339,-0.671
448.500,808.869,-0.715
449.000,809.35,-0.722
449.500,809.849,-0.489
450.000,810.339,-0.424
450.500,810.851,-0.440
451.000,811.355,-0.671
451.500,811.842,-0.538
452.000,812.328,-0.788
452.500,812.844,-0.661
453.000,813.376,-0.722
453.500,813.884,-0.652
454.000,814.397,-0.845
454.500,814.895,-0.969
455.000,815.397,-1.046
455.500,815.925,-1.201
456.000,816.415,-0.865
456.500,816.933,-0.886
457.000,817.428,-0.867
457.500,817.906,-1.025
458.000,818.435,-0.985
458.500,818.918,-0.918
459.000,819.428,-0.674
459.500,819.923,-0.793
460.000,820.444,-0.864
460.500,820.927,-0.643
461.000,821.469,-0.757
461.500,821.908,-0.868
462.000,822.416,-0.574
462.500,822.915,-0.509
463.000,823.465,-0.653
463.500,823.927,-0.848
464.000,824.456,-0.447
464.500,824.955,-0.565
465.000,825.453,-0.558
465.500,825.952,-0.469
466.000,826.463,-0.664
466.500,826.98,-0.775
467.000,827.456,-0.654
467.500,827.97,-0.607
468.000,828.467,-0.482
468.500,828.965,-0.492
469.000,829.528,-0.648
469.500,829.973,-0.721
470.000,830.499,-0.714
470.500,830.978,-0.729
471.000,831.484,-0.624
471.500,832.007,-0.634
472.000,832.478,-0.784
472.500,832.962,-0.712
473.000,833.492,-0.539
473.500,833.977,-0.575
474.000,834.472,-0.691
474.500,834.985,-0.531
475.000,835.483,-0.550
475.500,835.981,-0.655
476.000,836.486,-0.665
476.500,836.953,-0.668
477.000,837.501,-0.495
477.500,837.973,-0.529
478.000,838.479,-0.478
478.500,838.966,-0.507
479.000,839.453,-0.604
479.500,839.978,-0.461
480.000,840.485,-0.482
480.500,840.982,-0.681
481.000,841.455,-0.607
481.500,841.974,-0.559
482.000,842.5,-0.645
482.500,842.97,-0.866
483.000,843.472,-0.694
483.500,843.978,-0.737
484.000,844.488,-0.585
484.500,844.98,-0.755
485.000,845.462,-0.632
485.500,845.991,-0.591
486.000,846.496,-0.591
486.500,846.983,-0.526
487.000,847.48,-0.671
487.500,847.968,-0.652
488.000,848.495,-0.761
488.500,848.988,-0.589
489.000,849.502,-0.844
489.500,849.989,-0.772
490.000,850.472,-0.822
490.500,851.001,-0.873
491.000,851.504,-0.843
491.500,851.981,-0.826
492.000,852.47,-0.872
492.500,852.977,-0.813
493.000,853.458,-0.900
493.500,854.002,-0.810
494.000,854.559,-0.875
494.500,855.046,-0.906
495.000,855.589,-0.945
495.500,856.074,-0.733
496.000,856.547,-0.660
496.500,857.053,-0.603
497.000,857.517,-0.586
497.500,858.017,-0.616
498.000,858.494,-0.526
498.500,859.025,-0.811
499.000,859.533,-0.582
499.500,860.043,-0.514
500.000,860.514,-0.306
500.500,861.026,-0.420
501.000,861.526,-0.469
501.500,862.015,-0.327
502.000,862.535,-0.255
502.500,863.034,-0.347
503.000,863.521,-0.395
503.500,864.015,-0.444
504.000,864.508,-0.316
504.500,865.047,-0.351
505.000,865.529,-0.303
505.500,866.019,-0.468
506.000,866.558,-0.313
506.500,867.032,-0.383
507.000,867.579,-0.556
507.500,868.062,-0.385
508.000,868.52,-0.417
508.500,869.038,-0.345
509.000,869.567,-0.322
509.500,870.025,-0.360
510.000,870.51,-0.348
510.500,871.045,-0.320
511.000,871.558,-0.251
511.500,872.053,-0.344
512.000,872.532,-0.330
512.500,873.056,-0.126
513.000,873.551,-0.244
513.500,874.095,-0.170
514.000,874.593,-0.047
514.500,875.096,-0.061
515.000,875.602,-0.140
515.500,876.092,0.000
