Time (s),Temperature (K),Mass (mg)
0,300,3.426
6,300.5,3.418
12,301,3.414
18,301.5,3.410
24,302,3.407
30,302.5,3.403
36,303,3.400
42,303.5,3.397
48,304,3.394
54,304.5,3.391
60,305,3.388
66,305.5,3.385
72,306,3.382
78,306.5,3.379
84,307,3.375
90,307.5,3.372
96,308,3.368
102,308.5,3.365
108,309,3.361
114,309.5,3.357
120,310,3.353
126,310.5,3.349
132,311,3.345
138,311.5,3.342
144,312,3.338
150,312.5,3.334
156,313,3.331
162,313.5,3.328
168,314,3.325
174,314.5,3.322
180,315,3.319
186,315.5,3.316
192,316,3.313
198,316.5,3.310
204,317,3.308
210,317.5,3.305
216,318,3.303
222,318.5,3.300
228,319,3.298
234,319.5,3.296
240,320,3.293
246,320.5,3.291
252,321,3.289
258,321.5,3.287
264,322,3.285
270,322.5,3.283
276,323,3.281
282,323.5,3.279
288,324,3.277
294,324.5,3.275
300,325,3.273
306,325.5,3.271
312,326,3.270
318,326.5,3.268
324,327,3.266
330,327.5,3.265
336,328,3.263
342,328.5,3.262
348,329,3.260
354,329.5,3.259
360,330,3.257
366,330.5,3.256
372,331,3.254
378,331.5,3.253
384,332,3.252
390,332.5,3.250
396,333,3.249
402,333.5,3.248
408,334,3.247
414,334.5,3.246
420,335,3.244
426,335.5,3.243
432,336,3.242
438,336.5,3.241
444,337,3.240
450,337.5,3.239
456,338,3.238
462,338.5,3.237
468,339,3.237
474,339.5,3.236
480,340,3.235
486,340.5,3.234
492,341,3.233
498,341.5,3.232
504,342,3.232
510,342.5,3.231
516,343,3.230
522,343.5,3.230
528,344,3.229
534,344.5,3.229
540,345,3.228
546,345.5,3.227
552,346,3.227
558,346.5,3.226
564,347,3.226
570,347.5,3.225
576,348,3.225
582,348.5,3.225
588,349,3.224
594,349.5,3.224
600,350,3.223
606,350.5,3.223
612,351,3.223
618,351.5,3.222
624,352,3.222
630,352.5,3.222
636,353,3.221
642,353.5,3.221
648,354,3.221
654,354.5,3.221
660,355,3.220
666,355.5,3.220
672,356,3.220
678,356.5,3.220
684,357,3.220
690,357.5,3.220
696,358,3.220
702,358.5,3.219
708,359,3.219
714,359.5,3.219
720,360,3.219
726,360.5,3.219
732,361,3.219
738,361.5,3.219
744,362,3.219
750,362.5,3.219
756,363,3.219
762,363.5,3.219
768,364,3.219
774,364.5,3.219
780,365,3.219
786,365.5,3.219
792,366,3.219
798,366.5,3.219
804,367,3.219
810,367.5,3.219
816,368,3.219
822,368.5,3.219
828,369,3.219
834,369.5,3.219
840,370,3.219
846,370.5,3.219
852,371,3.219
858,371.5,3.219
864,372,3.219
870,372.5,3.219
876,373,3.219
882,373.5,3.219
888,374,3.219
894,374.5,3.219
900,375,3.219
906,375.5,3.219
912,376,3.219
918,376.5,3.219
924,377,3.219
930,377.5,3.219
936,378,3.219
942,378.5,3.219
948,379,3.219
954,379.5,3.219
960,380,3.220
966,380.5,3.220
972,381,3.220
978,381.5,3.220
984,382,3.220
990,382.5,3.220
996,383,3.220
1002,383.5,3.220
1008,384,3.220
1014,384.5,3.220
1020,385,3.220
1026,385.5,3.220
1032,386,3.220
1038,386.5,3.220
1044,387,3.220
1050,387.5,3.220
1056,388,3.220
1062,388.5,3.220
1068,389,3.220
1074,389.5,3.220
1080,390,3.220
1086,390.5,3.220
1092,391,3.220
1098,391.5,3.220
1104,392,3.220
1110,392.5,3.220
1116,393,3.220
1122,393.5,3.220
1128,394,3.220
1134,394.5,3.220
1140,395,3.220
1146,395.5,3.220
1152,396,3.220
1158,396.5,3.220
1164,397,3.220
1170,397.5,3.220
1176,398,3.220
1182,398.5,3.220
1188,399,3.220
1194,399.5,3.220
1200,400,3.220
1206,400.5,3.220
1212,401,3.220
1218,401.5,3.220
1224,402,3.220
1230,402.5,3.220
1236,403,3.220
1242,403.5,3.220
1248,404,3.220
1254,404.5,3.220
1260,405,3.220
1266,405.5,3.220
1272,406,3.220
1278,406.5,3.220
1284,407,3.220
1290,407.5,3.220
1296,408,3.220
1302,408.5,3.220
1308,409,3.220
1314,409.5,3.220
1320,410,3.219
1326,410.5,3.219
1332,411,3.219
1338,411.5,3.219
1344,412,3.219
1350,412.5,3.219
1356,413,3.219
1362,413.5,3.219
1368,414,3.219
1374,414.5,3.219
1380,415,3.218
1386,415.5,3.218
1392,416,3.218
1398,416.5,3.218
1404,417,3.218
1410,417.5,3.218
1416,418,3.218
1422,418.5,3.217
1428,419,3.217
1434,419.5,3.217
1440,420,3.217
1446,420.5,3.217
1452,421,3.216
1458,421.5,3.216
1464,422,3.216
1470,422.5,3.216
