Time (s),Temperature (K),Mass (mg)
0,305,3.792
3,305.5,3.792
6,306,3.791
9,306.5,3.789
12,307,3.787
15,307.5,3.785
18,308,3.783
21,308.5,3.781
24,309,3.780
27,309.5,3.778
30,310,3.777
33,310.5,3.775
36,311,3.774
39,311.5,3.772
42,312,3.770
45,312.5,3.769
48,313,3.767
51,313.5,3.765
54,314,3.764
57,314.5,3.762
60,315,3.760
63,315.5,3.758
66,316,3.756
69,316.5,3.754
72,317,3.752
75,317.5,3.750
78,318,3.748
81,318.5,3.746
84,319,3.744
87,319.5,3.741
90,320,3.739
93,320.5,3.737
96,321,3.735
99,321.5,3.732
102,322,3.730
105,322.5,3.728
108,323,3.726
111,323.5,3.724
114,324,3.721
117,324.5,3.719
120,325,3.717
123,325.5,3.715
126,326,3.713
129,326.5,3.711
132,327,3.709
135,327.5,3.707
138,328,3.705
141,328.5,3.703
144,329,3.701
147,329.5,3.699
150,330,3.697
153,330.5,3.695
156,331,3.693
159,331.5,3.691
162,332,3.690
165,332.5,3.688
168,333,3.686
171,333.5,3.684
174,334,3.683
177,334.5,3.681
180,335,3.679
183,335.5,3.677
186,336,3.676
189,336.5,3.674
192,337,3.673
195,337.5,3.671
198,338,3.670
201,338.5,3.668
204,339,3.667
207,339.5,3.665
210,340,3.664
213,340.5,3.662
216,341,3.661
219,341.5,3.660
222,342,3.658
225,342.5,3.657
228,343,3.656
231,343.5,3.654
234,344,3.653
237,344.5,3.652
240,345,3.651
243,345.5,3.650
246,346,3.649
249,346.5,3.648
252,347,3.647
255,347.5,3.646
258,348,3.645
261,348.5,3.644
264,349,3.643
267,349.5,3.642
270,350,3.641
273,350.5,3.640
276,351,3.639
279,351.5,3.639
282,352,3.638
285,352.5,3.637
288,353,3.636
291,353.5,3.636
294,354,3.635
297,354.5,3.634
300,355,3.634
303,355.5,3.633
306,356,3.633
309,356.5,3.632
312,357,3.632
315,357.5,3.631
318,358,3.631
321,358.5,3.630
324,359,3.630
327,359.5,3.630
330,360,3.629
333,360.5,3.629
336,361,3.629
339,361.5,3.628
342,362,3.628
345,362.5,3.628
348,363,3.627
351,363.5,3.627
354,364,3.627
357,364.5,3.627
360,365,3.627
363,365.5,3.626
366,366,3.626
369,366.5,3.626
372,367,3.626
375,367.5,3.626
378,368,3.626
381,368.5,3.626
384,369,3.625
387,369.5,3.625
390,370,3.625
393,370.5,3.625
396,371,3.625
399,371.5,3.625
402,372,3.625
405,372.5,3.625
408,373,3.625
411,373.5,3.625
414,374,3.625
417,374.5,3.625
420,375,3.625
423,375.5,3.625
426,376,3.625
429,376.5,3.625
432,377,3.625
435,377.5,3.625
438,378,3.625
441,378.5,3.625
444,379,3.625
447,379.5,3.625
450,380,3.625
453,380.5,3.625
456,381,3.625
459,381.5,3.625
462,382,3.625
465,382.5,3.626
468,383,3.626
471,383.5,3.626
474,384,3.626
477,384.5,3.626
480,385,3.626
483,385.5,3.626
486,386,3.626
489,386.5,3.626
492,387,3.626
495,387.5,3.626
498,388,3.626
501,388.5,3.626
504,389,3.626
507,389.5,3.626
510,390,3.626
513,390.5,3.626
516,391,3.626
519,391.5,3.626
522,392,3.626
525,392.5,3.626
528,393,3.626
531,393.5,3.626
534,394,3.626
537,394.5,3.626
540,395,3.627
543,395.5,3.627
546,396,3.627
549,396.5,3.627
552,397,3.627
555,397.5,3.627
558,398,3.627
561,398.5,3.627
564,399,3.627
567,399.5,3.627
570,400,3.627
573,400.5,3.627
576,401,3.627
579,401.5,3.627
582,402,3.627
585,402.5,3.627
588,403,3.627
591,403.5,3.627
594,404,3.627
597,404.5,3.627
600,405,3.627
603,405.5,3.627
606,406,3.627
609,406.5,3.627
612,407,3.627
615,407.5,3.627
618,408,3.627
621,408.5,3.627
624,409,3.627
627,409.5,3.627
630,410,3.627
633,410.5,3.626
636,411,3.626
639,411.5,3.626
642,412,3.626
645,412.5,3.626
648,413,3.626
651,413.5,3.626
654,414,3.626
657,414.5,3.626
660,415,3.626
663,415.5,3.626
666,416,3.626
669,416.5,3.626
672,417,3.626
675,417.5,3.626
678,418,3.626
681,418.5,3.626
684,419,3.626
687,419.5,3.625
690,420,3.625
693,420.5,3.625
696,421,3.625
699,421.5,3.625
702,422,3.625
705,422.5,3.625
708,423,3.625
711,423.5,3.625
714,424,3.624
717,424.5,3.624
720,425,3.624
723,425.5,3.624
726,426,3.624
729,426.5,3.624
732,427,3.624
735,427.5,3.624
738,428,3.623
741,428.5,3.623
744,429,3.623
747,429.5,3.623
750,430,3.623
753,430.5,3.622
756,431,3.622
759,431.5,3.622
762,432,3.622
765,432.5,3.622
768,433,3.621
771,433.5,3.621
774,434,3.621
777,434.5,3.621
780,435,3.620
783,435.5,3.620
786,436,3.620
789,436.5,3.620
792,437,3.619
795,437.5,3.619
798,438,3.619
801,438.5,3.618
804,439,3.618
807,439.5,3.618
810,440,3.617
813,440.5,3.617
816,441,3.617
819,441.5,3.616
822,442,3.616
825,442.5,3.616
828,443,3.615
831,443.5,3.615
834,444,3.614
837,444.5,3.614
840,445,3.614
843,445.5,3.613
846,446,3.613
849,446.5,3.612
852,447,3.612
855,447.5,3.611
858,448,3.611
861,448.5,3.610
864,449,3.610
867,449.5,3.609
870,450,3.608
873,450.5,3.608
876,451,3.607
879,451.5,3.607
882,452,3.606
885,452.5,3.605
888,453,3.605
891,453.5,3.604
894,454,3.603
897,454.5,3.603
900,455,3.602
903,455.5,3.601
906,456,3.600
909,456.5,3.600
912,457,3.599
915,457.5,3.598
918,458,3.597
921,458.5,3.596
924,459,3.595
927,459.5,3.594
930,460,3.593
933,460.5,3.593
936,461,3.592
939,461.5,3.591
942,462,3.590
945,462.5,3.589
948,463,3.588
951,463.5,3.586
954,464,3.585
957,464.5,3.584
960,465,3.583
963,465.5,3.582
966,466,3.581
969,466.5,3.580
972,467,3.578
975,467.5,3.577
978,468,3.576
981,468.5,3.574
984,469,3.573
987,469.5,3.572
990,470,3.570
993,470.5,3.569
996,471,3.567
999,471.5,3.566
1002,472,3.564
1005,472.5,3.563
1008,473,3.561
1011,473.5,3.560
1014,474,3.558
1017,474.5,3.557
1020,475,3.555
1023,475.5,3.553
1026,476,3.552
1029,476.5,3.550
1032,477,3.548
1035,477.5,3.546
1038,478,3.545
1041,478.5,3.543
1044,479,3.541
1047,479.5,3.539
1050,480,3.537
1053,480.5,3.535
1056,481,3.533
1059,481.5,3.531
1062,482,3.529
1065,482.5,3.527
1068,483,3.525
1071,483.5,3.523
1074,484,3.521
1077,484.5,3.519
1080,485,3.517
1083,485.5,3.515
1086,486,3.513
1089,486.5,3.511
1092,487,3.508
1095,487.5,3.506
1098,488,3.504
1101,488.5,3.502
1104,489,3.500
1107,489.5,3.497
1110,490,3.495
1113,490.5,3.493
1116,491,3.490
1119,491.5,3.488
1122,492,3.486
1125,492.5,3.483
1128,493,3.481
1131,493.5,3.478
1134,494,3.476
1137,494.5,3.474
1140,495,3.471
1143,495.5,3.469
1146,496,3.466
1149,496.5,3.464
1152,497,3.461
1155,497.5,3.459
1158,498,3.456
1161,498.5,3.453
1164,499,3.451
1167,499.5,3.448
1170,500,3.446
