Time (s),m (g),T Back (K),T Top (K)
595,56.93823,541.558,996.569
596,56.867454,541.716,996.676
597,56.79675,541.873,996.783
598,56.726118,542.03,996.89
599,56.65554,542.186,996.997
600,56.585052,542.343,997.103
601,56.5146,542.499,997.209
602,56.444238,542.655,997.315
603,56.373948,542.811,997.421
604,56.303712,542.967,997.526
605,56.233548,543.123,997.631
606,56.163438,543.279,997.736
607,56.093418,543.434,997.841
608,56.023452,543.59,997.946
609,55.953576,543.745,998.05
610,55.883754,543.9,998.154
611,55.814004,544.055,998.258
612,55.744308,544.21,998.361
613,55.674702,544.365,998.465
614,55.60515,544.519,998.568
615,55.535688,544.674,998.671
616,55.46628,544.829,998.774
617,55.396944,544.983,998.876
618,55.32768,545.137,998.978
619,55.258488,545.292,999.08
620,55.189368,545.446,999.182
621,55.120302,545.6,999.284
622,55.051326,545.754,999.385
623,54.982404,545.908,999.486
624,54.913572,546.062,999.587
625,54.844794,546.216,999.688
626,54.776088,546.369,999.788
627,54.707454,546.523,999.888
628,54.638892,546.677,999.988
629,54.570402,546.83,1000.09
630,54.501984,546.984,1000.19
631,54.433638,547.137,1000.29
632,54.365364,547.291,1000.39
633,54.297144,547.444,1000.49
634,54.229014,547.598,1000.58
635,54.160956,547.751,1000.68
636,54.092952,547.905,1000.78
637,54.025038,548.058,1000.88
638,53.957178,548.211,1000.98
639,53.889408,548.364,1001.07
640,53.821692,548.518,1001.17
641,53.754048,548.671,1001.27
642,53.686494,548.824,1001.37
643,53.618994,548.977,1001.46
644,53.551566,549.13,1001.56
645,53.48421,549.284,1001.65
646,53.416926,549.437,1001.75
647,53.349714,549.59,1001.85
648,53.282574,549.743,1001.94
649,53.215506,549.896,1002.04
650,53.14851,550.049,1002.13
651,53.081586,550.202,1002.23
652,53.014734,550.355,1002.32
653,52.947936,550.508,1002.42
654,52.881228,550.661,1002.51
655,52.814574,550.814,1002.61
656,52.74801,550.967,1002.7
657,52.6815,551.12,1002.79
658,52.61508,551.273,1002.89
659,52.548714,551.426,1002.98
660,52.48242,551.579,1003.07
661,52.416198,551.732,1003.17
662,52.350048,551.885,1003.26
663,52.28397,552.038,1003.35
664,52.217964,552.191,1003.44
665,52.15203,552.344,1003.54
666,52.08615,552.497,1003.63
667,52.02036,552.65,1003.72
668,51.954624,552.802,1003.81
669,51.888978,552.955,1003.9
670,51.823386,553.108,1003.99
671,51.757866,553.261,1004.09
672,51.692418,553.414,1004.18
673,51.627042,553.567,1004.27
674,51.561738,553.72,1004.36
675,51.496488,553.873,1004.45
676,51.431328,554.025,1004.54
677,51.366222,554.178,1004.63
678,51.301188,554.331,1004.72
679,51.236226,554.484,1004.81
680,51.171336,554.637,1004.9
681,51.106518,554.789,1004.98
682,51.041754,554.942,1005.07
683,50.97708,555.095,1005.16
684,50.91246,555.247,1005.25
685,50.847912,555.4,1005.34
686,50.783436,555.553,1005.43
687,50.719014,555.705,1005.51
688,50.654682,555.858,1005.6
689,50.590404,556.01,1005.69
690,50.526198,556.163,1005.78
691,50.462046,556.316,1005.86
692,50.397984,556.468,1005.95
693,50.333976,556.62,1006.04
694,50.27004,556.773,1006.12
695,50.206176,556.925,1006.21
696,50.142366,557.077,1006.3
697,50.078628,557.23,1006.38
698,50.014962,557.382,1006.47
699,49.951368,557.534,1006.55
700,49.887828,557.686,1006.64
701,49.82436,557.838,1006.72
702,49.760964,557.99,1006.81
703,49.697622,558.142,1006.89
704,49.634352,558.294,1006.98
705,49.571154,558.446,1007.06
706,49.50801,558.598,1007.15
707,49.444938,558.75,1007.23
708,49.381938,558.901,1007.31
709,49.318992,559.053,1007.4
710,49.256118,559.205,1007.48
711,49.193316,559.356,1007.56
712,49.130568,559.507,1007.65
713,49.067892,559.659,1007.73
714,49.00527,559.81,1007.81
715,48.94272,559.961,1007.9
716,48.880224,560.112,1007.98
717,48.8178,560.263,1008.06
718,48.755448,560.414,1008.14
719,48.69315,560.565,1008.22
720,48.630924,560.715,1008.31
721,48.568752,560.866,1008.39
722,48.506652,561.016,1008.47
723,48.444624,561.167,1008.55
724,48.382632,561.317,1008.63
725,48.32073,561.467,1008.71
726,48.258882,561.617,1008.79
727,48.197088,561.767,1008.87
728,48.135366,561.917,1008.95
729,48.073698,562.067,1009.03
730,48.012102,562.216,1009.11
731,47.95056,562.365,1009.19
732,47.889072,562.515,1009.27
733,47.827656,562.664,1009.35
734,47.766312,562.813,1009.43
735,47.705022,562.962,1009.51
736,47.643786,563.11,1009.59
737,47.582622,563.259,1009.67
738,47.521512,563.407,1009.75
739,47.460456,563.555,1009.83
740,47.399472,563.704,1009.91
741,47.338542,563.851,1009.98
742,47.277666,563.999,1010.06
743,47.216862,564.147,1010.14
744,47.156112,564.294,1010.22
745,47.095434,564.441,1010.29
746,47.034792,564.588,1010.37
747,46.974222,564.735,1010.45
748,46.913724,564.882,1010.53
749,46.853262,565.028,1010.6
750,46.792872,565.175,1010.68
751,46.732536,565.321,1010.76
752,46.672254,565.467,1010.83
753,46.612044,565.612,1010.91
754,46.551888,565.758,1010.98
755,46.491786,565.903,1011.06
756,46.431738,566.048,1011.14
757,46.371762,566.193,1011.21
758,46.311822,566.338,1011.29
759,46.251954,566.482,1011.36
760,46.19214,566.626,1011.44
761,46.13238,566.77,1011.51
762,46.072692,566.914,1011.59
763,46.01304,567.057,1011.66
764,45.95346,567.2,1011.74
765,45.893934,567.343,1011.81
766,45.834444,567.486,1011.88
767,45.775026,567.629,1011.96
768,45.71568,567.771,1012.03
769,45.65637,567.913,1012.11
770,45.597114,568.055,1012.18
771,45.537912,568.196,1012.25
772,45.478782,568.337,1012.33
773,45.419688,568.478,1012.4
774,45.360666,568.619,1012.47
775,45.301698,568.759,1012.55
776,45.242766,568.899,1012.62
777,45.183906,569.039,1012.69
778,45.1251,569.179,1012.76
779,45.06633,569.318,1012.84
780,45.007632,569.457,1012.91
781,44.948988,569.596,1012.98
782,44.89038,569.734,1013.05
783,44.831844,569.872,1013.12
784,44.773362,570.01,1013.19
785,44.714916,570.147,1013.27
786,44.656542,570.284,1013.34
787,44.598204,570.421,1013.41
788,44.539938,570.558,1013.48
789,44.481708,570.694,1013.55
790,44.423532,570.83,1013.62
791,44.365428,570.966,1013.69
792,44.30736,571.101,1013.76
793,44.249346,571.236,1013.83
794,44.191386,571.371,1013.9
795,44.13348,571.505,1013.97
796,44.07561,571.639,1014.04
797,44.017812,571.772,1014.11
798,43.96005,571.906,1014.18
799,43.90236,572.039,1014.25
800,43.844706,572.171,1014.32
801,43.787106,572.304,1014.39
802,43.72956,572.436,1014.46
803,43.672068,572.567,1014.52
804,43.614612,572.699,1014.59
805,43.557228,572.83,1014.66
806,43.49988,572.96,1014.73
807,43.442586,573.09,1014.8
808,43.385346,573.22,1014.87
809,43.32816,573.35,1014.93
810,43.27101,573.479,1015
811,43.213914,573.608,1015.07
812,43.15689,573.736,1015.14
813,43.099884,573.865,1015.2
814,43.04295,573.992,1015.27
815,42.98607,574.12,1015.34
816,42.929226,574.247,1015.41
817,42.872436,574.374,1015.47
818,42.815682,574.5,1015.54
819,42.759,574.626,1015.61
820,42.702354,574.752,1015.67
821,42.645762,574.877,1015.74
822,42.589224,575.002,1015.81
823,42.53274,575.126,1015.87
824,42.476292,575.25,1015.94
825,42.419898,575.374,1016
826,42.363558,575.498,1016.07
827,42.307254,575.621,1016.13
828,42.251004,575.744,1016.2
829,42.194808,575.866,1016.27
830,42.138666,575.988,1016.33
831,42.08256,576.11,1016.4
832,42.026526,576.231,1016.46
833,41.97051,576.352,1016.53
834,41.914566,576.472,1016.59
835,41.858658,576.593,1016.65
836,41.802804,576.713,1016.72
837,41.747004,576.832,1016.78
838,41.69124,576.951,1016.85
839,41.63553,577.07,1016.91
840,41.579874,577.188,1016.98
841,41.524272,577.306,1017.04
842,41.468706,577.424,1017.1
843,41.413194,577.542,1017.17
844,41.357736,577.659,1017.23
845,41.302314,577.775,1017.29
846,41.246946,577.892,1017.36
847,41.191632,578.007,1017.42
848,41.136354,578.123,1017.48
849,41.08113,578.238,1017.54
850,41.02596,578.353,1017.61
851,40.970826,578.468,1017.67
852,40.915746,578.582,1017.73
853,40.86072,578.696,1017.79
854,40.805748,578.81,1017.86
855,40.750812,578.923,1017.92
856,40.69593,579.036,1017.98
857,40.641102,579.148,1018.04
858,40.58631,579.261,1018.1
859,40.531572,579.373,1018.17
860,40.476888,579.484,1018.23
861,40.42224,579.595,1018.29
862,40.367646,579.706,1018.35
863,40.313106,579.817,1018.41
864,40.25862,579.927,1018.47
865,40.20417,580.037,1018.53
866,40.149774,580.147,1018.59
867,40.095414,580.256,1018.65
868,40.041126,580.366,1018.71
869,39.986874,580.474,1018.77
870,39.932658,580.583,1018.83
871,39.878514,580.691,1018.89
872,39.824406,580.799,1018.95
873,39.770352,580.906,1019.01
874,39.716334,581.014,1019.07
875,39.66237,581.121,1019.13
876,39.60846,581.228,1019.19
877,39.554604,581.334,1019.25
878,39.500784,581.44,1019.31
879,39.447018,581.546,1019.37
880,39.393306,581.652,1019.43
881,39.339648,581.757,1019.49
882,39.286026,581.862,1019.55
883,39.232458,581.967,1019.61
884,39.178944,582.072,1019.67
885,39.125466,582.176,1019.72
886,39.072042,582.28,1019.78
887,39.018672,582.384,1019.84
888,38.965356,582.487,1019.9
889,38.912076,582.591,1019.96
890,38.85885,582.694,1020.02
891,38.805678,582.797,1020.07
892,38.752542,582.899,1020.13
893,38.699478,583.002,1020.19
894,38.64645,583.104,1020.25
895,38.593458,583.206,1020.3
896,38.540538,583.308,1020.36
897,38.487654,583.409,1020.42
898,38.434824,583.511,1020.47
899,38.382048,583.612,1020.53
900,38.329326,583.713,1020.59
901,38.27664,583.813,1020.65
902,38.224008,583.914,1020.7
903,38.17143,584.014,1020.76
904,38.118906,584.114,1020.81
905,38.066418,584.214,1020.87
906,38.013984,584.314,1020.93
907,37.961604,584.414,1020.98
908,37.909278,584.513,1021.04
909,37.856988,584.612,1021.09
910,37.80477,584.711,1021.15
911,37.752588,584.81,1021.21
