Time (s),m (g),T Back (K),T Top (K)
508,8.179662,849.35,876.256
509,8.166924,849.538,876.35
510,8.154216,849.723,876.442
511,8.141526,849.904,876.532
512,8.128866,850.081,876.62
513,8.11623,850.255,876.707
514,8.103618,850.425,876.792
515,8.09103,850.592,876.875
516,8.078472,850.756,876.957
517,8.065938,850.917,877.038
518,8.053434,851.074,877.117
519,8.040954,851.229,877.194
520,8.028498,851.381,877.27
521,8.016066,851.531,877.345
522,8.003664,851.678,877.419
523,7.991292,851.822,877.492
524,7.978938,851.964,877.563
525,7.96662,852.103,877.633
526,7.95432,852.241,877.702
527,7.94205,852.376,877.77
528,7.92981,852.508,877.837
529,7.917594,852.639,877.903
530,7.905408,852.768,877.968
531,7.893246,852.895,878.032
532,7.881114,853.02,878.095
533,7.869006,853.143,878.157
534,7.856922,853.265,878.219
535,7.844868,853.384,878.279
536,7.832844,853.503,878.339
537,7.820844,853.619,878.398
538,7.808874,853.734,878.456
539,7.796934,853.848,878.514
540,7.785012,853.96,878.571
541,7.773126,854.071,878.627
542,7.761264,854.18,878.683
543,7.749426,854.288,878.737
544,7.737618,854.395,878.792
545,7.72584,854.501,878.846
546,7.714086,854.605,878.899
547,7.702362,854.708,878.951
548,7.690662,854.811,879.003
549,7.678992,854.912,879.055
550,7.667346,855.012,879.106
551,7.65573,855.111,879.156
552,7.644144,855.209,879.207
553,7.632582,855.306,879.256
554,7.62105,855.402,879.305
555,7.609542,855.498,879.354
556,7.598058,855.592,879.402
557,7.58661,855.686,879.45
558,7.57518,855.779,879.498
559,7.563786,855.871,879.545
560,7.552416,855.962,879.592
561,7.54107,856.053,879.638
562,7.529754,856.143,879.684
563,7.518462,856.232,879.73
564,7.5072,856.321,879.775
565,7.495968,856.409,879.82
566,7.48476,856.496,879.865
567,7.473576,856.583,879.909
568,7.462422,856.669,879.953
569,7.451292,856.754,879.997
570,7.440192,856.839,880.041
571,7.429122,856.924,880.084
572,7.41807,857.007,880.127
573,7.407054,857.091,880.17
574,7.396062,857.174,880.212
575,7.385094,857.256,880.255
576,7.374156,857.338,880.297
577,7.363242,857.419,880.338
578,7.352352,857.5,880.38
579,7.341492,857.581,880.421
580,7.330662,857.661,880.462
581,7.319856,857.741,880.503
582,7.309074,857.82,880.544
583,7.298322,857.899,880.585
584,7.287594,857.978,880.625
585,7.27689,858.056,880.665
586,7.266216,858.134,880.705
587,7.255566,858.211,880.745
588,7.244946,858.288,880.784
589,7.23435,858.365,880.824
590,7.223778,858.442,880.863
591,7.213236,858.518,880.902
592,7.202718,858.594,880.941
593,7.19223,858.669,880.98
594,7.18176,858.744,881.018
595,7.17132,858.819,881.057
596,7.16091,858.894,881.095
597,7.150518,858.968,881.133
598,7.140156,859.042,881.171
599,7.129824,859.116,881.209
600,7.11951,859.19,881.246
601,7.109226,859.263,881.284
602,7.098966,859.336,881.321
603,7.088736,859.409,881.359
604,7.078524,859.482,881.396
605,7.068342,859.554,881.433
606,7.058184,859.626,881.47
607,7.048056,859.698,881.507
608,7.037946,859.769,881.543
609,7.027866,859.841,881.58
610,7.01781,859.912,881.616
611,7.007778,859.983,881.652
612,6.997776,860.054,881.689
613,6.987792,860.125,881.725
614,6.977838,860.195,881.761
615,6.967908,860.265,881.797
616,6.958002,860.335,881.832
617,6.94812,860.405,881.868
618,6.938262,860.474,881.903
619,6.928434,860.544,881.939
620,6.91863,860.613,881.974
621,6.908844,860.682,882.009
622,6.899088,860.751,882.044
623,6.889356,860.82,882.079
624,6.879648,860.888,882.114
625,6.869964,860.957,882.149
626,6.86031,861.025,882.184
627,6.850674,861.093,882.218
628,6.841062,861.161,882.253
629,6.83148,861.228,882.287
630,6.821916,861.296,882.322
631,6.812382,861.363,882.356
632,6.802866,861.43,882.39
633,6.79338,861.497,882.424
634,6.783918,861.564,882.458
635,6.774474,861.631,882.492
636,6.76506,861.698,882.526
637,6.755664,861.764,882.559
638,6.746298,861.83,882.593
639,6.736956,861.896,882.626
640,6.727632,861.962,882.66
641,6.718338,862.028,882.693
642,6.709062,862.094,882.726
643,6.69981,862.159,882.76
644,6.690588,862.225,882.793
645,6.681384,862.29,882.826
646,6.672204,862.355,882.859
647,6.663048,862.42,882.891
648,6.653916,862.485,882.924
649,6.644808,862.55,882.957
650,6.635724,862.614,882.989
651,6.626658,862.679,883.022
652,6.617622,862.743,883.054
653,6.608604,862.807,883.087
654,6.59961,862.871,883.119
655,6.59064,862.935,883.151
656,6.581694,862.999,883.183
657,6.572772,863.062,883.215
658,6.563868,863.126,883.247
659,6.554994,863.189,883.279
660,6.546138,863.252,883.311
661,6.537306,863.316,883.342
662,6.528498,863.379,883.374
663,6.519708,863.441,883.406
664,6.510942,863.504,883.437
665,6.502206,863.567,883.468
666,6.493482,863.629,883.5
667,6.484788,863.692,883.531
668,6.476112,863.754,883.562
669,6.46746,863.816,883.593
670,6.458832,863.878,883.624
671,6.450222,863.94,883.655
672,6.441642,864.001,883.686
673,6.433074,864.063,883.717
674,6.424536,864.125,883.748
675,6.416016,864.186,883.778
676,6.40752,864.247,883.809
677,6.399048,864.308,883.839
678,6.390594,864.369,883.87
679,6.382164,864.43,883.9
680,6.373758,864.491,883.93
681,6.36537,864.552,883.961
682,6.357006,864.612,883.991
683,6.34866,864.673,884.021
684,6.340338,864.733,884.051
685,6.33204,864.793,884.081
686,6.32376,864.853,884.111
687,6.315504,864.913,884.14
688,6.307266,864.973,884.17
689,6.299052,865.033,884.2
690,6.290862,865.092,884.229
691,6.28269,865.152,884.259
692,6.274542,865.211,884.288
693,6.266412,865.27,884.318
694,6.258306,865.33,884.347
695,6.250218,865.389,884.376
696,6.242154,865.448,884.405
697,6.234108,865.506,884.434
698,6.226086,865.565,884.463
699,6.218082,865.624,884.492
700,6.210102,865.682,884.521
701,6.20214,865.74,884.55
702,6.194202,865.799,884.579
703,6.186282,865.857,884.607
704,6.178386,865.915,884.636
705,6.170508,865.973,884.664
706,6.162654,866.031,884.693
707,6.154818,866.088,884.721
708,6.147,866.146,884.75
709,6.139206,866.203,884.778
710,6.131436,866.261,884.806
711,6.123678,866.318,884.834
712,6.115944,866.375,884.862
713,6.108234,866.432,884.89
714,6.100542,866.489,884.918
715,6.092868,866.546,884.946
716,6.085212,866.603,884.974
717,6.07758,866.659,885.001
718,6.069972,866.716,885.029
719,6.062376,866.772,885.057
720,6.054804,866.828,885.084
721,6.047256,866.884,885.111
722,6.03972,866.941,885.139
723,6.032208,866.997,885.166
724,6.024714,867.052,885.193
725,6.017244,867.108,885.221
726,6.009792,867.164,885.248
727,6.002358,867.219,885.275
728,5.9949438,867.275,885.302
729,5.98755,867.33,885.329
730,5.9801754,867.385,885.355
731,5.9728206,867.44,885.382
732,5.9654856,867.495,885.409
733,5.9581692,867.55,885.436
734,5.9508726,867.605,885.462
735,5.9435958,867.66,885.489
736,5.9363376,867.714,885.515
737,5.9290992,867.769,885.542
738,5.9218794,867.823,885.568
739,5.9146794,867.878,885.594
740,5.907498,867.932,885.62
741,5.9003358,867.986,885.647
742,5.8931928,868.04,885.673
743,5.886069,868.094,885.699
744,5.8789638,868.147,885.725
745,5.8718778,868.201,885.75
746,5.8648104,868.255,885.776
747,5.8577616,868.308,885.802
748,5.850732,868.361,885.828
749,5.843721,868.415,885.853
750,5.8367292,868.468,885.879
751,5.8297554,868.521,885.904
752,5.8228002,868.574,885.93
753,5.8158636,868.627,885.955
754,5.8089456,868.679,885.981
755,5.8020462,868.732,886.006
756,5.7951654,868.785,886.031
757,5.7883026,868.837,886.056
758,5.7814584,868.889,886.081
759,5.7746322,868.942,886.106
760,5.7678246,868.994,886.131
761,5.761035,869.046,886.156
762,5.754264,869.098,886.181
763,5.747511,869.15,886.206
764,5.7407754,869.201,886.23
765,5.7340584,869.253,886.255
766,5.7273594,869.305,886.28
767,5.7206784,869.356,886.304
768,5.7140154,869.407,886.329
769,5.7073704,869.459,886.353
770,5.7007428,869.51,886.377
771,5.6941332,869.561,886.402
772,5.687541,869.612,886.426
773,5.6809674,869.663,886.45
774,5.6744106,869.714,886.474
775,5.6678718,869.764,886.498
776,5.6613504,869.815,886.522
777,5.654847,869.865,886.546
778,5.648361,869.916,886.57
779,5.6418918,869.966,886.594
780,5.6354406,870.016,886.617
781,5.6290068,870.066,886.641
782,5.6225904,870.116,886.665
783,5.6161914,870.166,886.688
784,5.6098092,870.216,886.712
785,5.6034444,870.266,886.735
786,5.597097,870.316,886.759
787,5.5907664,870.365,886.782
788,5.5844532,870.415,886.805
789,5.5781568,870.464,886.829
790,5.5718778,870.513,886.852
791,5.565615,870.562,886.875
792,5.5593702,870.611,886.898
793,5.5531416,870.66,886.921
794,5.5469298,870.709,886.944
795,5.5407354,870.758,886.967
796,5.5345572,870.807,886.989
797,5.5283958,870.855,887.012
798,5.5222512,870.904,887.035
799,5.5161234,870.952,887.057
800,5.5100124,871.001,887.08
801,5.5039176,871.049,887.103
802,5.497839,871.097,887.125
803,5.4917778,871.145,887.147
804,5.4857322,871.193,887.17
805,5.4797034,871.241,887.192
806,5.4736914,871.289,887.214
807,5.467695,871.336,887.237
808,5.4617154,871.384,887.259
809,5.455752,871.431,887.281
810,5.4498048,871.479,887.303
811,5.4438732,871.526,887.325
812,5.4379584,871.573,887.347
813,5.4320598,871.621,887.368
814,5.4261768,871.668,887.39
815,5.42031,871.715,887.412
816,5.4144594,871.762,887.434
817,5.4086244,871.808,887.455
818,5.4028056,871.855,887.477
819,5.3970024,871.902,887.498
820,5.3912154,871.948,887.52
821,5.385444,871.995,887.541
822,5.3796882,872.041,887.563
823,5.3739486,872.087,887.584
824,5.368224,872.133,887.605
825,5.3625156,872.18,887.626
826,5.3568228,872.226,887.647
827,5.351145,872.272,887.669
828,5.3454834,872.317,887.69
829,5.3398368,872.363,887.711
830,5.3342058,872.409,887.731
831,5.3285904,872.454,887.752
832,5.32299,872.5,887.773
833,5.3174052,872.545,887.794
834,5.311836,872.591,887.815
835,5.3062818,872.636,887.835
836,5.3007426,872.681,887.856
837,5.295219,872.726,887.876
838,5.2897104,872.771,887.897
839,5.2842168,872.816,887.917
840,5.2787382,872.861,887.938
841,5.2732746,872.905,887.958
842,5.267826,872.95,887.978
843,5.262393,872.995,887.999
844,5.2569744,873.039,888.019
845,5.2515708,873.083,888.039
846,5.2461816,873.128,888.059
847,5.240808,873.172,888.079
848,5.2354488,873.216,888.099
849,5.2301046,873.26,888.119
850,5.2247748,873.304,888.139
851,5.2194594,873.348,888.159
852,5.214159,873.392,888.178
853,5.2088736,873.435,888.198
854,5.203602,873.479,888.218
855,5.1983454,873.523,888.237
856,5.1931032,873.566,888.257
857,5.187876,873.61,888.276
858,5.1826626,873.653,888.296
859,5.1774636,873.696,888.315
860,5.172279,873.739,888.335
861,5.1671088,873.782,888.354
862,5.161953,873.825,888.373
863,5.156811,873.868,888.392
864,5.1516834,873.911,888.412
865,5.1465702,873.954,888.431
866,5.1414708,873.996,888.45
867,5.1363858,874.039,888.469
868,5.1313152,874.081,888.488
869,5.1262578,874.124,888.507
870,5.1212148,874.166,888.526
871,5.1161862,874.209,888.544
872,5.1111708,874.251,888.563
873,5.1061698,874.293,888.582
874,5.1011826,874.335,888.6
875,5.0962092,874.377,888.619
876,5.091249,874.419,888.638
877,5.0863032,874.46,888.656
878,5.0813712,874.502,888.675
879,5.0764524,874.544,888.693
880,5.0715474,874.585,888.711
881,5.0666562,874.627,888.73
882,5.0617788,874.668,888.748
883,5.0569146,874.71,888.766
884,5.0520642,874.751,888.784
885,5.047227,874.792,888.803
886,5.042403,874.833,888.821
887,5.0375928,874.874,888.839
888,5.0327958,874.915,888.857
889,5.0280126,874.956,888.875
890,5.023242,874.997,888.893
891,5.0184852,875.037,888.91
892,5.0137416,875.078,888.928
893,5.0090112,875.119,888.946
894,5.0042934,875.159,888.964
895,4.9995894,875.2,888.981
896,4.9948986,875.24,888.999
897,4.9902204,875.28,889.017
898,4.9855554,875.32,889.034
899,4.9809036,875.36,889.052
900,4.9762644,875.4,889.069
901,4.9716384,875.44,889.086
902,4.9670256,875.48,889.104
903,4.9624254,875.52,889.121
904,4.9578378,875.56,889.138
905,4.9532634,875.6,889.156
906,4.9487016,875.639,889.173
907,4.944153,875.679,889.19
908,4.9396164,875.718,889.207
909,4.935093,875.757,889.224
910,4.9305816,875.797,889.241
911,4.9260834,875.836,889.258
912,4.9215978,875.875,889.275
913,4.9171248,875.914,889.292
914,4.9126638,875.953,889.308
915,4.908216,875.992,889.325
916,4.9037802,876.031,889.342
917,4.899357,876.07,889.358
918,4.8949458,876.109,889.375
919,4.8905472,876.147,889.392
920,4.8861612,876.186,889.408
