Time (s),m (g),T Back (K),T Top (K)
211,33.176928,460.74,509.922
212,33.173988,461.497,510.564
213,33.17097,462.252,511.204
214,33.16788,463.005,511.841
215,33.164706,463.755,512.475
216,33.16146,464.503,513.106
217,33.158124,465.248,513.735
218,33.15471,465.99,514.361
219,33.151212,466.73,514.984
220,33.147624,467.467,515.605
221,33.143952,468.202,516.222
222,33.14019,468.934,516.837
223,33.136332,469.663,517.449
224,33.132378,470.39,518.058
225,33.128328,471.113,518.664
226,33.124188,471.834,519.267
227,33.11994,472.552,519.868
228,33.11559,473.268,520.465
229,33.111138,473.98,521.059
230,33.106584,474.69,521.651
231,33.101916,475.397,522.239
232,33.09714,476.1,522.825
233,33.09225,476.801,523.407
234,33.087252,477.499,523.987
235,33.082134,478.194,524.563
236,33.076896,478.885,525.136
237,33.071538,479.574,525.706
238,33.06606,480.26,526.273
239,33.060456,480.942,526.837
240,33.05472,481.621,527.398
241,33.048864,482.297,527.956
242,33.04287,482.97,528.51
243,33.03675,483.639,529.062
244,33.030492,484.306,529.61
245,33.024096,484.968,530.155
246,33.017562,485.628,530.696
247,33.01089,486.284,531.235
248,33.004068,486.937,531.77
249,32.997108,487.586,532.302
250,32.989998,488.232,532.83
251,32.982738,488.874,533.355
252,32.975328,489.513,533.877
253,32.967762,490.149,534.396
254,32.96004,490.78,534.911
255,32.952168,491.408,535.423
256,32.944134,492.033,535.932
257,32.935938,492.653,536.437
258,32.92758,493.271,536.939
259,32.919054,493.884,537.437
260,32.910366,494.493,537.932
261,32.90151,495.099,538.424
262,32.892486,495.701,538.912
263,32.883288,496.299,539.397
264,32.873916,496.894,539.879
265,32.864376,497.484,540.356
266,32.854656,498.071,540.831
267,32.844756,498.653,541.302
268,32.834676,499.232,541.77
269,32.824422,499.807,542.234
270,32.813982,500.377,542.695
271,32.803362,500.944,543.152
272,32.792556,501.507,543.606
273,32.781564,502.065,544.056
274,32.770386,502.62,544.503
275,32.759022,503.17,544.946
276,32.747466,503.716,545.386
277,32.735724,504.259,545.823
278,32.723784,504.797,546.256
279,32.711658,505.33,546.686
280,32.69934,505.86,547.112
281,32.68683,506.386,547.534
282,32.674128,506.907,547.954
283,32.661228,507.424,548.37
284,32.648136,507.937,548.782
285,32.634846,508.446,549.191
286,32.621364,508.95,549.597
287,32.607684,509.45,549.999
288,32.593812,509.946,550.398
289,32.579742,510.438,550.793
290,32.565474,510.925,551.186
291,32.551008,511.409,551.574
292,32.53635,511.887,551.96
293,32.521494,512.362,552.342
294,32.50644,512.833,552.721
295,32.491194,513.299,553.096
296,32.47575,513.761,553.468
297,32.460108,514.218,553.837
298,32.44428,514.672,554.203
299,32.428248,515.121,554.566
300,32.41203,515.566,554.925
301,32.39562,516.007,555.281
302,32.379012,516.443,555.634
303,32.362218,516.876,555.984
304,32.345232,517.304,556.33
305,32.328054,517.728,556.674
306,32.31069,518.148,557.014
307,32.29314,518.564,557.352
308,32.275398,518.975,557.686
309,32.257476,519.383,558.017
310,32.239368,519.786,558.346
311,32.22108,520.186,558.671
312,32.202612,520.581,558.993
313,32.183958,520.972,559.313
314,32.16513,521.36,559.629
315,32.146122,521.743,559.943
316,32.12694,522.123,560.254
317,32.10759,522.498,560.562
318,32.08806,522.87,560.867
319,32.068362,523.238,561.169
320,32.048496,523.602,561.469
321,32.028462,523.962,561.766
322,32.008266,524.319,562.06
323,31.987908,524.671,562.352
324,31.967382,525.02,562.641
325,31.9467,525.366,562.927
326,31.925862,525.708,563.211
327,31.904868,526.046,563.492
328,31.883724,526.38,563.771
329,31.862424,526.711,564.047
330,31.840974,527.039,564.321
331,31.81938,527.363,564.592
332,31.797642,527.684,564.861
333,31.77576,528.001,565.128
334,31.753734,528.315,565.392
335,31.731576,528.626,565.654
336,31.709274,528.933,565.913
337,31.686846,529.238,566.171
338,31.66428,529.539,566.426
339,31.641588,529.837,566.679
340,31.618764,530.131,566.93
341,31.59582,530.423,567.178
342,31.57275,530.712,567.425
343,31.54956,530.998,567.669
344,31.526256,531.281,567.912
345,31.502832,531.561,568.152
346,31.479294,531.838,568.39
347,31.455642,532.112,568.627
348,31.431888,532.384,568.861
349,31.40802,532.653,569.094
350,31.38405,532.919,569.325
351,31.359978,533.183,569.553
352,31.335804,533.444,569.78
353,31.311534,533.702,570.006
354,31.287168,533.958,570.229
355,31.262706,534.211,570.451
356,31.238154,534.462,570.671
357,31.213518,534.711,570.889
358,31.188786,534.957,571.106
359,31.163976,535.201,571.321
360,31.139076,535.443,571.534
361,31.114098,535.683,571.746
362,31.089042,535.92,571.956
363,31.063914,536.155,572.165
364,31.038708,536.388,572.372
365,31.013424,536.619,572.578
366,30.988074,536.848,572.782
367,30.962658,537.075,572.985
368,30.93717,537.301,573.186
369,30.911622,537.524,573.386
370,30.886008,537.745,573.585
371,30.86034,537.965,573.782
372,30.834606,538.182,573.978
373,30.808818,538.398,574.173
374,30.78297,538.613,574.366
375,30.757074,538.825,574.559
376,30.731124,539.036,574.749
377,30.70512,539.245,574.939
378,30.679074,539.453,575.128
379,30.65298,539.659,575.315
380,30.626838,539.864,575.501
381,30.600654,540.067,575.686
382,30.574434,540.269,575.87
383,30.548166,540.469,576.053
384,30.521862,540.668,576.234
385,30.495522,540.866,576.415
386,30.469146,541.062,576.595
387,30.442734,541.257,576.773
388,30.416292,541.451,576.951
389,30.38982,541.644,577.127
390,30.363312,541.835,577.303
391,30.33678,542.025,577.478
392,30.310224,542.214,577.651
393,30.283638,542.402,577.824
394,30.257028,542.589,577.996
395,30.230394,542.774,578.167
396,30.203742,542.959,578.337
397,30.177066,543.143,578.506
398,30.150372,543.326,578.675
399,30.123654,543.507,578.842
400,30.096924,543.688,579.009
401,30.070176,543.868,579.175
402,30.043416,544.047,579.34
403,30.016638,544.225,579.504
404,29.989848,544.402,579.667
405,29.963052,544.579,579.83
406,29.936238,544.754,579.992
407,29.909412,544.929,580.153
408,29.88258,545.103,580.314
409,29.855742,545.277,580.474
410,29.828898,545.449,580.633
411,29.802042,545.621,580.791
412,29.77518,545.793,580.949
413,29.748318,545.963,581.106
414,29.72145,546.133,581.262
415,29.694576,546.302,581.418
416,29.667708,546.471,581.573
417,29.640828,546.639,581.727
418,29.613954,546.807,581.881
419,29.587074,546.974,582.034
420,29.5602,547.14,582.187
421,29.533326,547.306,582.339
422,29.506452,547.471,582.49
423,29.479578,547.636,582.641
424,29.45271,547.8,582.791
425,29.425842,547.964,582.941
426,29.39898,548.127,583.09
427,29.372124,548.29,583.238
428,29.345274,548.453,583.386
429,29.318424,548.615,583.534
430,29.291586,548.777,583.68
431,29.264754,548.938,583.827
432,29.237928,549.099,583.973
433,29.211108,549.259,584.118
434,29.184294,549.419,584.263
435,29.157492,549.579,584.407
436,29.130696,549.738,584.551
437,29.103912,549.897,584.694
438,29.077134,550.056,584.837
439,29.050368,550.214,584.979
440,29.023608,550.372,585.121
441,28.996866,550.53,585.262
442,28.97013,550.687,585.403
443,28.943406,550.845,585.543
444,28.916694,551.001,585.683
445,28.889988,551.158,585.823
446,28.8633,551.314,585.962
447,28.836624,551.47,586.1
448,28.809954,551.626,586.238
449,28.783302,551.782,586.376
450,28.756662,551.937,586.513
451,28.730034,552.092,586.65
452,28.703424,552.247,586.786
453,28.67682,552.401,586.922
454,28.650234,552.555,587.058
455,28.62366,552.71,587.193
456,28.597098,552.863,587.327
457,28.570548,553.017,587.461
458,28.544016,553.17,587.595
459,28.517502,553.324,587.729
460,28.490994,553.477,587.862
461,28.464504,553.63,587.994
462,28.438026,553.782,588.126
463,28.411566,553.935,588.258
464,28.385118,554.087,588.389
465,28.358688,554.239,588.52
466,28.33227,554.391,588.651
467,28.305864,554.543,588.781
468,28.279476,554.694,588.911
469,28.253106,554.845,589.04
470,28.226748,554.997,589.169
471,28.200402,555.148,589.298
472,28.174074,555.298,589.426
473,28.147758,555.449,589.553
474,28.12146,555.6,589.681
475,28.095174,555.75,589.808
476,28.0689,555.9,589.935
477,28.042644,556.05,590.061
478,28.016406,556.2,590.187
479,27.99018,556.349,590.312
480,27.963966,556.499,590.437
481,27.93777,556.648,590.562
482,27.911586,556.797,590.686
483,27.88542,556.946,590.81
484,27.859266,557.095,590.934
485,27.833124,557.243,591.057
486,27.807,557.392,591.18
487,27.780888,557.54,591.303
488,27.754788,557.688,591.425
489,27.728706,557.836,591.547
490,27.702636,557.984,591.668
491,27.676578,558.131,591.789
492,27.650538,558.279,591.91
493,27.62451,558.426,592.03
494,27.598494,558.573,592.15
495,27.572496,558.72,592.269
496,27.546504,558.866,592.389
497,27.52053,559.013,592.507
498,27.494568,559.159,592.626
499,27.468618,559.305,592.744
500,27.44268,559.451,592.862
501,27.41676,559.596,592.979
502,27.390846,559.742,593.096
503,27.36495,559.887,593.213
504,27.33906,560.032,593.329
505,27.313188,560.177,593.445
506,27.287322,560.322,593.561
507,27.261474,560.466,593.676
508,27.235632,560.61,593.791
509,27.209802,560.755,593.905
510,27.18399,560.898,594.019
511,27.158184,561.042,594.133
512,27.13239,561.185,594.246
513,27.106608,561.328,594.36
514,27.080832,561.471,594.472
515,27.055068,561.614,594.585
516,27.029316,561.756,594.696
517,27.003576,561.899,594.808
518,26.977848,562.04,594.919
519,26.952126,562.182,595.03
520,26.926416,562.324,595.141
521,26.900712,562.465,595.251
522,26.87502,562.606,595.361
523,26.849334,562.746,595.47
524,26.82366,562.887,595.579
525,26.797998,563.027,595.688
526,26.772336,563.167,595.796
527,26.746692,563.306,595.904
528,26.721048,563.446,596.012
529,26.695422,563.585,596.119
530,26.669796,563.723,596.226
531,26.644182,563.862,596.333
532,26.618574,564,596.439
533,26.592972,564.138,596.545
534,26.567376,564.275,596.651
535,26.541792,564.412,596.756
536,26.516214,564.549,596.861
537,26.490642,564.686,596.965
538,26.465076,564.822,597.069
539,26.439516,564.958,597.173
540,26.413968,565.094,597.276
541,26.38842,565.229,597.379
542,26.362878,565.364,597.482
543,26.337342,565.499,597.584
544,26.311812,565.633,597.686
545,26.286294,565.767,597.788
546,26.26077,565.9,597.889
547,26.235258,566.033,597.99
548,26.209752,566.166,598.091
549,26.184246,566.299,598.191
550,26.158752,566.431,598.291
551,26.133258,566.563,598.39
552,26.107764,566.694,598.489
553,26.082282,566.825,598.588
554,26.0568,566.956,598.686
555,26.031318,567.086,598.784
556,26.005848,567.216,598.882
557,25.980372,567.345,598.979
558,25.954908,567.474,599.076
559,25.929444,567.603,599.173
560,25.90398,567.731,599.269
561,25.878522,567.859,599.365
562,25.85307,567.986,599.461
563,25.827618,568.113,599.556
564,25.802166,568.24,599.651
565,25.77672,568.366,599.745
566,25.751274,568.492,599.839
567,25.725828,568.617,599.933
568,25.700388,568.742,600.027
569,25.674948,568.866,600.12
570,25.649508,568.99,600.213
571,25.624068,569.114,600.305
572,25.598634,569.237,600.397
573,25.5732,569.36,600.489
574,25.547766,569.482,600.58
575,25.522338,569.604,600.671
576,25.496904,569.725,600.762
577,25.471476,569.846,600.852
578,25.446042,569.966,600.942
579,25.420614,570.086,601.032
580,25.395186,570.205,601.121
581,25.369758,570.324,601.21
582,25.34433,570.443,601.298
583,25.318902,570.561,601.387
584,25.293474,570.678,601.474
585,25.268046,570.795,601.562
586,25.242618,570.912,601.649
587,25.21719,571.028,601.736
588,25.191762,571.143,601.822
589,25.166328,571.258,601.909
590,25.1409,571.373,601.994
591,25.115472,571.487,602.08
592,25.090038,571.601,602.165
593,25.064604,571.714,602.25
594,25.039176,571.826,602.334
595,25.013742,571.938,602.418
596,24.988308,572.05,602.502
597,24.962868,572.161,602.586
598,24.937434,572.272,602.669
599,24.911994,572.382,602.752
600,24.886554,572.491,602.834
601,24.861114,572.6,602.916
602,24.835674,572.709,602.998
603,24.810228,572.817,603.079
604,24.784788,572.924,603.16
605,24.759342,573.031,603.241
606,24.733896,573.138,603.322
607,24.708444,573.244,603.402
608,24.682992,573.349,603.482
609,24.65754,573.454,603.561
610,24.632088,573.558,603.64
611,24.60663,573.662,603.719
612,24.581178,573.765,603.798
613,24.555714,573.868,603.876
614,24.530256,573.971,603.954
615,24.504792,574.072,604.031
616,24.479328,574.174,604.108
617,24.453864,574.274,604.185
618,24.428394,574.375,604.262
619,24.40293,574.474,604.338
620,24.377454,574.574,604.414
621,24.351984,574.672,604.49
622,24.326508,574.77,604.565
623,24.301032,574.868,604.64
624,24.275556,574.965,604.715
625,24.250074,575.062,604.789
626,24.224592,575.158,604.864
627,24.19911,575.253,604.937
628,24.173628,575.348,605.011
629,24.14814,575.443,605.084
630,24.122652,575.537,605.157
631,24.097164,575.631,605.23
632,24.07167,575.724,605.302
633,24.046176,575.816,605.374
634,24.020682,575.908,605.446
635,23.995188,576,605.517
636,23.969694,576.091,605.588
637,23.944194,576.181,605.659
638,23.918694,576.271,605.73
639,23.893194,576.361,605.8
640,23.867688,576.45,605.87
641,23.842188,576.538,605.94
642,23.816682,576.626,606.009
643,23.791176,576.714,606.078
644,23.76567,576.801,606.147
645,23.740164,576.887,606.216
646,23.714652,576.973,606.284
647,23.689146,577.059,606.352
648,23.663634,577.144,606.42
649,23.638122,577.229,606.487
650,23.612616,577.313,606.555
651,23.587104,577.396,606.622
652,23.561592,577.48,606.688
653,23.53608,577.562,606.755
654,23.510562,577.645,606.821
655,23.48505,577.727,606.887
656,23.459538,577.808,606.953
657,23.434026,577.889,607.018
658,23.408514,577.969,607.083
659,23.383002,578.049,607.148
660,23.357484,578.129,607.213
661,23.331972,578.208,607.277
662,23.30646,578.287,607.342
663,23.280948,578.365,607.406
664,23.255436,578.443,607.469
665,23.22993,578.52,607.533
666,23.204418,578.597,607.596
667,23.178912,578.674,607.659
668,23.1534,578.75,607.722
669,23.127894,578.825,607.784
670,23.102388,578.901,607.847
671,23.076888,578.975,607.909
672,23.051382,579.05,607.97
673,23.025882,579.124,608.032
674,23.000382,579.198,608.094
675,22.974882,579.271,608.155
676,22.949388,579.344,608.216
677,22.923894,579.416,608.276
678,22.8984,579.488,608.337
679,22.872906,579.56,608.397
680,22.847418,579.631,608.457
681,22.821936,579.702,608.517
682,22.796448,579.773,608.577
683,22.770972,579.843,608.637
684,22.74549,579.913,608.696
685,22.720014,579.982,608.755
686,22.694544,580.051,608.814
687,22.669074,580.12,608.873
688,22.643604,580.188,608.931
689,22.618146,580.256,608.99
690,22.592682,580.324,609.048
691,22.56723,580.391,609.106
692,22.541772,580.459,609.164
693,22.516326,580.525,609.221
694,22.49088,580.592,609.279
695,22.46544,580.658,609.336
696,22.44,580.723,609.393
697,22.414566,580.789,609.45
698,22.389138,580.854,609.507
699,22.363716,580.919,609.563
700,22.338294,580.983,609.62
701,22.312878,581.047,609.676
702,22.287468,581.111,609.732
703,22.262064,581.175,609.788
704,22.23666,581.238,609.844
705,22.211268,581.301,609.9
706,22.185876,581.364,609.955
707,22.16049,581.426,610.01
708,22.13511,581.488,610.066
709,22.109736,581.55,610.121
710,22.084368,581.612,610.175
711,22.059006,581.673,610.23
712,22.03365,581.734,610.285
713,22.0083,581.795,610.339
714,21.982956,581.856,610.394
715,21.957618,581.916,610.448
716,21.932286,581.976,610.502
717,21.90696,582.036,610.556
718,21.88164,582.096,610.61
719,21.856332,582.155,610.663
720,21.831024,582.214,610.717
721,21.805728,582.273,610.77
722,21.780438,582.332,610.823
723,21.755154,582.39,610.877
724,21.729876,582.449,610.93
725,21.704604,582.507,610.983
726,21.679344,582.564,611.036
727,21.65409,582.622,611.088
728,21.628842,582.68,611.141
729,21.603606,582.737,611.193
730,21.57837,582.794,611.246
731,21.553152,582.851,611.298
732,21.527934,582.907,611.35
733,21.502728,582.964,611.402
734,21.477528,583.02,611.454
735,21.45234,583.076,611.506
736,21.427158,583.132,611.558
737,21.401988,583.188,611.61
738,21.376824,583.243,611.662
739,21.351672,583.299,611.713
740,21.326526,583.354,611.765
741,21.301386,583.409,611.816
742,21.276258,583.464,611.867
743,21.251142,583.518,611.918
744,21.226032,583.573,611.97
745,21.200934,583.627,612.021
746,21.175842,583.682,612.072
747,21.150762,583.736,612.123
748,21.125694,583.79,612.173
749,21.100632,583.844,612.224
750,21.075582,583.897,612.275
751,21.050544,583.951,612.325
752,21.025512,584.005,612.376
753,21.000492,584.058,612.426
754,20.975478,584.111,612.477
755,20.950482,584.164,612.527
756,20.925492,584.217,612.578
757,20.900514,584.27,612.628
758,20.875548,584.323,612.678
759,20.850588,584.375,612.728
760,20.825646,584.428,612.778
761,20.80071,584.48,612.828
762,20.775786,584.533,612.878
763,20.750868,584.585,612.928
764,20.725968,584.637,612.978
765,20.70108,584.689,613.028
766,20.676198,584.741,613.078
767,20.651334,584.793,613.127
768,20.626476,584.845,613.177
769,20.60163,584.896,613.227
770,20.576796,584.948,613.276
771,20.551974,584.999,613.326
772,20.52717,585.051,613.375
773,20.502372,585.102,613.425
774,20.477586,585.153,613.474
775,20.452812,585.205,613.524
776,20.42805,585.256,613.573
777,20.4033,585.307,613.623
778,20.378562,585.358,613.672
779,20.353842,585.409,613.721
780,20.329128,585.46,613.771
781,20.304426,585.51,613.82
782,20.279742,585.561,613.869
783,20.255064,585.612,613.918
784,20.230404,585.663,613.967
785,20.205756,585.713,614.017
786,20.18112,585.764,614.066
787,20.156496,585.814,614.115
788,20.13189,585.865,614.164
789,20.10729,585.915,614.213
790,20.082708,585.965,614.262
791,20.058138,586.016,614.311
792,20.03358,586.066,614.36
793,20.009034,586.116,614.409
794,19.984506,586.166,614.458
795,19.95999,586.217,614.507
796,19.935486,586.267,614.556
797,19.910994,586.317,614.605
798,19.88652,586.367,614.654
799,19.862052,586.417,614.703
800,19.837608,586.467,614.752
801,19.81317,586.517,614.801
802,19.78875,586.567,614.85
803,19.764342,586.617,614.899
804,19.739946,586.667,614.948
805,19.715568,586.717,614.997
806,19.691202,586.767,615.046
807,19.666854,586.817,615.095
808,19.642518,586.867,615.144
809,19.618194,586.917,615.193
810,19.593882,586.967,615.242
811,19.569588,587.016,615.291
812,19.545312,587.066,615.34
813,19.521048,587.116,615.389
814,19.496796,587.166,615.438
815,19.472562,587.216,615.487
816,19.44834,587.266,615.536
817,19.42413,587.316,615.585
818,19.399938,587.365,615.634
819,19.375764,587.415,615.683
820,19.351602,587.465,615.732
821,19.327452,587.515,615.781
822,19.30332,587.565,615.83
823,19.2792,587.615,615.88
824,19.255098,587.665,615.929
825,19.231014,587.715,615.978
826,19.206942,587.764,616.027
827,19.182882,587.814,616.076
828,19.15884,587.864,616.125
829,19.134816,587.914,616.174
830,19.110804,587.964,616.224
831,19.086804,588.014,616.273
832,19.062828,588.064,616.322
833,19.038864,588.114,616.371
834,19.014912,588.164,616.421
835,18.990978,588.214,616.47
836,18.967056,588.264,616.519
837,18.943158,588.314,616.569
838,18.919266,588.365,616.618
839,18.895398,588.415,616.668
840,18.871542,588.465,616.717
841,18.847698,588.515,616.766
842,18.823878,588.565,616.816
843,18.800064,588.616,616.865
844,18.776274,588.666,616.915
845,18.752496,588.716,616.965
846,18.728736,588.766,617.014
847,18.704994,588.817,617.064
848,18.681264,588.867,617.113
849,18.657552,588.918,617.163
850,18.633852,588.968,617.213
851,18.610176,589.019,617.263
852,18.586512,589.069,617.312
853,18.56286,589.12,617.362
854,18.539232,589.17,617.412
855,18.515616,589.221,617.462
856,18.492012,589.272,617.512
857,18.468432,589.322,617.562
858,18.444864,589.373,617.612
859,18.421314,589.424,617.662
860,18.397782,589.475,617.712
861,18.374268,589.526,617.762
862,18.350766,589.577,617.812
863,18.327282,589.628,617.862
864,18.303816,589.679,617.912
865,18.280362,589.73,617.962
866,18.256932,589.781,618.013
867,18.233514,589.832,618.063
868,18.210114,589.883,618.113
869,18.186732,589.934,618.163
870,18.163362,589.986,618.214
871,18.140016,590.037,618.264
872,18.116682,590.088,618.315
873,18.093366,590.14,618.365
874,18.070068,590.191,618.416
875,18.046782,590.243,618.466
876,18.02352,590.295,618.517
877,18.00027,590.346,618.568
878,17.977038,590.398,618.618
879,17.95383,590.45,618.669
880,17.930628,590.501,618.72
881,17.90745,590.553,618.771
882,17.88429,590.605,618.822
883,17.861142,590.657,618.873
884,17.838018,590.709,618.924
885,17.814906,590.761,618.975
886,17.791812,590.813,619.026
887,17.768736,590.866,619.077
888,17.745678,590.918,619.128
889,17.722638,590.97,619.179
890,17.699616,591.023,619.23
891,17.676612,591.075,619.282
892,17.65362,591.127,619.333
893,17.630652,591.18,619.384
894,17.607696,591.233,619.436
895,17.584764,591.285,619.487
896,17.561844,591.338,619.539
897,17.538942,591.391,619.59
898,17.516058,591.444,619.642
899,17.493198,591.497,619.693
900,17.47035,591.549,619.745
901,17.44752,591.603,619.797
902,17.424708,591.656,619.848
903,17.401914,591.709,619.9
904,17.379138,591.762,619.952
905,17.35638,591.815,620.004
906,17.33364,591.869,620.056
907,17.310918,591.922,620.108
908,17.288214,591.976,620.16
909,17.265528,592.029,620.212
910,17.24286,592.083,620.264
911,17.22021,592.137,620.317
912,17.197578,592.19,620.369
913,17.174964,592.244,620.421
914,17.152368,592.298,620.474
915,17.12979,592.352,620.526
916,17.10723,592.406,620.578
917,17.084688,592.46,620.631
918,17.062164,592.514,620.683
919,17.039664,592.569,620.736
920,17.017176,592.623,620.789
921,16.994706,592.677,620.841
922,16.97226,592.732,620.894
923,16.949826,592.786,620.947
924,16.927416,592.841,621
925,16.905018,592.896,621.053
926,16.882644,592.95,621.106
927,16.860288,593.005,621.159
928,16.837944,593.06,621.212
929,16.815624,593.115,621.265
930,16.793322,593.17,621.318
