Time (s),m (g),T Back (K),T Top (K)
111,98.61822,300.897,642.99
112,98.585334,301.168,643.757
113,98.55216,301.444,644.514
114,98.518662,301.725,645.262
115,98.484858,302.01,646
116,98.450766,302.3,646.729
117,98.41635,302.595,647.449
118,98.381646,302.894,648.159
119,98.346654,303.198,648.861
120,98.311356,303.506,649.554
121,98.27577,303.819,650.238
122,98.239896,304.136,650.913
123,98.203716,304.458,651.58
124,98.167266,304.784,652.239
125,98.130528,305.115,652.89
126,98.093502,305.449,653.533
127,98.056206,305.788,654.168
128,98.018622,306.132,654.795
129,97.980786,306.479,655.415
130,97.942662,306.831,656.028
131,97.904268,307.186,656.634
132,97.865604,307.546,657.233
133,97.826688,307.909,657.825
134,97.78752,308.277,658.411
135,97.748082,308.649,658.99
136,97.708392,309.024,659.563
137,97.66845,309.403,660.13
138,97.628274,309.786,660.692
139,97.587846,310.173,661.248
140,97.547166,310.563,661.798
141,97.50627,310.957,662.343
142,97.46514,311.355,662.883
143,97.423776,311.756,663.418
144,97.382178,312.16,663.948
145,97.340364,312.568,664.474
146,97.298334,312.979,664.995
147,97.256088,313.394,665.512
148,97.213644,313.812,666.024
149,97.170984,314.233,666.533
150,97.128108,314.658,667.038
151,97.085052,315.085,667.539
152,97.04178,315.516,668.036
153,96.998328,315.95,668.53
154,96.954696,316.386,669.021
155,96.910866,316.826,669.508
156,96.866874,317.268,669.993
157,96.822684,317.714,670.474
158,96.778332,318.162,670.953
159,96.733818,318.613,671.429
160,96.689124,319.067,671.902
161,96.644268,319.523,672.373
162,96.599268,319.982,672.841
163,96.554106,320.444,673.307
164,96.508782,320.908,673.771
165,96.463332,321.374,674.233
166,96.41772,321.843,674.692
167,96.371964,322.315,675.15
168,96.326082,322.789,675.606
169,96.280074,323.265,676.06
170,96.233922,323.743,676.513
171,96.187644,324.224,676.964
172,96.141258,324.707,677.413
173,96.094728,325.191,677.861
174,96.04809,325.678,678.308
175,96.001344,326.168,678.753
176,95.95449,326.659,679.197
177,95.907528,327.152,679.639
178,95.860458,327.647,680.081
179,95.81328,328.144,680.521
180,95.766012,328.642,680.961
181,95.718636,329.143,681.399
182,95.671188,329.645,681.837
183,95.623632,330.149,682.273
184,95.576004,330.655,682.709
185,95.528286,331.162,683.144
186,95.480478,331.671,683.578
187,95.432616,332.182,684.011
188,95.384664,332.694,684.444
189,95.33664,333.207,684.876
190,95.288544,333.722,685.307
191,95.240376,334.239,685.737
192,95.192154,334.757,686.167
193,95.14386,335.276,686.597
194,95.095512,335.797,687.026
195,95.047092,336.318,687.454
196,94.998636,336.841,687.882
197,94.950108,337.366,688.309
198,94.901544,337.891,688.736
199,94.852926,338.418,689.162
200,94.804254,338.946,689.588
201,94.755546,339.474,690.013
202,94.706802,340.004,690.438
203,94.658004,340.535,690.862
204,94.60917,341.067,691.286
205,94.5603,341.6,691.71
206,94.511394,342.134,692.133
207,94.46247,342.669,692.556
208,94.413492,343.204,692.978
209,94.364496,343.741,693.4
210,94.315482,344.278,693.821
211,94.266432,344.816,694.242
212,94.217346,345.355,694.662
213,94.16826,345.894,695.082
214,94.119138,346.435,695.501
215,94.069998,346.975,695.92
216,94.02084,347.517,696.339
217,93.971664,348.059,696.757
218,93.922488,348.602,697.174
219,93.873276,349.145,697.591
220,93.824064,349.689,698.008
221,93.774834,350.234,698.423
222,93.725604,350.779,698.839
223,93.676356,351.324,699.253
224,93.627108,351.87,699.667
225,93.577842,352.416,700.081
226,93.528576,352.963,700.494
227,93.479292,353.51,700.906
228,93.430026,354.057,701.318
229,93.380742,354.605,701.729
230,93.331458,355.153,702.139
231,93.282174,355.701,702.548
232,93.23289,356.25,702.957
233,93.183606,356.799,703.365
234,93.134322,357.348,703.772
235,93.085056,357.897,704.179
236,93.035772,358.447,704.584
237,92.986506,358.997,704.989
238,92.937222,359.546,705.393
239,92.887956,360.096,705.797
240,92.838708,360.647,706.199
241,92.789442,361.197,706.6
242,92.740194,361.747,707.001
243,92.690946,362.297,707.4
244,92.641716,362.848,707.799
245,92.592486,363.398,708.197
246,92.543256,363.949,708.593
247,92.494044,364.499,708.989
248,92.44485,365.05,709.384
249,92.395656,365.6,709.778
250,92.346462,366.15,710.17
251,92.297286,366.701,710.562
252,92.24811,367.251,710.952
253,92.198952,367.801,711.342
254,92.149794,368.351,711.73
255,92.100654,368.901,712.117
256,92.051532,369.45,712.503
257,92.00241,370,712.888
258,91.953288,370.549,713.272
259,91.904202,371.098,713.655
260,91.855098,371.647,714.036
261,91.80603,372.196,714.416
262,91.756962,372.745,714.795
263,91.707894,373.293,715.173
264,91.658844,373.841,715.55
265,91.609812,374.389,715.925
266,91.56078,374.936,716.299
267,91.511766,375.484,716.672
268,91.462752,376.031,717.044
269,91.413756,376.577,717.415
270,91.36476,377.124,717.784
271,91.315782,377.67,718.152
272,91.266822,378.215,718.518
273,91.217862,378.761,718.884
274,91.168902,379.306,719.248
275,91.11996,379.85,719.61
276,91.071036,380.394,719.972
277,91.022112,380.938,720.332
278,90.973188,381.482,720.691
279,90.924282,382.025,721.048
280,90.875376,382.567,721.405
281,90.826488,383.109,721.76
282,90.7776,383.651,722.113
283,90.72873,384.192,722.466
284,90.67986,384.733,722.817
285,90.631008,385.273,723.166
286,90.582138,385.813,723.515
287,90.533304,386.352,723.862
288,90.484452,386.891,724.208
289,90.435618,387.43,724.552
290,90.386784,387.968,724.895
291,90.337968,388.505,725.237
292,90.289152,389.042,725.578
293,90.240336,389.578,725.917
294,90.19152,390.114,726.255
295,90.142722,390.649,726.591
296,90.093906,391.183,726.927
297,90.045108,391.717,727.261
298,89.996328,392.251,727.594
299,89.94753,392.784,727.925
300,89.898732,393.316,728.255
301,89.849952,393.848,728.584
302,89.801172,394.379,728.912
303,89.752392,394.909,729.238
304,89.703612,395.439,729.563
305,89.654832,395.969,729.887
306,89.606052,396.497,730.21
307,89.557272,397.025,730.531
308,89.508492,397.553,730.851
309,89.45973,398.079,731.17
310,89.41095,398.605,731.487
311,89.36217,399.131,731.804
312,89.31339,399.656,732.119
313,89.26461,400.18,732.433
314,89.21583,400.703,732.745
315,89.16705,401.226,733.057
316,89.11827,401.748,733.367
317,89.069472,402.269,733.676
318,89.020692,402.79,733.984
319,88.971894,403.31,734.291
320,88.923096,403.829,734.596
321,88.874298,404.347,734.901
322,88.8255,404.865,735.204
323,88.776684,405.382,735.506
324,88.727868,405.898,735.807
325,88.679052,406.414,736.106
326,88.630236,406.929,736.405
327,88.581402,407.443,736.702
328,88.532568,407.956,736.998
329,88.483734,408.469,737.293
330,88.434882,408.981,737.587
331,88.38603,409.492,737.88
332,88.33716,410.002,738.172
333,88.28829,410.511,738.463
334,88.23942,411.02,738.752
335,88.190532,411.528,739.041
336,88.141644,412.035,739.328
337,88.092738,412.541,739.614
338,88.043832,413.047,739.9
339,87.994908,413.552,740.184
340,87.945984,414.056,740.467
341,87.897042,414.559,740.749
342,87.848082,415.061,741.03
343,87.799122,415.562,741.31
344,87.750144,416.063,741.589
345,87.701166,416.563,741.867
346,87.65217,417.062,742.143
347,87.603156,417.56,742.419
348,87.554142,418.057,742.694
349,87.50511,418.554,742.968
350,87.45606,419.049,743.241
351,87.40701,419.544,743.512
352,87.357942,420.038,743.783
353,87.308856,420.531,744.053
354,87.259752,421.023,744.322
355,87.21063,421.514,744.589
356,87.161508,422.004,744.856
357,87.11235,422.494,745.122
358,87.063192,422.982,745.387
359,87.014016,423.47,745.651
360,86.964822,423.957,745.914
361,86.915628,424.443,746.176
362,86.866398,424.928,746.437
363,86.81715,425.412,746.697
364,86.767884,425.895,746.957
365,86.718618,426.377,747.215
366,86.669316,426.859,747.472
367,86.620014,427.339,747.729
368,86.570676,427.818,747.985
369,86.52132,428.297,748.239
370,86.471946,428.775,748.493
371,86.422554,429.251,748.746
372,86.373144,429.727,748.998
373,86.323716,430.202,749.249
374,86.27427,430.676,749.499
375,86.224806,431.148,749.748
376,86.175306,431.62,749.997
377,86.125788,432.091,750.245
378,86.076252,432.561,750.491
379,86.026698,433.03,750.737
380,85.977126,433.498,750.982
381,85.927518,433.965,751.226
382,85.877892,434.431,751.47
383,85.828248,434.896,751.712
384,85.778586,435.361,751.954
385,85.728888,435.824,752.194
386,85.679172,436.286,752.434
387,85.62942,436.747,752.674
388,85.57965,437.207,752.912
389,85.529862,437.666,753.149
390,85.480038,438.124,753.386
391,85.430196,438.581,753.622
392,85.380318,439.037,753.857
393,85.330422,439.492,754.091
394,85.280508,439.946,754.325
395,85.230558,440.399,754.558
396,85.18059,440.851,754.79
397,85.130586,441.302,755.021
398,85.080546,441.752,755.251
399,85.030488,442.2,755.481
400,84.980394,442.648,755.71
401,84.930282,443.095,755.938
402,84.880134,443.541,756.165
403,84.829968,443.985,756.392
404,84.779766,444.429,756.617
405,84.729528,444.871,756.843
406,84.679272,445.312,757.067
407,84.62898,445.753,757.29
408,84.578652,446.192,757.513
409,84.528288,446.63,757.735
410,84.477906,447.067,757.957
411,84.427488,447.503,758.177
412,84.377034,447.938,758.397
413,84.326562,448.371,758.617
414,84.276054,448.804,758.835
415,84.22551,449.235,759.053
416,84.17493,449.666,759.27
417,84.124314,450.095,759.486
418,84.07368,450.523,759.702
419,84.022992,450.95,759.917
420,83.972286,451.376,760.131
421,83.921544,451.801,760.345
422,83.870766,452.225,760.558
423,83.819934,452.647,760.77
424,83.769102,453.069,760.982
425,83.718216,453.489,761.193
426,83.667294,453.908,761.403
427,83.616336,454.326,761.613
428,83.565342,454.743,761.821
429,83.514312,455.158,762.03
430,83.463246,455.573,762.237
431,83.412144,455.986,762.444
432,83.361006,456.398,762.65
433,83.309832,456.809,762.856
434,83.258622,457.219,763.061
435,83.207376,457.627,763.265
436,83.156094,458.035,763.469
437,83.104758,458.441,763.672
438,83.053404,458.846,763.875
439,83.001996,459.25,764.076
440,82.950552,459.652,764.278
441,82.899072,460.054,764.478
442,82.847556,460.454,764.678
443,82.796004,460.853,764.877
444,82.744398,461.251,765.076
445,82.692756,461.647,765.274
446,82.641078,462.043,765.472
447,82.589364,462.437,765.669
448,82.537614,462.83,765.865
449,82.48581,463.221,766.061
450,82.43397,463.612,766.256
451,82.382076,464.001,766.45
452,82.330164,464.389,766.644
453,82.278198,464.775,766.837
454,82.226178,465.161,767.03
455,82.17414,465.545,767.222
456,82.122048,465.928,767.414
457,82.069902,466.31,767.605
458,82.017738,466.69,767.795
459,81.96552,467.069,767.985
460,81.913248,467.447,768.174
461,81.860958,467.824,768.363
462,81.808596,468.199,768.551
463,81.756216,468.573,768.739
464,81.703782,468.946,768.926
465,81.651294,469.317,769.112
466,81.59877,469.688,769.298
467,81.54621,470.057,769.484
468,81.493596,470.424,769.669
469,81.440946,470.791,769.853
470,81.388242,471.156,770.037
471,81.335502,471.519,770.22
472,81.282708,471.882,770.403
473,81.229878,472.243,770.585
474,81.176994,472.603,770.766
475,81.124074,472.961,770.947
476,81.0711,473.318,771.128
477,81.01809,473.674,771.308
478,80.965026,474.029,771.488
479,80.911926,474.382,771.667
480,80.858772,474.734,771.845
481,80.805564,475.085,772.023
482,80.75232,475.434,772.2
483,80.69904,475.782,772.377
484,80.645706,476.128,772.554
485,80.592318,476.473,772.73
486,80.538894,476.817,772.905
487,80.485416,477.16,773.08
488,80.431902,477.501,773.255
489,80.378334,477.841,773.429
490,80.324712,478.18,773.602
491,80.271054,478.517,773.775
492,80.21736,478.853,773.948
493,80.163594,479.187,774.12
494,80.10981,479.52,774.291
495,80.055954,479.852,774.462
496,80.002062,480.182,774.633
497,79.948116,480.511,774.803
498,79.894134,480.839,774.972
499,79.840098,481.165,775.142
500,79.786026,481.49,775.31
501,79.7319,481.814,775.479
502,79.67772,482.136,775.646
503,79.623504,482.457,775.814
504,79.569234,482.776,775.98
505,79.51491,483.095,776.147
506,79.46055,483.411,776.313
507,79.406154,483.727,776.478
508,79.351686,484.041,776.643
509,79.2972,484.353,776.808
510,79.242642,484.665,776.972
511,79.188048,484.974,777.136
512,79.133418,485.283,777.299
513,79.078716,485.59,777.462
514,79.023996,485.896,777.624
515,78.969204,486.2,777.786
516,78.914376,486.503,777.948
517,78.859512,486.805,778.109
518,78.804594,487.105,778.269
519,78.749622,487.404,778.43
520,78.694614,487.702,778.589
521,78.639552,487.998,778.749
522,78.584454,488.292,778.908
523,78.529302,488.586,779.066
524,78.474114,488.878,779.224
525,78.418872,489.168,779.382
526,78.363594,489.458,779.539
527,78.308262,489.746,779.696
528,78.252894,490.032,779.853
529,78.197472,490.317,780.009
530,78.141996,490.601,780.164
531,78.086502,490.883,780.32
532,78.030936,491.165,780.475
533,77.975352,491.444,780.629
534,77.919714,491.723,780.783
535,77.864022,491.999,780.937
536,77.808294,492.275,781.09
537,77.75253,492.549,781.243
538,77.696712,492.822,781.395
539,77.64084,493.094,781.548
540,77.58495,493.364,781.699
541,77.529006,493.633,781.851
542,77.473026,493.9,782.002
543,77.416992,494.166,782.152
544,77.360922,494.431,782.302
545,77.304816,494.694,782.452
546,77.248656,494.956,782.602
547,77.19246,495.217,782.751
548,77.136228,495.477,782.899
549,77.07996,495.735,783.048
550,77.023638,495.991,783.196
551,76.96728,496.247,783.343
552,76.910886,496.501,783.491
553,76.854438,496.754,783.637
554,76.797972,497.005,783.784
555,76.741452,497.255,783.93
556,76.684896,497.504,784.076
557,76.628304,497.752,784.221
558,76.571676,497.998,784.366
559,76.515012,498.243,784.511
560,76.458312,498.486,784.656
561,76.401558,498.729,784.8
562,76.344786,498.97,784.943
563,76.28796,499.209,785.087
564,76.231116,499.448,785.23
565,76.174236,499.685,785.372
566,76.117302,499.921,785.515
567,76.06035,500.156,785.657
568,76.003344,500.389,785.798
569,75.94632,500.621,785.94
570,75.88926,500.852,786.08
571,75.832164,501.082,786.221
572,75.775032,501.31,786.361
573,75.717864,501.537,786.501
574,75.660678,501.763,786.641
575,75.603438,501.988,786.78
576,75.54618,502.211,786.919
577,75.488886,502.433,787.058
578,75.431556,502.654,787.196
579,75.374208,502.874,787.334
580,75.316824,503.093,787.472
581,75.259404,503.31,787.609
582,75.201966,503.526,787.746
583,75.144492,503.741,787.883
584,75.086982,503.955,788.02
585,75.029454,504.167,788.156
586,74.97189,504.379,788.292
587,74.914308,504.589,788.427
588,74.85669,504.798,788.562
589,74.799054,505.006,788.697
590,74.741382,505.213,788.832
591,74.683692,505.419,788.966
592,74.625966,505.623,789.1
593,74.568222,505.826,789.234
594,74.51046,506.029,789.367
595,74.452662,506.23,789.5
596,74.394846,506.43,789.633
597,74.337012,506.629,789.765
598,74.279142,506.827,789.897
599,74.221254,507.023,790.029
600,74.163348,507.219,790.161
601,74.105424,507.413,790.292
602,74.047464,507.607,790.423
603,73.989486,507.799,790.554
604,73.931508,507.991,790.684
605,73.873494,508.181,790.814
606,73.815462,508.37,790.944
607,73.757412,508.558,791.074
608,73.699344,508.745,791.203
609,73.641258,508.932,791.332
610,73.583154,509.117,791.461
611,73.525032,509.301,791.589
612,73.466892,509.484,791.717
613,73.408734,509.666,791.845
614,73.350558,509.847,791.973
615,73.292382,510.027,792.1
616,73.234188,510.206,792.227
617,73.175958,510.384,792.354
618,73.117728,510.561,792.481
619,73.059498,510.738,792.607
620,73.001232,510.913,792.733
621,72.942966,511.087,792.858
622,72.8847,511.261,792.984
623,72.826398,511.433,793.109
624,72.768096,511.605,793.234
625,72.709794,511.775,793.359
626,72.651474,511.945,793.483
627,72.593136,512.114,793.607
628,72.534798,512.282,793.731
629,72.476442,512.449,793.854
630,72.418086,512.615,793.978
631,72.359712,512.78,794.101
632,72.301338,512.944,794.224
633,72.242964,513.108,794.346
634,72.184572,513.27,794.469
635,72.12618,513.432,794.591
636,72.067788,513.593,794.712
637,72.009378,513.753,794.834
638,71.950968,513.913,794.955
639,71.892558,514.071,795.076
640,71.83413,514.229,795.197
641,71.77572,514.386,795.318
642,71.717292,514.542,795.438
643,71.658864,514.697,795.558
644,71.600436,514.852,795.678
645,71.542008,515.006,795.797
646,71.48358,515.159,795.917
647,71.425134,515.311,796.036
648,71.366706,515.462,796.155
649,71.308278,515.613,796.273
650,71.24985,515.763,796.392
651,71.191422,515.912,796.51
652,71.132994,516.061,796.628
653,71.074566,516.209,796.745
654,71.016138,516.356,796.863
655,70.95771,516.502,796.98
656,70.8993,516.648,797.097
657,70.840872,516.793,797.213
658,70.782462,516.938,797.33
659,70.724052,517.081,797.446
660,70.66566,517.224,797.562
661,70.607268,517.367,797.678
662,70.548876,517.509,797.793
663,70.490484,517.65,797.909
664,70.43211,517.79,798.024
665,70.373736,517.93,798.139
666,70.315362,518.069,798.253
667,70.257006,518.208,798.368
668,70.198668,518.346,798.482
669,70.140312,518.483,798.596
670,70.081992,518.62,798.71
671,70.023672,518.756,798.823
672,69.965352,518.891,798.936
673,69.90705,519.026,799.049
674,69.848748,519.161,799.162
675,69.790464,519.295,799.275
676,69.732198,519.428,799.387
677,69.673932,519.561,799.5
678,69.615684,519.693,799.612
679,69.557454,519.825,799.723
680,69.499224,519.956,799.835
681,69.441012,520.086,799.946
682,69.382818,520.216,800.057
683,69.324642,520.346,800.168
684,69.266466,520.475,800.279
685,69.208308,520.603,800.389
686,69.150168,520.732,800.5
687,69.092046,520.859,800.61
688,69.033942,520.986,800.719
689,68.975838,521.113,800.829
690,68.91777,521.239,800.938
691,68.859702,521.365,801.048
692,68.801652,521.49,801.157
693,68.74362,521.615,801.265
694,68.685606,521.739,801.374
695,68.62761,521.863,801.482
696,68.56965,521.986,801.591
697,68.51169,522.109,801.699
698,68.453748,522.232,801.806
699,68.395824,522.354,801.914
700,68.337918,522.475,802.021
701,68.280048,522.597,802.128
702,68.222178,522.718,802.235
703,68.164326,522.838,802.342
704,68.10651,522.958,802.449
705,68.048712,523.078,802.555
706,67.990932,523.197,802.661
707,67.93317,523.316,802.767
708,67.875426,523.435,802.873
709,67.817718,523.553,802.979
710,67.760028,523.671,803.084
711,67.702356,523.788,803.189
712,67.644702,523.906,803.294
713,67.587084,524.022,803.399
714,67.529466,524.139,803.503
715,67.471884,524.255,803.608
716,67.414338,524.371,803.712
717,67.35681,524.486,803.816
718,67.2993,524.601,803.92
719,67.241808,524.716,804.024
720,67.184352,524.831,804.127
721,67.126914,524.945,804.23
722,67.069512,525.059,804.333
723,67.012128,525.172,804.436
724,66.954762,525.286,804.539
725,66.897432,525.399,804.641
726,66.84012,525.511,804.744
727,66.782844,525.624,804.846
728,66.725586,525.736,804.948
729,66.668364,525.848,805.05
730,66.61116,525.959,805.151
731,66.553974,526.071,805.253
732,66.496842,526.182,805.354
733,66.43971,526.292,805.455
734,66.382632,526.403,805.556
735,66.325554,526.513,805.656
736,66.26853,526.623,805.757
737,66.211524,526.733,805.857
738,66.154536,526.843,805.957
739,66.097584,526.952,806.057
740,66.040668,527.061,806.157
741,65.98377,527.17,806.257
742,65.926908,527.279,806.356
743,65.870082,527.387,806.455
744,65.813274,527.496,806.554
745,65.756502,527.604,806.653
746,65.699748,527.711,806.752
747,65.643048,527.819,806.85
748,65.586348,527.926,806.949
749,65.529702,528.034,807.047
750,65.473074,528.141,807.145
751,65.416482,528.247,807.243
752,65.359926,528.354,807.34
753,65.303388,528.46,807.438
754,65.246904,528.567,807.535
755,65.19042,528.673,807.632
756,65.13399,528.779,807.729
757,65.077596,528.884,807.826
758,65.02122,528.99,807.923
759,64.96488,529.095,808.019
760,64.908558,529.201,808.116
761,64.85229,529.306,808.212
762,64.79604,529.411,808.308
763,64.739844,529.515,808.403
764,64.683648,529.62,808.499
765,64.627506,529.725,808.595
766,64.5714,529.829,808.69
767,64.515312,529.933,808.785
768,64.459278,530.037,808.88
769,64.403262,530.141,808.975
770,64.347282,530.245,809.069
771,64.291338,530.348,809.164
772,64.235412,530.452,809.258
773,64.17954,530.555,809.352
774,64.123686,530.658,809.446
775,64.067886,530.762,809.54
776,64.012104,530.865,809.634
777,63.956358,530.967,809.728
778,63.900648,531.07,809.821
779,63.844974,531.173,809.914
780,63.789336,531.275,810.007
781,63.733734,531.378,810.1
782,63.678168,531.48,810.193
783,63.62262,531.582,810.285
784,63.567126,531.685,810.378
785,63.51165,531.787,810.47
786,63.456228,531.889,810.562
787,63.400824,531.99,810.654
788,63.345474,532.092,810.746
789,63.290142,532.194,810.837
790,63.234846,532.295,810.929
791,63.179586,532.397,811.02
792,63.12438,532.498,811.111
793,63.069192,532.599,811.202
794,63.01404,532.701,811.293
795,62.958924,532.802,811.384
796,62.903844,532.903,811.475
797,62.848818,533.004,811.565
798,62.79381,533.105,811.655
799,62.738838,533.205,811.745
800,62.683902,533.306,811.835
801,62.629002,533.407,811.925
802,62.574138,533.508,812.015
803,62.51931,533.608,812.104
804,62.464536,533.709,812.194
805,62.40978,533.809,812.283
806,62.35506,533.909,812.372
807,62.300376,534.01,812.461
808,62.245746,534.11,812.55
809,62.191134,534.21,812.638
810,62.136558,534.31,812.727
811,62.082036,534.41,812.815
812,62.027532,534.51,812.904
813,61.973082,534.61,812.992
814,61.91865,534.71,813.08
815,61.864272,534.81,813.167
816,61.809912,534.91,813.255
817,61.755606,535.01,813.342
818,61.701336,535.109,813.43
819,61.647084,535.209,813.517
820,61.592886,535.309,813.604
821,61.538724,535.408,813.691
822,61.484598,535.508,813.778
823,61.430508,535.607,813.865
824,61.376454,535.707,813.951
825,61.322436,535.806,814.037
826,61.268454,535.906,814.124
827,61.214526,536.005,814.21
828,61.160616,536.104,814.296
829,61.106742,536.204,814.382
830,61.052922,536.303,814.467
831,60.99912,536.402,814.553
832,60.945372,536.501,814.638
833,60.89166,536.6,814.724
834,60.837966,536.699,814.809
835,60.784326,536.799,814.894
836,60.730722,536.898,814.979
837,60.677154,536.997,815.063
838,60.623622,537.096,815.148
839,60.570144,537.195,815.232
840,60.516684,537.294,815.317
841,60.46326,537.393,815.401
842,60.40989,537.492,815.485
843,60.356538,537.59,815.569
844,60.30324,537.689,815.653
845,60.24996,537.788,815.737
846,60.196734,537.887,815.82
847,60.143544,537.986,815.904
848,60.09039,538.085,815.987
849,60.037272,538.183,816.07
850,59.98419,538.282,816.153
851,59.931144,538.381,816.236
852,59.878134,538.48,816.319
853,59.825178,538.578,816.402
854,59.77224,538.677,816.484
855,59.719356,538.776,816.566
856,59.66649,538.874,816.649
857,59.613678,538.973,816.731
858,59.560902,539.072,816.813
859,59.508162,539.17,816.895
860,59.455458,539.269,816.977
861,59.40279,539.367,817.058
862,59.350158,539.466,817.14
863,59.297562,539.565,817.221
864,59.245002,539.663,817.303
865,59.192496,539.762,817.384
866,59.140008,539.86,817.465
867,59.087574,539.959,817.546
868,59.035158,540.057,817.627
869,58.982796,540.156,817.707
870,58.93047,540.254,817.788
871,58.87818,540.353,817.868
872,58.825926,540.451,817.948
873,58.773708,540.55,818.029
874,58.721526,540.648,818.109
875,58.66938,540.746,818.189
876,58.61727,540.845,818.269
877,58.565214,540.943,818.348
878,58.513176,541.042,818.428
879,58.461192,541.14,818.507
880,58.409226,541.238,818.587
881,58.357314,541.337,818.666
882,58.30542,541.435,818.745
883,58.25358,541.534,818.824
884,58.201776,541.632,818.903
885,58.150008,541.73,818.982
886,58.098276,541.828,819.06
887,58.04658,541.927,819.139
888,57.99492,542.025,819.217
889,57.943296,542.123,819.296
890,57.891708,542.222,819.374
891,57.840156,542.32,819.452
892,57.788658,542.418,819.53
893,57.737178,542.516,819.608
894,57.685752,542.615,819.686
895,57.634344,542.713,819.763
896,57.582972,542.811,819.841
897,57.531654,542.909,819.918
898,57.480372,543.008,819.995
899,57.429108,543.106,820.073
900,57.377898,543.204,820.15
901,57.326724,543.302,820.227
902,57.275568,543.4,820.303
903,57.224466,543.498,820.38
904,57.1734,543.596,820.457
905,57.12237,543.695,820.533
906,57.071376,543.793,820.61
907,57.020418,543.891,820.686
908,56.969496,543.989,820.762
909,56.91861,544.087,820.838
910,56.86776,544.185,820.914
911,56.816946,544.283,820.99
912,56.766168,544.381,821.066
913,56.715426,544.479,821.141
914,56.66472,544.577,821.217
915,56.61405,544.675,821.292
916,56.563416,544.773,821.368
917,56.512818,544.871,821.443
918,56.462256,544.969,821.518
919,56.41173,545.067,821.593
920,56.36124,545.164,821.668
921,56.310786,545.262,821.743
922,56.260368,545.36,821.817
923,56.209986,545.458,821.892
924,56.15964,545.556,821.967
925,56.109348,545.653,822.041
926,56.059074,545.751,822.115
927,56.008836,545.849,822.189
928,55.958634,545.947,822.263
929,55.908468,546.044,822.337
930,55.858338,546.142,822.411
