time (s),Tp (K),m
108.0,318.00000000000205,4.999634119836664
109.0,318.16666666666873,4.999629573262671
110.0,318.3333333333354,4.999625001711418
111.0,318.5000000000021,4.99962040507187
112.0,318.6666666666688,4.999615783232628
113.0,318.8333333333355,4.99961113608192
114.0,319.00000000000216,4.999606463507612
115.0,319.16666666666885,4.999601765397194
116.0,319.33333333333553,4.9995970416377915
117.0,319.5000000000022,4.999592292116157
118.0,319.6666666666689,4.999587516718671
119.0,319.8333333333356,4.999582715331342
120.0,320.0000000000023,4.999577887839806
121.0,320.16666666666896,4.999573034129324
122.0,320.33333333333564,4.999568154084784
123.0,320.50000000000233,4.999563247590696
124.0,320.666666666669,4.999558314531196
125.0,320.8333333333357,4.999553354790042
126.0,321.0000000000024,4.999548368250615
127.0,321.1666666666691,4.999543354795915
128.0,321.33333333333576,4.999538314308566
129.0,321.50000000000244,4.999533246670809
130.0,321.66666666666913,4.999528151764504
131.0,321.8333333333358,4.999523029471131
132.0,322.0000000000025,4.999517879671787
133.0,322.1666666666692,4.999512702247184
134.0,322.3333333333359,4.999507497077651
135.0,322.50000000000256,4.999502264043134
136.0,322.66666666666924,4.999497003023187
137.0,322.83333333333593,4.999491713896982
138.0,323.0000000000026,4.999486396543305
139.0,323.1666666666693,4.99948105084055
140.0,323.333333333336,4.999475676666723
141.0,323.5000000000027,4.9994702738994405
142.0,323.66666666666936,4.999464842415928
143.0,323.83333333333604,4.999459382093019
144.0,324.00000000000273,4.999453892807156
145.0,324.1666666666694,4.999448374434388
146.0,324.3333333333361,4.999442826850367
147.0,324.5000000000028,4.999437249930355
148.0,324.66666666666947,4.9994316435492125
149.0,324.83333333333616,4.999426007581409
150.0,325.00000000000284,4.999420341901013
151.0,325.1666666666695,4.999414646381696
152.0,325.3333333333362,4.99940892089673
153.0,325.5000000000029,4.999403165318989
154.0,325.6666666666696,4.999397379520942
155.0,325.83333333333627,4.999391563374659
156.0,326.00000000000296,4.999385716751809
157.0,326.16666666666964,4.999379839523654
158.0,326.3333333333363,4.999373931561056
159.0,326.500000000003,4.999367992734467
160.0,326.6666666666697,4.999362022913938
161.0,326.8333333333364,4.999356021969108
162.0,327.00000000000307,4.999349989769214
163.0,327.16666666666976,4.999343926183078
164.0,327.33333333333644,4.999337831079119
165.0,327.5000000000031,4.999331704325342
166.0,327.6666666666698,4.99932554578934
167.0,327.8333333333365,4.9993193553382955
168.0,328.0000000000032,4.99931313283898
169.0,328.16666666666987,4.999306878157747
170.0,328.33333333333655,4.999300591160537
171.0,328.50000000000324,4.999294271712875
172.0,328.6666666666699,4.99928791967987
173.0,328.8333333333366,4.9992815349262125
174.0,329.0000000000033,4.9992751173161745
175.0,329.16666666667,4.999268666713609
176.0,329.33333333333667,4.999262182981948
177.0,329.50000000000335,4.9992556659842045
178.0,329.66666666667004,4.999249115582967
179.0,329.8333333333367,4.9992425316404026
180.0,330.0000000000034,4.999235914018254
181.0,330.1666666666701,4.9992292625778365
182.0,330.3333333333368,4.999222577180046
183.0,330.50000000000347,4.999215857685343
184.0,330.66666666667015,4.999209103953768
185.0,330.83333333333684,4.9992023158449275
186.0,331.0000000000035,4.999195493218002
187.0,331.1666666666702,4.9991886359317395
188.0,331.3333333333369,4.999181743844456
189.0,331.5000000000036,4.999174816814037
190.0,331.66666666667027,4.999167854697932
191.0,331.83333333333695,4.999160857353159
192.0,332.00000000000364,4.999153824636298
193.0,332.1666666666703,4.999146756403493
194.0,332.333333333337,4.999139652510452
195.0,332.5000000000037,4.999132512812443
196.0,332.6666666666704,4.999125337164296
197.0,332.83333333333707,4.999118125420399
198.0,333.00000000000375,4.9991108774347
199.0,333.16666666667044,4.999103593060704
200.0,333.3333333333371,4.999096272151473
201.0,333.5000000000038,4.999088914559623
202.0,333.6666666666705,4.999081520137326
203.0,333.8333333333372,4.999074088736308
204.0,334.00000000000387,4.999066620207846
205.0,334.16666666667055,4.999059114402769
206.0,334.33333333333724,4.999051571171456
207.0,334.5000000000039,4.999043990363836
208.0,334.6666666666706,4.999036371829385
209.0,334.8333333333373,4.999028715417129
210.0,335.000000000004,4.999021020975636
211.0,335.16666666667066,4.999013288353023
212.0,335.33333333333735,4.999005517396949
213.0,335.50000000000404,4.998997707954613
214.0,335.6666666666707,4.998989859872763
215.0,335.8333333333374,4.998981972997683
216.0,336.0000000000041,4.998974047175194
217.0,336.1666666666708,4.9989660822506625
218.0,336.33333333333746,4.998958078068986
219.0,336.50000000000415,4.998950034474602
220.0,336.66666666667084,4.998941951311481
221.0,336.8333333333375,4.998933828423128
222.0,337.0000000000042,4.998925665652583
223.0,337.1666666666709,4.998917462842415
224.0,337.3333333333376,4.998909219834723
225.0,337.50000000000426,4.9989009364711405
226.0,337.66666666667095,4.998892612592823
227.0,337.83333333333763,4.998884248040456
228.0,338.0000000000043,4.998875842654251
229.0,338.166666666671,4.998867396273944
230.0,338.3333333333377,4.998858908738794
231.0,338.5000000000044,4.998850379887582
232.0,338.66666666667106,4.998841809558612
233.0,338.83333333333775,4.998833197589706
234.0,339.00000000000443,4.998824543818204
235.0,339.1666666666711,4.998815848080967
236.0,339.3333333333378,4.9988071102143685
237.0,339.5000000000045,4.998798330054298
238.0,339.6666666666712,4.998789507436162
239.0,339.83333333333786,4.998780642194872
240.0,340.00000000000455,4.998771734164859
241.0,340.16666666667123,4.998762783180058
242.0,340.3333333333379,4.998753789073915
243.0,340.5000000000046,4.998744751679384
244.0,340.6666666666713,4.998735670828924
245.0,340.833333333338,4.998726546354497
246.0,341.00000000000466,4.998717378087573
247.0,341.16666666667135,4.998708165859119
248.0,341.33333333333803,4.9986989094996055
249.0,341.5000000000047,4.998689608839003
250.0,341.6666666666714,4.9986802637067775
251.0,341.8333333333381,4.998670873931895
252.0,342.0000000000048,4.998661439342814
253.0,342.16666666667146,4.998651959767487
254.0,342.33333333333815,4.998642435033362
255.0,342.50000000000483,4.998632864967375
256.0,342.6666666666715,4.998623249395952
257.0,342.8333333333382,4.99861358814501
258.0,343.0000000000049,4.9986038810399505
259.0,343.1666666666716,4.998594127905661
260.0,343.33333333333826,4.998584328566513
261.0,343.50000000000495,4.99857448284636
262.0,343.66666666667163,4.998564590568539
263.0,343.8333333333383,4.998554651555864
264.0,344.000000000005,4.998544665630628
265.0,344.1666666666717,4.9985346326146
266.0,344.3333333333384,4.998524552329026
267.0,344.50000000000506,4.998514424594623
268.0,344.66666666667174,4.9985042492315825
269.0,344.83333333333843,4.998494026059565
270.0,345.0000000000051,4.998483754897701
271.0,345.1666666666718,4.998473435564587
272.0,345.3333333333385,4.998463067878286
273.0,345.5000000000052,4.9984526516563275
274.0,345.66666666667186,4.9984421867157
275.0,345.83333333333854,4.998431672872853
276.0,346.00000000000523,4.998421109943699
277.0,346.1666666666719,4.998410497743606
278.0,346.3333333333386,4.998399836087398
279.0,346.5000000000053,4.9983891247893535
280.0,346.666666666672,4.998378363663204
281.0,346.83333333333866,4.998367552522133
282.0,347.00000000000534,4.998356691178773
283.0,347.16666666667203,4.998345779445202
284.0,347.3333333333387,4.998334817132947
285.0,347.5000000000054,4.998323804052977
286.0,347.6666666666721,4.998312740015705
287.0,347.83333333333877,4.998301624830984
288.0,348.00000000000546,4.998290458308106
289.0,348.16666666667214,4.9982792402558
290.0,348.3333333333388,4.99826797048223
291.0,348.5000000000055,4.998256648794995
292.0,348.6666666666722,4.998245275001123
293.0,348.8333333333389,4.998233848907075
294.0,349.00000000000557,4.998222370318737
295.0,349.16666666667226,4.998210839041422
296.0,349.33333333333894,4.99819925487987
297.0,349.5000000000056,4.998187617638238
298.0,349.6666666666723,4.998175927120108
299.0,349.833333333339,4.998164183128476
300.0,350.0000000000057,4.998152385465759
301.0,350.16666666667237,4.998140533933785
302.0,350.33333333333906,4.998128628333797
303.0,350.50000000000574,4.998116668466446
304.0,350.6666666666724,4.998104654131793
305.0,350.8333333333391,4.998092585129305
306.0,351.0000000000058,4.998080461257853
307.0,351.1666666666725,4.998068282315709
308.0,351.33333333333917,4.99805604810055
309.0,351.50000000000585,4.998043758409446
310.0,351.66666666667254,4.998031413038865
311.0,351.8333333333392,4.998019011784666
312.0,352.0000000000059,4.998006554442105
313.0,352.1666666666726,4.997994040805823
314.0,352.3333333333393,4.997981470669849
315.0,352.50000000000597,4.9979688438276
316.0,352.66666666667265,4.997956160071871
317.0,352.83333333333934,4.997943419194841
318.0,353.000000000006,4.997930620988066
319.0,353.1666666666727,4.997917765242478
320.0,353.3333333333394,4.997904851748384
321.0,353.5000000000061,4.997891880295459
322.0,353.66666666667277,4.99787885067275
323.0,353.83333333333945,4.9978657626686696
324.0,354.00000000000614,4.997852616070995
325.0,354.1666666666728,4.997839410666865
326.0,354.3333333333395,4.997826146242776
327.0,354.5000000000062,4.997812822584583
328.0,354.6666666666729,4.997799439477497
329.0,354.83333333333957,4.997785996706078
330.0,355.00000000000625,4.997772494054235
331.0,355.16666666667294,4.997758931305229
332.0,355.3333333333396,4.997745308241656
333.0,355.5000000000063,4.997731624645465
334.0,355.666666666673,4.997717880297936
335.0,355.8333333333397,4.997704074979686
336.0,356.00000000000637,4.99769020847067
337.0,356.16666666667305,4.99767628055017
338.0,356.33333333333974,4.997662290996799
339.0,356.5000000000064,4.997648239588495
340.0,356.6666666666731,4.997634126102518
341.0,356.8333333333398,4.997619950315449
342.0,357.0000000000065,4.997605712003185
343.0,357.16666666667317,4.997591410940942
344.0,357.33333333333985,4.99757704690324
345.0,357.50000000000654,4.997562619663915
346.0,357.6666666666732,4.997548128996105
347.0,357.8333333333399,4.997533574672253
348.0,358.0000000000066,4.9975189564640985
349.0,358.1666666666733,4.997504274142683
350.0,358.33333333333997,4.997489527478339
351.0,358.50000000000665,4.99747471624069
352.0,358.66666666667334,4.9974598401986485
353.0,358.83333333334,4.997444899120411
354.0,359.0000000000067,4.9974298927734555
355.0,359.1666666666734,4.99741482092454
356.0,359.3333333333401,4.997399683339696
357.0,359.50000000000676,4.997384479784229
358.0,359.66666666667345,4.997369210022712
359.0,359.83333333334014,4.9973538738189855
360.0,360.0000000000068,4.99733847093615
361.0,360.1666666666735,4.997323001136568
362.0,360.3333333333402,4.997307464181854
363.0,360.5000000000069,4.997291859832878
364.0,360.66666666667356,4.99727618784976
365.0,360.83333333334025,4.997260447991859
366.0,361.00000000000693,4.997244640017785
367.0,361.1666666666736,4.99722876368538
368.0,361.3333333333403,4.997212818751723
369.0,361.500000000007,4.997196804973124
370.0,361.6666666666737,4.9971807221051225
371.0,361.83333333334036,4.997164569902482
372.0,362.00000000000705,4.997148348119183
373.0,362.16666666667373,4.997132056508428
374.0,362.3333333333404,4.997115694822627
375.0,362.5000000000071,4.997099262813405
376.0,362.6666666666738,4.997082760231589
377.0,362.8333333333405,4.997066186827206
378.0,363.00000000000716,4.997049542349488
379.0,363.16666666667385,4.997032826546852
380.0,363.33333333334053,4.997016039166912
381.0,363.5000000000072,4.996999179956464
382.0,363.6666666666739,4.996982248661485
383.0,363.8333333333406,4.996965245027135
384.0,364.0000000000073,4.9969481687977435
385.0,364.16666666667396,4.99693101971681
386.0,364.33333333334065,4.996913797527002
387.0,364.50000000000733,4.996896501970146
388.0,364.666666666674,4.996879132787225
389.0,364.8333333333407,4.996861689718376
390.0,365.0000000000074,4.996844172502884
391.0,365.1666666666741,4.996826580879181
392.0,365.33333333334076,4.9968089145848325
393.0,365.50000000000745,4.996791173356545
394.0,365.66666666667413,4.996773356930152
395.0,365.8333333333408,4.996755465040615
396.0,366.0000000000075,4.996737497422018
397.0,366.1666666666742,4.996719453807557
398.0,366.3333333333409,4.996701333929547
399.0,366.50000000000756,4.996683137519407
400.0,366.66666666667425,4.996664864307658
401.0,366.83333333334093,4.996646514023922
402.0,367.0000000000076,4.996628086396912
403.0,367.1666666666743,4.996609581154431
404.0,367.333333333341,4.996590998023364
405.0,367.5000000000077,4.996572336729674
406.0,367.66666666667436,4.9965535969984005
407.0,367.83333333334105,4.996534778553648
408.0,368.00000000000773,4.996515881118587
409.0,368.1666666666744,4.996496904415443
410.0,368.3333333333411,4.996477848165498
411.0,368.5000000000078,4.99645871208908
412.0,368.6666666666745,4.996439495905559
413.0,368.83333333334116,4.9964201993333415
414.0,369.00000000000784,4.996400822089868
415.0,369.16666666667453,4.9963813638916035
416.0,369.3333333333412,4.996361824454033
417.0,369.5000000000079,4.996342203491659
418.0,369.6666666666746,4.996322500717992
419.0,369.8333333333413,4.9963027158455455
420.0,370.00000000000796,4.996282848585833
421.0,370.16666666667464,4.996262898649359
422.0,370.33333333334133,4.996242865745615
423.0,370.500000000008,4.996222749583074
424.0,370.6666666666747,4.996202549869185
425.0,370.8333333333414,4.9961822663103606
426.0,371.0000000000081,4.996161898611981
427.0,371.16666666667476,4.996141446478382
428.0,371.33333333334144,4.996120909612849
429.0,371.50000000000813,4.9961002877176135
430.0,371.6666666666748,4.996079580493843
431.0,371.8333333333415,4.99605878764164
432.0,372.0000000000082,4.996037908860027
433.0,372.16666666667487,4.99601694384695
434.0,372.33333333334156,4.995995892299266
435.0,372.50000000000824,4.995974753912739
436.0,372.6666666666749,4.995953528382029
437.0,372.8333333333416,4.9959322154006935
438.0,373.0000000000083,4.995910814661172
439.0,373.166666666675,4.995889325854785
440.0,373.33333333334167,4.995867748671723
441.0,373.50000000000836,4.995846082801046
442.0,373.66666666667504,4.995824327930666
443.0,373.8333333333417,4.9958024837473545
444.0,374.0000000000084,4.995780549936718
445.0,374.1666666666751,4.995758526183207
446.0,374.3333333333418,4.995736412170098
447.0,374.50000000000847,4.995714207579491
448.0,374.66666666667516,4.995691912092301
449.0,374.83333333334184,4.9956695253882515
450.0,375.0000000000085,4.995647047145862
451.0,375.1666666666752,4.995624477042449
452.0,375.3333333333419,4.995601814754113
453.0,375.5000000000086,4.995579059955728
454.0,375.66666666667527,4.99555621232094
455.0,375.83333333334195,4.995533271522156
456.0,376.00000000000864,4.995510237230537
457.0,376.1666666666753,4.995487109115987
458.0,376.333333333342,4.9954638868471495
459.0,376.5000000000087,4.995440570091396
460.0,376.6666666666754,4.995417158514818
461.0,376.83333333334207,4.995393651782221
462.0,377.00000000000875,4.995370049557115
463.0,377.16666666667544,4.995346351501703
464.0,377.3333333333421,4.995322557276877
465.0,377.5000000000088,4.995298666542208
466.0,377.6666666666755,4.9952746789559335
467.0,377.8333333333422,4.995250594174955
468.0,378.00000000000887,4.995226411854826
469.0,378.16666666667555,4.995202131649741
470.0,378.33333333334224,4.995177753212529
471.0,378.5000000000089,4.995153276194645
472.0,378.6666666666756,4.995128700246161
473.0,378.8333333333423,4.995104025015751
474.0,379.000000000009,4.99507925015069
475.0,379.16666666667567,4.995054375296839
476.0,379.33333333334235,4.995029400098636
477.0,379.50000000000904,4.995004324199091
478.0,379.6666666666757,4.994979147239769
479.0,379.8333333333424,4.994953868860786
480.0,380.0000000000091,4.994928488700795
481.0,380.1666666666758,4.9949030063969815
482.0,380.33333333334247,4.994877421585046
483.0,380.50000000000915,4.9948517338992
484.0,380.66666666667584,4.994825942972153
485.0,380.8333333333425,4.994800048435104
486.0,381.0000000000092,4.994774049917726
487.0,381.1666666666759,4.994747947048164
488.0,381.3333333333426,4.994721739453016
489.0,381.50000000000927,4.994695426757327
490.0,381.66666666667595,4.994669008584578
491.0,381.83333333334264,4.994642484556672
492.0,382.0000000000093,4.994615854293928
493.0,382.166666666676,4.994589117415062
494.0,382.3333333333427,4.994562273537186
495.0,382.5000000000094,4.994535322275788
496.0,382.66666666667606,4.994508263244726
497.0,382.83333333334275,4.994481096056214
498.0,383.00000000000944,4.994453820320808
499.0,383.1666666666761,4.994426435647401
500.0,383.3333333333428,4.994398941643205
501.0,383.5000000000095,4.994371337913742
502.0,383.6666666666762,4.9943436240628305
503.0,383.83333333334286,4.9943157996925756
504.0,384.00000000000955,4.994287864403352
505.0,384.16666666667624,4.994259817793799
506.0,384.3333333333429,4.994231659460801
507.0,384.5000000000096,4.994203388999477
508.0,384.6666666666763,4.9941750060031715
509.0,384.833333333343,4.994146510063436
510.0,385.00000000000966,4.9941179007700205
511.0,385.16666666667635,4.994089177710857
512.0,385.33333333334303,4.994060340472051
513.0,385.5000000000097,4.994031388637861
514.0,385.6666666666764,4.994002321790694
515.0,385.8333333333431,4.993973139511082
516.0,386.0000000000098,4.993943841377681
517.0,386.16666666667646,4.993914426967242
518.0,386.33333333334315,4.9938848958546105
519.0,386.50000000000983,4.993855247612704
520.0,386.6666666666765,4.993825481812502
521.0,386.8333333333432,4.9937955980230315
522.0,387.0000000000099,4.993765595811349
523.0,387.1666666666766,4.9937354747425315
524.0,387.33333333334326,4.993705234379658
525.0,387.50000000000995,4.993674874283794
526.0,387.66666666667663,4.993644394013981
527.0,387.8333333333433,4.993613793127219
528.0,388.00000000001,4.993583071178447
529.0,388.1666666666767,4.993552227720537
530.0,388.3333333333434,4.993521262304269
531.0,388.50000000001006,4.993490174478324
532.0,388.66666666667675,4.993458963789261
533.0,388.83333333334343,4.993427629781505
534.0,389.0000000000101,4.993396171997331
535.0,389.1666666666768,4.993364589976847
536.0,389.3333333333435,4.993332883257976
537.0,389.5000000000102,4.993301051376445
538.0,389.66666666667686,4.993269093865762
539.0,389.83333333334355,4.993237010257204
540.0,390.00000000001023,4.993204800079797
541.0,390.1666666666769,4.993172462860302
542.0,390.3333333333436,4.993139998123194
543.0,390.5000000000103,4.99310740539065
544.0,390.666666666677,4.993074684182527
545.0,390.83333333334366,4.993041834016344
546.0,391.00000000001035,4.993008854407271
547.0,391.16666666667703,4.992975744868103
548.0,391.3333333333437,4.992942504909244
549.0,391.5000000000104,4.992909134038696
550.0,391.6666666666771,4.992875631762027
551.0,391.8333333333438,4.992841997582368
552.0,392.00000000001046,4.992808231000382
553.0,392.16666666667714,4.992774331514249
554.0,392.33333333334383,4.99274029861965
555.0,392.5000000000105,4.992706131809746
556.0,392.6666666666772,4.9926718305751585
557.0,392.8333333333439,4.992637394403946
558.0,393.0000000000106,4.992602822781594
559.0,393.16666666667726,4.992568115190984
560.0,393.33333333334394,4.992533271112382
561.0,393.50000000001063,4.992498290023415
562.0,393.6666666666773,4.99246317139905
563.0,393.833333333344,4.992427914711575
564.0,394.0000000000107,4.9923925194305765
565.0,394.1666666666774,4.992356985022921
566.0,394.33333333334406,4.992321310952733
567.0,394.50000000001074,4.992285496681373
568.0,394.66666666667743,4.992249541667416
569.0,394.8333333333441,4.992213445366632
570.0,395.0000000000108,4.992177207231961
571.0,395.1666666666775,4.992140826713497
572.0,395.33333333334417,4.992104303258456
573.0,395.50000000001086,4.992067636311164
574.0,395.66666666667754,4.992030825313028
575.0,395.8333333333442,4.991993869702516
576.0,396.0000000000109,4.991956768915133
577.0,396.1666666666776,4.991919522383399
578.0,396.3333333333443,4.991882129536823
579.0,396.50000000001097,4.991844589801884
580.0,396.66666666667766,4.991806902602005
581.0,396.83333333334434,4.991769067357527
582.0,397.000000000011,4.991731083485689
583.0,397.1666666666777,4.9916929504006005
584.0,397.3333333333444,4.991654667513219
585.0,397.5000000000111,4.991616234231325
586.0,397.66666666667777,4.9915776499594955
587.0,397.83333333334446,4.991538914099081
588.0,398.00000000001114,4.991500026048179
589.0,398.1666666666778,4.99146098520161
590.0,398.3333333333445,4.9914217909508904
591.0,398.5000000000112,4.9913824426842055
592.0,398.6666666666779,4.991342939786386
593.0,398.83333333334457,4.9913032816388805
594.0,399.00000000001125,4.991263467619728
595.0,399.16666666667794,4.991223497103532
596.0,399.3333333333446,4.991183369461435
597.0,399.5000000000113,4.991143084061088
598.0,399.666666666678,4.991102640266625
599.0,399.8333333333447,4.991062037438635
600.0,400.00000000001137,4.991021274934136
601.0,400.16666666667805,4.990980352106541
602.0,400.33333333334474,4.990939268305637
603.0,400.5000000000114,4.990898022877554
604.0,400.6666666666781,4.990856615164731
605.0,400.8333333333448,4.990815044505894
606.0,401.0000000000115,4.9907733102360226
607.0,401.16666666667817,4.9907314116863235
608.0,401.33333333334485,4.990689348184196
609.0,401.50000000001154,4.990647119053207
610.0,401.6666666666782,4.990604723613059
611.0,401.8333333333449,4.9905621611795565
612.0,402.0000000000116,4.9905194310645795
613.0,402.1666666666783,4.990476532576052
614.0,402.33333333334497,4.990433465017905
615.0,402.50000000001165,4.990390227690057
616.0,402.66666666667834,4.990346819888368
617.0,402.833333333345,4.990303240904616
618.0,403.0000000000117,4.990259490026466
619.0,403.1666666666784,4.990215566537429
620.0,403.3333333333451,4.990171469716839
621.0,403.50000000001177,4.990127198839813
622.0,403.66666666667845,4.990082753177223
623.0,403.83333333334514,4.990038131995655
624.0,404.0000000000118,4.989993334557383
625.0,404.1666666666785,4.98994836012033
626.0,404.3333333333452,4.9899032079380365
627.0,404.5000000000119,4.989857877259622
628.0,404.66666666667857,4.989812367329754
629.0,404.83333333334525,4.9897666773886105
630.0,405.00000000001194,4.989720806671844
631.0,405.1666666666786,4.989674754410549
632.0,405.3333333333453,4.989628519831222
633.0,405.500000000012,4.989582102155728
634.0,405.6666666666787,4.989535500601259
635.0,405.83333333334537,4.989488714380305
636.0,406.00000000001205,4.98944174270061
637.0,406.16666666667874,4.989394584765136
638.0,406.3333333333454,4.989347239772027
639.0,406.5000000000121,4.9892997069145695
640.0,406.6666666666788,4.989251985381155
641.0,406.8333333333455,4.9892040743552375
642.0,407.00000000001216,4.9891559730153014
643.0,407.16666666667885,4.989107680534815
644.0,407.33333333334554,4.989059196082196
645.0,407.5000000000122,4.989010518820767
646.0,407.6666666666789,4.988961647908721
647.0,407.8333333333456,4.988912582499074
648.0,408.0000000000123,4.98886332173963
649.0,408.16666666667896,4.988813864772936
650.0,408.33333333334565,4.9887642107362415
651.0,408.50000000001234,4.988714358761458
652.0,408.666666666679,4.988664307975113
653.0,408.8333333333457,4.988614057498314
654.0,409.0000000000124,4.9885636064466965
655.0,409.1666666666791,4.988512953930391
656.0,409.33333333334576,4.9884620990539705
657.0,409.50000000001245,4.988411040916413
658.0,409.66666666667913,4.988359778611052
659.0,409.8333333333458,4.988308311225539
660.0,410.0000000000125,4.988256637841788
661.0,410.1666666666792,4.988204757535942
662.0,410.3333333333459,4.988152669378319
663.0,410.50000000001256,4.9881003724333715
664.0,410.66666666667925,4.988047865759634
665.0,410.83333333334593,4.9879951484096825
666.0,411.0000000000126,4.987942219430085
667.0,411.1666666666793,4.987889077861353
668.0,411.333333333346,4.987835722737896
669.0,411.5000000000127,4.98778215308797
670.0,411.66666666667936,4.9877283679336335
671.0,411.83333333334605,4.9876743662906975
672.0,412.00000000001273,4.987620147168672
673.0,412.1666666666794,4.987565709570722
674.0,412.3333333333461,4.987511052493615
675.0,412.5000000000128,4.98745617492767
676.0,412.6666666666795,4.987401075856709
677.0,412.83333333334616,4.987345754258002
678.0,413.00000000001285,4.987290209102222
679.0,413.16666666667953,4.987234439353388
680.0,413.3333333333462,4.987178443968812
681.0,413.5000000000129,4.98712222189905
682.0,413.6666666666796,4.987065772087847
683.0,413.8333333333463,4.987009093472085
684.0,414.00000000001296,4.986952184981728
685.0,414.16666666667965,4.986895045539765
686.0,414.33333333334633,4.986837674062162
687.0,414.500000000013,4.986780069457802
688.0,414.6666666666797,4.986722230628429
689.0,414.8333333333464,4.986664156468596
690.0,415.0000000000131,4.986605845865605
691.0,415.16666666667976,4.986547297699453
692.0,415.33333333334645,4.986488510842775
693.0,415.50000000001313,4.986429484160782
694.0,415.6666666666798,4.986370216511208
695.0,415.8333333333465,4.98631070674425
696.0,416.0000000000132,4.98625095370251
