Time (s),Mass (g),HRR (kW/m2)
0,96.09,14.53
1,96.09,22.22
2,96.04,30.98
3,96.02,43.72
4,95.99,57.16
5,95.98,76.32
6,95.96,91.51
7,95.88,109.23
8,95.8,126.67
9,95.69,145.49
10,95.6,158.53
11,95.46,173.26
12,95.33,180.12
13,95.22,186.56
14,95.06,193.85
15,94.88,196.05
16,94.75,194.36
17,94.61,192.96
18,94.46,186.12
19,94.32,182.22
20,94.21,175.98
21,94.08,168.87
22,93.96,161.48
23,93.85,156.29
24,93.72,148.32
25,93.62,143.2
26,93.5,142.29
27,93.42,136.13
28,93.31,133.77
29,93.21,130.25
30,93.11,126.87
31,93.02,127.02
32,92.91,125.03
33,92.83,122.83
34,92.74,119.59
35,92.62,118.73
36,92.55,117.09
37,92.44,117.13
38,92.36,115.01
39,92.26,113.32
40,92.18,112.28
41,92.08,109.2
42,92.01,108.05
43,91.93,109.39
44,91.85,106.21
45,91.75,106.85
46,91.68,104.34
47,91.6,104.18
48,91.52,102.98
49,91.42,102.35
50,91.36,103.29
51,91.27,100.58
52,91.21,101.47
53,91.12,99.85
54,91.05,97.62
55,90.96,99.07
56,90.89,97.63
57,90.81,97.74
58,90.75,97.28
59,90.67,97.53
60,90.6,96.07
61,90.51,94.94
62,90.45,96.07
63,90.37,95.69
64,90.3,94.59
65,90.25,94.31
66,90.16,94.07
67,90.09,93.61
68,90.01,93.23
69,89.95,93
70,89.86,92.44
71,89.8,91.71
72,89.74,92.05
73,89.68,91.38
74,89.58,91.48
75,89.52,91.04
76,89.46,90.1
77,89.39,90.69
78,89.33,89.95
79,89.23,90.1
80,89.18,88.47
81,89.12,88.61
82,89.04,87.93
83,88.98,87.7
84,88.9,86.27
85,88.84,87.39
86,88.77,87.02
87,88.71,86.3
88,88.62,85.25
89,88.57,84.83
90,88.51,84.37
91,88.44,84.08
92,88.38,83.6
93,88.31,83.56
94,88.26,82.6
95,88.19,82.35
96,88.12,82.89
97,88.06,82.14
98,87.99,81.64
99,87.93,81.35
100,87.88,81.76
101,87.8,81.26
102,87.74,80.57
103,87.66,79.8
104,87.62,79.74
105,87.56,80.48
106,87.49,79.03
107,87.37,79.13
108,87.31,79.55
109,87.27,78.07
110,87.2,78.87
111,87.14,78.98
112,87.08,78.88
113,87,77.14
114,86.96,77.21
115,86.9,77.66
116,86.84,76.99
117,86.77,77.56
118,86.71,76.35
119,86.65,76.79
120,86.59,77.24
121,86.54,75.81
122,86.47,76.48
123,86.41,75.08
124,86.35,76.15
125,86.3,75.86
126,86.23,75.79
127,86.18,74.8
128,86.09,75.54
129,86.04,75.26
130,85.98,75.01
131,85.93,74.24
132,85.87,74.64
133,85.82,74.25
134,85.74,74.02
135,85.68,74.07
136,85.62,73.72
137,85.56,74.45
138,85.51,73.2
139,85.45,73.25
140,85.39,73.27
141,85.33,73.08
142,85.26,73.58
143,85.2,72.93
144,85.15,72.68
145,85.09,72.58
146,85.03,73.09
147,84.97,72.3
148,84.91,71.48
149,84.84,72.42
150,84.77,71.63
151,84.71,71.91
152,84.68,71.84
153,84.62,72.72
154,84.54,71.66
155,84.49,72.23
156,84.4,71.95
157,84.37,71.41
158,84.31,71.62
159,84.24,71.62
160,84.18,73.19
161,84.11,72.07
162,84.06,72.65
163,83.99,72.09
164,83.93,72.67
165,83.87,72.89
166,83.79,72.59
167,83.74,72.97
168,83.69,72.44
169,83.62,72.98
170,83.56,73.24
171,83.48,72.36
172,83.42,73.66
173,83.38,73.18
174,83.31,73.49
175,83.23,73.1
176,83.19,74
177,83.1,72.04
178,83.04,72.95
179,82.99,73.74
180,82.92,73.29
181,82.86,74.14
182,82.78,73.13
183,82.73,73.2
184,82.68,73.1
185,82.6,73.76
186,82.54,73.39
187,82.47,72.69
188,82.41,73.23
189,82.34,72.16
190,82.28,72.92
191,82.22,72.71
192,82.13,72.71
193,82.08,72.72
194,82.02,73.22
195,81.95,72.89
196,81.89,72.54
197,81.81,72.8
198,81.75,72.2
199,81.7,72.34
200,81.64,72.15
201,81.57,72.53
202,81.49,73.46
203,81.43,73.18
204,81.37,73.49
205,81.31,72.68
206,81.24,73.34
207,81.16,73.92
208,81.11,73.51
209,81.03,73.51
210,80.98,73.23
211,80.91,73.9
212,80.83,73.6
213,80.78,74.49
214,80.7,73.9
215,80.65,73.86
216,80.58,74.28
217,80.51,74.67
218,80.44,74.84
219,80.37,75.07
220,80.32,73.89
221,80.24,74.89
222,80.17,74.29
223,80.12,74.46
224,80.04,74.57
225,79.99,73.8
226,79.9,74.77
227,79.85,73.95
228,79.76,74.74
229,79.7,73.5
230,79.64,73.72
231,79.55,73.46
232,79.51,73.66
233,79.43,73.3
234,79.38,73.49
235,79.3,72.94
236,79.23,73.54
237,79.18,73.61
238,79.1,72.52
239,79.04,73.14
240,78.98,73.05
241,78.89,73.33
242,78.84,73.32
243,78.76,73.49
244,78.71,72.98
245,78.62,73.33
246,78.57,73.13
247,78.51,73.18
248,78.44,72.9
249,78.38,72.53
250,78.28,72.92
251,78.23,72.82
252,78.17,73.66
253,78.1,73.01
254,78.03,73.47
255,77.96,73.48
256,77.89,73.33
257,77.83,72.78
258,77.76,73.55
259,77.7,73.28
260,77.62,73.56
261,77.56,73.83
262,77.48,72.91
263,77.43,73.55
264,77.36,73.99
265,77.3,74.39
266,77.23,73.54
267,77.16,73.54
268,77.09,74.16
269,77,73.77
270,76.95,73.92
271,76.9,73.43
272,76.82,74.35
273,76.76,73.97
274,76.68,74.46
275,76.63,74.08
276,76.56,74.02
277,76.49,73.64
278,76.42,73.45
279,76.34,73.2
280,76.28,73.14
281,76.22,72.75
282,76.16,73.74
283,76.1,72.13
284,76.02,72.13
