Time (s),Mass (g),HRR (kW/m2)
0,96.28,4
1,96.26,7.4
2,96.25,11.15
3,96.24,17.08
4,96.22,26.81
5,96.2,37.3
6,96.17,49.29
7,96.16,62.51
8,96.14,76.46
9,96.1,90.71
10,96.03,106.69
11,95.91,119.4
12,95.84,132.39
13,95.73,143.95
14,95.6,150.31
15,95.48,159.29
16,95.36,162.68
17,95.22,165.61
18,95.11,166.33
19,94.98,163.94
20,94.85,163.4
21,94.74,157.69
22,94.65,155.06
23,94.54,150.84
24,94.44,145.45
25,94.32,142.63
26,94.2,139.39
27,94.11,135.87
28,93.99,132.72
29,93.92,129.1
30,93.81,126.55
31,93.7,124.84
32,93.62,122.74
33,93.52,120.59
34,93.44,119.15
35,93.35,116.69
36,93.27,115.93
37,93.17,115.3
38,93.09,112.6
39,93,111.26
40,92.92,111.47
41,92.83,108.88
42,92.75,107.75
43,92.67,107.09
44,92.6,106.21
45,92.52,105.43
46,92.43,104.25
47,92.36,102.45
48,92.28,101.12
49,92.2,102.08
50,92.13,99.8
51,92.05,98.83
52,91.99,98.54
53,91.9,97.49
54,91.83,97.57
55,91.75,94.75
56,91.7,95.58
57,91.63,94.68
58,91.56,94.25
59,91.48,93.98
60,91.4,93.41
61,91.35,92.4
62,91.26,92.28
63,91.21,91.69
64,91.14,91.56
65,91.07,90.01
66,91,90
67,90.92,90.29
68,90.88,89.6
69,90.79,88.76
70,90.73,88.29
71,90.67,88.31
72,90.59,85.55
73,90.53,87.76
74,90.46,85.52
75,90.41,86.1
76,90.32,84.63
77,90.27,84.45
78,90.21,84.15
79,90.14,84.42
80,90.09,82.1
81,90,82.63
82,89.96,82.4
83,89.9,82.13
84,89.84,81.45
85,89.78,81.3
86,89.71,80.64
87,89.64,81.24
88,89.6,80.82
89,89.54,79.93
90,89.48,80.47
91,89.42,78.65
92,89.35,79.97
93,89.3,78.89
94,89.24,79.04
95,89.18,78.18
96,89.12,78.63
97,89.05,79.04
98,89,77.23
99,88.94,77.31
100,88.89,78.16
101,88.84,76.98
102,88.78,76.81
103,88.71,76
104,88.67,77.9
105,88.61,76.29
106,88.54,77.06
107,88.5,75.38
108,88.42,76.07
109,88.37,75.27
110,88.32,75.27
111,88.27,75
112,88.2,75.4
113,88.15,74.02
114,88.1,75.53
115,88.02,73.61
116,87.98,75.04
117,87.93,74.64
118,87.87,74.26
119,87.82,74.07
120,87.77,73.75
121,87.7,73.75
122,87.65,73.47
123,87.59,73.42
124,87.55,73.12
125,87.49,73.25
126,87.42,72.79
127,87.37,73.29
128,87.33,71.27
129,87.27,73.16
130,87.22,71.1
131,87.17,73.69
132,87.1,70.65
133,87.06,72.07
134,86.99,71.58
135,86.95,71.64
136,86.9,71.63
137,86.84,71.42
138,86.79,71.17
139,86.73,71.22
140,86.68,70.8
141,86.64,71.06
142,86.58,70.5
143,86.53,71.13
144,86.48,70.34
145,86.41,70.46
146,86.37,70.22
147,86.31,70.07
148,86.25,70.01
149,86.22,70.39
150,86.16,70.22
151,86.11,69.24
152,86.06,69.08
153,86.01,68.79
154,85.95,69.01
155,85.9,68.99
156,85.86,69.56
157,85.8,67.59
158,85.75,68.66
159,85.7,68.28
160,85.64,69.1
161,85.6,68.3
162,85.54,67.99
163,85.5,67.39
164,85.44,68.42
165,85.39,68.06
166,85.33,67.41
167,85.29,67.85
168,85.23,67.59
169,85.18,67.2
170,85.13,67.62
171,85.07,66.99
172,85.02,68.09
173,84.99,67.09
174,84.92,67.76
175,84.87,67.49
176,84.82,67.81
177,84.77,67.66
178,84.73,68.45
179,84.68,67.73
180,84.63,68.04
181,84.58,67.22
182,84.53,67.96
183,84.47,67.66
184,84.42,67.86
185,84.37,68.13
186,84.32,68.08
187,84.27,68.47
188,84.22,68.03
189,84.17,67.2
190,84.13,67.05
191,84.06,68.98
192,84.01,68.53
193,83.97,67.29
194,83.92,67.51
195,83.86,67.52
196,83.82,67.1
197,83.76,67.63
198,83.7,66.19
199,83.67,66.12
200,83.62,66.06
201,83.56,64.98
202,83.51,66.48
203,83.46,65.29
204,83.4,64.94
205,83.35,64.98
206,83.31,64.82
207,83.26,65.51
208,83.21,63.8
209,83.16,64.91
210,83.09,63.29
211,83.06,64.07
212,83.01,63.24
213,82.95,64.85
214,82.9,63.93
215,82.85,64
216,82.8,64.51
217,82.76,63.42
218,82.71,64.35
219,82.66,64.44
220,82.6,63.65
221,82.56,64.7
222,82.5,63.71
223,82.45,64.63
224,82.39,64.09
225,82.35,64.12
226,82.3,64.49
227,82.26,64.01
228,82.19,64.4
229,82.15,64.43
230,82.1,65.23
231,82.04,65.33
232,81.99,66.53
233,81.95,65.84
234,81.89,65.52
235,81.83,67.31
236,81.77,66.43
237,81.72,66.33
238,81.69,66.94
239,81.61,66.47
240,81.58,66.5
241,81.52,66.45
242,81.46,66.77
243,81.42,65.67
244,81.35,66.97
245,81.3,65.33
246,81.26,66.12
247,81.19,65.03
248,81.15,66.23
249,81.09,64.82
250,81.02,64.86
251,80.98,65.96
252,80.93,65.3
253,80.88,65.65
254,80.83,65.65
255,80.77,65.93
256,80.71,65.3
257,80.66,66.64
258,80.61,66.16
259,80.55,66.19
260,80.51,66.84
261,80.44,67.15
262,80.38,67.08
263,80.34,67.86
264,80.27,67.08
265,80.22,67.88
266,80.16,67.63
267,80.11,67.59
268,80.05,68.91
269,79.99,68.64
270,79.94,67.94
271,79.89,68.57
272,79.82,68.57
273,79.76,68.53
274,79.7,68.48
275,79.65,68.51
276,79.6,68.2
277,79.53,68.42
278,79.48,69.15
279,79.42,69.31
280,79.36,68.92
281,79.31,68.51
282,79.24,68.77
283,79.19,69.07
284,79.14,69.42
285,79.06,69.44
286,79.02,68.94
287,78.97,67.87
288,78.92,69.05
289,78.84,68.31
290,78.79,69.02
291,78.73,67.51
292,78.66,68.33
293,78.62,68.2
294,78.53,67.71
295,78.49,68.73
296,78.43,68.74
297,78.35,67.81
298,78.31,67.49
299,78.26,67.99
300,78.2,67.72
301,78.13,67.31
302,78.06,67.65
303,78.01,67.1
304,77.96,66.65
305,77.9,66.66
306,77.84,67.02
307,77.78,66.35
308,77.72,66.57
309,77.66,67.29
310,77.61,67.01
311,77.54,66.36
312,77.5,67.42
313,77.44,66.65
314,77.36,66.46
315,77.32,67.38
316,77.26,67.2
317,77.19,67.98
318,77.13,66.94
319,77.07,66.5
320,77.02,67
321,76.97,66.24
322,76.91,66.24
323,76.85,66.56
324,76.78,66.44
325,76.72,66.88
326,76.67,67.25
327,76.6,66.1
328,76.55,67.45
329,76.5,66.63
330,76.42,66.9
331,76.36,66.51
332,76.32,66.51
333,76.26,66.55
334,76.2,66.95
335,76.16,67.08
336,76.08,67.02
337,76.02,67.06
338,75.97,66.53
339,75.91,66.91
340,75.86,67.15
341,75.8,67.83
342,75.72,67.21
343,75.68,66.72
344,75.63,67.13
345,75.56,66.21
346,75.49,67.32
347,75.42,65.77
348,75.36,66.55
349,75.31,67.18
350,75.25,67.27
351,75.2,67.76
352,75.12,67.13
353,75.06,67.36
354,75.01,68.16
355,74.96,66.91
356,74.89,68.08
357,74.84,67.37
358,74.77,68.44
359,74.7,68.66
360,74.66,67.39
361,74.58,69.02
362,74.53,68.82
363,74.48,69.17
364,74.4,68.81
365,74.36,68.33
366,74.29,69.62
367,74.23,69.03
368,74.17,68.87
369,74.09,69.89
370,74.05,69.51
371,73.99,69.76
372,73.93,69.41
373,73.87,69.02
374,73.8,69.46
375,73.74,68.14
376,73.68,69.94
377,73.63,69.34
378,73.56,69.44
379,73.52,69.17
380,73.43,69.88
381,73.39,68.9
382,73.32,70.06
383,73.26,68.65
384,73.2,69.8
385,73.12,69.23
386,73.08,69.65
387,73.02,69.12
388,72.95,68.36
389,72.9,68.76
390,72.83,67.61
391,72.76,69.53
392,72.71,68.23
393,72.65,68.7
394,72.6,68.64
395,72.53,68.96
396,72.45,67.64
397,72.41,68.72
398,72.36,67.94
399,72.28,68.86
400,72.24,68.61
401,72.17,69.11
402,72.11,69.26
403,72.05,68.62
404,71.98,69.54
405,71.93,69.48
406,71.87,69.76
407,71.8,69.75
408,71.75,69.69
409,71.68,69.85
410,71.62,69.3
411,71.56,69.65
412,71.49,70.13
413,71.44,69.8
414,71.39,70.32
415,71.32,69.69
416,71.27,69.69
417,71.18,69.26
418,71.12,70
419,71.07,69.64
420,71.03,70.26
421,70.95,69.29
422,70.89,69.35
423,70.83,70.04
424,70.77,68.63
425,70.72,69.79
426,70.65,69.08
427,70.59,69.5
428,70.51,69.83
429,70.46,69.75
430,70.41,68.83
431,70.34,69.11
432,70.29,68.11
433,70.22,68.5
434,70.15,68.6
435,70.11,68.58
436,70.04,67.44
437,69.99,68.35
438,69.94,66.72
439,69.86,68.4
440,69.8,66.89
441,69.74,68.04
442,69.68,67.93
443,69.62,68.05
444,69.57,67.72
445,69.49,68.17
446,69.44,68.75
447,69.39,67.57
448,69.32,68.48
449,69.27,68.43
450,69.19,68.53
451,69.14,68.66
452,69.09,68.82
453,69.03,68.15
454,68.97,68.15
455,68.89,68.7
456,68.84,69.03
457,68.78,68.15
458,68.72,68.93
459,68.67,69.07
460,68.61,69.05
461,68.53,69.11
462,68.48,68.9
463,68.43,69.74
464,68.36,69.37
465,68.31,68.7
466,68.26,69.44
467,68.19,69.05
468,68.12,69.47
469,68.06,69.94
470,68.01,68.87
471,67.95,70.48
472,67.88,69.47
473,67.83,69.97
474,67.77,68.5
475,67.71,69.27
476,67.65,68.38
477,67.58,69.43
478,67.53,68.43
479,67.47,69.1
480,67.4,68.71
481,67.35,68.99
482,67.28,68.57
483,67.2,68.64
484,67.16,67.47
485,67.1,68.38
486,67.04,67.44
487,67,68.84
488,66.93,67.48
489,66.87,68.71
490,66.8,68.46
491,66.74,68.71
492,66.69,68.7
493,66.63,67.74
494,66.56,67.89
495,66.52,68.48
496,66.44,68.51
497,66.4,68.6
498,66.34,68.4
499,66.26,68.45
500,66.22,68.07
501,66.17,68.45
502,66.1,67.51
503,66.04,68.65
504,65.97,68.34
505,65.91,67.68
506,65.85,68.84
507,65.8,68.13
508,65.73,68.82
509,65.68,68.43
510,65.62,69.22
511,65.56,69.06
512,65.5,68.35
513,65.43,69.7
514,65.38,68.73
515,65.32,69.65
516,65.26,68.7
517,65.19,69.47
518,65.13,69.32
519,65.08,69.48
520,65.03,69.4
521,64.95,69.8
522,64.9,69.24
523,64.85,68.3
524,64.78,68.25
525,64.72,68.43
526,64.65,68.82
527,64.58,68.71
528,64.54,68.1
529,64.49,67.23
530,64.42,68.64
531,64.36,67.39
532,64.28,67.46
533,64.24,67.58
534,64.19,67.68
535,64.12,67.9
536,64.07,66.39
537,64,68.35
538,63.94,66.56
539,63.88,67.31
540,63.82,67.51
541,63.77,67.36
542,63.72,66.98
543,63.64,67.14
544,63.59,66.7
545,63.52,68.54
546,63.47,66.33
547,63.41,68.23
548,63.34,67.49
549,63.27,67.45
550,63.23,68.04
551,63.18,68.03
552,63.12,68.83
553,63.06,69.14
554,63,69.05
555,62.93,69.43
556,62.88,69.12
557,62.81,69.54
558,62.77,69.97
559,62.72,69.97
560,62.63,70.28
561,62.59,69.01
562,62.52,69.32
563,62.47,69.65
564,62.41,69.92
565,62.34,69.49
566,62.3,69.8
567,62.24,69.66
568,62.17,70.43
569,62.11,69.56
570,62.05,68.85
571,61.98,69.83
572,61.93,69.44
573,61.89,68.84
574,61.82,69.71
575,61.77,69.29
576,61.69,68.89
577,61.63,68.68
578,61.59,69.13
