Time (s),Temperature (K),Mass (mg),Heat Flow (mW/mg)
1028.85,383.108,5.1449,0.0427
1034.71,383.608,5.1452,0.0414
1040.59,384.108,5.1458,0.0411
1046.46,384.608,5.1460,0.0402
1052.34,385.108,5.1463,0.0390
1058.23,385.608,5.1464,0.0384
1064.12,386.108,5.1461,0.0372
1070.01,386.608,5.1459,0.0366
1075.90,387.108,5.1460,0.0359
1081.78,387.608,5.1461,0.0354
1087.67,388.108,5.1465,0.0344
1093.53,388.608,5.1464,0.0343
1099.41,389.108,5.1466,0.0326
1105.28,389.608,5.1466,0.0321
1111.16,390.108,5.1467,0.0313
1117.05,390.608,5.1464,0.0305
1122.94,391.108,5.1462,0.0299
1128.81,391.608,5.1457,0.0283
1134.68,392.108,5.1455,0.0265
1140.53,392.608,5.1451,0.0270
1146.41,393.108,5.1447,0.0257
1152.29,393.608,5.1445,0.0255
1158.19,394.108,5.1457,0.0248
1164.12,394.608,5.1467,0.0235
1170.04,395.108,5.1466,0.0227
1175.96,395.608,5.1468,0.0219
1181.87,396.108,5.1469,0.0211
1187.79,396.608,5.1467,0.0207
1193.71,397.108,5.1467,0.0192
1199.63,397.608,5.1467,0.0182
1205.54,398.108,5.1466,0.0171
1211.46,398.608,5.1463,0.0162
1217.38,399.108,5.1460,0.0158
1223.31,399.608,5.1457,0.0143
1229.23,400.108,5.1454,0.0137
1235.15,400.608,5.1451,0.0128
1241.04,401.108,5.1448,0.0117
1246.92,401.608,5.1445,0.0103
1252.82,402.108,5.1442,0.0102
1258.71,402.608,5.1439,0.0091
1264.60,403.108,5.1437,0.0094
1270.52,403.608,5.1434,0.0072
1276.44,404.108,5.1440,0.0069
1282.38,404.608,5.1454,0.0063
1288.32,405.108,5.1453,0.0047
1294.29,405.608,5.1451,0.0036
1300.23,406.108,5.1453,0.0039
1306.18,406.608,5.1456,0.0027
1312.11,407.108,5.1460,0.0015
1318.04,407.608,5.1463,0.0010
1323.98,408.108,5.1461,0.0004
1329.93,408.608,5.1458,-0.0009
1335.86,409.108,5.1455,-0.0018
1341.82,409.608,5.1452,-0.0032
1347.78,410.108,5.1450,-0.0033
1353.73,410.608,5.1447,-0.0044
1359.69,411.108,5.1446,-0.0052
1365.63,411.608,5.1445,-0.0063
1371.56,412.108,5.1444,-0.0071
1377.51,412.608,5.1444,-0.0076
1383.43,413.108,5.1443,-0.0084
1389.36,413.608,5.1443,-0.0093
1395.27,414.108,5.1442,-0.0106
1401.20,414.608,5.1441,-0.0122
1407.14,415.108,5.1440,-0.0131
1413.10,415.608,5.1439,-0.0140
1419.09,416.108,5.1436,-0.0142
1425.07,416.608,5.1434,-0.0155
1431.04,417.108,5.1431,-0.0163
1437.00,417.608,5.1431,-0.0166
1442.98,418.108,5.1429,-0.0181
1448.94,418.608,5.1428,-0.0184
1454.88,419.108,5.1427,-0.0202
1460.86,419.608,5.1426,-0.0208
1466.83,420.108,5.1425,-0.0216
1472.79,420.608,5.1424,-0.0224
1478.76,421.108,5.1423,-0.0238
1484.72,421.608,5.1422,-0.0247
1490.70,422.108,5.1421,-0.0249
1496.68,422.608,5.1420,-0.0260
1502.66,423.108,5.1420,-0.0274
1508.64,423.608,5.1420,-0.0270
1514.61,424.108,5.1418,-0.0283
1520.58,424.608,5.1418,-0.0288
1526.56,425.108,5.1417,-0.0301
1532.54,425.608,5.1415,-0.0306
1538.52,426.108,5.1414,-0.0315
1544.49,426.608,5.1407,-0.0329
1550.46,427.108,5.1391,-0.0340
1556.42,427.608,5.1383,-0.0343
1562.38,428.108,5.1380,-0.0356
1568.36,428.608,5.1377,-0.0370
1574.33,429.108,5.1375,-0.0376
1580.31,429.608,5.1373,-0.0381
1586.28,430.108,5.1370,-0.0394
1592.23,430.608,5.1368,-0.0409
1598.22,431.108,5.1365,-0.0406
1604.20,431.608,5.1369,-0.0418
1610.19,432.108,5.1378,-0.0427
1616.22,432.608,5.1377,-0.0441
1622.20,433.108,5.1377,-0.0457
1628.18,433.608,5.1369,-0.0465
1634.17,434.108,5.1353,-0.0474
1640.14,434.608,5.1347,-0.0479
1646.11,435.108,5.1338,-0.0494
1652.07,435.608,5.1334,-0.0507
1658.04,436.108,5.1332,-0.0519
1664.01,436.608,5.1330,-0.0524
1669.97,437.108,5.1327,-0.0534
1675.95,437.608,5.1325,-0.0550
1681.94,438.108,5.1322,-0.0562
1687.92,438.608,5.1321,-0.0570
1693.91,439.108,5.1318,-0.0584
1699.89,439.608,5.1316,-0.0594
1705.85,440.108,5.1314,-0.0595
1711.81,440.608,5.1312,-0.0615
1717.77,441.108,5.1308,-0.0621
1723.76,441.608,5.1305,-0.0626
1729.74,442.108,5.1302,-0.0643
1735.72,442.608,5.1300,-0.0654
1741.69,443.108,5.1297,-0.0666
1747.66,443.608,5.1293,-0.0668
1753.62,444.108,5.1290,-0.0684
1759.57,444.608,5.1287,-0.0694
1765.53,445.108,5.1283,-0.0704
1771.50,445.608,5.1270,-0.0724
1777.46,446.108,5.1258,-0.0726
1783.42,446.608,5.1253,-0.0738
1789.38,447.108,5.1237,-0.0756
1795.32,447.608,5.1219,-0.0764
1801.27,448.108,5.1214,-0.0782
1807.25,448.608,5.1204,-0.0785
1813.22,449.108,5.1193,-0.0802
1819.20,449.608,5.1180,-0.0816
1825.19,450.108,5.1168,-0.0823
1831.17,450.608,5.1164,-0.0830
1837.16,451.108,5.1158,-0.0847
1843.14,451.608,5.1150,-0.0851
1849.11,452.108,5.1143,-0.0867
1855.09,452.608,5.1134,-0.0879
1861.04,453.108,5.1113,-0.0892
1867.01,453.608,5.1098,-0.0916
1873.00,454.108,5.1094,-0.0926
1878.98,454.608,5.1092,-0.0935
1885.00,455.108,5.1087,-0.0957
1890.99,455.608,5.1081,-0.0960
1896.96,456.108,5.1076,-0.0978
1902.95,456.608,5.1071,-0.0986
1908.91,457.108,5.1058,-0.1005
1914.92,457.608,5.1042,-0.1013
1920.92,458.108,5.1034,-0.1036
1926.91,458.608,5.1023,-0.1042
1932.90,459.108,5.1015,-0.1056
1938.89,459.608,5.1010,-0.1072
1944.88,460.108,5.1002,-0.1087
1950.88,460.608,5.0986,-0.1108
1956.86,461.108,5.0964,-0.1113
1962.85,461.608,5.0958,-0.1133
1968.84,462.108,5.0945,-0.1144
1974.81,462.608,5.0937,-0.1160
1980.82,463.108,5.0932,-0.1174
1986.83,463.608,5.0923,-0.1198
1992.82,464.108,5.0912,-0.1211
1998.83,464.608,5.0901,-0.1229
2004.81,465.108,5.0890,-0.1242
2010.81,465.608,5.0880,-0.1257
2016.80,466.108,5.0868,-0.1274
2022.80,466.608,5.0853,-0.1288
2028.82,467.108,5.0840,-0.1302
2034.79,467.608,5.0832,-0.1321
2040.80,468.108,5.0817,-0.1335
2046.80,468.608,5.0810,-0.1351
2052.81,469.108,5.0801,-0.1365
2058.83,469.608,5.0790,-0.1379
2064.83,470.108,5.0782,-0.1395
2070.84,470.608,5.0767,-0.1417
2076.84,471.108,5.0758,-0.1426
2082.82,471.608,5.0749,-0.1445
2088.82,472.108,5.0730,-0.1467
2094.82,472.608,5.0711,-0.1484
2100.82,473.108,5.0694,-0.1502
2106.83,473.608,5.0685,-0.1511
2112.82,474.108,5.0673,-0.1535
2118.79,474.608,5.0665,-0.1556
2124.77,475.108,5.0654,-0.1574
2130.75,475.608,5.0639,-0.1591
2136.74,476.108,5.0621,-0.1607
2142.76,476.608,5.0598,-0.1636
2148.76,477.108,5.0585,-0.1654
2154.76,477.608,5.0573,-0.1665
2160.79,478.108,5.0556,-0.1684
2166.80,478.608,5.0537,-0.1706
2172.83,479.108,5.0511,-0.1732
2178.84,479.608,5.0508,-0.1756
2184.85,480.108,5.0502,-0.1772
2190.86,480.608,5.0474,-0.1786
2196.86,481.108,5.0464,-0.1797
2202.89,481.608,5.0454,-0.1823
2208.91,482.108,5.0430,-0.1842
2214.93,482.608,5.0414,-0.1867
2220.94,483.108,5.0399,-0.1878
2226.93,483.608,5.0382,-0.1894
2232.89,484.108,5.0368,-0.1921
2238.89,484.608,5.0355,-0.1937
2244.88,485.108,5.0343,-0.1955
2250.89,485.608,5.0322,-0.1972
2256.91,486.108,5.0290,-0.1991
2262.92,486.608,5.0284,-0.2012
2268.93,487.108,5.0271,-0.2034
2274.94,487.608,5.0260,-0.2048
2280.94,488.108,5.0243,-0.2071
2286.96,488.608,5.0223,-0.2089
2292.97,489.108,5.0203,-0.2109
2298.96,489.608,5.0175,-0.2129
2304.96,490.108,5.0154,-0.2145
2310.94,490.608,5.0144,-0.2176
2316.92,491.108,5.0126,-0.2192
2322.92,491.608,5.0111,-0.2201
2328.91,492.108,5.0098,-0.2217
2334.89,492.608,5.0075,-0.2235
2340.88,493.108,5.0050,-0.2256
2346.85,493.608,5.0026,-0.2274
2352.85,494.108,5.0005,-0.2297
2358.85,494.608,4.9988,-0.2308
2364.84,495.108,4.9971,-0.2325
2370.84,495.608,4.9954,-0.2350
2376.82,496.108,4.9922,-0.2363
2382.80,496.608,4.9905,-0.2378
2388.78,497.108,4.9889,-0.2396
2394.75,497.608,4.9871,-0.2415
2400.74,498.108,4.9848,-0.2429
2406.72,498.608,4.9817,-0.2450
2412.71,499.108,4.9788,-0.2464
2418.69,499.608,4.9759,-0.2480
2424.69,500.108,4.9730,-0.2506
2430.69,500.608,4.9704,-0.2510
2436.69,501.108,4.9683,-0.2525
2442.70,501.608,4.9660,-0.2537
2448.69,502.108,4.9627,-0.2552
2454.71,502.608,4.9602,-0.2578
2460.71,503.108,4.9590,-0.2579
2466.72,503.608,4.9569,-0.2600
2472.73,504.108,4.9529,-0.2605
2478.72,504.608,4.9498,-0.2624
2484.73,505.108,4.9476,-0.2647
2490.75,505.608,4.9458,-0.2653
2496.77,506.108,4.9425,-0.2665
2502.78,506.608,4.9376,-0.2687
2508.78,507.108,4.9348,-0.2711
2514.78,507.608,4.9316,-0.2721
2520.78,508.108,4.9285,-0.2731
2526.78,508.608,4.9250,-0.2755
2532.78,509.108,4.9215,-0.2767
2538.79,509.608,4.9180,-0.2783
2544.78,510.108,4.9137,-0.2802
2550.79,510.608,4.9112,-0.2816
2556.80,511.108,4.9071,-0.2828
2562.82,511.608,4.9039,-0.2842
2568.83,512.108,4.9022,-0.2857
2574.86,512.608,4.8989,-0.2865
2580.90,513.108,4.8956,-0.2875
2586.90,513.608,4.8915,-0.2895
2592.94,514.108,4.8866,-0.2907
2598.95,514.608,4.8821,-0.2920
2604.96,515.108,4.8787,-0.2929
2610.99,515.608,4.8750,-0.2941
2616.99,516.108,4.8702,-0.2952
2622.99,516.608,4.8668,-0.2979
2629.00,517.108,4.8642,-0.2986
2635.00,517.608,4.8593,-0.3004
2641.02,518.108,4.8548,-0.3013
2647.02,518.608,4.8504,-0.3022
2653.01,519.108,4.8449,-0.3041
2659.00,519.608,4.8422,-0.3048
2664.98,520.108,4.8385,-0.3051
2670.95,520.608,4.8335,-0.3063
2676.94,521.108,4.8287,-0.3079
2682.93,521.608,4.8254,-0.3090
2688.93,522.108,4.8205,-0.3105
2694.93,522.608,4.8144,-0.3113
2700.94,523.108,4.8113,-0.3117
2706.95,523.608,4.8069,-0.3116
2712.96,524.108,4.8013,-0.3133
2718.98,524.608,4.7968,-0.3145
2725.00,525.108,4.7926,-0.3149
2731.04,525.608,4.7878,-0.3155
2737.05,526.108,4.7827,-0.3164
2743.06,526.608,4.7788,-0.3169
2749.09,527.108,4.7740,-0.3178
2755.10,527.608,4.7687,-0.3189
2761.14,528.108,4.7643,-0.3186
2767.18,528.608,4.7598,-0.3200
2773.21,529.108,4.7551,-0.3197
2779.24,529.608,4.7481,-0.3208
2785.25,530.108,4.7447,-0.3212
2791.26,530.608,4.7399,-0.3214
2797.27,531.108,4.7331,-0.3217
2803.27,531.608,4.7281,-0.3231
2809.29,532.108,4.7225,-0.3240
2815.30,532.608,4.7162,-0.3252
2821.29,533.108,4.7107,-0.3263
2827.27,533.608,4.7054,-0.3267
2833.27,534.108,4.6999,-0.3273
2839.26,534.608,4.6939,-0.3286
2845.24,535.108,4.6883,-0.3297
2851.24,535.608,4.6834,-0.3301
2857.22,536.108,4.6766,-0.3317
2863.21,536.608,4.6713,-0.3322
2869.23,537.108,4.6658,-0.3333
2875.25,537.608,4.6599,-0.3341
2881.25,538.108,4.6532,-0.3350
2887.27,538.608,4.6472,-0.3355
2893.25,539.108,4.6414,-0.3363
2899.26,539.608,4.6349,-0.3371
2905.29,540.108,4.6279,-0.3381
2911.30,540.608,4.6232,-0.3391
2917.31,541.108,4.6165,-0.3386
2923.33,541.608,4.6102,-0.3393
2929.36,542.108,4.6032,-0.3403
2935.39,542.608,4.5978,-0.3412
2941.44,543.108,4.5911,-0.3422
2947.48,543.608,4.5858,-0.3427
2953.50,544.108,4.5796,-0.3417
2959.50,544.608,4.5707,-0.3426
2965.50,545.108,4.5619,-0.3447
2971.50,545.608,4.5551,-0.3457
2977.50,546.108,4.5484,-0.3463
2983.52,546.608,4.5413,-0.3470
2989.53,547.108,4.5331,-0.3483
2995.52,547.608,4.5271,-0.3481
3001.54,548.108,4.5195,-0.3481
3007.54,548.608,4.5129,-0.3496
3013.56,549.108,4.5064,-0.3509
3019.62,549.608,4.4998,-0.3495
3025.63,550.108,4.4916,-0.3508
3031.65,550.608,4.4841,-0.3514
3037.66,551.108,4.4767,-0.3528
3043.62,551.608,4.4683,-0.3534
3049.61,552.108,4.4596,-0.3538
3055.59,552.608,4.4525,-0.3560
3061.56,553.108,4.4455,-0.3555
3067.55,553.608,4.4377,-0.3569
3073.54,554.108,4.4295,-0.3578
3079.53,554.608,4.4228,-0.3590
3085.53,555.108,4.4149,-0.3591
3091.55,555.608,4.4063,-0.3601
3097.57,556.108,4.3978,-0.3611
3103.58,556.608,4.3904,-0.3618
3109.59,557.108,4.3814,-0.3621
3115.60,557.608,4.3750,-0.3629
3121.60,558.108,4.3661,-0.3634
3127.61,558.608,4.3576,-0.3639
3133.65,559.108,4.3494,-0.3651
3139.69,559.608,4.3413,-0.3660
3145.74,560.108,4.3317,-0.3653
3151.78,560.608,4.3239,-0.3657
3157.80,561.108,4.3145,-0.3658
3163.82,561.608,4.3044,-0.3667
3169.83,562.108,4.2962,-0.3670
3175.86,562.608,4.2883,-0.3667
3181.88,563.108,4.2788,-0.3675
3187.92,563.608,4.2696,-0.3684
3193.94,564.108,4.2600,-0.3687
3199.98,564.608,4.2501,-0.3698
3206.01,565.108,4.2409,-0.3703
3212.02,565.608,4.2318,-0.3711
3218.05,566.108,4.2220,-0.3715
3224.06,566.608,4.2117,-0.3726
3230.07,567.108,4.2022,-0.3721
3236.08,567.608,4.1920,-0.3722
3242.10,568.108,4.1818,-0.3721
3248.09,568.608,4.1730,-0.3729
3254.08,569.108,4.1643,-0.3719
3260.09,569.608,4.1539,-0.3725
3266.06,570.108,4.1445,-0.3728
3272.05,570.608,4.1339,-0.3721
3278.06,571.108,4.1217,-0.3721
3284.06,571.608,4.1119,-0.3712
3290.08,572.108,4.1019,-0.3698
3296.09,572.608,4.0915,-0.3696
3302.11,573.108,4.0812,-0.3695
3308.10,573.608,4.0717,-0.3695
3314.12,574.108,4.0586,-0.3687
3320.13,574.608,4.0453,-0.3679
3326.13,575.108,4.0356,-0.3676
3332.16,575.608,4.0216,-0.3659
3338.18,576.108,4.0110,-0.3660
3344.20,576.608,4.0018,-0.3656
3350.23,577.108,3.9884,-0.3658
3356.26,577.608,3.9759,-0.3670
3362.26,578.108,3.9631,-0.3658
3368.27,578.608,3.9517,-0.3663
3374.28,579.108,3.9407,-0.3662
3380.28,579.608,3.9308,-0.3654
3386.28,580.108,3.9181,-0.3661
3392.28,580.608,3.9036,-0.3658
3398.27,581.108,3.8918,-0.3647
3404.28,581.608,3.8796,-0.3639
3410.31,582.108,3.8670,-0.3633
3416.34,582.608,3.8569,-0.3636
3422.38,583.108,3.8429,-0.3633
3428.40,583.608,3.8280,-0.3622
3434.41,584.108,3.8153,-0.3623
3440.42,584.608,3.8005,-0.3614
3446.43,585.108,3.7870,-0.3622
3452.44,585.608,3.7750,-0.3613
3458.46,586.108,3.7623,-0.3602
3464.47,586.608,3.7479,-0.3603
3470.48,587.108,3.7362,-0.3603
3476.49,587.608,3.7230,-0.3589
3482.52,588.108,3.7068,-0.3591
3488.53,588.608,3.6953,-0.3588
3494.53,589.108,3.6795,-0.3574
3500.54,589.608,3.6640,-0.3579
3506.53,590.108,3.6505,-0.3572
3512.55,590.608,3.6381,-0.3563
3518.58,591.108,3.6225,-0.3554
3524.59,591.608,3.6070,-0.3546
3530.59,592.108,3.5899,-0.3545
3536.59,592.608,3.5728,-0.3547
3542.57,593.108,3.5598,-0.3542
3548.56,593.608,3.5463,-0.3518
3554.58,594.108,3.5288,-0.3516
3560.59,594.608,3.5152,-0.3518
3566.62,595.108,3.4999,-0.3510
3572.66,595.608,3.4838,-0.3486
3578.68,596.108,3.4685,-0.3488
3584.69,596.608,3.4533,-0.3478
3590.69,597.108,3.4370,-0.3469
3596.70,597.608,3.4209,-0.3454
3602.70,598.108,3.4061,-0.3448
3608.70,598.608,3.3903,-0.3442
3614.70,599.108,3.3730,-0.3435
3620.70,599.608,3.3567,-0.3424
3626.71,600.108,3.3425,-0.3407
3632.72,600.608,3.3258,-0.3393
3638.73,601.108,3.3083,-0.3381
3644.74,601.608,3.2927,-0.3373
3650.75,602.108,3.2770,-0.3355
3656.78,602.608,3.2567,-0.3329
3662.81,603.108,3.2392,-0.3321
3668.84,603.608,3.2249,-0.3306
3674.85,604.108,3.2085,-0.3281
3680.89,604.608,3.1891,-0.3273
3686.90,605.108,3.1715,-0.3254
3692.93,605.608,3.1548,-0.3239
3698.97,606.108,3.1375,-0.3219
3704.99,606.608,3.1189,-0.3215
3711.00,607.108,3.1016,-0.3200
3717.01,607.608,3.0825,-0.3175
3723.03,608.108,3.0626,-0.3156
3729.04,608.608,3.0453,-0.3128
3735.07,609.108,3.0262,-0.3110
3741.10,609.608,3.0062,-0.3088
3747.12,610.108,2.9889,-0.3062
3753.12,610.608,2.9711,-0.3036
3759.13,611.108,2.9511,-0.3012
3765.13,611.608,2.9347,-0.2982
3771.15,612.108,2.9131,-0.2966
3777.15,612.608,2.8935,-0.2916
3783.17,613.108,2.8754,-0.2901
3789.20,613.608,2.8543,-0.2870
3795.23,614.108,2.8361,-0.2832
3801.27,614.608,2.8175,-0.2796
3807.31,615.108,2.7953,-0.2761
3813.30,615.608,2.7719,-0.2717
3819.29,616.108,2.7470,-0.2677
3825.28,616.608,2.7266,-0.2652
3831.27,617.108,2.7107,-0.2625
3837.28,617.608,2.6904,-0.2627
3843.31,618.108,2.6657,-0.2639
3849.33,618.608,2.6454,-0.2628
3855.37,619.108,2.6235,-0.2623
3861.41,619.608,2.5970,-0.2625
3867.43,620.108,2.5757,-0.2612
3873.46,620.608,2.5517,-0.2605
3879.48,621.108,2.5299,-0.2599
3885.51,621.608,2.5098,-0.2585
3891.53,622.108,2.4843,-0.2580
3897.53,622.608,2.4568,-0.2593
3903.55,623.108,2.4338,-0.2586
3909.56,623.608,2.4104,-0.2577
3915.59,624.108,2.3872,-0.2573
3921.63,624.608,2.3620,-0.2582
3927.65,625.108,2.3410,-0.2579
3933.67,625.608,2.3145,-0.2573
3939.69,626.108,2.2893,-0.2585
3945.69,626.608,2.2670,-0.2591
3951.73,627.108,2.2430,-0.2595
3957.75,627.608,2.2129,-0.2613
3963.75,628.108,2.1865,-0.2628
3969.75,628.608,2.1601,-0.2671
3975.71,629.108,2.1329,-0.2715
3981.68,629.608,2.1107,-0.2762
3987.66,630.108,2.0881,-0.2778
3993.66,630.608,2.0609,-0.2817
3999.68,631.108,2.0302,-0.2874
4005.68,631.608,2.0094,-0.2932
4011.69,632.108,1.9860,-0.2984
4017.71,632.608,1.9599,-0.3054
4023.72,633.108,1.9353,-0.3133
4029.73,633.608,1.9122,-0.3226
4035.74,634.108,1.8853,-0.3317
4041.75,634.608,1.8581,-0.3427
4047.74,635.108,1.8367,-0.3530
4053.73,635.608,1.8145,-0.3630
4059.72,636.108,1.7894,-0.3774
4065.72,636.608,1.7663,-0.3892
4071.71,637.108,1.7447,-0.4032
4077.72,637.608,1.7223,-0.4177
4083.75,638.108,1.7002,-0.4332
4089.76,638.608,1.6829,-0.4491
4095.78,639.108,1.6618,-0.4655
4101.78,639.608,1.6415,-0.4839
4107.75,640.108,1.6239,-0.5015
4113.72,640.608,1.6086,-0.5218
4119.69,641.108,1.5891,-0.5416
4125.64,641.608,1.5713,-0.5629
4131.62,642.108,1.5590,-0.5817
4137.59,642.608,1.5453,-0.6021
4143.59,643.108,1.5343,-0.6217
4149.60,643.608,1.5236,-0.6412
4155.61,644.108,1.5113,-0.6597
4161.61,644.608,1.5019,-0.6782
4167.61,645.108,1.4929,-0.6958
4173.58,645.608,1.4827,-0.7124
4179.56,646.108,1.4746,-0.7294
4185.54,646.608,1.4671,-0.7437
4191.53,647.108,1.4596,-0.7567
4197.55,647.608,1.4543,-0.7699
4203.57,648.108,1.4481,-0.7804
4209.59,648.608,1.4412,-0.7915
4215.60,649.108,1.4366,-0.8015
4221.60,649.608,1.4334,-0.8092
4227.59,650.108,1.4283,-0.8168
4233.60,650.608,1.4235,-0.8242
4239.62,651.108,1.4202,-0.8300
4245.63,651.608,1.4161,-0.8355
4251.66,652.108,1.4125,-0.8411
4257.66,652.608,1.4094,-0.8447
4263.69,653.108,1.4071,-0.8497
4269.73,653.608,1.4033,-0.8557
4275.77,654.108,1.4011,-0.8586
4281.82,654.608,1.3993,-0.8615
4287.88,655.108,1.3972,-0.8648
4293.92,655.608,1.3953,-0.8676
4299.99,656.108,1.3931,-0.8709
4306.02,656.608,1.3915,-0.8739
4312.03,657.108,1.3901,-0.8771
4318.04,657.608,1.3876,-0.8804
4324.03,658.108,1.3842,-0.8848
4330.06,658.608,1.3813,-0.8887
4336.12,659.108,1.3789,-0.8918
4342.18,659.608,1.3777,-0.8956
4348.23,660.108,1.3752,-0.8998
