Time (s),Temperature (K),Mass (mg),Heat Flow (mW/mg)
4450.53,663.637,1.2382,-0.4950
4456.57,664.137,1.2363,-0.4979
4462.61,664.637,1.2349,-0.4994
4468.63,665.137,1.2319,-0.5032
4474.63,665.637,1.2290,-0.5059
4480.64,666.137,1.2275,-0.5077
4486.66,666.637,1.2243,-0.5103
4492.72,667.137,1.2222,-0.5139
4498.76,667.637,1.2209,-0.5150
4504.82,668.137,1.2189,-0.5180
4510.87,668.637,1.2166,-0.5194
4516.89,669.137,1.2139,-0.5212
4522.90,669.637,1.2135,-0.5237
4528.94,670.137,1.2120,-0.5251
4534.96,670.637,1.2101,-0.5261
4541.00,671.137,1.2077,-0.5293
4547.02,671.637,1.2046,-0.5300
4553.03,672.137,1.2035,-0.5323
4559.03,672.637,1.2019,-0.5354
4565.01,673.137,1.1996,-0.5372
4571.03,673.637,1.1990,-0.5388
4577.04,674.137,1.1979,-0.5390
4583.04,674.637,1.1976,-0.5398
4589.05,675.137,1.1962,-0.5435
4595.03,675.637,1.1934,-0.5455
4601.01,676.137,1.1900,-0.5483
4607.00,676.637,1.1884,-0.5515
4613.00,677.137,1.1861,-0.5532
4619.02,677.637,1.1833,-0.5564
4625.05,678.137,1.1820,-0.5574
4631.11,678.637,1.1816,-0.5591
4637.14,679.137,1.1788,-0.5610
4643.20,679.637,1.1779,-0.5623
4649.27,680.137,1.1762,-0.5651
4655.30,680.637,1.1749,-0.5649
4661.34,681.137,1.1732,-0.5675
4667.38,681.637,1.1711,-0.5696
4673.39,682.137,1.1691,-0.5702
4679.41,682.637,1.1674,-0.5730
4685.42,683.137,1.1649,-0.5743
4691.41,683.637,1.1635,-0.5750
4697.42,684.137,1.1615,-0.5776
4703.41,684.637,1.1596,-0.5789
4709.43,685.137,1.1590,-0.5806
4715.45,685.637,1.1573,-0.5816
4721.46,686.137,1.1558,-0.5830
4727.49,686.637,1.1542,-0.5847
4733.51,687.137,1.1511,-0.5861
4739.53,687.637,1.1493,-0.5860
4745.56,688.137,1.1483,-0.5876
4751.58,688.637,1.1458,-0.5891
4757.58,689.137,1.1444,-0.5897
4763.61,689.637,1.1429,-0.5918
4769.63,690.137,1.1403,-0.5922
4775.66,690.637,1.1388,-0.5933
4781.69,691.137,1.1373,-0.5953
4787.73,691.637,1.1343,-0.5976
4793.75,692.137,1.1339,-0.5972
4799.77,692.637,1.1331,-0.5984
4805.79,693.137,1.1317,-0.5979
4811.79,693.637,1.1301,-0.5988
4817.80,694.137,1.1271,-0.6000
4823.79,694.637,1.1247,-0.6026
4829.76,695.137,1.1225,-0.6035
4835.74,695.637,1.1207,-0.6046
4841.73,696.137,1.1190,-0.6046
4847.74,696.637,1.1165,-0.6054
4853.76,697.137,1.1148,-0.6056
4859.79,697.637,1.1127,-0.6066
4865.84,698.137,1.1117,-0.6077
4871.87,698.637,1.1104,-0.6067
4877.90,699.137,1.1097,-0.6095
4883.92,699.637,1.1076,-0.6093
4889.95,700.137,1.1060,-0.6093
4895.98,700.637,1.1038,-0.6097
4902.00,701.137,1.1018,-0.6105
4908.05,701.637,1.1011,-0.6104
4914.09,702.137,1.0979,-0.6117
4920.14,702.637,1.0971,-0.6120
4926.20,703.137,1.0964,-0.6105
4932.24,703.637,1.0948,-0.6128
4938.27,704.137,1.0932,-0.6120
4944.28,704.637,1.0918,-0.6135
4950.29,705.137,1.0889,-0.6143
4956.29,705.637,1.0877,-0.6136
4962.30,706.137,1.0862,-0.6145
4968.33,706.637,1.0841,-0.6151
4974.35,707.137,1.0833,-0.6131
4980.38,707.637,1.0832,-0.6131
4986.39,708.137,1.0816,-0.6133
4992.39,708.637,1.0798,-0.6134
4998.40,709.137,1.0777,-0.6151
5004.42,709.637,1.0750,-0.6171
5010.47,710.137,1.0736,-0.6144
5016.51,710.637,1.0736,-0.6148
5022.55,711.137,1.0730,-0.6143
5028.56,711.637,1.0706,-0.6145
5034.58,712.137,1.0686,-0.6163
5040.59,712.637,1.0664,-0.6172
5046.61,713.137,1.0659,-0.6144
5052.63,713.637,1.0652,-0.6150
5058.65,714.137,1.0632,-0.6151
5064.65,714.637,1.0623,-0.6147
5070.65,715.137,1.0616,-0.6153
5076.65,715.637,1.0590,-0.6161
5082.66,716.137,1.0572,-0.6170
5088.68,716.637,1.0550,-0.6175
5094.73,717.137,1.0534,-0.6164
5100.79,717.637,1.0526,-0.6161
5106.82,718.137,1.0513,-0.6143
5112.86,718.637,1.0502,-0.6127
5118.88,719.137,1.0500,-0.6125
5124.91,719.637,1.0496,-0.6126
5130.94,720.137,1.0489,-0.6110
5136.97,720.637,1.0481,-0.6101
5143.00,721.137,1.0472,-0.6084
5149.01,721.637,1.0466,-0.6066
5155.01,722.137,1.0459,-0.6049
5160.99,722.637,1.0458,-0.6029
5166.96,723.137,1.0456,-0.6029
5172.95,723.637,1.0439,-0.6026
5178.92,724.137,1.0420,-0.6026
5184.91,724.637,1.0395,-0.6016
5190.88,725.137,1.0378,-0.5908
5196.85,725.637,1.0370,-0.5777
5202.84,726.137,1.0346,-0.5725
5208.87,726.637,1.0326,-0.5672
5214.93,727.137,1.0325,-0.5666
5221.00,727.637,1.0323,-0.5700
5227.06,728.137,1.0314,-0.5767
5233.10,728.637,1.0291,-0.5816
5239.12,729.137,1.0267,-0.5859
5245.15,729.637,1.0256,-0.5859
5251.19,730.137,1.0246,-0.5900
5257.23,730.637,1.0231,-0.5907
5263.30,731.137,1.0228,-0.5905
5269.34,731.637,1.0219,-0.5923
5275.38,732.137,1.0208,-0.5926
5281.41,732.637,1.0207,-0.5931
5287.41,733.137,1.0190,-0.5949
5293.41,733.637,1.0167,-0.5943
5299.41,734.137,1.0162,-0.5959
5305.43,734.637,1.0160,-0.5970
5311.44,735.137,1.0152,-0.5965
5317.41,735.637,1.0144,-0.5971
5323.42,736.137,1.0140,-0.5994
5329.43,736.637,1.0134,-0.6006
5335.48,737.137,1.0127,-0.6020
5341.57,737.637,1.0121,-0.6008
5347.61,738.137,1.0120,-0.6020
5353.66,738.637,1.0120,-0.6047
5359.67,739.137,1.0117,-0.6074
5365.67,739.637,1.0102,-0.6084
5371.69,740.137,1.0073,-0.6119
5377.67,740.637,1.0049,-0.6136
5383.71,741.137,1.0039,-0.6146
5389.77,741.637,1.0013,-0.6170
5395.83,742.137,0.9998,-0.6168
5401.90,742.637,0.9998,-0.6165
5407.92,743.137,0.9998,-0.6165
5413.93,743.637,0.9997,-0.6163
5419.95,744.137,0.9996,-0.6182
5425.98,744.637,0.9992,-0.6180
5432.03,745.137,0.9988,-0.6172
5438.08,745.637,0.9983,-0.6173
5444.11,746.137,0.9979,-0.6158
5450.13,746.637,0.9976,-0.6166
5456.12,747.137,0.9976,-0.6169
5462.13,747.637,0.9972,-0.6200
5468.14,748.137,0.9942,-0.6206
5474.17,748.637,0.9930,-0.6199
5480.21,749.137,0.9924,-0.6202
5486.22,749.637,0.9911,-0.6198
5492.23,750.137,0.9906,-0.6216
5498.24,750.637,0.9890,-0.6205
5504.24,751.137,0.9888,-0.6210
5510.23,751.637,0.9870,-0.6198
5516.23,752.137,0.9868,-0.6179
5522.24,752.637,0.9864,-0.6190
5528.26,753.137,0.9853,-0.6180
5534.30,753.637,0.9848,-0.6169
5540.34,754.137,0.9837,-0.6163
5546.37,754.637,0.9825,-0.6127
5552.38,755.137,0.9822,-0.6120
5558.39,755.637,0.9822,-0.6121
5564.37,756.137,0.9822,-0.6106
5570.37,756.637,0.9821,-0.6138
5576.36,757.137,0.9813,-0.6129
5582.37,757.637,0.9787,-0.6118
5588.39,758.137,0.9775,-0.6131
5594.41,758.637,0.9752,-0.6125
5600.44,759.137,0.9736,-0.6115
5606.48,759.637,0.9724,-0.6116
5612.52,760.137,0.9707,-0.6103
5618.59,760.637,0.9705,-0.6097
5624.64,761.137,0.9702,-0.6104
5630.69,761.637,0.9697,-0.6081
5636.74,762.137,0.9695,-0.6085
5642.77,762.637,0.9691,-0.6086
5648.80,763.137,0.9687,-0.6068
5654.83,763.637,0.9683,-0.6092
5660.85,764.137,0.9678,-0.6074
5666.83,764.637,0.9674,-0.6055
5672.81,765.137,0.9673,-0.6055
5678.79,765.637,0.9673,-0.6058
5684.76,766.137,0.9673,-0.6059
5690.74,766.637,0.9672,-0.6065
5696.73,767.137,0.9653,-0.6080
5702.72,767.637,0.9647,-0.6072
5708.71,768.137,0.9634,-0.6094
5714.72,768.637,0.9609,-0.6106
5720.74,769.137,0.9597,-0.6088
5726.77,769.637,0.9597,-0.6073
5732.83,770.137,0.9596,-0.6059
5738.87,770.637,0.9596,-0.6027
5744.92,771.137,0.9596,-0.6040
5750.97,771.637,0.9593,-0.6031
5757.00,772.137,0.9590,-0.6023
5763.02,772.637,0.9586,-0.6019
5769.04,773.137,0.9582,-0.6015
5775.04,773.637,0.9575,-0.6006
5781.03,774.137,0.9570,-0.5995
5787.03,774.637,0.9554,-0.5993
5793.04,775.137,0.9535,-0.6004
5799.05,775.637,0.9518,-0.5999
5805.07,776.137,0.9509,-0.5986
5811.08,776.637,0.9507,-0.5988
5817.10,777.137,0.9499,-0.5980
5823.13,777.637,0.9491,-0.5961
5829.14,778.137,0.9489,-0.5951
5835.18,778.637,0.9483,-0.5964
5841.18,779.137,0.9469,-0.5957
5847.19,779.637,0.9458,-0.5963
5853.19,780.137,0.9439,-0.5957
5859.21,780.637,0.9423,-0.5952
5865.25,781.137,0.9423,-0.5944
5871.27,781.637,0.9423,-0.5907
5877.31,782.137,0.9423,-0.5887
5883.34,782.637,0.9423,-0.5868
5889.33,783.137,0.9423,-0.5877
5895.33,783.637,0.9421,-0.5890
5901.31,784.137,0.9418,-0.5873
5907.30,784.637,0.9396,-0.5887
5913.31,785.137,0.9383,-0.5873
5919.33,785.637,0.9381,-0.5876
5925.35,786.137,0.9373,-0.5878
5931.36,786.637,0.9365,-0.5873
5937.36,787.137,0.9358,-0.5880
5943.37,787.637,0.9340,-0.5884
5949.40,788.137,0.9324,-0.5869
5955.45,788.637,0.9321,-0.5865
5961.50,789.137,0.9324,-0.5863
5967.57,789.637,0.9321,-0.5824
5973.60,790.137,0.9325,-0.5792
5979.61,790.637,0.9331,-0.5782
5985.63,791.137,0.9334,-0.5779
5991.63,791.637,0.9328,-0.5781
5997.65,792.137,0.9311,-0.5781
6003.68,792.637,0.9290,-0.5789
6009.70,793.137,0.9277,-0.5765
6015.73,793.637,0.9273,-0.5766
6021.75,794.137,0.9258,-0.5763
6027.79,794.637,0.9255,-0.5754
6033.82,795.137,0.9255,-0.5769
6039.84,795.637,0.9252,-0.5756
6045.86,796.137,0.9247,-0.5756
6051.86,796.637,0.9235,-0.5742
6057.86,797.137,0.9227,-0.5728
6063.85,797.637,0.9219,-0.5713
6069.85,798.137,0.9218,-0.5706
6075.86,798.637,0.9212,-0.5695
6081.88,799.137,0.9206,-0.5679
6087.90,799.637,0.9196,-0.5650
6093.91,800.137,0.9188,-0.5645
6099.91,800.637,0.9181,-0.5622
6105.90,801.137,0.9173,-0.5615
6111.90,801.637,0.9164,-0.5608
6117.91,802.137,0.9158,-0.5601
6123.92,802.637,0.9150,-0.5575
6129.95,803.137,0.9143,-0.5557
6135.96,803.637,0.9143,-0.5566
6141.97,804.137,0.9143,-0.5542
6147.98,804.637,0.9143,-0.5535
6154.00,805.137,0.9131,-0.5546
6160.02,805.637,0.9118,-0.5551
6166.02,806.137,0.9112,-0.5558
6172.03,806.637,0.9107,-0.5518
6178.03,807.137,0.9101,-0.5505
6184.03,807.637,0.9087,-0.5512
6190.03,808.137,0.9063,-0.5494
6196.06,808.637,0.9057,-0.5450
6202.08,809.137,0.9057,-0.5465
6208.11,809.637,0.9057,-0.5453
6214.13,810.137,0.9053,-0.5456
6220.14,810.637,0.9048,-0.5426
6226.18,811.137,0.9043,-0.5400
6232.20,811.637,0.9037,-0.5364
6238.23,812.137,0.9036,-0.5378
6244.27,812.637,0.9035,-0.5383
6250.29,813.137,0.9032,-0.5345
6256.29,813.637,0.9032,-0.5319
6262.31,814.137,0.9037,-0.5319
6268.31,814.637,0.9028,-0.5315
6274.30,815.137,0.9016,-0.5304
6280.33,815.637,0.9009,-0.5318
6286.34,816.137,0.8992,-0.5297
6292.36,816.637,0.8988,-0.5310
6298.38,817.137,0.8972,-0.5280
6304.40,817.637,0.8971,-0.5275
6310.41,818.137,0.8971,-0.5262
6316.43,818.637,0.8971,-0.5262
6322.45,819.137,0.8964,-0.5249
6328.47,819.637,0.8959,-0.5249
6334.49,820.137,0.8954,-0.5221
6340.50,820.637,0.8941,-0.5213
6346.51,821.137,0.8933,-0.5203
6352.53,821.637,0.8926,-0.5218
6358.53,822.137,0.8923,-0.5215
6364.53,822.637,0.8918,-0.5192
6370.55,823.137,0.8912,-0.5190
6376.56,823.637,0.8908,-0.5185
6382.59,824.137,0.8904,-0.5160
6388.62,824.637,0.8899,-0.5165
6394.64,825.137,0.8895,-0.5119
6400.64,825.637,0.8891,-0.5115
6406.66,826.137,0.8890,-0.5120
6412.67,826.637,0.8890,-0.5092
6418.71,827.137,0.8887,-0.5088
6424.76,827.637,0.8871,-0.5090
6430.81,828.137,0.8870,-0.5063
6436.84,828.637,0.8868,-0.5066
6442.88,829.137,0.8863,-0.5050
6448.90,829.637,0.8860,-0.5042
6454.91,830.137,0.8848,-0.5049
6460.93,830.637,0.8840,-0.5026
6466.94,831.137,0.8840,-0.5026
6472.93,831.637,0.8840,-0.5023
6478.93,832.137,0.8840,-0.5011
6484.92,832.637,0.8838,-0.5035
6490.89,833.137,0.8836,-0.5015
6496.88,833.637,0.8828,-0.4999
6502.89,834.137,0.8797,-0.4997
6508.91,834.637,0.8794,-0.4980
6514.93,835.137,0.8794,-0.4964
6520.95,835.637,0.8794,-0.4973
6526.95,836.137,0.8793,-0.4951
6532.96,836.637,0.8789,-0.4969
6538.99,837.137,0.8784,-0.4962
6545.02,837.637,0.8779,-0.4974
6551.06,838.137,0.8771,-0.4981
6557.11,838.637,0.8765,-0.4948
6563.16,839.137,0.8759,-0.4953
6569.20,839.637,0.8750,-0.4945
6575.23,840.137,0.8742,-0.4959
6581.26,840.637,0.8736,-0.4961
6587.27,841.137,0.8730,-0.4921
6593.30,841.637,0.8724,-0.4942
6599.32,842.137,0.8718,-0.4951
6605.33,842.637,0.8714,-0.4904
6611.35,843.137,0.8714,-0.4889
6617.35,843.637,0.8714,-0.4878
6623.35,844.137,0.8714,-0.4901
6629.34,844.637,0.8714,-0.4883
6635.33,845.137,0.8713,-0.4924
6641.33,845.637,0.8691,-0.4925
6647.34,846.137,0.8680,-0.4899
6653.34,846.637,0.8679,-0.4928
6659.34,847.137,0.8679,-0.4908
6665.35,847.637,0.8679,-0.4910
6671.37,848.137,0.8666,-0.4923
6677.37,848.637,0.8649,-0.4927
6683.39,849.137,0.8639,-0.4923
6689.40,849.637,0.8620,-0.4931
6695.43,850.137,0.8614,-0.4920
6701.46,850.637,0.8611,-0.4941
6707.48,851.137,0.8604,-0.4932
6713.52,851.637,0.8596,-0.4943
6719.54,852.137,0.8594,-0.4953
6725.56,852.637,0.8594,-0.4924
6731.58,853.137,0.8594,-0.4949
6737.59,853.637,0.8593,-0.4953
6743.60,854.137,0.8590,-0.4954
6749.62,854.637,0.8587,-0.4975
6755.63,855.137,0.8584,-0.4974
6761.66,855.637,0.8580,-0.4990
6767.68,856.137,0.8577,-0.5019
6773.70,856.637,0.8574,-0.5018
6779.72,857.137,0.8574,-0.5122
6785.73,857.637,0.8572,-0.5107
6791.77,858.137,0.8570,-0.5101
6797.82,858.637,0.8559,-0.5114
6803.86,859.137,0.8549,-0.5063
6809.91,859.637,0.8563,-0.5045
6815.93,860.137,0.8570,-0.5050
6821.96,860.637,0.8570,-0.5058
6827.97,861.137,0.8551,-0.5073
6833.99,861.637,0.8536,-0.5082
6840.01,862.137,0.8512,-0.5058
6846.03,862.637,0.8509,-0.5044
6852.06,863.137,0.8502,-0.5053
6858.09,863.637,0.8491,-0.4998
6864.12,864.137,0.8490,-0.4990
6870.15,864.637,0.8489,-0.4974
6876.17,865.137,0.8486,-0.4937
6882.19,865.637,0.8479,-0.4939
6888.22,866.137,0.8470,-0.4923
6894.23,866.637,0.8461,-0.4910
6900.24,867.137,0.8460,-0.4897
6906.23,867.637,0.8460,-0.4865
6912.22,868.137,0.8460,-0.4850
6918.22,868.637,0.8460,-0.4850
6924.23,869.137,0.8460,-0.4815
6930.25,869.637,0.8460,-0.4781
6936.25,870.137,0.8460,-0.4741
6942.23,870.637,0.8460,-0.4728
6948.24,871.137,0.8460,-0.4745
