Time (s),Temperature (K),Mass (mg),Heat Flow (W/g)
456.14,367.401,4.9796,0.62858
458.74,367.901,4.9788,0.62548
461.32,368.401,4.9782,0.62126
463.92,368.901,4.9777,0.61876
466.51,369.401,4.9770,0.6143
469.10,369.901,4.9766,0.61187
471.69,370.401,4.9760,0.6073
474.28,370.901,4.9754,0.60416
476.86,371.401,4.9750,0.60145
479.45,371.901,4.9747,0.5986
482.04,372.401,4.9744,0.59567
484.63,372.901,4.9742,0.5928
487.23,373.401,4.9739,0.59037
489.83,373.901,4.9736,0.58793
492.43,374.401,4.9734,0.58648
495.03,374.901,4.9740,0.58363
497.64,375.401,4.9748,0.58128
500.23,375.901,4.9748,0.57883
502.83,376.401,4.9748,0.57693
505.44,376.901,4.9746,0.57487
508.04,377.401,4.9745,0.57276
510.64,377.901,4.9744,0.5708
513.25,378.401,4.9743,0.56944
515.86,378.901,4.9742,0.56736
518.47,379.401,4.9741,0.56561
521.08,379.901,4.9740,0.56467
523.69,380.401,4.9739,0.56296
526.32,380.901,4.9738,0.56147
528.94,381.401,4.9738,0.56031
531.56,381.901,4.9737,0.55891
534.19,382.401,4.9735,0.55712
536.83,382.901,4.9733,0.55607
539.45,383.401,4.9731,0.55531
542.10,383.901,4.9729,0.55371
544.75,384.401,4.9727,0.55384
547.39,384.901,4.9726,0.55266
550.05,385.401,4.9724,0.5512
552.71,385.901,4.9724,0.55039
555.36,386.401,4.9723,0.54993
558.02,386.901,4.9722,0.54782
560.68,387.401,4.9721,0.54702
563.34,387.901,4.9720,0.54578
566.02,388.401,4.9720,0.54509
568.71,388.901,4.9720,0.54337
571.39,389.401,4.9719,0.54316
574.07,389.901,4.9718,0.54221
576.75,390.401,4.9718,0.54107
579.43,390.901,4.9717,0.54006
582.12,391.401,4.9716,0.53863
584.81,391.901,4.9715,0.5382
587.51,392.401,4.9715,0.53695
590.21,392.901,4.9714,0.53531
592.91,393.401,4.9713,0.53437
595.61,393.901,4.9713,0.5335
598.32,394.401,4.9712,0.53297
601.04,394.901,4.9710,0.53252
603.75,395.401,4.9709,0.53147
606.46,395.901,4.9707,0.52991
609.18,396.401,4.9705,0.52884
611.90,396.901,4.9705,0.52806
614.62,397.401,4.9704,0.5274
617.35,397.901,4.9703,0.52582
620.08,398.401,4.9702,0.52401
622.80,398.901,4.9701,0.52416
625.53,399.401,4.9701,0.52349
628.27,399.901,4.9700,0.52201
631.01,400.401,4.9699,0.52071
633.76,400.901,4.9699,0.51966
636.50,401.401,4.9698,0.51914
639.26,401.901,4.9698,0.51818
642.00,402.401,4.9701,0.51658
644.75,402.901,4.9705,0.51589
647.51,403.401,4.9706,0.51502
650.28,403.901,4.9706,0.51419
653.03,404.401,4.9706,0.51304
655.79,404.901,4.9706,0.51172
658.55,405.401,4.9706,0.50988
661.33,405.901,4.9706,0.50903
664.11,406.401,4.9707,0.50803
666.90,406.901,4.9707,0.50706
669.69,407.401,4.9710,0.50545
672.46,407.901,4.9712,0.50501
675.23,408.401,4.9724,0.50304
678.01,408.901,4.9730,0.50168
680.79,409.401,4.9733,0.50161
683.57,409.901,4.9736,0.49972
686.35,410.401,4.9736,0.49849
689.14,410.901,4.9734,0.49609
691.92,411.401,4.9735,0.49559
694.72,411.901,4.9736,0.49412
697.52,412.401,4.9737,0.49343
700.33,412.901,4.9737,0.49189
703.12,413.401,4.9736,0.49079
705.93,413.901,4.9735,0.48917
708.73,414.401,4.9733,0.48798
711.54,414.901,4.9732,0.48709
714.35,415.401,4.9730,0.48539
717.17,415.901,4.9729,0.48413
719.97,416.401,4.9727,0.48298
722.79,416.901,4.9725,0.48139
725.60,417.401,4.9724,0.47976
728.41,417.901,4.9722,0.47875
731.23,418.401,4.9721,0.47693
734.04,418.901,4.9719,0.47718
736.86,419.401,4.9717,0.47487
739.68,419.901,4.9716,0.47383
742.50,420.401,4.9714,0.47255
745.32,420.901,4.9712,0.47149
748.13,421.401,4.9711,0.46993
750.95,421.901,4.9709,0.46788
753.78,422.401,4.9707,0.46686
756.61,422.901,4.9706,0.46588
759.46,423.401,4.9705,0.4639
762.29,423.901,4.9703,0.46333
765.12,424.401,4.9702,0.46273
767.96,424.901,4.9700,0.45962
770.79,425.401,4.9698,0.45925
773.62,425.901,4.9697,0.45752
776.47,426.401,4.9695,0.45709
779.31,426.901,4.9694,0.45546
782.16,427.401,4.9692,0.45407
785.00,427.901,4.9691,0.45322
787.86,428.401,4.9689,0.45142
790.71,428.901,4.9688,0.44981
793.58,429.401,4.9686,0.45015
796.44,429.901,4.9685,0.44892
799.30,430.401,4.9683,0.44702
802.16,430.901,4.9683,0.44635
805.03,431.401,4.9681,0.44459
807.89,431.901,4.9680,0.4435
810.76,432.401,4.9678,0.44173
813.62,432.901,4.9678,0.44087
816.49,433.401,4.9676,0.43988
819.36,433.901,4.9675,0.43806
822.23,434.401,4.9674,0.43695
825.10,434.901,4.9673,0.43555
827.98,435.401,4.9672,0.43533
830.86,435.901,4.9675,0.43365
833.74,436.401,4.9676,0.43158
836.62,436.901,4.9677,0.43157
839.52,437.401,4.9683,0.42966
842.40,437.901,4.9687,0.42936
845.29,438.401,4.9689,0.4282
848.18,438.901,4.9688,0.42698
851.07,439.401,4.9687,0.42558
853.96,439.901,4.9686,0.42407
856.86,440.401,4.9684,0.42262
859.75,440.901,4.9683,0.42125
862.65,441.401,4.9672,0.41957
865.56,441.901,4.9663,0.41914
868.46,442.401,4.9659,0.41712
871.36,442.901,4.9656,0.41539
874.27,443.401,4.9651,0.41396
877.19,443.901,4.9648,0.41256
880.09,444.401,4.9644,0.41132
883.01,444.901,4.9640,0.40974
885.92,445.401,4.9636,0.40903
888.81,445.901,4.9634,0.40733
891.71,446.401,4.9633,0.40652
894.61,446.901,4.9631,0.40537
897.52,447.401,4.9630,0.40379
900.44,447.901,4.9628,0.4018
903.36,448.401,4.9626,0.40074
906.28,448.901,4.9623,0.40012
909.21,449.401,4.9621,0.39771
912.14,449.901,4.9617,0.39641
915.06,450.401,4.9615,0.3952
917.99,450.901,4.9612,0.39446
920.90,451.401,4.9609,0.3931
923.82,451.901,4.9606,0.39108
926.74,452.401,4.9603,0.39049
929.66,452.901,4.9599,0.38755
932.58,453.401,4.9593,0.38621
935.50,453.901,4.9580,0.38456
938.42,454.401,4.9569,0.38276
941.34,454.901,4.9564,0.38186
944.26,455.401,4.9563,0.37983
947.20,455.901,4.9561,0.37863
950.13,456.401,4.9560,0.37654
953.06,456.901,4.9557,0.3753
956.00,457.401,4.9555,0.37405
958.93,457.901,4.9551,0.37138
961.86,458.401,4.9544,0.37011
964.79,458.901,4.9538,0.36788
967.72,459.401,4.9529,0.36623
970.65,459.901,4.9522,0.36426
973.59,460.401,4.9515,0.36247
976.54,460.901,4.9506,0.36131
979.48,461.401,4.9494,0.35768
982.43,461.901,4.9484,0.35556
985.37,462.401,4.9480,0.35362
988.30,462.901,4.9476,0.35044
991.25,463.401,4.9469,0.34866
994.19,463.901,4.9462,0.3474
997.13,464.401,4.9456,0.34313
1000.07,464.901,4.9452,0.34107
1003.01,465.401,4.9450,0.33898
1005.96,465.901,4.9446,0.3355
1008.91,466.401,4.9441,0.33237
1011.86,466.901,4.9426,0.33038
1014.82,467.401,4.9416,0.32803
1017.77,467.901,4.9407,0.32504
1020.71,468.401,4.9403,0.32292
1023.66,468.901,4.9402,0.3199
1026.61,469.401,4.9392,0.31683
1029.56,469.901,4.9379,0.31295
1032.53,470.401,4.9370,0.3104
1035.49,470.901,4.9363,0.30776
1038.45,471.401,4.9359,0.3045
1041.41,471.901,4.9352,0.30054
1044.37,472.401,4.9342,0.29761
1047.32,472.901,4.9332,0.29385
1050.27,473.401,4.9324,0.29081
1053.25,473.901,4.9314,0.28701
1056.23,474.401,4.9299,0.28475
1059.21,474.901,4.9289,0.28079
1062.18,475.401,4.9285,0.27672
1065.16,475.901,4.9276,0.27351
1068.11,476.401,4.9268,0.27066
1071.08,476.901,4.9263,0.2667
1074.04,477.401,4.9258,0.2633
1077.01,477.901,4.9241,0.26018
1079.96,478.401,4.9224,0.25631
1082.93,478.901,4.9209,0.25268
1085.90,479.401,4.9195,0.24783
1088.86,479.901,4.9180,0.24445
1091.83,480.401,4.9169,0.2411
1094.80,480.901,4.9161,0.2375
1097.77,481.401,4.9150,0.23355
1100.73,481.901,4.9136,0.23039
1103.70,482.401,4.9125,0.22533
1106.67,482.901,4.9107,0.22177
1109.64,483.401,4.9091,0.21741
1112.60,483.901,4.9082,0.21327
1115.57,484.401,4.9065,0.20894
1118.53,484.901,4.9047,0.20485
1121.52,485.401,4.9030,0.20068
1124.50,485.901,4.9010,0.1966
1127.47,486.401,4.9001,0.19153
1130.45,486.901,4.8998,0.18795
1133.42,487.401,4.8990,0.18321
1136.39,487.901,4.8972,0.1784
1139.37,488.401,4.8957,0.17384
1142.36,488.901,4.8950,0.16984
1145.35,489.401,4.8930,0.16451
1148.33,489.901,4.8917,0.16058
1151.31,490.401,4.8904,0.15599
1154.30,490.901,4.8893,0.15228
1157.29,491.401,4.8883,0.14718
1160.28,491.901,4.8866,0.14345
1163.27,492.401,4.8848,0.13766
1166.25,492.901,4.8833,0.13374
1169.23,493.401,4.8818,0.1287
1172.22,493.901,4.8806,0.1235
1175.19,494.401,4.8788,0.1187
1178.17,494.901,4.8772,0.11451
1181.16,495.401,4.8751,0.10982
1184.15,495.901,4.8730,0.10525
1187.15,496.401,4.8724,0.0991
1190.14,496.901,4.8714,0.0949
1193.13,497.401,4.8692,0.0892
1196.11,497.901,4.8673,0.0847
1199.08,498.401,4.8653,0.0792
1202.06,498.901,4.8638,0.0746
1205.05,499.401,4.8623,0.0697
1208.03,499.901,4.8601,0.0638
1211.00,500.401,4.8583,0.0583
1213.97,500.901,4.8566,0.0533
1216.96,501.401,4.8547,0.0486
1219.94,501.901,4.8529,0.0436
1222.93,502.401,4.8499,0.0376
1225.93,502.901,4.8482,0.0329
1228.92,503.401,4.8465,0.0277
1231.90,503.901,4.8446,0.0232
1234.88,504.401,4.8427,0.0167
1237.86,504.901,4.8407,0.0112
1240.85,505.401,4.8375,0.00496
1243.84,505.901,4.8355,-0.000337
1246.82,506.401,4.8336,-0.00433
1249.81,506.901,4.8314,-0.0115
1252.78,507.401,4.8293,-0.0169
1255.76,507.901,4.8266,-0.0222
1258.75,508.401,4.8248,-0.0297
1261.72,508.901,4.8225,-0.0358
1264.72,509.401,4.8203,-0.0414
1267.72,509.901,4.8183,-0.0475
1270.71,510.401,4.8151,-0.0534
1273.69,510.901,4.8131,-0.0593
1276.66,511.401,4.8109,-0.066
1279.64,511.901,4.8088,-0.0712
1282.63,512.401,4.8057,-0.0788
1285.62,512.901,4.8038,-0.0854
1288.61,513.401,4.8005,-0.0918
1291.61,513.901,4.7980,-0.0995
1294.59,514.401,4.7947,-0.10598
1297.58,514.901,4.7927,-0.11234
1300.58,515.401,4.7898,-0.12072
1303.56,515.901,4.7868,-0.12812
1306.55,516.401,4.7836,-0.13512
1309.56,516.901,4.7805,-0.14313
1312.55,517.401,4.7770,-0.15053
1315.55,517.901,4.7745,-0.15771
1318.54,518.401,4.7705,-0.16702
1321.53,518.901,4.7684,-0.17516
1324.53,519.401,4.7647,-0.18329
1327.52,519.901,4.7612,-0.19179
1330.52,520.401,4.7580,-0.19959
1333.51,520.901,4.7533,-0.20819
1336.51,521.401,4.7503,-0.21797
1339.52,521.901,4.7471,-0.22692
1342.51,522.401,4.7447,-0.23535
1345.50,522.901,4.7417,-0.24348
1348.50,523.401,4.7381,-0.25348
1351.48,523.901,4.7344,-0.26199
1354.47,524.401,4.7306,-0.27182
1357.47,524.901,4.7268,-0.281
1360.45,525.401,4.7229,-0.29131
1363.45,525.901,4.7190,-0.30174
1366.45,526.401,4.7145,-0.31148
1369.45,526.901,4.7099,-0.32202
1372.46,527.401,4.7056,-0.33212
1375.46,527.901,4.7007,-0.34253
1378.44,528.401,4.6954,-0.35211
1381.43,528.901,4.6914,-0.36285
1384.42,529.401,4.6872,-0.37598
1387.41,529.901,4.6825,-0.38566
1390.40,530.401,4.6791,-0.39626
1393.40,530.901,4.6734,-0.40865
1396.39,531.401,4.6698,-0.41819
1399.38,531.901,4.6649,-0.42938
1402.38,532.401,4.6588,-0.44142
1405.36,532.901,4.6546,-0.45237
1408.35,533.401,4.6505,-0.46361
1411.34,533.901,4.6456,-0.47396
1414.32,534.401,4.6398,-0.4858
1417.30,534.901,4.6345,-0.49808
1420.29,535.401,4.6299,-0.50845
1423.27,535.901,4.6244,-0.5188
1426.24,536.401,4.6190,-0.53089
1429.22,536.901,4.6130,-0.54156
1432.20,537.401,4.6082,-0.55185
1435.17,537.901,4.6029,-0.56224
1438.13,538.401,4.5990,-0.57227
1441.09,538.901,4.5932,-0.58304
1444.05,539.401,4.5875,-0.59273
1447.01,539.901,4.5814,-0.60288
1449.98,540.401,4.5760,-0.61354
1452.94,540.901,4.5703,-0.62293
1455.89,541.401,4.5640,-0.63399
1458.85,541.901,4.5569,-0.64403
1461.79,542.401,4.5500,-0.65597
1464.73,542.901,4.5433,-0.66707
1467.69,543.401,4.5368,-0.67848
1470.65,543.901,4.5305,-0.6896
1473.61,544.401,4.5248,-0.70098
1476.59,544.901,4.5190,-0.71207
1479.57,545.401,4.5120,-0.72512
1482.53,545.901,4.5052,-0.73887
1485.51,546.401,4.4986,-0.752
1488.47,546.901,4.4923,-0.7644
1491.44,547.401,4.4848,-0.78015
1494.41,547.901,4.4768,-0.79561
1497.38,548.401,4.4685,-0.81145
1500.36,548.901,4.4616,-0.82594
1503.34,549.401,4.4543,-0.8444
1506.32,549.901,4.4460,-0.8609
1509.29,550.401,4.4382,-0.87831
1512.28,550.901,4.4304,-0.89623
1515.26,551.401,4.4248,-0.9128
1518.24,551.901,4.4188,-0.93168
1521.22,552.401,4.4128,-0.95017
1524.20,552.901,4.4060,-0.96713
1527.17,553.401,4.3983,-0.9868
1530.15,553.901,4.3910,-1.00782
1533.13,554.401,4.3820,-1.02751
1536.11,554.901,4.3719,-1.04745
1539.10,555.401,4.3623,-1.06869
1542.08,555.901,4.3536,-1.09105
1545.08,556.401,4.3447,-1.11365
1548.06,556.901,4.3362,-1.13795
1551.05,557.401,4.3287,-1.16098
1554.03,557.901,4.3207,-1.18615
1557.02,558.401,4.3122,-1.21142
1560.00,558.901,4.3028,-1.2379
1563.00,559.401,4.2943,-1.26429
1565.97,559.901,4.2847,-1.29285
1568.96,560.401,4.2752,-1.31902
1571.94,560.901,4.2657,-1.34665
1574.93,561.401,4.2565,-1.37517
1577.92,561.901,4.2475,-1.40327
1580.90,562.401,4.2379,-1.43059
1583.89,562.901,4.2295,-1.45929
1586.87,563.401,4.2195,-1.48843
1589.85,563.901,4.2095,-1.51748
1592.83,564.401,4.2000,-1.5469
1595.82,564.901,4.1904,-1.57751
1598.80,565.401,4.1800,-1.60648
1601.78,565.901,4.1703,-1.63775
1604.75,566.401,4.1594,-1.66888
1607.73,566.901,4.1483,-1.70223
1610.71,567.401,4.1379,-1.73594
1613.70,567.901,4.1282,-1.77033
1616.68,568.401,4.1173,-1.80427
1619.66,568.901,4.1063,-1.83995
1622.64,569.401,4.0956,-1.87685
1625.62,569.901,4.0838,-1.91283
1628.60,570.401,4.0722,-1.94934
1631.57,570.901,4.0601,-1.98669
1634.54,571.401,4.0481,-2.02426
1637.51,571.901,4.0344,-2.06263
1640.48,572.401,4.0213,-2.10117
1643.46,572.901,4.0084,-2.14093
1646.43,573.401,3.9965,-2.17871
1649.41,573.901,3.9846,-2.21765
1652.38,574.401,3.9724,-2.25677
1655.33,574.901,3.9586,-2.29775
1658.30,575.401,3.9456,-2.33786
1661.25,575.901,3.9323,-2.37709
1664.22,576.401,3.9184,-2.4197
1667.18,576.901,3.9014,-2.45966
1670.16,577.401,3.8843,-2.50154
1673.13,577.901,3.8711,-2.54331
1676.10,578.401,3.8583,-2.58379
1679.07,578.901,3.8457,-2.62514
1682.04,579.401,3.8318,-2.66731
1685.01,579.901,3.8166,-2.70886
1687.98,580.401,3.8007,-2.75217
1690.96,580.901,3.7848,-2.79353
1693.93,581.401,3.7692,-2.83478
1696.90,581.901,3.7529,-2.8764
1699.85,582.401,3.7364,-2.91907
1702.82,582.901,3.7183,-2.96218
1705.78,583.401,3.7025,-3.00566
1708.75,583.901,3.6856,-3.04945
1711.73,584.401,3.6687,-3.09366
1714.71,584.901,3.6520,-3.13618
1717.68,585.401,3.6343,-3.18185
1720.65,585.901,3.6172,-3.22751
1723.61,586.401,3.6004,-3.27402
1726.57,586.901,3.5824,-3.31809
1729.53,587.401,3.5636,-3.3646
1732.49,587.901,3.5449,-3.412
1735.46,588.401,3.5263,-3.46066
1738.41,588.901,3.5087,-3.50842
1741.37,589.401,3.4889,-3.55711
1744.32,589.901,3.4673,-3.60707
1747.27,590.401,3.4462,-3.65852
1750.22,590.901,3.4254,-3.71326
1753.17,591.401,3.4028,-3.76699
1756.12,591.901,3.3820,-3.82152
1759.06,592.401,3.3604,-3.87742
1761.99,592.901,3.3385,-3.93568
1764.93,593.401,3.3136,-3.99561
1767.84,593.901,3.2916,-4.05826
1770.76,594.401,3.2687,-4.12172
1773.67,594.901,3.2433,-4.18714
1776.55,595.401,3.2173,-4.25508
1779.43,595.901,3.1895,-4.32646
1782.30,596.401,3.1640,-4.40046
1785.14,596.901,3.1382,-4.47672
1787.98,597.401,3.1097,-4.55569
1790.81,597.901,3.0787,-4.63906
1793.62,598.401,3.0492,-4.72624
1796.42,598.901,3.0191,-4.81891
1799.20,599.401,2.9875,-4.91478
1801.96,599.901,2.9548,-5.01309
1804.69,600.401,2.9199,-5.11626
1807.42,600.901,2.8850,-5.22563
1810.12,601.401,2.8485,-5.33886
1812.81,601.901,2.8094,-5.45915
1815.49,602.401,2.7718,-5.57943
1818.16,602.901,2.7330,-5.70841
1820.82,603.401,2.6932,-5.83831
1823.48,603.901,2.6521,-5.97496
1826.14,604.401,2.6086,-6.11763
1828.82,604.901,2.5643,-6.26711
1831.50,605.401,2.5215,-6.42232
1834.21,605.901,2.4783,-6.58422
1836.96,606.401,2.4313,-6.75483
1839.76,606.901,2.3858,-6.93072
1842.62,607.401,2.3382,-7.11156
1845.57,607.901,2.2942,-7.296
1848.63,608.401,2.2504,-7.47799
1851.80,608.901,2.2077,-7.6507
1855.12,609.401,2.1652,-7.8016
1858.60,609.901,2.1267,-7.91992
1862.26,610.401,2.0907,-8.01742
1866.12,610.901,2.0593,-8.09357
1870.10,611.401,2.0286,-8.14627
1874.18,611.901,2.0012,-8.17585
1878.23,612.401,1.9788,-8.1824
1882.26,612.901,1.9647,-8.16619
1886.18,613.401,1.9533,-8.13409
1890.03,613.901,1.9416,-8.08949
1893.78,614.401,1.9293,-8.03685
1897.46,614.901,1.9192,-7.97848
1901.04,615.401,1.9087,-7.91646
1904.53,615.901,1.8974,-7.8534
1907.93,616.401,1.8876,-7.79123
1911.28,616.901,1.8775,-7.72913
1914.59,617.401,1.8692,-7.66674
1917.86,617.901,1.8634,-7.60566
1921.11,618.401,1.8566,-7.54259
1924.30,618.901,1.8498,-7.48285
1927.46,619.401,1.8432,-7.42356
1930.61,619.901,1.8366,-7.36635
1933.72,620.401,1.8314,-7.30838
1936.82,620.901,1.8259,-7.25247
1939.90,621.401,1.8197,-7.19723
1942.96,621.901,1.8133,-7.14333
1946.01,622.401,1.8081,-7.08921
1949.05,622.901,1.8028,-7.03718
1952.08,623.401,1.7967,-6.98628
1955.11,623.901,1.7905,-6.93662
1958.14,624.401,1.7832,-6.88925
1961.18,624.901,1.7774,-6.84048
1964.22,625.401,1.7713,-6.79312
1967.25,625.901,1.7654,-6.7461
1970.28,626.401,1.7594,-6.69929
1973.30,626.901,1.7542,-6.65505
1976.34,627.401,1.7491,-6.61083
1979.40,627.901,1.7452,-6.56484
1982.45,628.401,1.7411,-6.52056
1985.51,628.901,1.7366,-6.47756
1988.56,629.401,1.7318,-6.43486
1991.60,629.901,1.7267,-6.39179
1994.65,630.401,1.7226,-6.35
1997.72,630.901,1.7180,-6.30675
2000.80,631.401,1.7131,-6.26512
2003.90,631.901,1.7078,-6.22449
2007.01,632.401,1.7029,-6.18307
2010.11,632.901,1.6991,-6.1428
2013.22,633.401,1.6948,-6.10278
2016.32,633.901,1.6893,-6.06289
2019.42,634.401,1.6856,-6.02532
2022.54,634.901,1.6810,-5.98686
2025.66,635.401,1.6754,-5.94964
2028.78,635.901,1.6723,-5.91261
2031.90,636.401,1.6688,-5.87433
2035.00,636.901,1.6640,-5.83962
2038.10,637.401,1.6597,-5.80332
2041.20,637.901,1.6554,-5.76789
2044.29,638.401,1.6516,-5.73425
2047.40,638.901,1.6481,-5.69826
2050.50,639.401,1.6439,-5.6651
2053.60,639.901,1.6397,-5.63131
2056.70,640.401,1.6350,-5.59898
2059.78,640.901,1.6306,-5.56659
2062.86,641.401,1.6254,-5.53665
2065.94,641.901,1.6203,-5.50796
2069.01,642.401,1.6157,-5.47748
2072.09,642.901,1.6112,-5.44967
2075.16,643.401,1.6066,-5.42202
2078.23,643.901,1.6011,-5.39454
2081.29,644.401,1.5965,-5.36838
2084.34,644.901,1.5916,-5.34136
2087.40,645.401,1.5869,-5.31499
2090.44,645.901,1.5829,-5.29136
2093.49,646.401,1.5787,-5.26576
2096.53,646.901,1.5746,-5.2426
2099.57,647.401,1.5705,-5.21848
2102.61,647.901,1.5665,-5.19635
2105.64,648.401,1.5632,-5.17267
2108.66,648.901,1.5590,-5.15155
2111.68,649.401,1.5548,-5.13089
2114.68,649.901,1.5500,-5.10973
2117.69,650.401,1.5463,-5.09032
2120.70,650.901,1.5421,-5.06911
2123.71,651.401,1.5384,-5.04984
2126.73,651.901,1.5339,-5.03062
2129.73,652.401,1.5307,-5.01306
2132.74,652.901,1.5259,-4.99419
2135.75,653.401,1.5221,-4.97925
2138.74,653.901,1.5172,-4.96352
2141.74,654.401,1.5125,-4.94644
2144.73,654.901,1.5078,-4.93226
2147.72,655.401,1.5042,-4.91848
2150.71,655.901,1.4995,-4.90597
2153.71,656.401,1.4943,-4.89406
2156.71,656.901,1.4887,-4.88054
2159.72,657.401,1.4851,-4.8699
2162.71,657.901,1.4809,-4.85818
2165.71,658.401,1.4765,-4.84961
2168.72,658.901,1.4720,-4.83899
2171.71,659.401,1.4676,-4.82985
2174.71,659.901,1.4624,-4.82113
2177.71,660.401,1.4595,-4.81521
2180.70,660.901,1.4552,-4.80735
2183.70,661.401,1.4507,-4.80197
2186.71,661.901,1.4456,-4.79327
2189.72,662.401,1.4423,-4.79226
2192.73,662.901,1.4376,-4.7875
2195.74,663.401,1.4330,-4.78261
2198.75,663.901,1.4303,-4.77747
2201.75,664.401,1.4253,-4.77393
2204.75,664.901,1.4223,-4.77237
2207.76,665.401,1.4174,-4.76978
2210.76,665.901,1.4142,-4.76755
2213.78,666.401,1.4096,-4.76641
2216.79,666.901,1.4053,-4.76704
2219.81,667.401,1.4021,-4.76689
2222.82,667.901,1.3979,-4.7668
