Time (s),Temperature (K),Mass (mg),Heat Flow (mW/mg)
0.00,302.017,4.8505,-0.0395
31.59,302.517,4.8461,0.0143
37.61,303.017,4.8410,0.0421
41.78,303.517,4.8353,0.0591
45.10,304.017,4.8304,0.0731
47.82,304.517,4.8251,0.0813
50.15,305.017,4.8203,0.0840
52.24,305.517,4.8155,0.0867
54.11,306.017,4.8110,0.0876
55.84,306.517,4.8066,0.0869
57.41,307.017,4.8022,0.0851
58.90,307.517,4.7979,0.0807
60.28,308.017,4.7936,0.0770
61.58,308.517,4.7891,0.0731
62.80,309.017,4.7849,0.0671
63.98,309.517,4.7807,0.0609
65.10,310.017,4.7767,0.0544
66.16,310.517,4.7726,0.0474
67.19,311.017,4.7688,0.0397
68.18,311.517,4.7649,0.0333
69.14,312.017,4.7614,0.0260
70.07,312.517,4.7579,0.0183
70.97,313.017,4.7545,0.0101
71.83,313.517,4.7511,0.0021
72.68,314.017,4.7479,-0.0060
73.51,314.517,4.7451,-0.0133
74.32,315.017,4.7421,-0.0225
75.10,315.517,4.7392,-0.0303
75.86,316.017,4.7364,-0.0387
76.61,316.517,4.7337,-0.0455
77.33,317.017,4.7311,-0.0546
78.05,317.517,4.7286,-0.0623
78.76,318.017,4.7263,-0.0706
79.44,318.517,4.7240,-0.0800
80.13,319.017,4.7216,-0.0874
80.80,319.517,4.7196,-0.0947
81.45,320.017,4.7177,-0.1023
82.10,320.517,4.7156,-0.1107
82.74,321.017,4.7137,-0.1187
83.37,321.517,4.7119,-0.1251
83.99,322.017,4.7101,-0.1328
84.60,322.517,4.7085,-0.1404
85.20,323.017,4.7070,-0.1481
85.80,323.517,4.7054,-0.1555
86.38,324.017,4.7039,-0.1628
86.97,324.517,4.7024,-0.1700
87.54,325.017,4.7011,-0.1774
88.11,325.517,4.6999,-0.1849
88.68,326.017,4.6987,-0.1911
89.24,326.517,4.6975,-0.1975
89.79,327.017,4.6963,-0.2043
90.33,327.517,4.6953,-0.2090
90.88,328.017,4.6942,-0.2165
91.41,328.517,4.6933,-0.2220
91.95,329.017,4.6923,-0.2265
92.48,329.517,4.6914,-0.2323
93.00,330.017,4.6905,-0.2375
93.53,330.517,4.6898,-0.2423
94.05,331.017,4.6890,-0.2473
94.56,331.517,4.6882,-0.2520
95.07,332.017,4.6875,-0.2565
95.57,332.517,4.6867,-0.2610
96.08,333.017,4.6860,-0.2645
96.58,333.517,4.6853,-0.2670
97.07,334.017,4.6847,-0.2704
97.57,334.517,4.6841,-0.2744
98.06,335.017,4.6835,-0.2770
98.55,335.517,4.6830,-0.2808
99.04,336.017,4.6825,-0.2846
99.52,336.517,4.6820,-0.2855
100.00,337.017,4.6814,-0.2871
100.48,337.517,4.6810,-0.2886
100.96,338.017,4.6805,-0.2903
101.44,338.517,4.6801,-0.2922
101.92,339.017,4.6798,-0.2938
102.39,339.517,4.6794,-0.2942
102.87,340.017,4.6791,-0.2946
103.34,340.517,4.6788,-0.2950
103.81,341.017,4.6785,-0.2963
104.27,341.517,4.6782,-0.2966
104.74,342.017,4.6779,-0.2968
105.20,342.517,4.6777,-0.2966
105.67,343.017,4.6775,-0.2962
106.13,343.517,4.6774,-0.2959
106.60,344.017,4.6772,-0.2937
107.06,344.517,4.6771,-0.2923
107.52,345.017,4.6770,-0.2908
107.98,345.517,4.6769,-0.2898
108.44,346.017,4.6768,-0.2881
108.90,346.517,4.6767,-0.2842
109.35,347.017,4.6766,-0.2822
109.81,347.517,4.6766,-0.2813
110.27,348.017,4.6766,-0.2789
110.72,348.517,4.6766,-0.2760
111.18,349.017,4.6766,-0.2716
111.63,349.517,4.6766,-0.2679
112.09,350.017,4.6766,-0.2646
112.54,350.517,4.6767,-0.2609
113.00,351.017,4.6768,-0.2573
113.45,351.517,4.6769,-0.2536
113.91,352.017,4.6770,-0.2486
114.36,352.517,4.6771,-0.2446
114.81,353.017,4.6772,-0.2408
115.26,353.517,4.6773,-0.2366
115.72,354.017,4.6775,-0.2317
116.17,354.517,4.6776,-0.2271
116.62,355.017,4.6778,-0.2227
117.07,355.517,4.6780,-0.2176
117.53,356.017,4.6782,-0.2122
117.98,356.517,4.6784,-0.2061
118.43,357.017,4.6786,-0.1995
118.88,357.517,4.6788,-0.1935
119.33,358.017,4.6790,-0.1867
119.78,358.517,4.6792,-0.1792
120.23,359.017,4.6795,-0.1704
120.68,359.517,4.6797,-0.1625
121.13,360.017,4.6800,-0.1545
121.59,360.517,4.6803,-0.1461
122.04,361.017,4.6806,-0.1374
122.49,361.517,4.6809,-0.1289
122.95,362.017,4.6812,-0.1207
123.40,362.517,4.6815,-0.1119
123.85,363.017,4.6819,-0.1024
124.31,363.517,4.6822,-0.0937
124.76,364.017,4.6826,-0.0853
125.22,364.517,4.6829,-0.0773
125.67,365.017,4.6833,-0.0686
126.13,365.517,4.6837,-0.0594
126.58,366.017,4.6841,-0.0501
127.04,366.517,4.6845,-0.0406
127.50,367.017,4.6849,-0.0302
127.95,367.517,4.6853,-0.0199
128.41,368.017,4.6857,-0.0112
128.87,368.517,4.6862,-0.0024
129.33,369.017,4.6866,0.0071
129.80,369.517,4.6871,0.0167
130.26,370.017,4.6876,0.0274
130.72,370.517,4.6881,0.0377
131.19,371.017,4.6886,0.0477
131.66,371.517,4.6891,0.0578
132.12,372.017,4.6896,0.0685
132.59,372.517,4.6901,0.0794
133.06,373.017,4.6907,0.0899
133.53,373.517,4.6912,0.0993
134.00,374.017,4.6917,0.1098
134.47,374.517,4.6923,0.1215
134.94,375.017,4.6928,0.1327
135.42,375.517,4.6934,0.1434
135.89,376.017,4.6940,0.1546
136.37,376.517,4.6946,0.1662
136.85,377.017,4.6952,0.1775
137.32,377.517,4.6958,0.1883
137.80,378.017,4.6964,0.1982
138.28,378.517,4.6970,0.2089
138.76,379.017,4.6976,0.2200
139.25,379.517,4.6983,0.2314
139.73,380.017,4.6989,0.2424
140.22,380.517,4.6995,0.2537
140.71,381.017,4.7002,0.2648
141.20,381.517,4.7008,0.2766
141.69,382.017,4.7014,0.2877
142.18,382.517,4.7020,0.2989
142.68,383.017,4.7026,0.3099
143.17,383.517,4.7032,0.3211
143.66,384.017,4.7038,0.3306
144.16,384.517,4.7043,0.3403
144.66,385.017,4.7049,0.3515
145.16,385.517,4.7055,0.3629
145.66,386.017,4.7060,0.3736
146.16,386.517,4.7066,0.3838
146.67,387.017,4.7071,0.3946
147.17,387.517,4.7076,0.4056
147.68,388.017,4.7082,0.4160
148.19,388.517,4.7087,0.4267
148.70,389.017,4.7091,0.4364
149.20,389.517,4.7096,0.4466
149.71,390.017,4.7101,0.4557
150.23,390.517,4.7106,0.4651
150.74,391.017,4.7110,0.4755
151.26,391.517,4.7115,0.4855
151.78,392.017,4.7119,0.4949
152.30,392.517,4.7123,0.5046
152.82,393.017,4.7127,0.5137
153.34,393.517,4.7131,0.5228
153.86,394.017,4.7135,0.5325
154.39,394.517,4.7139,0.5415
154.91,395.017,4.7143,0.5506
155.44,395.517,4.7147,0.5600
155.96,396.017,4.7150,0.5694
156.49,396.517,4.7154,0.5781
157.02,397.017,4.7157,0.5862
157.55,397.517,4.7161,0.5956
158.08,398.017,4.7164,0.6043
158.61,398.517,4.7168,0.6128
159.14,399.017,4.7171,0.6213
159.68,399.517,4.7174,0.6295
160.21,400.017,4.7178,0.6379
160.75,400.517,4.7181,0.6467
161.29,401.017,4.7184,0.6532
161.83,401.517,4.7188,0.6617
162.37,402.017,4.7191,0.6697
162.91,402.517,4.7194,0.6783
163.45,403.017,4.7198,0.6866
164.00,403.517,4.7201,0.6951
164.55,404.017,4.7205,0.7033
165.09,404.517,4.7208,0.7114
165.64,405.017,4.7212,0.7193
166.19,405.517,4.7216,0.7269
166.74,406.017,4.7219,0.7339
167.29,406.517,4.7223,0.7418
167.85,407.017,4.7227,0.7498
168.40,407.517,4.7230,0.7584
168.95,408.017,4.7234,0.7652
169.51,408.517,4.7238,0.7718
170.07,409.017,4.7242,0.7782
170.62,409.517,4.7245,0.7861
171.18,410.017,4.7249,0.7941
171.74,410.517,4.7253,0.8002
172.30,411.017,4.7257,0.8083
172.86,411.517,4.7260,0.8155
173.42,412.017,4.7264,0.8228
173.98,412.517,4.7267,0.8297
174.54,413.017,4.7271,0.8366
175.11,413.517,4.7274,0.8433
175.67,414.017,4.7278,0.8503
176.24,414.517,4.7281,0.8571
176.81,415.017,4.7284,0.8633
177.38,415.517,4.7288,0.8692
177.94,416.017,4.7291,0.8755
178.51,416.517,4.7294,0.8815
179.09,417.017,4.7297,0.8876
179.66,417.517,4.7300,0.8935
180.23,418.017,4.7303,0.8999
180.80,418.517,4.7307,0.9061
181.37,419.017,4.7310,0.9118
181.95,419.517,4.7313,0.9173
182.52,420.017,4.7316,0.9232
183.10,420.517,4.7319,0.9287
183.67,421.017,4.7322,0.9344
184.25,421.517,4.7325,0.9398
184.83,422.017,4.7328,0.9444
185.41,422.517,4.7331,0.9496
185.99,423.017,4.7333,0.9546
186.57,423.517,4.7336,0.9597
187.15,424.017,4.7339,0.9648
187.73,424.517,4.7342,0.9694
188.31,425.017,4.7345,0.9738
188.89,425.517,4.7348,0.9785
189.47,426.017,4.7351,0.9828
190.06,426.517,4.7354,0.9875
190.64,427.017,4.7357,0.9914
191.22,427.517,4.7360,0.9955
191.81,428.017,4.7363,0.9994
192.39,428.517,4.7366,1.0029
192.98,429.017,4.7369,1.0069
193.56,429.517,4.7372,1.0103
194.15,430.017,4.7375,1.0124
194.73,430.517,4.7378,1.0160
195.32,431.017,4.7381,1.0197
195.90,431.517,4.7384,1.0235
196.49,432.017,4.7387,1.0267
197.08,432.517,4.7390,1.0291
197.66,433.017,4.7393,1.0318
198.25,433.517,4.7396,1.0344
198.83,434.017,4.7399,1.0371
199.42,434.517,4.7402,1.0400
200.01,435.017,4.7405,1.0427
200.60,435.517,4.7408,1.0454
201.18,436.017,4.7410,1.0479
201.77,436.517,4.7413,1.0498
202.36,437.017,4.7416,1.0514
202.95,437.517,4.7419,1.0532
203.53,438.017,4.7422,1.0550
204.12,438.517,4.7425,1.0565
204.71,439.017,4.7428,1.0568
205.29,439.517,4.7431,1.0577
205.88,440.017,4.7434,1.0593
206.46,440.517,4.7437,1.0610
207.05,441.017,4.7439,1.0623
207.63,441.517,4.7442,1.0625
208.22,442.017,4.7445,1.0632
208.80,442.517,4.7447,1.0639
209.39,443.017,4.7450,1.0644
209.97,443.517,4.7452,1.0643
210.55,444.017,4.7455,1.0647
211.14,444.517,4.7457,1.0648
211.72,445.017,4.7459,1.0647
212.30,445.517,4.7462,1.0648
212.88,446.017,4.7464,1.0649
213.46,446.517,4.7466,1.0646
214.04,447.017,4.7468,1.0642
214.62,447.517,4.7469,1.0638
215.20,448.017,4.7471,1.0631
215.78,448.517,4.7473,1.0625
216.35,449.017,4.7474,1.0622
216.93,449.517,4.7476,1.0617
217.50,450.017,4.7478,1.0610
218.07,450.517,4.7479,1.0592
218.65,451.017,4.7480,1.0581
219.22,451.517,4.7482,1.0567
219.79,452.017,4.7483,1.0563
220.36,452.517,4.7484,1.0547
220.93,453.017,4.7485,1.0526
221.50,453.517,4.7486,1.0513
222.07,454.017,4.7487,1.0502
222.64,454.517,4.7488,1.0485
223.21,455.017,4.7489,1.0473
223.77,455.517,4.7490,1.0458
224.34,456.017,4.7491,1.0439
224.91,456.517,4.7492,1.0430
225.47,457.017,4.7493,1.0415
226.03,457.517,4.7494,1.0401
226.59,458.017,4.7495,1.0378
227.15,458.517,4.7496,1.0361
227.71,459.017,4.7497,1.0347
228.27,459.517,4.7499,1.0336
228.83,460.017,4.7500,1.0318
229.39,460.517,4.7501,1.0306
229.95,461.017,4.7503,1.0286
230.50,461.517,4.7504,1.0266
231.05,462.017,4.7506,1.0245
231.61,462.517,4.7507,1.0227
232.16,463.017,4.7509,1.0206
232.71,463.517,4.7510,1.0181
233.26,464.017,4.7512,1.0158
233.81,464.517,4.7513,1.0134
234.35,465.017,4.7515,1.0106
234.90,465.517,4.7516,1.0078
235.45,466.017,4.7517,1.0047
235.99,466.517,4.7518,1.0019
236.54,467.017,4.7519,0.9993
237.09,467.517,4.7520,0.9961
237.63,468.017,4.7521,0.9935
238.17,468.517,4.7522,0.9890
238.71,469.017,4.7523,0.9846
239.25,469.517,4.7523,0.9812
239.79,470.017,4.7524,0.9779
240.33,470.517,4.7524,0.9741
240.87,471.017,4.7524,0.9715
241.40,471.517,4.7525,0.9671
241.94,472.017,4.7525,0.9626
242.47,472.517,4.7525,0.9581
243.01,473.017,4.7525,0.9538
243.54,473.517,4.7525,0.9494
244.07,474.017,4.7525,0.9449
244.60,474.517,4.7525,0.9405
245.13,475.017,4.7525,0.9361
245.67,475.517,4.7525,0.9307
246.20,476.017,4.7525,0.9240
246.72,476.517,4.7525,0.9203
247.25,477.017,4.7525,0.9158
247.78,477.517,4.7525,0.9092
248.30,478.017,4.7525,0.9034
248.83,478.517,4.7525,0.8978
249.35,479.017,4.7525,0.8924
249.87,479.517,4.7525,0.8857
250.39,480.017,4.7524,0.8793
250.92,480.517,4.7524,0.8728
251.43,481.017,4.7523,0.8663
251.95,481.517,4.7523,0.8606
252.47,482.017,4.7522,0.8541
252.99,482.517,4.7522,0.8476
253.51,483.017,4.7521,0.8404
254.03,483.517,4.7520,0.8326
254.54,484.017,4.7519,0.8245
255.06,484.517,4.7517,0.8166
255.58,485.017,4.7516,0.8086
256.09,485.517,4.7514,0.8009
256.61,486.017,4.7513,0.7932
257.12,486.517,4.7511,0.7852
257.63,487.017,4.7509,0.7770
258.15,487.517,4.7507,0.7681
258.66,488.017,4.7504,0.7595
259.17,488.517,4.7502,0.7493
259.68,489.017,4.7499,0.7402
260.19,489.517,4.7497,0.7303
260.69,490.017,4.7494,0.7208
261.20,490.517,4.7491,0.7113
261.71,491.017,4.7488,0.7014
262.21,491.517,4.7485,0.6920
262.71,492.017,4.7481,0.6819
263.22,492.517,4.7478,0.6716
263.72,493.017,4.7474,0.6596
264.23,493.517,4.7471,0.6494
264.73,494.017,4.7467,0.6390
265.24,494.517,4.7463,0.6277
265.74,495.017,4.7459,0.6163
266.25,495.517,4.7455,0.6051
