Time (s),Temperature (K),Mass (mg),Heat Flow (mW/mg)
380.41,407.780,4.8322,1.0772
381.68,408.280,4.8322,1.0761
382.95,408.780,4.8323,1.0775
384.21,409.280,4.8324,1.0770
385.47,409.780,4.8325,1.0772
386.74,410.280,4.8326,1.0773
388.00,410.780,4.8326,1.0773
389.26,411.280,4.8324,1.0767
390.52,411.780,4.8323,1.0764
391.77,412.280,4.8322,1.0769
393.02,412.780,4.8320,1.0773
394.28,413.280,4.8319,1.0776
395.53,413.780,4.8319,1.0774
396.79,414.280,4.8320,1.0784
398.04,414.780,4.8323,1.0792
399.30,415.280,4.8326,1.0802
400.55,415.780,4.8329,1.0804
401.80,416.280,4.8331,1.0804
403.05,416.780,4.8332,1.0811
404.30,417.280,4.8333,1.0811
405.55,417.780,4.8334,1.0822
406.80,418.280,4.8336,1.0827
408.05,418.780,4.8336,1.0834
409.30,419.280,4.8336,1.0844
410.55,419.780,4.8338,1.0855
411.80,420.280,4.8340,1.0867
413.04,420.780,4.8342,1.0863
414.29,421.280,4.8344,1.0867
415.55,421.780,4.8346,1.0877
416.81,422.280,4.8349,1.0887
418.06,422.780,4.8350,1.0893
419.31,423.280,4.8350,1.0894
420.56,423.780,4.8349,1.0899
421.81,424.280,4.8349,1.0919
423.07,424.780,4.8348,1.0920
424.33,425.280,4.8348,1.0919
425.59,425.780,4.8347,1.0927
426.84,426.280,4.8346,1.0936
428.10,426.780,4.8345,1.0944
429.36,427.280,4.8344,1.0948
430.61,427.780,4.8343,1.0954
431.86,428.280,4.8343,1.0954
433.12,428.780,4.8341,1.0967
434.38,429.280,4.8341,1.0971
435.64,429.780,4.8340,1.0974
436.90,430.280,4.8340,1.0979
438.17,430.780,4.8339,1.0987
439.43,431.280,4.8338,1.0992
440.70,431.780,4.8338,1.0998
441.96,432.280,4.8337,1.0994
443.23,432.780,4.8337,1.1002
444.50,433.280,4.8336,1.1007
445.77,433.780,4.8335,1.1022
447.03,434.280,4.8335,1.1018
448.31,434.780,4.8334,1.1017
449.58,435.280,4.8334,1.1021
450.86,435.780,4.8334,1.1031
452.14,436.280,4.8333,1.1036
453.42,436.780,4.8333,1.1037
454.70,437.280,4.8332,1.1042
455.98,437.780,4.8332,1.1042
457.27,438.280,4.8332,1.1043
458.56,438.780,4.8332,1.1049
459.85,439.280,4.8331,1.1056
461.13,439.780,4.8331,1.1055
462.42,440.280,4.8331,1.1054
463.72,440.780,4.8331,1.1060
465.01,441.280,4.8330,1.1058
466.30,441.780,4.8330,1.1059
467.59,442.280,4.8330,1.1055
468.89,442.780,4.8330,1.1058
470.19,443.280,4.8330,1.1065
471.49,443.780,4.8330,1.1066
472.80,444.280,4.8330,1.1064
474.10,444.780,4.8330,1.1060
475.41,445.280,4.8329,1.1060
476.71,445.780,4.8329,1.1069
478.02,446.280,4.8329,1.1064
479.33,446.780,4.8329,1.1071
480.64,447.280,4.8329,1.1070
481.95,447.780,4.8329,1.1069
483.27,448.280,4.8329,1.1076
484.58,448.780,4.8329,1.1073
485.90,449.280,4.8329,1.1071
487.22,449.780,4.8329,1.1074
488.54,450.280,4.8329,1.1079
489.86,450.780,4.8329,1.1080
491.18,451.280,4.8329,1.1081
492.50,451.780,4.8329,1.1083
493.82,452.280,4.8329,1.1082
495.14,452.780,4.8329,1.1073
496.45,453.280,4.8329,1.1075
497.76,453.780,4.8328,1.1077
499.10,454.280,4.8328,1.1072
500.43,454.780,4.8329,1.1060
501.78,455.280,4.8330,1.1067
503.13,455.780,4.8330,1.1066
504.48,456.280,4.8326,1.1054
505.81,456.780,4.8317,1.1048
507.15,457.280,4.8312,1.1034
508.48,457.780,4.8310,1.1023
509.82,458.280,4.8309,1.1011
511.16,458.780,4.8309,1.1006
512.50,459.280,4.8309,1.0989
513.85,459.780,4.8308,1.0985
515.20,460.280,4.8309,1.0965
516.55,460.780,4.8309,1.0943
517.90,461.280,4.8308,1.0921
519.25,461.780,4.8308,1.0913
520.60,462.280,4.8306,1.0896
521.94,462.780,4.8298,1.0868
523.29,463.280,4.8292,1.0855
524.64,463.780,4.8289,1.0844
525.99,464.280,4.8287,1.0817
527.34,464.780,4.8284,1.0784
528.70,465.280,4.8283,1.0773
530.05,465.780,4.8281,1.0754
531.41,466.280,4.8280,1.0724
532.76,466.780,4.8278,1.0693
534.12,467.280,4.8274,1.0670
535.48,467.780,4.8270,1.0642
536.84,468.280,4.8263,1.0613
538.20,468.780,4.8256,1.0597
539.56,469.280,4.8251,1.0562
540.93,469.780,4.8249,1.0531
542.29,470.280,4.8247,1.0501
543.66,470.780,4.8247,1.0471
545.02,471.280,4.8246,1.0434
546.39,471.780,4.8243,1.0405
547.75,472.280,4.8237,1.0369
549.12,472.780,4.8232,1.0339
550.48,473.280,4.8227,1.0296
551.85,473.780,4.8221,1.0256
553.22,474.280,4.8215,1.0219
554.59,474.780,4.8210,1.0190
555.96,475.280,4.8208,1.0149
557.33,475.780,4.8205,1.0110
558.70,476.280,4.8201,1.0061
560.08,476.780,4.8195,1.0032
561.46,477.280,4.8188,0.9983
562.83,477.780,4.8182,0.9932
564.22,478.280,4.8176,0.9887
565.59,478.780,4.8174,0.9846
566.97,479.280,4.8172,0.9808
568.35,479.780,4.8169,0.9759
569.73,480.280,4.8165,0.9706
571.11,480.780,4.8162,0.9664
572.48,481.280,4.8156,0.9604
573.86,481.780,4.8151,0.9552
575.24,482.280,4.8140,0.9514
576.61,482.780,4.8130,0.9457
577.99,483.280,4.8120,0.9399
579.37,483.780,4.8102,0.9349
580.76,484.280,4.8090,0.9297
582.14,484.780,4.8084,0.9251
583.53,485.280,4.8079,0.9192
584.91,485.780,4.8073,0.9131
586.30,486.280,4.8066,0.9069
587.69,486.780,4.8060,0.9011
589.07,487.280,4.8051,0.8956
590.46,487.780,4.8043,0.8895
591.85,488.280,4.8034,0.8839
593.23,488.780,4.8022,0.8781
594.61,489.280,4.8009,0.8721
596.01,489.780,4.8002,0.8644
597.39,490.280,4.7999,0.8581
598.78,490.780,4.7993,0.8528
600.17,491.280,4.7985,0.8461
601.56,491.780,4.7979,0.8395
602.96,492.280,4.7973,0.8326
604.35,492.780,4.7962,0.8274
605.74,493.280,4.7948,0.8204
607.12,493.780,4.7937,0.8138
608.51,494.280,4.7926,0.8068
609.91,494.780,4.7915,0.7993
611.30,495.280,4.7900,0.7927
612.69,495.780,4.7884,0.7865
614.09,496.280,4.7879,0.7802
615.49,496.780,4.7870,0.7726
616.89,497.280,4.7857,0.7652
618.28,497.780,4.7839,0.7589
619.68,498.280,4.7825,0.7501
621.07,498.780,4.7815,0.7442
622.47,499.280,4.7804,0.7374
623.86,499.780,4.7794,0.7308
625.25,500.280,4.7769,0.7234
626.65,500.780,4.7764,0.7163
628.04,501.280,4.7748,0.7097
629.44,501.780,4.7733,0.7025
630.84,502.280,4.7721,0.6956
632.24,502.780,4.7714,0.6887
633.64,503.280,4.7694,0.6822
635.04,503.780,4.7684,0.6752
636.44,504.280,4.7676,0.6681
637.85,504.780,4.7666,0.6622
639.25,505.280,4.7654,0.6549
640.66,505.780,4.7638,0.6476
642.06,506.280,4.7619,0.6412
643.47,506.780,4.7603,0.6342
644.87,507.280,4.7585,0.6260
646.28,507.780,4.7559,0.6205
647.68,508.280,4.7549,0.6134
649.08,508.780,4.7531,0.6058
650.49,509.280,4.7516,0.5987
651.90,509.780,4.7490,0.5915
653.31,510.280,4.7477,0.5859
654.72,510.780,4.7467,0.5785
656.13,511.280,4.7447,0.5722
657.54,511.780,4.7437,0.5658
658.96,512.280,4.7422,0.5596
660.37,512.780,4.7398,0.5532
661.78,513.280,4.7391,0.5472
663.20,513.780,4.7371,0.5404
664.61,514.280,4.7352,0.5344
666.02,514.780,4.7321,0.5285
667.43,515.280,4.7314,0.5225
668.85,515.780,4.7296,0.5172
670.27,516.280,4.7276,0.5106
671.69,516.780,4.7254,0.5038
673.11,517.280,4.7235,0.4982
674.53,517.780,4.7219,0.4944
675.95,518.280,4.7204,0.4878
677.37,518.780,4.7179,0.4824
678.79,519.280,4.7161,0.4771
680.21,519.780,4.7129,0.4713
681.63,520.280,4.7114,0.4672
683.06,520.780,4.7093,0.4614
684.48,521.280,4.7070,0.4572
685.91,521.780,4.7051,0.4513
687.34,522.280,4.7032,0.4471
688.76,522.780,4.7013,0.4411
690.19,523.280,4.6993,0.4366
691.62,523.780,4.6971,0.4322
693.05,524.280,4.6956,0.4278
694.47,524.780,4.6933,0.4247
695.91,525.280,4.6906,0.4197
697.34,525.780,4.6887,0.4159
698.77,526.280,4.6862,0.4111
700.20,526.780,4.6830,0.4068
701.63,527.280,4.6814,0.4022
703.06,527.780,4.6797,0.3983
704.50,528.280,4.6769,0.3950
705.93,528.780,4.6751,0.3908
707.37,529.280,4.6726,0.3881
708.80,529.780,4.6698,0.3841
710.24,530.280,4.6674,0.3810
711.69,530.780,4.6647,0.3768
713.13,531.280,4.6619,0.3725
714.58,531.780,4.6587,0.3692
716.02,532.280,4.6559,0.3673
717.45,532.780,4.6542,0.3650
718.89,533.280,4.6507,0.3602
720.32,533.780,4.6479,0.3564
721.76,534.280,4.6462,0.3543
723.20,534.780,4.6428,0.3512
724.64,535.280,4.6392,0.3480
726.08,535.780,4.6355,0.3451
727.53,536.280,4.6329,0.3428
728.98,536.780,4.6299,0.3394
730.43,537.280,4.6264,0.3368
731.89,537.780,4.6237,0.3355
733.34,538.280,4.6206,0.3330
734.80,538.780,4.6171,0.3309
736.25,539.280,4.6143,0.3290
737.70,539.780,4.6103,0.3271
739.15,540.280,4.6069,0.3242
740.61,540.780,4.6031,0.3232
742.06,541.280,4.5996,0.3198
743.51,541.780,4.5952,0.3193
744.97,542.280,4.5912,0.3178
746.42,542.780,4.5879,0.3160
747.88,543.280,4.5840,0.3137
749.34,543.780,4.5784,0.3122
750.80,544.280,4.5753,0.3111
752.26,544.780,4.5706,0.3090
753.72,545.280,4.5675,0.3073
755.18,545.780,4.5633,0.3062
756.64,546.280,4.5597,0.3047
758.10,546.780,4.5557,0.3032
759.56,547.280,4.5514,0.3014
761.03,547.780,4.5469,0.3011
762.49,548.280,4.5418,0.3003
763.95,548.780,4.5376,0.3000
765.41,549.280,4.5332,0.2987
766.87,549.780,4.5298,0.2976
768.33,550.280,4.5260,0.2978
769.80,550.780,4.5214,0.2966
771.26,551.280,4.5175,0.2964
772.73,551.780,4.5125,0.2965
774.19,552.280,4.5073,0.2959
775.65,552.780,4.5017,0.2952
777.11,553.280,4.4973,0.2949
778.58,553.780,4.4920,0.2949
780.05,554.280,4.4878,0.2949
781.52,554.780,4.4833,0.2940
782.99,555.280,4.4779,0.2944
784.45,555.780,4.4740,0.2945
785.92,556.280,4.4698,0.2947
787.39,556.780,4.4652,0.2952
788.86,557.280,4.4588,0.2960
790.33,557.780,4.4538,0.2962
791.80,558.280,4.4479,0.2962
793.28,558.780,4.4423,0.2957
794.75,559.280,4.4364,0.2959
796.23,559.780,4.4328,0.2965
797.70,560.280,4.4274,0.2966
799.17,560.780,4.4225,0.2978
800.63,561.280,4.4176,0.2975
802.11,561.780,4.4123,0.2987
803.58,562.280,4.4067,0.2990
805.05,562.780,4.4005,0.2995
806.53,563.280,4.3951,0.3003
808.01,563.780,4.3886,0.3004
809.48,564.280,4.3843,0.3010
810.96,564.780,4.3781,0.3020
812.44,565.280,4.3724,0.3029
813.92,565.780,4.3670,0.3035
815.39,566.280,4.3606,0.3049
816.86,566.780,4.3542,0.3066
818.33,567.280,4.3471,0.3073
819.81,567.780,4.3411,0.3088
821.28,568.280,4.3351,0.3084
822.76,568.780,4.3296,0.3097
824.24,569.280,4.3248,0.3114
825.72,569.780,4.3197,0.3125
827.20,570.280,4.3137,0.3143
828.68,570.780,4.3067,0.3151
830.16,571.280,4.2994,0.3164
831.64,571.780,4.2906,0.3168
833.12,572.280,4.2817,0.3178
834.60,572.780,4.2735,0.3185
836.08,573.280,4.2648,0.3198
837.56,573.780,4.2572,0.3198
839.03,574.280,4.2502,0.3208
840.51,574.780,4.2443,0.3218
841.98,575.280,4.2393,0.3229
843.46,575.780,4.2338,0.3258
844.95,576.280,4.2281,0.3253
846.43,576.780,4.2220,0.3277
847.92,577.280,4.2156,0.3285
849.40,577.780,4.2083,0.3296
850.88,578.280,4.2000,0.3307
852.36,578.780,4.1900,0.3312
853.84,579.280,4.1796,0.3323
855.33,579.780,4.1704,0.3332
856.82,580.280,4.1633,0.3335
858.31,580.780,4.1568,0.3349
859.79,581.280,4.1506,0.3369
861.28,581.780,4.1451,0.3385
862.76,582.280,4.1384,0.3392
864.23,582.780,4.1313,0.3401
865.71,583.280,4.1224,0.3413
867.20,583.780,4.1118,0.3419
868.69,584.280,4.1013,0.3427
870.18,584.780,4.0926,0.3434
871.67,585.280,4.0849,0.3440
873.15,585.780,4.0782,0.3451
874.63,586.280,4.0728,0.3468
876.12,586.780,4.0662,0.3491
877.61,587.280,4.0598,0.3508
879.09,587.780,4.0519,0.3505
880.58,588.280,4.0420,0.3521
882.06,588.780,4.0311,0.3534
883.55,589.280,4.0198,0.3533
885.04,589.780,4.0103,0.3540
886.53,590.280,3.9993,0.3547
888.02,590.780,3.9911,0.3567
889.51,591.280,3.9820,0.3578
891.00,591.780,3.9748,0.3584
892.50,592.280,3.9662,0.3604
893.99,592.780,3.9572,0.3607
895.48,593.280,3.9475,0.3629
896.97,593.780,3.9377,0.3643
898.46,594.280,3.9281,0.3662
899.96,594.780,3.9184,0.3673
901.45,595.280,3.9089,0.3676
902.94,595.780,3.9006,0.3689
904.43,596.280,3.8909,0.3709
905.92,596.780,3.8826,0.3722
907.42,597.280,3.8725,0.3733
908.92,597.780,3.8625,0.3744
910.41,598.280,3.8521,0.3759
911.91,598.780,3.8419,0.3769
913.40,599.280,3.8306,0.3775
914.89,599.780,3.8192,0.3785
916.38,600.280,3.8088,0.3797
917.87,600.780,3.7991,0.3812
919.37,601.280,3.7902,0.3835
920.87,601.780,3.7801,0.3855
922.36,602.280,3.7701,0.3876
923.86,602.780,3.7598,0.3886
925.36,603.280,3.7494,0.3922
926.85,603.780,3.7385,0.3927
928.35,604.280,3.7273,0.3939
929.84,604.780,3.7161,0.3950
931.34,605.280,3.7051,0.3971
932.84,605.780,3.6937,0.3979
934.34,606.280,3.6822,0.3988
935.83,606.780,3.6703,0.4008
937.32,607.280,3.6590,0.4014
938.82,607.780,3.6469,0.4036
940.31,608.280,3.6340,0.4062
941.81,608.780,3.6218,0.4068
943.31,609.280,3.6099,0.4082
944.81,609.780,3.5982,0.4107
946.32,610.280,3.5857,0.4119
947.82,610.780,3.5748,0.4140
949.32,611.280,3.5621,0.4153
950.81,611.780,3.5487,0.4159
952.31,612.280,3.5357,0.4175
953.81,612.780,3.5233,0.4188
955.31,613.280,3.5110,0.4194
956.80,613.780,3.4988,0.4206
958.30,614.280,3.4859,0.4218
959.80,614.780,3.4738,0.4237
961.30,615.280,3.4615,0.4258
962.81,615.780,3.4494,0.4280
964.32,616.280,3.4371,0.4294
965.82,616.780,3.4241,0.4316
967.33,617.280,3.4115,0.4348
968.84,617.780,3.3979,0.4390
970.35,618.280,3.3838,0.4405
971.85,618.780,3.3697,0.4433
973.36,619.280,3.3559,0.4449
974.86,619.780,3.3433,0.4482
976.36,620.280,3.3304,0.4512
977.87,620.780,3.3164,0.4528
979.38,621.280,3.3030,0.4551
980.88,621.780,3.2898,0.4577
982.38,622.280,3.2754,0.4610
983.89,622.780,3.2612,0.4634
985.40,623.280,3.2474,0.4660
986.91,623.780,3.2326,0.4694
988.43,624.280,3.2186,0.4704
989.93,624.780,3.2054,0.4731
991.44,625.280,3.1913,0.4771
992.94,625.780,3.1762,0.4805
994.45,626.280,3.1611,0.4833
995.96,626.780,3.1459,0.4854
997.46,627.280,3.1309,0.4888
998.97,627.780,3.1158,0.4914
1000.47,628.280,3.1007,0.4944
1001.98,628.780,3.0856,0.4987
1003.48,629.280,3.0714,0.5026
1005.00,629.780,3.0567,0.5080
1006.51,630.280,3.0427,0.5131
1008.02,630.780,3.0276,0.5180
1009.53,631.280,3.0128,0.5230
1011.04,631.780,2.9967,0.5285
1012.54,632.280,2.9798,0.5347
1014.05,632.780,2.9642,0.5415
1015.56,633.280,2.9484,0.5468
1017.07,633.780,2.9333,0.5533
1018.58,634.280,2.9181,0.5607
1020.10,634.780,2.9029,0.5684
1021.61,635.280,2.8875,0.5753
1023.12,635.780,2.8714,0.5837
1024.62,636.280,2.8544,0.5918
1026.13,636.780,2.8374,0.6003
1027.64,637.280,2.8194,0.6085
1029.15,637.780,2.8027,0.6170
1030.66,638.280,2.7861,0.6484
1032.17,638.780,2.7698,0.6591
1033.68,639.280,2.7540,0.6683
1035.20,639.780,2.7368,0.6786
1036.71,640.280,2.7202,0.6886
1038.22,640.780,2.7024,0.6982
1039.74,641.280,2.6849,0.7094
1041.25,641.780,2.6659,0.7197
1042.76,642.280,2.6486,0.7310
1044.28,642.780,2.6295,0.7422
1045.79,643.280,2.6114,0.7522
1047.30,643.780,2.5933,0.7623
1048.82,644.280,2.5753,0.7725
1050.33,644.780,2.5563,0.7846
1051.85,645.280,2.5365,0.7944
1053.37,645.780,2.5178,0.8062
1054.89,646.280,2.4971,0.8170
1056.41,646.780,2.4768,0.8280
1057.92,647.280,2.4558,0.8388
1059.43,647.780,2.4367,0.8531
1060.95,648.280,2.4163,0.8639
1062.47,648.780,2.3962,0.8772
1063.98,649.280,2.3755,0.8886
1065.50,649.780,2.3544,0.8994
1067.02,650.280,2.3336,0.9098
1068.53,650.780,2.3115,0.9205
1070.04,651.280,2.2896,0.9320
1071.55,651.780,2.2672,0.9428
1073.07,652.280,2.2457,0.9542
1074.58,652.780,2.2242,0.9651
1076.10,653.280,2.2023,0.9742
1077.61,653.780,2.1805,0.9838
1079.13,654.280,2.1596,0.9934
1080.65,654.780,2.1384,1.0040
1082.16,655.280,2.1172,1.0115
1083.68,655.780,2.0940,1.0198
1085.19,656.280,2.0713,1.0274
1086.70,656.780,2.0478,1.0305
1088.22,657.280,2.0258,1.0368
1089.74,657.780,2.0019,1.0386
1091.25,658.280,1.9796,1.0388
1092.77,658.780,1.9567,1.0394
1094.29,659.280,1.9344,1.0382
1095.80,659.780,1.9125,1.0349
1097.32,660.280,1.8909,1.0282
1098.83,660.780,1.8700,1.0218
1100.34,661.280,1.8484,1.0117
1101.86,661.780,1.8268,1.0034
1103.37,662.280,1.8043,0.9873
1104.89,662.780,1.7826,0.9743
1106.40,663.280,1.7608,0.9562
1107.91,663.780,1.7410,0.9362
1109.42,664.280,1.7207,0.9140
1110.94,664.780,1.7016,0.8921
1112.45,665.280,1.6827,0.8656
1113.97,665.780,1.6656,0.8418
1115.49,666.280,1.6485,0.8060
1117.00,666.780,1.6327,0.7673
1118.52,667.280,1.6161,0.7260
1120.03,667.780,1.6009,0.6826
1121.54,668.280,1.5848,0.6377
1123.05,668.780,1.5706,0.5935
1124.55,669.280,1.5558,0.5466
1126.06,669.780,1.5420,0.5006
1127.57,670.280,1.5303,0.4554
1129.08,670.780,1.5183,0.4091
1130.58,671.280,1.5094,0.3650
1132.09,671.780,1.5002,0.3200
1133.60,672.280,1.4916,0.2766
1135.10,672.780,1.4823,0.2332
1136.62,673.280,1.4745,0.1918
1138.13,673.780,1.4660,0.1533
1139.63,674.280,1.4599,0.1138
1141.14,674.780,1.4550,0.0750
1142.65,675.280,1.4498,0.0405
1144.15,675.780,1.4458,0.0084
1145.65,676.280,1.4407,-0.0219
1147.16,676.780,1.4354,-0.0525
1148.66,677.280,1.4313,-0.0790
1150.17,677.780,1.4268,-0.1026
1151.68,678.280,1.4245,-0.1243
