Time (s),Temperature (K),Mass (mg),Heat Flow (W/g)
0.00,307.749,4.8598,0.0469
102.06,308.249,4.8453,0.11718
121.28,308.749,4.8493,0.1506
135.91,309.249,4.8458,0.17755
148.09,309.749,4.8429,0.199
158.74,310.249,4.8401,0.21811
168.24,310.749,4.8389,0.23547
177.08,311.249,4.8384,0.251
185.31,311.749,4.8373,0.26578
193.09,312.249,4.8381,0.27736
200.47,312.749,4.8374,0.28925
207.52,313.249,4.8352,0.30158
214.29,313.749,4.8326,0.31089
220.83,314.249,4.8325,0.32106
227.15,314.749,4.8320,0.33025
233.35,315.249,4.8321,0.33839
239.39,315.749,4.8315,0.34718
245.30,316.249,4.8306,0.35548
251.12,316.749,4.8297,0.36187
256.82,317.249,4.8293,0.36878
262.44,317.749,4.8287,0.37718
268.00,318.249,4.8282,0.38263
273.45,318.749,4.8284,0.38952
278.84,319.249,4.8283,0.39519
284.16,319.749,4.8284,0.40078
289.43,320.249,4.8277,0.40711
294.69,320.749,4.8269,0.4108
299.89,321.249,4.8260,0.41713
305.05,321.749,4.8256,0.42055
310.20,322.249,4.8250,0.4251
315.31,322.749,4.8245,0.42922
320.38,323.249,4.8242,0.43379
325.45,323.749,4.8236,0.43819
330.52,324.249,4.8235,0.44056
335.56,324.749,4.8231,0.44437
340.62,325.249,4.8229,0.44749
345.64,325.749,4.8209,0.45043
350.67,326.249,4.8199,0.45311
355.68,326.749,4.8187,0.4552
360.70,327.249,4.8174,0.45758
365.71,327.749,4.8155,0.46043
370.74,328.249,4.8145,0.46178
375.77,328.749,4.8138,0.46474
380.79,329.249,4.8124,0.46572
385.82,329.749,4.8112,0.46677
390.84,330.249,4.8098,0.46886
395.88,330.749,4.8091,0.46908
400.90,331.249,4.8085,0.4707
405.95,331.749,4.8081,0.47194
410.99,332.249,4.8075,0.4724
416.05,332.749,4.8070,0.47343
421.12,333.249,4.8064,0.47348
426.20,333.749,4.8061,0.47349
431.28,334.249,4.8054,0.47389
436.36,334.749,4.8046,0.47361
441.44,335.249,4.8029,0.47332
446.54,335.749,4.8013,0.47284
451.66,336.249,4.8002,0.47253
456.80,336.749,4.7993,0.4719
461.95,337.249,4.7988,0.47115
467.11,337.749,4.7985,0.46991
472.27,338.249,4.7979,0.46936
477.46,338.749,4.7973,0.46891
482.63,339.249,4.7966,0.46783
487.85,339.749,4.7953,0.46647
493.08,340.249,4.7920,0.46553
498.30,340.749,4.7904,0.46364
503.52,341.249,4.7898,0.4619
508.74,341.749,4.7891,0.45999
513.98,342.249,4.7882,0.45838
519.26,342.749,4.7870,0.45717
524.56,343.249,4.7862,0.45467
529.86,343.749,4.7859,0.4537
535.19,344.249,4.7855,0.45194
540.53,344.749,4.7850,0.44959
545.86,345.249,4.7846,0.44777
551.21,345.749,4.7842,0.4463
556.55,346.249,4.7836,0.44401
561.91,346.749,4.7830,0.44216
567.26,347.249,4.7820,0.43963
572.64,347.749,4.7804,0.4368
578.03,348.249,4.7791,0.43583
583.41,348.749,4.7787,0.43402
588.78,349.249,4.7778,0.43153
594.17,349.749,4.7770,0.42934
