Time (s),Temperature (K),Mass (mg),Heat Flow (W/g)
497.47,453.477,4.9290,0.75417
498.79,453.977,4.9290,0.7543
500.11,454.477,4.9289,0.75455
501.44,454.977,4.9289,0.75423
502.77,455.477,4.9288,0.75425
504.10,455.977,4.9287,0.75391
505.43,456.477,4.9287,0.75399
506.77,456.977,4.9286,0.75297
508.11,457.477,4.9285,0.75227
509.45,457.977,4.9285,0.75248
510.78,458.477,4.9284,0.75158
512.13,458.977,4.9282,0.75129
513.47,459.477,4.9282,0.74937
514.81,459.977,4.9281,0.74971
516.16,460.477,4.9281,0.74908
517.50,460.977,4.9281,0.74787
518.85,461.477,4.9280,0.74712
520.20,461.977,4.9278,0.7459
521.54,462.477,4.9275,0.74522
522.88,462.977,4.9273,0.74393
524.23,463.477,4.9267,0.74299
525.58,463.977,4.9261,0.74174
526.93,464.477,4.9252,0.73961
528.28,464.977,4.9241,0.73782
529.64,465.477,4.9234,0.73697
530.99,465.977,4.9231,0.73534
532.35,466.477,4.9230,0.73383
533.70,466.977,4.9229,0.73313
535.06,467.477,4.9229,0.73117
536.42,467.977,4.9228,0.7296
537.78,468.477,4.9226,0.72872
539.14,468.977,4.9223,0.72749
540.50,469.477,4.9219,0.72481
541.86,469.977,4.9213,0.72222
543.23,470.477,4.9207,0.7214
544.60,470.977,4.9201,0.71846
545.96,471.477,4.9195,0.71678
547.33,471.977,4.9188,0.71497
548.69,472.477,4.9182,0.71275
550.06,472.977,4.9175,0.71092
551.43,473.477,4.9171,0.70858
552.80,473.977,4.9168,0.70686
554.17,474.477,4.9162,0.70377
555.54,474.977,4.9153,0.70125
556.91,475.477,4.9145,0.69984
558.29,475.977,4.9137,0.69801
559.66,476.477,4.9130,0.69503
561.03,476.977,4.9122,0.69261
562.41,477.477,4.9116,0.68911
563.79,477.977,4.9107,0.68668
565.17,478.477,4.9098,0.68383
566.55,478.977,4.9085,0.68054
567.93,479.477,4.9074,0.67767
569.31,479.977,4.9071,0.67462
570.68,480.477,4.9069,0.67263
572.06,480.977,4.9066,0.66897
573.44,481.477,4.9063,0.66649
574.82,481.977,4.9053,0.6626
576.20,482.477,4.9044,0.65883
577.59,482.977,4.9033,0.65639
578.97,483.477,4.9025,0.65193
580.35,483.977,4.9016,0.64878
581.73,484.477,4.9007,0.6448
583.11,484.977,4.8998,0.64121
584.49,485.477,4.8989,0.63814
585.87,485.977,4.8978,0.63506
587.26,486.477,4.8958,0.63214
588.64,486.977,4.8951,0.62757
590.04,487.477,4.8943,0.62391
591.43,487.977,4.8931,0.62017
592.83,488.477,4.8918,0.61661
594.22,488.977,4.8910,0.61296
595.61,489.477,4.8901,0.60827
597.00,489.977,4.8893,0.60443
598.39,490.477,4.8887,0.60044
599.78,490.977,4.8879,0.59653
601.18,491.477,4.8868,0.59223
602.57,491.977,4.8854,0.58762
603.96,492.477,4.8848,0.58278
605.35,492.977,4.8834,0.57878
606.74,493.477,4.8821,0.57352
608.13,493.977,4.8812,0.56936
609.52,494.477,4.8802,0.56431
610.92,494.977,4.8789,0.55932
612.31,495.477,4.8780,0.55407
613.71,495.977,4.8770,0.54993
615.10,496.477,4.8762,0.54439
616.50,496.977,4.8748,0.5396
617.90,497.477,4.8737,0.53469
619.29,497.977,4.8730,0.53017
620.68,498.477,4.8722,0.52501
622.08,498.977,4.8712,0.52051
623.48,499.477,4.8691,0.51597
624.88,499.977,4.8678,0.50903
626.27,500.477,4.8666,0.50456
627.67,500.977,4.8639,0.49918
629.06,501.477,4.8629,0.49602
630.46,501.977,4.8613,0.49018
631.86,502.477,4.8598,0.4836
633.26,502.977,4.8587,0.47845
634.66,503.477,4.8578,0.47421
636.06,503.977,4.8556,0.46936
637.46,504.477,4.8546,0.46433
638.87,504.977,4.8531,0.45939
640.27,505.477,4.8521,0.45564
641.68,505.977,4.8502,0.44836
643.08,506.477,4.8482,0.44395
644.49,506.977,4.8468,0.43751
645.90,507.477,4.8450,0.43276
647.30,507.977,4.8436,0.42718
648.70,508.477,4.8416,0.42274
650.11,508.977,4.8397,0.41772
651.51,509.477,4.8388,0.41193
652.92,509.977,4.8370,0.40747
654.34,510.477,4.8359,0.40316
655.75,510.977,4.8337,0.39903
657.16,511.477,4.8325,0.39435
658.57,511.977,4.8311,0.38941
659.98,512.477,4.8296,0.38457
661.39,512.977,4.8275,0.38019
662.81,513.477,4.8257,0.37632
664.23,513.977,4.8231,0.37134
665.65,514.477,4.8218,0.36705
667.06,514.977,4.8200,0.36174
668.48,515.477,4.8182,0.35808
669.89,515.977,4.8161,0.3528
671.31,516.477,4.8142,0.3487
672.72,516.977,4.8135,0.34556
674.15,517.477,4.8115,0.34082
675.56,517.977,4.8101,0.33626
676.99,518.477,4.8080,0.33277
678.41,518.977,4.8062,0.32901
679.83,519.477,4.8032,0.32491
681.25,519.977,4.8021,0.32173
682.68,520.477,4.8001,0.31684
684.10,520.977,4.7975,0.31416
685.52,521.477,4.7956,0.30965
686.95,521.977,4.7934,0.30643
688.38,522.477,4.7916,0.30284
689.81,522.977,4.7886,0.29936
691.24,523.477,4.7878,0.2963
692.66,523.977,4.7865,0.29374
694.09,524.477,4.7838,0.28991
695.52,524.977,4.7819,0.28712
696.95,525.477,4.7796,0.28371
698.39,525.977,4.7770,0.28032
699.81,526.477,4.7737,0.27685
701.25,526.977,4.7720,0.2743
702.68,527.477,4.7686,0.27186
704.12,527.977,4.7663,0.26831
705.56,528.477,4.7634,0.26494
707.00,528.977,4.7610,0.26246
708.44,529.477,4.7577,0.26026
709.88,529.977,4.7552,0.25776
711.31,530.477,4.7521,0.25498
712.75,530.977,4.7498,0.25328
714.19,531.477,4.7457,0.2504
715.63,531.977,4.7429,0.24768
717.08,532.477,4.7393,0.24508
718.52,532.977,4.7366,0.24175
719.97,533.477,4.7330,0.24016
721.41,533.977,4.7303,0.23802
722.85,534.477,4.7278,0.23513
724.30,534.977,4.7253,0.23419
725.74,535.477,4.7222,0.23222
727.18,535.977,4.7196,0.23104
728.62,536.477,4.7161,0.22861
730.07,536.977,4.7136,0.22708
731.52,537.477,4.7097,0.22581
732.96,537.977,4.7067,0.22359
734.41,538.477,4.7030,0.22253
735.86,538.977,4.6991,0.22086
737.32,539.477,4.6956,0.21981
738.77,539.977,4.6914,0.21925
740.22,540.477,4.6886,0.21795
741.68,540.977,4.6845,0.21614
743.14,541.477,4.6798,0.21518
744.59,541.977,4.6763,0.21515
746.04,542.477,4.6732,0.21465
747.50,542.977,4.6687,0.21436
748.95,543.477,4.6645,0.21296
750.41,543.977,4.6598,0.21266
751.87,544.477,4.6549,0.2121
753.32,544.977,4.6511,0.21179
754.78,545.477,4.6471,0.21081
756.24,545.977,4.6431,0.2109
757.70,546.477,4.6391,0.21125
759.16,546.977,4.6355,0.21013
760.62,547.477,4.6319,0.21127
762.08,547.977,4.6281,0.21269
763.54,548.477,4.6243,0.21304
765.00,548.977,4.6200,0.21379
766.46,549.477,4.6146,0.21373
767.93,549.977,4.6100,0.21444
769.39,550.477,4.6058,0.2149
770.85,550.977,4.6009,0.21608
772.31,551.477,4.5958,0.21721
773.77,551.977,4.5914,0.21881
775.23,552.477,4.5874,0.21911
776.70,552.977,4.5833,0.22015
778.17,553.477,4.5791,0.22154
779.64,553.977,4.5755,0.22367
781.11,554.477,4.5715,0.22479
782.58,554.977,4.5669,0.22601
784.04,555.477,4.5611,0.22579
785.51,555.977,4.5563,0.22614
786.98,556.477,4.5508,0.22747
788.44,556.977,4.5449,0.22701
789.91,557.477,4.5402,0.22665
791.38,557.977,4.5348,0.2266
792.85,558.477,4.5306,0.22738
794.32,558.977,4.5259,0.22814
795.80,559.477,4.5211,0.22895
797.27,559.977,4.5155,0.22935
798.74,560.477,4.5099,0.23069
800.21,560.977,4.5041,0.23136
801.68,561.477,4.4975,0.23225
803.15,561.977,4.4923,0.23298
804.62,562.477,4.4865,0.23349
806.09,562.977,4.4804,0.23411
807.56,563.477,4.4740,0.23448
809.03,563.977,4.4686,0.23539
810.51,564.477,4.4621,0.23673
811.99,564.977,4.4570,0.23714
813.47,565.477,4.4512,0.23831
814.94,565.977,4.4459,0.24036
816.42,566.477,4.4406,0.24068
817.89,566.977,4.4352,0.24264
819.36,567.477,4.4297,0.244
820.83,567.977,4.4233,0.24515
822.31,568.477,4.4166,0.24581
823.78,568.977,4.4100,0.24674
825.25,569.477,4.4039,0.24763
826.73,569.977,4.3976,0.24869
828.21,570.477,4.3913,0.25093
829.68,570.977,4.3848,0.25146
831.16,571.477,4.3785,0.25284
832.65,571.977,4.3728,0.25377
834.13,572.477,4.3659,0.25513
835.61,572.977,4.3595,0.25648
837.10,573.477,4.3519,0.25857
838.58,573.977,4.3438,0.25825
840.05,574.477,4.3348,0.2586
841.52,574.977,4.3272,0.26003
843.00,575.477,4.3183,0.26092
844.48,575.977,4.3107,0.262
845.96,576.477,4.3035,0.26306
847.44,576.977,4.2970,0.26361
848.92,577.477,4.2913,0.26379
850.40,577.977,4.2852,0.26591
851.88,578.477,4.2790,0.26689
853.37,578.977,4.2731,0.26749
854.85,579.477,4.2662,0.26956
856.33,579.977,4.2594,0.27069
857.81,580.477,4.2517,0.27127
859.29,580.977,4.2433,0.27206
860.78,581.477,4.2321,0.27203
862.26,581.977,4.2232,0.27337
863.75,582.477,4.2141,0.2746
865.23,582.977,4.2067,0.27491
866.70,583.477,4.1976,0.27614
868.18,583.977,4.1905,0.27711
869.67,584.477,4.1832,0.27781
871.15,584.977,4.1749,0.27862
872.64,585.477,4.1671,0.27964
874.13,585.977,4.1582,0.28056
875.61,586.477,4.1495,0.28141
877.10,586.977,4.1418,0.28192
878.58,587.477,4.1326,0.283
880.06,587.977,4.1249,0.28354
881.55,588.477,4.1159,0.284
883.03,588.977,4.1073,0.28403
884.52,589.477,4.0982,0.28534
886.01,589.977,4.0895,0.28611
887.50,590.477,4.0816,0.28649
888.99,590.977,4.0723,0.28761
890.48,591.477,4.0636,0.28905
891.98,591.977,4.0539,0.29079
893.47,592.477,4.0437,0.29186
894.96,592.977,4.0335,0.29263
896.45,593.477,4.0233,0.29442
897.94,593.977,4.0127,0.29515
899.43,594.477,4.0022,0.29667
900.91,594.977,3.9941,0.29726
902.41,595.477,3.9842,0.29783
903.90,595.977,3.9749,0.29954
905.40,596.477,3.9663,0.30026
906.90,596.977,3.9567,0.3024
908.41,597.477,3.9489,0.30341
909.90,597.977,3.9396,0.30654
911.39,598.477,3.9302,0.30684
912.88,598.977,3.9188,0.30895
914.37,599.477,3.9081,0.31111
915.86,599.977,3.8968,0.31258
917.36,600.477,3.8860,0.31383
918.85,600.977,3.8760,0.31635
920.35,601.477,3.8644,0.31702
921.85,601.977,3.8556,0.31841
923.34,602.477,3.8436,0.32019
924.83,602.977,3.8334,0.32095
926.32,603.477,3.8217,0.32226
927.82,603.977,3.8103,0.32409
929.31,604.477,3.7989,0.32578
930.80,604.977,3.7871,0.32638
932.30,605.477,3.7770,0.32738
933.79,605.977,3.7645,0.32881
935.29,606.477,3.7533,0.32999
936.80,606.977,3.7410,0.33226
938.29,607.477,3.7305,0.33294
939.79,607.977,3.7180,0.33439
941.28,608.477,3.7077,0.3362
942.78,608.977,3.6966,0.33777
944.28,609.477,3.6854,0.34025
945.78,609.977,3.6741,0.34261
947.28,610.477,3.6619,0.34378
948.78,610.977,3.6495,0.34563
950.29,611.477,3.6361,0.34692
951.79,611.977,3.6235,0.34979
953.29,612.477,3.6095,0.35087
954.79,612.977,3.5972,0.35268
956.29,613.477,3.5835,0.35374
957.79,613.977,3.5711,0.35458
959.30,614.477,3.5589,0.35656
960.80,614.977,3.5469,0.35758
962.30,615.477,3.5340,0.3598
963.80,615.977,3.5210,0.36104
965.29,616.477,3.5071,0.36289
966.79,616.977,3.4935,0.3647
968.29,617.477,3.4799,0.36587
969.80,617.977,3.4664,0.36628
971.30,618.477,3.4528,0.36737
972.81,618.977,3.4392,0.36824
974.32,619.477,3.4263,0.36938
975.82,619.977,3.4113,0.37232
977.33,620.477,3.3991,0.37336
978.84,620.977,3.3842,0.3751
980.34,621.477,3.3709,0.3756
981.85,621.977,3.3573,0.37858
983.36,622.477,3.3446,0.37922
984.87,622.977,3.3309,0.38074
986.39,623.477,3.3169,0.38491
987.89,623.977,3.3004,0.38547
989.40,624.477,3.2860,0.38847
990.91,624.977,3.2712,0.38988
992.42,625.477,3.2569,0.39174
993.93,625.977,3.2412,0.39374
995.44,626.477,3.2270,0.39438
996.95,626.977,3.2118,0.39833
998.46,627.477,3.1968,0.40024
999.98,627.977,3.1830,0.40247
1001.49,628.477,3.1686,0.40497
1003.00,628.977,3.1563,0.40803
1004.51,629.477,3.1409,0.41217
1006.01,629.977,3.1257,0.41485
1007.52,630.477,3.1098,0.41819
1009.03,630.977,3.0944,0.42086
1010.54,631.477,3.0779,0.42457
1012.05,631.977,3.0631,0.42744
1013.56,632.477,3.0470,0.43135
1015.08,632.977,3.0319,0.43521
1016.59,633.477,3.0160,0.43997
1018.10,633.977,3.0019,0.44546
1019.61,634.477,2.9865,0.45082
1021.12,634.977,2.9700,0.4558
1022.63,635.477,2.9531,0.46138
1024.15,635.977,2.9369,0.46749
1025.65,636.477,2.9191,0.47406
1027.16,636.977,2.9026,0.47836
1028.67,637.477,2.8852,0.48367
1030.18,637.977,2.8684,0.49211
1031.69,638.477,2.8515,0.49823
1033.20,638.977,2.8341,0.50469
1034.72,639.477,2.8170,0.51195
1036.23,639.977,2.8008,0.52082
1037.75,640.477,2.7851,0.52903
1039.26,640.977,2.7676,0.53656
1040.78,641.477,2.7506,0.54677
1042.29,641.977,2.7317,0.55441
1043.80,642.477,2.7137,0.56371
1045.32,642.977,2.6939,0.57249
1046.83,643.477,2.6753,0.58278
1048.34,643.977,2.6544,0.59284
1049.86,644.477,2.6352,0.60109
1051.37,644.977,2.6155,0.61293
1052.88,645.477,2.5975,0.62201
1054.40,645.977,2.5781,0.63281
1055.91,646.477,2.5592,0.64335
1057.43,646.977,2.5390,0.65499
1058.94,647.477,2.5188,0.66631
1060.46,647.977,2.4980,0.67796
1061.97,648.477,2.4770,0.68961
1063.48,648.977,2.4561,0.70024
1064.99,649.477,2.4347,0.71282
1066.50,649.977,2.4136,0.72277
1068.02,650.477,2.3910,0.73056
1069.54,650.977,2.3700,0.73798
1071.06,651.477,2.3487,0.74539
1072.57,651.977,2.3281,0.7496
1074.09,652.477,2.3066,0.75688
1075.61,652.977,2.2851,0.7626
1077.13,653.477,2.2616,0.76639
1078.65,653.977,2.2402,0.77195
1080.16,654.477,2.2174,0.77423
1081.68,654.977,2.1939,0.77899
1083.19,655.477,2.1693,0.78141
1084.71,655.977,2.1461,0.78384
1086.23,656.477,2.1231,0.78456
1087.74,656.977,2.1000,0.78317
1089.26,657.477,2.0777,0.78153
1090.77,657.977,2.0549,0.77785
1092.29,658.477,2.0325,0.77452
1093.80,658.977,2.0099,0.76768
1095.32,659.477,1.9865,0.75956
1096.83,659.977,1.9634,0.74948
1098.35,660.477,1.9417,0.73948
1099.86,660.977,1.9189,0.72509
1101.37,661.477,1.8962,0.70741
1102.88,661.977,1.8740,0.68911
1104.40,662.477,1.8515,0.66854
1105.91,662.977,1.8297,0.64181
1107.42,663.477,1.8082,0.61736
1108.94,663.977,1.7869,0.59229
1110.45,664.477,1.7673,0.56104
1111.97,664.977,1.7480,0.52241
1113.48,665.477,1.7280,0.48224
1115.00,665.977,1.7087,0.43882
1116.51,666.477,1.6900,0.39356
1118.01,666.977,1.6723,0.34757
1119.53,667.477,1.6543,0.29959
1121.04,667.977,1.6366,0.25107
1122.54,668.477,1.6196,0.20022
1124.05,668.977,1.6042,0.14786
1125.56,669.477,1.5883,0.0942
1127.07,669.977,1.5739,0.0421
1128.58,670.477,1.5601,-0.013
1130.10,670.977,1.5482,-0.0687
1131.61,671.477,1.5362,-0.12123
1133.12,671.977,1.5248,-0.17226
1134.63,672.477,1.5149,-0.2235
1136.14,672.977,1.5046,-0.27497
1137.64,673.477,1.4960,-0.32554
1139.15,673.977,1.4879,-0.37529
1140.66,674.477,1.4798,-0.42343
1142.17,674.977,1.4731,-0.46859
1143.68,675.477,1.4672,-0.51224
1145.18,675.977,1.4623,-0.55289
1146.68,676.477,1.4578,-0.5898
1148.18,676.977,1.4530,-0.62719
1149.69,677.477,1.4489,-0.6618
1151.19,677.977,1.4456,-0.69418
1152.71,678.477,1.4422,-0.72232
1154.22,678.977,1.4384,-0.74798
