Time (s),Temperature (K),Mass (mg),Heat Flow (mW/mg)
175.19,413.513,4.6541,-0.2332
175.75,414.013,4.6543,-0.2279
176.31,414.513,4.6546,-0.2219
176.87,415.013,4.6548,-0.2170
177.44,415.513,4.6550,-0.2119
178.00,416.013,4.6552,-0.2065
178.56,416.513,4.6554,-0.2015
179.13,417.013,4.6557,-0.1970
179.70,417.513,4.6559,-0.1924
180.26,418.013,4.6561,-0.1861
180.83,418.513,4.6563,-0.1818
181.39,419.013,4.6566,-0.1769
181.96,419.513,4.6568,-0.1725
182.53,420.013,4.6570,-0.1678
183.10,420.513,4.6572,-0.1628
183.68,421.013,4.6575,-0.1584
184.25,421.513,4.6577,-0.1540
184.82,422.013,4.6579,-0.1501
185.39,422.513,4.6581,-0.1465
185.97,423.013,4.6583,-0.1424
186.54,423.513,4.6585,-0.1385
187.12,424.013,4.6587,-0.1343
187.70,424.513,4.6589,-0.1304
188.28,425.013,4.6591,-0.1275
188.86,425.513,4.6593,-0.1240
189.43,426.013,4.6594,-0.1203
190.01,426.513,4.6596,-0.1172
190.59,427.013,4.6598,-0.1145
191.17,427.513,4.6600,-0.1106
191.76,428.013,4.6602,-0.1075
192.34,428.513,4.6604,-0.1051
192.92,429.013,4.6606,-0.1025
193.50,429.513,4.6608,-0.0997
194.08,430.013,4.6610,-0.0982
194.67,430.513,4.6612,-0.0966
195.25,431.013,4.6614,-0.0944
195.83,431.513,4.6616,-0.0921
196.42,432.013,4.6619,-0.0904
197.00,432.513,4.6621,-0.0897
197.59,433.013,4.6623,-0.0876
198.17,433.513,4.6626,-0.0869
198.76,434.013,4.6628,-0.0857
199.34,434.513,4.6630,-0.0847
199.93,435.013,4.6632,-0.0832
200.52,435.513,4.6635,-0.0821
201.10,436.013,4.6637,-0.0823
201.69,436.513,4.6639,-0.0814
202.27,437.013,4.6641,-0.0812
202.85,437.513,4.6643,-0.0808
203.44,438.013,4.6645,-0.0806
204.03,438.513,4.6646,-0.0805
204.61,439.013,4.6648,-0.0805
205.20,439.513,4.6649,-0.0809
205.79,440.013,4.6651,-0.0814
206.37,440.513,4.6652,-0.0824
206.96,441.013,4.6653,-0.0834
207.55,441.513,4.6655,-0.0845
208.13,442.013,4.6656,-0.0859
208.71,442.513,4.6657,-0.0872
209.29,443.013,4.6659,-0.0882
209.87,443.513,4.6660,-0.0903
210.45,444.013,4.6662,-0.0921
211.04,444.513,4.6663,-0.0939
211.62,445.013,4.6665,-0.0958
212.20,445.513,4.6667,-0.0972
212.79,446.013,4.6668,-0.0996
213.37,446.513,4.6670,-0.1019
213.95,447.013,4.6672,-0.1050
214.53,447.513,4.6674,-0.1077
215.11,448.013,4.6677,-0.1105
215.69,448.513,4.6679,-0.1130
216.26,449.013,4.6681,-0.1153
216.84,449.513,4.6683,-0.1182
217.42,450.013,4.6685,-0.1214
217.99,450.513,4.6687,-0.1248
218.57,451.013,4.6689,-0.1290
219.14,451.513,4.6691,-0.1316
219.72,452.013,4.6693,-0.1345
220.29,452.513,4.6695,-0.1381
220.86,453.013,4.6697,-0.1420
221.43,453.513,4.6698,-0.1458
222.00,454.013,4.6700,-0.1497
222.56,454.513,4.6701,-0.1532
223.13,455.013,4.6703,-0.1566
223.70,455.513,4.6704,-0.1618
224.26,456.013,4.6706,-0.1660
224.82,456.513,4.6707,-0.1699
225.38,457.013,4.6709,-0.1740
225.94,457.513,4.6710,-0.1778
226.50,458.013,4.6711,-0.1818
227.07,458.513,4.6713,-0.1862
227.63,459.013,4.6715,-0.1903
228.19,459.513,4.6716,-0.1946
228.75,460.013,4.6718,-0.1987
229.31,460.513,4.6719,-0.2029
229.87,461.013,4.6721,-0.2084
230.43,461.513,4.6723,-0.2136
230.98,462.013,4.6724,-0.2174
231.54,462.513,4.6726,-0.2218
232.09,463.013,4.6728,-0.2271
232.64,463.513,4.6729,-0.2324
233.19,464.013,4.6731,-0.2376
233.74,464.513,4.6732,-0.2426
234.29,465.013,4.6734,-0.2481
234.83,465.513,4.6735,-0.2541
235.38,466.013,4.6736,-0.2595
235.93,466.513,4.6737,-0.2650
236.47,467.013,4.6738,-0.2708
237.01,467.513,4.6739,-0.2773
237.56,468.013,4.6740,-0.2828
238.10,468.513,4.6741,-0.2894
238.64,469.013,4.6742,-0.2963
239.18,469.513,4.6743,-0.3027
239.72,470.013,4.6743,-0.3096
240.26,470.513,4.6744,-0.3159
240.80,471.013,4.6745,-0.3229
241.33,471.513,4.6746,-0.3298
241.87,472.013,4.6746,-0.3377
242.41,472.513,4.6747,-0.3456
242.94,473.013,4.6748,-0.3529
243.47,473.513,4.6749,-0.3590
244.00,474.013,4.6750,-0.3657
244.54,474.513,4.6750,-0.3737
245.07,475.013,4.6751,-0.3821
245.59,475.513,4.6751,-0.3902
246.12,476.013,4.6752,-0.3982
246.65,476.513,4.6752,-0.4057
247.18,477.013,4.6752,-0.4138
247.70,477.513,4.6752,-0.4228
248.23,478.013,4.6753,-0.4310
248.75,478.513,4.6753,-0.4396
249.28,479.013,4.6752,-0.4477
249.80,479.513,4.6752,-0.4561
250.32,480.013,4.6752,-0.4654
250.84,480.513,4.6751,-0.4755
251.36,481.013,4.6751,-0.4847
251.88,481.513,4.6750,-0.4931
252.40,482.013,4.6750,-0.5025
252.92,482.513,4.6749,-0.5111
253.44,483.013,4.6748,-0.5200
253.95,483.513,4.6747,-0.5293
254.47,484.013,4.6746,-0.5387
254.98,484.513,4.6745,-0.5478
255.50,485.013,4.6743,-0.5573
256.01,485.513,4.6742,-0.5676
256.52,486.013,4.6740,-0.5777
257.03,486.513,4.6739,-0.5875
257.54,487.013,4.6737,-0.5983
258.05,487.513,4.6735,-0.6087
258.56,488.013,4.6733,-0.6190
259.07,488.513,4.6731,-0.6294
259.58,489.013,4.6728,-0.6399
260.09,489.513,4.6726,-0.6505
260.60,490.013,4.6724,-0.6616
261.10,490.513,4.6721,-0.6724
261.61,491.013,4.6719,-0.6833
262.11,491.513,4.6716,-0.6942
262.62,492.013,4.6714,-0.7055
263.13,492.513,4.6711,-0.7165
263.63,493.013,4.6708,-0.7287
264.14,493.513,4.6705,-0.7405
264.64,494.013,4.6702,-0.7524
265.14,494.513,4.6699,-0.7645
265.64,495.013,4.6696,-0.7754
266.14,495.513,4.6692,-0.7874
266.64,496.013,4.6689,-0.7994
267.13,496.513,4.6685,-0.8114
267.63,497.013,4.6682,-0.8237
268.13,497.513,4.6678,-0.8358
268.63,498.013,4.6674,-0.8480
269.12,498.513,4.6670,-0.8610
269.62,499.013,4.6665,-0.8734
270.11,499.513,4.6661,-0.8865
270.61,500.013,4.6656,-0.8993
271.10,500.513,4.6652,-0.9117
271.60,501.013,4.6647,-0.9248
272.09,501.513,4.6642,-0.9370
272.59,502.013,4.6637,-0.9494
273.08,502.513,4.6631,-0.9620
273.57,503.013,4.6626,-0.9752
274.06,503.513,4.6620,-0.9881
274.55,504.013,4.6614,-1.0015
275.04,504.513,4.6608,-1.0150
275.54,505.013,4.6601,-1.0285
276.03,505.513,4.6595,-1.0417
276.52,506.013,4.6588,-1.0551
277.01,506.513,4.6581,-1.0682
277.50,507.013,4.6574,-1.0817
277.99,507.513,4.6567,-1.0956
278.48,508.013,4.6560,-1.1079
278.97,508.513,4.6552,-1.1213
279.46,509.013,4.6544,-1.1337
279.95,509.513,4.6536,-1.1464
280.44,510.013,4.6528,-1.1594
280.93,510.513,4.6520,-1.1734
281.41,511.013,4.6511,-1.1864
281.90,511.513,4.6502,-1.1999
282.39,512.013,4.6493,-1.2128
282.88,512.513,4.6484,-1.2260
283.36,513.013,4.6474,-1.2392
283.85,513.513,4.6465,-1.2524
284.34,514.013,4.6455,-1.2655
284.82,514.513,4.6445,-1.2779
285.31,515.013,4.6434,-1.2910
285.80,515.513,4.6423,-1.3039
286.28,516.013,4.6412,-1.3167
286.77,516.513,4.6401,-1.3296
287.25,517.013,4.6390,-1.3420
287.74,517.513,4.6378,-1.3542
288.22,518.013,4.6366,-1.3673
288.71,518.513,4.6354,-1.3809
289.19,519.013,4.6341,-1.3936
289.68,519.513,4.6329,-1.4066
290.16,520.013,4.6316,-1.4188
290.65,520.513,4.6303,-1.4312
291.13,521.013,4.6290,-1.4432
291.62,521.513,4.6276,-1.4543
292.10,522.013,4.6263,-1.4658
292.59,522.513,4.6249,-1.4778
293.07,523.013,4.6236,-1.4903
293.55,523.513,4.6222,-1.5023
294.04,524.013,4.6208,-1.5136
294.52,524.513,4.6194,-1.5247
295.01,525.013,4.6181,-1.5362
295.50,525.513,4.6167,-1.5476
295.98,526.013,4.6153,-1.5595
296.46,526.513,4.6138,-1.5703
296.95,527.013,4.6124,-1.5809
297.43,527.513,4.6110,-1.5922
297.92,528.013,4.6096,-1.6030
298.40,528.513,4.6082,-1.6132
298.89,529.013,4.6067,-1.6235
299.37,529.513,4.6053,-1.6331
299.86,530.013,4.6038,-1.6427
300.34,530.513,4.6024,-1.6530
300.82,531.013,4.6009,-1.6636
301.31,531.513,4.5995,-1.6717
301.79,532.013,4.5980,-1.6817
302.28,532.513,4.5965,-1.6917
302.76,533.013,4.5950,-1.7012
303.25,533.513,4.5935,-1.7099
303.74,534.013,4.5919,-1.7185
304.23,534.513,4.5903,-1.7264
304.71,535.013,4.5887,-1.7343
305.20,535.513,4.5870,-1.7430
305.69,536.013,4.5853,-1.7505
306.17,536.513,4.5835,-1.7581
306.66,537.013,4.5817,-1.7658
307.15,537.513,4.5798,-1.7733
307.63,538.013,4.5779,-1.7810
308.12,538.513,4.5759,-1.7890
308.61,539.013,4.5738,-1.7969
309.10,539.513,4.5716,-1.8037
309.58,540.013,4.5694,-1.8101
310.07,540.513,4.5671,-1.8163
310.56,541.013,4.5647,-1.8227
311.04,541.513,4.5623,-1.8294
311.53,542.013,4.5598,-1.8357
312.02,542.513,4.5572,-1.8418
312.51,543.013,4.5546,-1.8472
313.00,543.513,4.5520,-1.8529
313.49,544.013,4.5493,-1.8590
313.98,544.513,4.5466,-1.8655
314.47,545.013,4.5438,-1.8703
314.96,545.513,4.5411,-1.8756
315.45,546.013,4.5383,-1.8805
315.95,546.513,4.5355,-1.8853
316.44,547.013,4.5327,-1.8897
316.93,547.513,4.5299,-1.8941
317.42,548.013,4.5271,-1.8978
317.91,548.513,4.5243,-1.9013
318.41,549.013,4.5215,-1.9056
318.90,549.513,4.5188,-1.9086
319.39,550.013,4.5160,-1.9129
319.89,550.513,4.5133,-1.9168
320.39,551.013,4.5105,-1.9207
320.88,551.513,4.5078,-1.9239
321.38,552.013,4.5050,-1.9261
321.87,552.513,4.5022,-1.9280
322.37,553.013,4.4995,-1.9313
322.87,553.513,4.4967,-1.9341
323.36,554.013,4.4939,-1.9362
323.86,554.513,4.4911,-1.9368
324.36,555.013,4.4882,-1.9383
324.86,555.513,4.4853,-1.9414
325.36,556.013,4.4824,-1.9437
325.86,556.513,4.4794,-1.9454
326.36,557.013,4.4764,-1.9472
326.86,557.513,4.4733,-1.9475
327.36,558.013,4.4701,-1.9478
327.86,558.513,4.4670,-1.9488
328.36,559.013,4.4637,-1.9494
328.86,559.513,4.4604,-1.9493
329.37,560.013,4.4571,-1.9497
329.87,560.513,4.4537,-1.9493
330.37,561.013,4.4503,-1.9485
330.87,561.513,4.4469,-1.9483
331.38,562.013,4.4434,-1.9477
331.88,562.513,4.4399,-1.9474
332.39,563.013,4.4363,-1.9463
332.89,563.513,4.4328,-1.9455
333.40,564.013,4.4292,-1.9440
333.90,564.513,4.4256,-1.9419
334.41,565.013,4.4219,-1.9397
334.91,565.513,4.4182,-1.9389
335.42,566.013,4.4145,-1.9369
335.93,566.513,4.4107,-1.9357
336.44,567.013,4.4069,-1.9343
336.94,567.513,4.4031,-1.9320
337.45,568.013,4.3992,-1.9288
337.96,568.513,4.3953,-1.9260
338.47,569.013,4.3912,-1.9237
338.98,569.513,4.3872,-1.9213
339.50,570.013,4.3830,-1.9186
340.01,570.513,4.3788,-1.9154
340.52,571.013,4.3745,-1.9118
341.03,571.513,4.3701,-1.9083
341.54,572.013,4.3656,-1.9045
342.06,572.513,4.3611,-1.9002
342.57,573.013,4.3565,-1.8966
343.09,573.513,4.3518,-1.8926
343.60,574.013,4.3471,-1.8886
344.12,574.513,4.3423,-1.8846
344.64,575.013,4.3375,-1.8804
345.15,575.513,4.3327,-1.8757
345.67,576.013,4.3278,-1.8709
346.19,576.513,4.3229,-1.8665
346.70,577.013,4.3180,-1.8620
347.22,577.513,4.3130,-1.8577
347.74,578.013,4.3081,-1.8526
348.25,578.513,4.3031,-1.8489
348.77,579.013,4.2982,-1.8432
349.29,579.513,4.2932,-1.8386
349.80,580.013,4.2882,-1.8332
350.32,580.513,4.2831,-1.8279
350.84,581.013,4.2781,-1.8232
351.36,581.513,4.2730,-1.8185
351.88,582.013,4.2679,-1.8139
352.41,582.513,4.2627,-1.8089
352.93,583.013,4.2575,-1.8041
353.45,583.513,4.2523,-1.7977
353.98,584.013,4.2469,-1.7914
354.50,584.513,4.2416,-1.7854
355.02,585.013,4.2362,-1.7800
355.55,585.513,4.2307,-1.7741
356.08,586.013,4.2251,-1.7680
356.60,586.513,4.2195,-1.7621
357.13,587.013,4.2138,-1.7563
357.65,587.513,4.2081,-1.7504
358.18,588.013,4.2023,-1.7444
358.70,588.513,4.1964,-1.7383
359.23,589.013,4.1904,-1.7320
359.76,589.513,4.1844,-1.7262
360.28,590.013,4.1783,-1.7202
360.81,590.513,4.1722,-1.7142
361.34,591.013,4.1660,-1.7082
361.86,591.513,4.1598,-1.7025
362.39,592.013,4.1535,-1.6954
362.92,592.513,4.1471,-1.6889
363.45,593.013,4.1408,-1.6828
363.98,593.513,4.1343,-1.6757
364.51,594.013,4.1278,-1.6700
365.04,594.513,4.1213,-1.6636
365.57,595.013,4.1147,-1.6572
366.10,595.513,4.1081,-1.6505
366.64,596.013,4.1014,-1.6441
367.17,596.513,4.0947,-1.6375
367.70,597.013,4.0880,-1.6315
368.23,597.513,4.0812,-1.6255
368.77,598.013,4.0744,-1.6198
369.30,598.513,4.0675,-1.6120
369.83,599.013,4.0607,-1.6054
370.37,599.513,4.0538,-1.5999
370.90,600.013,4.0468,-1.5933
371.43,600.513,4.0398,-1.5875
371.96,601.013,4.0327,-1.5805
372.50,601.513,4.0256,-1.5738
373.03,602.013,4.0184,-1.5678
373.57,602.513,4.0111,-1.5609
374.11,603.013,4.0037,-1.5533
374.64,603.513,3.9962,-1.5462
375.18,604.013,3.9887,-1.5397
375.72,604.513,3.9811,-1.5329
376.25,605.013,3.9734,-1.5268
376.79,605.513,3.9657,-1.5206
377.33,606.013,3.9578,-1.5143
377.87,606.513,3.9499,-1.5073
378.41,607.013,3.9419,-1.5011
378.95,607.513,3.9338,-1.4946
379.48,608.013,3.9257,-1.4888
380.02,608.513,3.9175,-1.4823
380.56,609.013,3.9092,-1.4750
381.11,609.513,3.9009,-1.4678
381.65,610.013,3.8925,-1.4614
382.19,610.513,3.8841,-1.4549
382.72,611.013,3.8756,-1.4482
383.26,611.513,3.8671,-1.4415
383.81,612.013,3.8585,-1.4348
384.35,612.513,3.8499,-1.4277
384.89,613.013,3.8412,-1.4214
385.44,613.513,3.8324,-1.4137
385.98,614.013,3.8237,-1.4060
386.52,614.513,3.8148,-1.3989
387.06,615.013,3.8060,-1.3924
387.60,615.513,3.7970,-1.3854
388.15,616.013,3.7880,-1.3780
388.69,616.513,3.7789,-1.3705
389.24,617.013,3.7698,-1.3631
389.78,617.513,3.7606,-1.3557
390.33,618.013,3.7513,-1.3486
390.87,618.513,3.7420,-1.3417
391.41,619.013,3.7326,-1.3340
391.95,619.513,3.7231,-1.3267
392.50,620.013,3.7135,-1.3186
393.04,620.513,3.7039,-1.3108
393.59,621.013,3.6941,-1.3036
394.13,621.513,3.6843,-1.2960
394.68,622.013,3.6745,-1.2884
395.22,622.513,3.6645,-1.2798
395.77,623.013,3.6545,-1.2733
396.32,623.513,3.6444,-1.2671
396.86,624.013,3.6343,-1.2594
397.41,624.513,3.6240,-1.2506
397.96,625.013,3.6138,-1.2424
398.50,625.513,3.6034,-1.2343
399.05,626.013,3.5930,-1.2274
399.60,626.513,3.5826,-1.2202
400.15,627.013,3.5721,-1.2128
400.70,627.513,3.5615,-1.2053
401.24,628.013,3.5510,-1.1970
401.79,628.513,3.5403,-1.1905
402.34,629.013,3.5296,-1.1838
402.88,629.513,3.5189,-1.1747
403.43,630.013,3.5081,-1.1663
403.98,630.513,3.4972,-1.1584
404.53,631.013,3.4863,-1.1517
405.08,631.513,3.4753,-1.1449
405.63,632.013,3.4642,-1.1368
406.18,632.513,3.4530,-1.1295
406.73,633.013,3.4418,-1.1219
407.28,633.513,3.4305,-1.1140
407.83,634.013,3.4191,-1.1060
408.38,634.513,3.4077,-1.0984
408.93,635.013,3.3963,-1.0910
409.48,635.513,3.3847,-1.0850
410.03,636.013,3.3732,-1.0770
410.58,636.513,3.3614,-1.0694
411.13,637.013,3.3497,-1.0622
411.69,637.513,3.3378,-1.0559
412.24,638.013,3.3260,-1.0480
412.79,638.513,3.3141,-1.0411
413.34,639.013,3.3021,-1.0341
413.89,639.513,3.2902,-1.0265
414.45,640.013,3.2782,-1.0182
415.00,640.513,3.2662,-1.0112
415.55,641.013,3.2542,-1.0058
416.10,641.513,3.2421,-0.9978
416.66,642.013,3.2300,-0.9901
417.21,642.513,3.2178,-0.9823
417.76,643.013,3.2056,-0.9746
418.31,643.513,3.1935,-0.9665
418.87,644.013,3.1812,-0.9584
419.42,644.513,3.1689,-0.9504
419.98,645.013,3.1566,-0.9410
420.53,645.513,3.1442,-0.9333
421.09,646.013,3.1318,-0.9256
421.64,646.513,3.1193,-0.9168
422.20,647.013,3.1067,-0.9075
422.75,647.513,3.0941,-0.8982
423.31,648.013,3.0814,-0.8901
423.86,648.513,3.0687,-0.8799
424.42,649.013,3.0558,-0.8699
424.97,649.513,3.0429,-0.8602
425.53,650.013,3.0300,-0.8500
426.08,650.513,3.0170,-0.8386
426.64,651.013,3.0038,-0.8284
427.19,651.513,2.9907,-0.8177
427.75,652.013,2.9774,-0.8056
428.30,652.513,2.9641,-0.7941
428.86,653.013,2.9506,-0.7819
429.42,653.513,2.9371,-0.7686
429.97,654.013,2.9235,-0.7563
430.53,654.513,2.9099,-0.7439
431.09,655.013,2.8961,-0.7309
431.64,655.513,2.8823,-0.7169
432.20,656.013,2.8684,-0.7026
432.76,656.513,2.8544,-0.6875
433.31,657.013,2.8403,-0.6717
433.87,657.513,2.8262,-0.6544
434.42,658.013,2.8119,-0.6379
434.98,658.513,2.7975,-0.6199
435.54,659.013,2.7830,-0.6017
436.09,659.513,2.7683,-0.5827
436.65,660.013,2.7535,-0.5630
437.21,660.513,2.7386,-0.5424
437.77,661.013,2.7234,-0.5220
438.33,661.513,2.7081,-0.5007
438.89,662.013,2.6926,-0.4773
439.45,662.513,2.6770,-0.4546
440.01,663.013,2.6612,-0.4309
440.56,663.513,2.6452,-0.4069
441.12,664.013,2.6291,-0.3812
441.68,664.513,2.6129,-0.3552
442.24,665.013,2.5964,-0.3303
442.80,665.513,2.5798,-0.3042
