Time (s),Temperature (K),Mass (mg),Heat Flow (mW/mg)
521.14,374.697,4.8701,0.4853
523.73,375.197,4.8698,0.4812
526.31,375.697,4.8696,0.4786
528.92,376.197,4.8693,0.4747
531.53,376.697,4.8691,0.4720
534.15,377.197,4.8689,0.4685
536.77,377.697,4.8687,0.4654
539.40,378.197,4.8685,0.4627
542.01,378.697,4.8683,0.4599
544.63,379.197,4.8681,0.4570
547.25,379.697,4.8678,0.4540
549.89,380.197,4.8676,0.4527
552.52,380.697,4.8674,0.4500
555.18,381.197,4.8673,0.4475
557.84,381.697,4.8671,0.4455
560.48,382.197,4.8669,0.4435
563.13,382.697,4.8667,0.4417
565.78,383.197,4.8665,0.4395
568.43,383.697,4.8663,0.4379
571.10,384.197,4.8662,0.4351
573.76,384.697,4.8676,0.4342
576.44,385.197,4.8679,0.4327
579.12,385.697,4.8677,0.4307
581.79,386.197,4.8677,0.4296
584.46,386.697,4.8675,0.4281
587.14,387.197,4.8674,0.4268
589.82,387.697,4.8686,0.4247
592.50,388.197,4.8691,0.4241
595.19,388.697,4.8693,0.4224
597.88,389.197,4.8695,0.4214
600.57,389.697,4.8701,0.4204
603.27,390.197,4.8706,0.4190
605.98,390.697,4.8710,0.4177
608.69,391.197,4.8713,0.4158
611.42,391.697,4.8720,0.4149
614.14,392.197,4.8725,0.4143
616.87,392.697,4.8729,0.4127
619.59,393.197,4.8732,0.4122
622.31,393.697,4.8731,0.4109
625.03,394.197,4.8729,0.4096
627.76,394.697,4.8728,0.4091
630.50,395.197,4.8726,0.4077
633.23,395.697,4.8725,0.4064
635.97,396.197,4.8723,0.4055
638.72,396.697,4.8721,0.4052
641.46,397.197,4.8720,0.4035
644.20,397.697,4.8720,0.4036
646.95,398.197,4.8721,0.4024
649.72,398.697,4.8721,0.4013
652.46,399.197,4.8721,0.3999
655.22,399.697,4.8722,0.3995
657.99,400.197,4.8725,0.3987
660.75,400.697,4.8727,0.3979
663.51,401.197,4.8728,0.3967
666.28,401.697,4.8727,0.3959
669.05,402.197,4.8727,0.3951
671.82,402.697,4.8728,0.3935
674.61,403.197,4.8727,0.3935
677.39,403.697,4.8735,0.3923
680.16,404.197,4.8741,0.3915
682.95,404.697,4.8742,0.3917
685.74,405.197,4.8740,0.3899
688.53,405.697,4.8739,0.3885
691.33,406.197,4.8737,0.3879
694.11,406.697,4.8736,0.3873
696.92,407.197,4.8735,0.3866
699.71,407.697,4.8736,0.3853
702.50,408.197,4.8737,0.3843
705.30,408.697,4.8741,0.3837
708.10,409.197,4.8743,0.3833
710.91,409.697,4.8747,0.3814
713.72,410.197,4.8756,0.3808
716.52,410.697,4.8765,0.3803
719.32,411.197,4.8770,0.3795
722.14,411.697,4.8771,0.3789
724.94,412.197,4.8775,0.3787
727.76,412.697,4.8776,0.3776
730.58,413.197,4.8775,0.3763
733.39,413.697,4.8773,0.3755
736.20,414.197,4.8772,0.3739
739.02,414.697,4.8770,0.3738
741.84,415.197,4.8769,0.3716
744.66,415.697,4.8767,0.3710
747.49,416.197,4.8766,0.3698
750.31,416.697,4.8764,0.3688
753.13,417.197,4.8762,0.3681
755.95,417.697,4.8761,0.3672
758.79,418.197,4.8760,0.3656
761.61,418.697,4.8759,0.3655
764.45,419.197,4.8759,0.3640
767.29,419.697,4.8763,0.3635
770.13,420.197,4.8766,0.3633
772.97,420.697,4.8776,0.3626
775.81,421.197,4.8786,0.3624
778.64,421.697,4.8791,0.3609
781.48,422.197,4.8791,0.3603
784.32,422.697,4.8790,0.3593
787.16,423.197,4.8789,0.3590
790.02,423.697,4.8792,0.3573
792.88,424.197,4.8794,0.3573
795.73,424.697,4.8796,0.3564
798.57,425.197,4.8799,0.3560
801.43,425.697,4.8800,0.3553
804.29,426.197,4.8799,0.3543
807.15,426.697,4.8798,0.3535
810.01,427.197,4.8796,0.3527
812.87,427.697,4.8795,0.3521
815.75,428.197,4.8793,0.3515
818.62,428.697,4.8792,0.3509
821.50,429.197,4.8792,0.3500
824.38,429.697,4.8791,0.3499
827.24,430.197,4.8792,0.3482
830.12,430.697,4.8792,0.3480
833.00,431.197,4.8792,0.3471
835.87,431.697,4.8792,0.3463
838.75,432.197,4.8793,0.3456
841.64,432.697,4.8793,0.3453
844.52,433.197,4.8796,0.3449
847.41,433.697,4.8799,0.3439
850.30,434.197,4.8800,0.3436
853.19,434.697,4.8802,0.3435
856.09,435.197,4.8802,0.3427
858.97,435.697,4.8803,0.3422
861.87,436.197,4.8804,0.3417
864.76,436.697,4.8805,0.3415
867.65,437.197,4.8806,0.3410
870.54,437.697,4.8806,0.3408
873.45,438.197,4.8804,0.3402
876.36,438.697,4.8804,0.3395
879.27,439.197,4.8813,0.3393
882.19,439.697,4.8821,0.3396
885.09,440.197,4.8823,0.3381
888.00,440.697,4.8823,0.3377
890.90,441.197,4.8821,0.3361
893.81,441.697,4.8820,0.3353
896.73,442.197,4.8819,0.3344
899.65,442.697,4.8813,0.3338
902.56,443.197,4.8806,0.3334
905.49,443.697,4.8802,0.3316
908.40,444.197,4.8799,0.3311
911.32,444.697,4.8797,0.3299
914.24,445.197,4.8794,0.3306
917.17,445.697,4.8791,0.3293
920.08,446.197,4.8788,0.3285
923.00,446.697,4.8786,0.3282
925.93,447.197,4.8785,0.3271
928.86,447.697,4.8784,0.3255
931.79,448.197,4.8782,0.3247
934.71,448.697,4.8781,0.3232
937.64,449.197,4.8780,0.3228
940.57,449.697,4.8778,0.3226
943.49,450.197,4.8777,0.3199
946.42,450.697,4.8776,0.3195
949.33,451.197,4.8774,0.3180
952.25,451.697,4.8772,0.3180
955.17,452.197,4.8771,0.3166
958.10,452.697,4.8770,0.3157
961.03,453.197,4.8768,0.3140
963.97,453.697,4.8767,0.3128
966.91,454.197,4.8766,0.3125
969.85,454.697,4.8764,0.3111
972.78,455.197,4.8763,0.3103
975.71,455.697,4.8762,0.3089
978.64,456.197,4.8760,0.3074
981.57,456.697,4.8759,0.3055
984.50,457.197,4.8757,0.3056
987.43,457.697,4.8756,0.3042
990.38,458.197,4.8755,0.3032
993.32,458.697,4.8753,0.3024
996.26,459.197,4.8752,0.3011
999.19,459.697,4.8750,0.2997
1002.12,460.197,4.8739,0.2977
1005.06,460.697,4.8732,0.2967
1008.00,461.197,4.8726,0.2959
1010.95,461.697,4.8725,0.2955
1013.89,462.197,4.8724,0.2939
1016.83,462.697,4.8721,0.2915
1019.77,463.197,4.8714,0.2912
1022.71,463.697,4.8705,0.2891
1025.67,464.197,4.8700,0.2883
1028.62,464.697,4.8697,0.2870
1031.56,465.197,4.8696,0.2859
1034.51,465.697,4.8688,0.2844
1037.45,466.197,4.8682,0.2819
1040.39,466.697,4.8671,0.2806
1043.34,467.197,4.8659,0.2803
1046.30,467.697,4.8649,0.2784
1049.27,468.197,4.8644,0.2766
1052.23,468.697,4.8642,0.2755
1055.18,469.197,4.8641,0.2738
1058.14,469.697,4.8638,0.2722
1061.09,470.197,4.8634,0.2712
1064.05,470.697,4.8629,0.2687
1067.01,471.197,4.8624,0.2677
1069.97,471.697,4.8619,0.2662
1072.93,472.197,4.8614,0.2643
1075.89,472.697,4.8609,0.2621
1078.87,473.197,4.8594,0.2611
1081.85,473.697,4.8585,0.2585
1084.82,474.197,4.8576,0.2574
1087.80,474.697,4.8568,0.2549
1090.76,475.197,4.8562,0.2528
1093.72,475.697,4.8556,0.2517
1096.69,476.197,4.8545,0.2495
1099.66,476.697,4.8529,0.2473
1102.64,477.197,4.8515,0.2441
1105.63,477.697,4.8510,0.2429
1108.61,478.197,4.8508,0.2414
1111.58,478.697,4.8501,0.2398
1114.56,479.197,4.8488,0.2360
1117.54,479.697,4.8475,0.2342
1120.51,480.197,4.8467,0.2324
1123.49,480.697,4.8461,0.2308
1126.47,481.197,4.8444,0.2285
1129.45,481.697,4.8431,0.2264
1132.43,482.197,4.8421,0.2236
1135.41,482.697,4.8411,0.2221
1138.39,483.197,4.8404,0.2197
1141.38,483.697,4.8398,0.2174
1144.36,484.197,4.8385,0.2143
1147.35,484.697,4.8364,0.2128
1150.33,485.197,4.8355,0.2099
1153.30,485.697,4.8343,0.2072
1156.29,486.197,4.8328,0.2030
1159.27,486.697,4.8324,0.2030
1162.25,487.197,4.8310,0.2008
1165.25,487.697,4.8297,0.1969
1168.22,488.197,4.8284,0.1949
1171.20,488.697,4.8275,0.1923
1174.18,489.197,4.8269,0.1898
1177.14,489.697,4.8250,0.1872
1180.12,490.197,4.8233,0.1847
1183.10,490.697,4.8222,0.1817
1186.07,491.197,4.8207,0.1800
1189.06,491.697,4.8194,0.1774
1192.03,492.197,4.8184,0.1742
1195.02,492.697,4.8171,0.1715
1198.01,493.197,4.8157,0.1694
1201.00,493.697,4.8143,0.1664
1203.99,494.197,4.8129,0.1627
1206.98,494.697,4.8109,0.1602
1209.96,495.197,4.8101,0.1584
1212.96,495.697,4.8093,0.1550
1215.94,496.197,4.8077,0.1534
1218.94,496.697,4.8056,0.1513
1221.94,497.197,4.8040,0.1478
1224.93,497.697,4.8030,0.1453
1227.92,498.197,4.8019,0.1431
1230.90,498.697,4.8005,0.1401
1233.88,499.197,4.7985,0.1384
1236.87,499.697,4.7956,0.1357
1239.85,500.197,4.7944,0.1321
1242.83,500.697,4.7930,0.1307
1245.82,501.197,4.7926,0.1277
1248.80,501.697,4.7908,0.1252
1251.79,502.197,4.7888,0.1227
1254.79,502.697,4.7867,0.1200
1257.78,503.197,4.7854,0.1175
1260.77,503.697,4.7843,0.1150
1263.76,504.197,4.7830,0.1129
1266.75,504.697,4.7814,0.1109
1269.73,505.197,4.7797,0.1090
1272.71,505.697,4.7776,0.1064
1275.70,506.197,4.7750,0.1037
1278.69,506.697,4.7730,0.1012
1281.69,507.197,4.7709,0.0994
1284.70,507.697,4.7693,0.0972
1287.70,508.197,4.7671,0.0947
1290.69,508.697,4.7639,0.0918
1293.68,509.197,4.7623,0.0896
1296.65,509.697,4.7600,0.0879
1299.63,510.197,4.7581,0.0854
1302.63,510.697,4.7563,0.0835
1305.61,511.197,4.7546,0.0808
1308.59,511.697,4.7517,0.0783
1311.59,512.197,4.7497,0.0748
1314.59,512.697,4.7475,0.0739
1317.59,513.197,4.7458,0.0718
1320.60,513.697,4.7440,0.0695
1323.61,514.197,4.7413,0.0673
1326.61,514.697,4.7397,0.0647
1329.62,515.197,4.7371,0.0631
1332.62,515.697,4.7344,0.0609
1335.62,516.197,4.7315,0.0583
1338.63,516.697,4.7291,0.0565
1341.63,517.197,4.7274,0.0547
1344.63,517.697,4.7251,0.0518
1347.62,518.197,4.7219,0.0501
1350.62,518.697,4.7195,0.0480
1353.61,519.197,4.7162,0.0457
1356.61,519.697,4.7135,0.0444
1359.61,520.197,4.7110,0.0414
1362.60,520.697,4.7076,0.0405
1365.60,521.197,4.7040,0.0394
1368.60,521.697,4.7004,0.0359
1371.59,522.197,4.6979,0.0352
1374.59,522.697,4.6949,0.0323
1377.59,523.197,4.6912,0.0301
1380.60,523.697,4.6882,0.0292
1383.61,524.197,4.6851,0.0268
1386.62,524.697,4.6820,0.0247
1389.63,525.197,4.6787,0.0233
1392.64,525.697,4.6763,0.0222
1395.64,526.197,4.6729,0.0200
1398.64,526.697,4.6691,0.0181
1401.65,527.197,4.6652,0.0165
1404.65,527.697,4.6620,0.0149
1407.66,528.197,4.6586,0.0119
1410.66,528.697,4.6557,0.0116
1413.66,529.197,4.6523,0.0107
1416.67,529.697,4.6489,0.0094
1419.69,530.197,4.6455,0.0084
1422.71,530.697,4.6417,0.0071
1425.72,531.197,4.6377,0.0051
1428.73,531.697,4.6335,0.0040
1431.74,532.197,4.6313,0.0032
1434.74,532.697,4.6279,0.0018
1437.73,533.197,4.6240,0.0004
1440.73,533.697,4.6206,-0.0003
1443.73,534.197,4.6160,-0.0017
1446.73,534.697,4.6118,-0.0026
1449.74,535.197,4.6073,-0.0037
1452.74,535.697,4.6040,-0.0062
1455.74,536.197,4.5991,-0.0070
1458.75,536.697,4.5944,-0.0083
1461.76,537.197,4.5911,-0.0101
1464.78,537.697,4.5863,-0.0109
1467.79,538.197,4.5826,-0.0121
1470.80,538.697,4.5783,-0.0132
1473.80,539.197,4.5734,-0.0145
1476.81,539.697,4.5689,-0.0150
1479.82,540.197,4.5638,-0.0171
1482.82,540.697,4.5589,-0.0182
1485.82,541.197,4.5552,-0.0193
1488.82,541.697,4.5512,-0.0200
1491.83,542.197,4.5461,-0.0214
1494.84,542.697,4.5426,-0.0213
1497.86,543.197,4.5370,-0.0224
1500.87,543.697,4.5312,-0.0237
1503.88,544.197,4.5258,-0.0246
1506.88,544.697,4.5199,-0.0256
1509.89,545.197,4.5160,-0.0266
1512.90,545.697,4.5099,-0.0271
1515.92,546.197,4.5038,-0.0283
1518.93,546.697,4.4975,-0.0295
1521.94,547.197,4.4927,-0.0303
1524.95,547.697,4.4881,-0.0312
1527.95,548.197,4.4835,-0.0313
1530.95,548.697,4.4780,-0.0331
1533.95,549.197,4.4738,-0.0336
1536.95,549.697,4.4686,-0.0344
1539.93,550.197,4.4631,-0.0364
1542.93,550.697,4.4572,-0.0374
1545.92,551.197,4.4517,-0.0381
1548.92,551.697,4.4456,-0.0389
1551.94,552.197,4.4396,-0.0398
1554.97,552.697,4.4331,-0.0420
1557.99,553.197,4.4273,-0.0429
1561.01,553.697,4.4231,-0.0435
1564.04,554.197,4.4171,-0.0425
1567.05,554.697,4.4110,-0.0438
1570.06,555.197,4.4041,-0.0459
1573.08,555.697,4.3975,-0.0471
1576.09,556.197,4.3910,-0.0485
1579.09,556.697,4.3835,-0.0497
1582.10,557.197,4.3770,-0.0510
1585.11,557.697,4.3702,-0.0536
1588.12,558.197,4.3636,-0.0540
1591.14,558.697,4.3574,-0.0560
1594.14,559.197,4.3498,-0.0569
1597.15,559.697,4.3438,-0.0593
1600.16,560.197,4.3380,-0.0598
1603.17,560.697,4.3313,-0.0615
1606.19,561.197,4.3237,-0.0629
1609.20,561.697,4.3159,-0.0639
1612.22,562.197,4.3082,-0.0656
1615.24,562.697,4.3016,-0.0670
1618.26,563.197,4.2959,-0.0674
1621.28,563.697,4.2889,-0.0685
1624.29,564.197,4.2818,-0.0700
1627.29,564.697,4.2742,-0.0711
1630.30,565.197,4.2656,-0.0738
1633.31,565.697,4.2574,-0.0753
1636.32,566.197,4.2499,-0.0771
1639.33,566.697,4.2427,-0.0778
1642.34,567.197,4.2360,-0.0804
1645.36,567.697,4.2272,-0.0817
1648.37,568.197,4.2180,-0.0839
1651.39,568.697,4.2092,-0.0854
1654.41,569.197,4.2024,-0.0878
1657.43,569.697,4.1963,-0.0886
1660.46,570.197,4.1880,-0.0905
1663.48,570.697,4.1797,-0.0916
1666.50,571.197,4.1715,-0.0933
1669.52,571.697,4.1626,-0.0962
1672.53,572.197,4.1546,-0.0974
1675.54,572.697,4.1474,-0.0989
1678.55,573.197,4.1387,-0.0993
1681.56,573.697,4.1299,-0.1014
1684.58,574.197,4.1202,-0.1028
1687.60,574.697,4.1113,-0.1051
1690.63,575.197,4.1041,-0.1063
1693.65,575.697,4.0974,-0.1074
1696.67,576.197,4.0901,-0.1084
1699.70,576.697,4.0815,-0.1095
1702.71,577.197,4.0713,-0.1105
1705.72,577.697,4.0614,-0.1127
1708.73,578.197,4.0520,-0.1133
1711.73,578.697,4.0415,-0.1144
1714.74,579.197,4.0314,-0.1157
1717.76,579.697,4.0210,-0.1186
1720.79,580.197,4.0116,-0.1194
1723.80,580.697,4.0020,-0.1216
1726.83,581.197,3.9937,-0.1221
1729.84,581.697,3.9845,-0.1238
1732.85,582.197,3.9748,-0.1245
1735.87,582.697,3.9641,-0.1254
1738.89,583.197,3.9539,-0.1262
1741.93,583.697,3.9452,-0.1284
1744.96,584.197,3.9368,-0.1288
1747.99,584.697,3.9286,-0.1278
1751.02,585.197,3.9199,-0.1281
1754.02,585.697,3.9096,-0.1275
1757.03,586.197,3.8989,-0.1281
1760.05,586.697,3.8872,-0.1294
1763.06,587.197,3.8760,-0.1307
1766.07,587.697,3.8666,-0.1312
1769.09,588.197,3.8559,-0.1328
1772.11,588.697,3.8438,-0.1329
1775.12,589.197,3.8321,-0.1343
1778.13,589.697,3.8199,-0.1353
1781.14,590.197,3.8097,-0.1364
1784.16,590.697,3.7999,-0.1367
1787.17,591.197,3.7892,-0.1367
1790.19,591.697,3.7773,-0.1366
1793.20,592.197,3.7646,-0.1364
1796.22,592.697,3.7516,-0.1376
1799.24,593.197,3.7400,-0.1379
1802.27,593.697,3.7272,-0.1388
1805.29,594.197,3.7170,-0.1394
1808.31,594.697,3.7051,-0.1389
1811.32,595.197,3.6929,-0.1391
1814.35,595.697,3.6801,-0.1405
1817.38,596.197,3.6675,-0.1404
1820.42,596.697,3.6563,-0.1414
1823.46,597.197,3.6449,-0.1406
1826.49,597.697,3.6310,-0.1410
1829.50,598.197,3.6180,-0.1412
1832.52,598.697,3.6038,-0.1415
1835.52,599.197,3.5917,-0.1416
1838.53,599.697,3.5800,-0.1416
1841.54,600.197,3.5686,-0.1416
1844.55,600.697,3.5543,-0.1412
1847.57,601.197,3.5384,-0.1413
1850.57,601.697,3.5254,-0.1415
1853.58,602.197,3.5125,-0.1412
1856.60,602.697,3.5021,-0.1425
1859.62,603.197,3.4905,-0.1409
1862.64,603.697,3.4762,-0.1409
1865.66,604.197,3.4601,-0.1407
1868.68,604.697,3.4442,-0.1399
1871.70,605.197,3.4307,-0.1403
1874.72,605.697,3.4181,-0.1405
1877.72,606.197,3.4047,-0.1401
1880.72,606.697,3.3892,-0.1409
1883.72,607.197,3.3741,-0.1411
1886.72,607.697,3.3595,-0.1422
1889.74,608.197,3.3469,-0.1415
1892.77,608.697,3.3347,-0.1415
1895.79,609.197,3.3203,-0.1416
1898.81,609.697,3.3025,-0.1414
1901.83,610.197,3.2859,-0.1407
1904.85,610.697,3.2695,-0.1410
1907.86,611.197,3.2553,-0.1405
1910.87,611.697,3.2448,-0.1397
1913.89,612.197,3.2306,-0.1379
1916.90,612.697,3.2128,-0.1376
1919.92,613.197,3.1956,-0.1365
1922.95,613.697,3.1806,-0.1367
1925.97,614.197,3.1673,-0.1364
1929.00,614.697,3.1540,-0.1344
1932.02,615.197,3.1376,-0.1327
1935.04,615.697,3.1194,-0.1323
1938.07,616.197,3.1032,-0.1305
1941.10,616.697,3.0890,-0.1295
1944.14,617.197,3.0743,-0.1295
1947.18,617.697,3.0581,-0.1267
1950.21,618.197,3.0434,-0.1246
1953.23,618.697,3.0248,-0.1231
1956.25,619.197,3.0074,-0.1209
1959.26,619.697,2.9925,-0.1193
1962.28,620.197,2.9786,-0.1183
1965.30,620.697,2.9619,-0.1154
1968.31,621.197,2.9439,-0.1132
1971.33,621.697,2.9265,-0.1113
1974.35,622.197,2.9089,-0.1091
1977.37,622.697,2.8918,-0.1073
1980.39,623.197,2.8762,-0.1042
1983.42,623.697,2.8608,-0.1003
1986.44,624.197,2.8402,-0.0969
1989.46,624.697,2.8170,-0.0940
1992.48,625.197,2.7974,-0.0913
1995.50,625.697,2.7813,-0.0875
1998.51,626.197,2.7663,-0.0833
2001.53,626.697,2.7488,-0.0782
2004.54,627.197,2.7286,-0.0752
2007.56,627.697,2.7088,-0.0716
2010.59,628.197,2.6897,-0.0673
2013.61,628.697,2.6715,-0.0625
2016.62,629.197,2.6533,-0.0588
2019.65,629.697,2.6342,-0.0531
2022.66,630.197,2.6130,-0.0488
2025.69,630.697,2.5936,-0.0456
2028.71,631.197,2.5743,-0.0391
2031.73,631.697,2.5564,-0.0341
2034.74,632.197,2.5348,-0.0283
2037.76,632.697,2.5099,-0.0234
2040.78,633.197,2.4869,-0.0193
2043.80,633.697,2.4647,-0.0144
2046.82,634.197,2.4436,-0.0101
2049.84,634.697,2.4228,-0.0056
2052.87,635.197,2.4021,-0.0009
2055.89,635.697,2.3786,0.0038
2058.92,636.197,2.3547,0.0081
2061.95,636.697,2.3318,0.0116
2064.97,637.197,2.3109,0.0154
2068.00,637.697,2.2895,0.0203
2071.01,638.197,2.2659,0.0245
2074.03,638.697,2.2412,0.0266
2077.05,639.197,2.2181,0.0291
2080.07,639.697,2.1949,0.0308
2083.10,640.197,2.1702,0.0339
2086.13,640.697,2.1481,0.0354
2089.15,641.197,2.1247,0.0370
2092.17,641.697,2.0995,0.0376
2095.17,642.197,2.0747,0.0370
2098.19,642.697,2.0502,0.0356
2101.20,643.197,2.0278,0.0337
2104.22,643.697,2.0059,0.0291
2107.24,644.197,1.9831,0.0269
2110.26,644.697,1.9579,0.0213
2113.28,645.197,1.9332,0.0140
2116.30,645.697,1.9091,0.0066
2119.31,646.197,1.8859,-0.0014
2122.33,646.697,1.8640,-0.0124
2125.37,647.197,1.8428,-0.0229
2128.39,647.697,1.8211,-0.0372
2131.41,648.197,1.7959,-0.0515
2134.42,648.697,1.7735,-0.0678
2137.44,649.197,1.7518,-0.0848
2140.45,649.697,1.7317,-0.1026
2143.48,650.197,1.7127,-0.1223
2146.49,650.697,1.6924,-0.1423
2149.51,651.197,1.6737,-0.1658
2152.52,651.697,1.6542,-0.1902
2155.53,652.197,1.6361,-0.2136
2158.55,652.697,1.6205,-0.2415
2161.56,653.197,1.6082,-0.2664
2164.57,653.697,1.5946,-0.2927
2167.58,654.197,1.5776,-0.3212
2170.59,654.697,1.5609,-0.3490
2173.60,655.197,1.5489,-0.3788
2176.61,655.697,1.5396,-0.4137
2179.62,656.197,1.5309,-0.4452
2182.62,656.697,1.5213,-0.4766
2185.63,657.197,1.5115,-0.5064
2188.64,657.697,1.5013,-0.5353
2191.65,658.197,1.4940,-0.5623
2194.66,658.697,1.4866,-0.5860
2197.67,659.197,1.4792,-0.6143
2200.66,659.697,1.4722,-0.6375
2203.66,660.197,1.4652,-0.6601
2206.65,660.697,1.4598,-0.6807
2209.64,661.197,1.4543,-0.6992
2212.64,661.697,1.4504,-0.7171
2215.64,662.197,1.4454,-0.7334
2218.63,662.697,1.4425,-0.7470
2221.64,663.197,1.4380,-0.7603
2224.65,663.697,1.4352,-0.7686
