wavenumber (cm-1),reflectivity (-)
499.4981934,0.18605924
501.4267578,0.17740266
503.3553223,0.16218135
505.2838867,0.15383109
507.2124512,0.1488848
509.1410156,0.14731935
511.0695801,0.15112668
512.9981445,0.15989463
514.926709,0.1658594
516.8552734,0.16144024
518.7838379,0.15516116
520.7124023,0.14404245
522.6409668,0.1293274
524.5695313,0.13505334
526.4980957,0.1695894
528.4266602,0.19251306
530.3552246,0.17495574
532.2837891,0.14046912
534.2123535,0.11558583
536.140918,0.11136868
538.0694824,0.11745819
539.9980469,0.11670403
541.9266113,0.1138114
543.8551758,0.11819863
545.7837402,0.12408353
547.7123047,0.12987705
549.6408691,0.13928278
551.5694336,0.14529401
553.4979981,0.13691473
555.4265625,0.11819845
557.355127,0.1084761
559.2836914,0.11774613
561.2122559,0.13488674
563.1408203,0.14249016
565.0693848,0.13907553
566.9979492,0.1321944
568.9265137,0.13133061
570.8550781,0.13466418
572.7836426,0.13215417
574.712207,0.12844977
576.6407715,0.12299905
578.5693359,0.11211818
580.4979004,0.11467464
582.4264648,0.13176131
584.3550293,0.14292242
586.2835938,0.14179799
588.2121582,0.12848508
590.1407227,0.11314388
592.0692871,0.11015557
593.9978516,0.1157056
595.926416,0.12204684
597.8549805,0.12143166
599.7835449,0.1113124
601.7121094,0.10512516
603.6406738,0.10949828
605.5692383,0.11466588
607.4978027,0.11402258
609.4263672,0.11143959
611.3549316,0.11289752
613.2834961,0.11926701
615.2120606,0.1229955
617.140625,0.12069418
619.0691895,0.12115551
620.9977539,0.12449199
622.9263184,0.12004508
624.8548828,0.10737821
626.7834473,0.1009642
628.7120117,0.10828266
630.6405762,0.11783488
632.5691406,0.12031223
634.4977051,0.1196393
636.4262695,0.12000557
638.354834,0.11816543
640.2833984,0.11137242
642.2119629,0.10337207
644.1405273,0.10228059
646.0690918,0.10820597
647.9976563,0.11162451
649.9262207,0.10897633
651.8547852,0.10652799
653.7833496,0.10717273
655.7119141,0.10985205
657.6404785,0.11393434
659.569043,0.11817309
661.4976074,0.12059522
663.4261719,0.11850341
665.3547363,0.10799523
667.2833008,0.0879848
669.2118652,0.08079816
671.1404297,0.09535837
673.0689941,0.10486081
674.9975586,0.10280833
676.9261231,0.09848059
678.8546875,0.10657527
680.783252,0.12267784
682.7118164,0.12836745
684.6403809,0.11907187
686.5689453,0.10915002
688.4975098,0.10908706
690.4260742,0.11284618
692.3546387,0.11344666
694.2832031,0.11401179
696.2117676,0.11594857
698.140332,0.11478118
700.0688965,0.11086092
701.9974609,0.10798601
703.9260254,0.10849914
705.8545898,0.1132165
707.7831543,0.11717529
709.7117188,0.11582812
711.6402832,0.11159337
713.5688477,0.10897197
715.4974121,0.10944601
717.4259766,0.11064541
719.354541,0.11078434
721.2831055,0.11205225
723.2116699,0.11566495
725.1402344,0.11965673
727.0687988,0.12392268
728.9973633,0.12844688
730.9259277,0.12979156
732.8544922,0.12727953
734.7830566,0.12469599
736.7116211,0.12394828
738.6401856,0.12406532
740.56875,0.12326726
742.4973145,0.1194438
744.4258789,0.11390711
746.3544434,0.11338647
748.2830078,0.11847197
750.2115723,0.12271369
752.1401367,0.12525751
754.0687012,0.12859623
755.9972656,0.13139492
757.9258301,0.13016793
759.8543945,0.1264393
761.782959,0.12678602
763.7115234,0.13089126
765.6400879,0.1336569
767.5686523,0.13496751
769.4972168,0.13602643
771.4257813,0.13697354
773.3543457,0.13869223
775.2829102,0.14123321
777.2114746,0.14263022
779.1400391,0.14118823
781.0686035,0.13998434
782.997168,0.14214188
784.9257324,0.14410597
786.8542969,0.14435801
788.7828613,0.14571132
790.7114258,0.14598776
792.6399902,0.14319703
794.5685547,0.13949668
796.4971191,0.1384789
798.4256836,0.14128837
800.3542481,0.14276183
802.2828125,0.1414049
804.211377,0.14291032
806.1399414,0.14658122
808.0685059,0.14696646
809.9970703,0.14539595
811.9256348,0.1449068
813.8541992,0.14311787
815.7827637,0.13731025
817.7113281,0.13178711
819.6398926,0.13304201
821.568457,0.13965943
823.4970215,0.14641027
825.4255859,0.15072343
827.3541504,0.15162033
829.2827148,0.15000042
831.2112793,0.14829767
833.1398438,0.149774
835.0684082,0.15428801
836.9969727,0.15692705
838.9255371,0.15709898
840.8541016,0.15899935
842.782666,0.16215979
844.7112305,0.16267355
846.6397949,0.15948769
848.5683594,0.15414523
850.4969238,0.15058416
852.4254883,0.15144433
854.3540527,0.15405801
856.2826172,0.15530196
858.2111816,0.15403821
860.1397461,0.15151811
862.0683106,0.1509725
863.996875,0.15324765
865.9254395,0.15593272
867.8540039,0.15726465
869.7825684,0.15760235
871.7111328,0.15657698
873.6396973,0.15500353
875.5682617,0.15575442
877.4968262,0.15842207
879.4253906,0.15987185
881.3539551,0.15920493
883.2825195,0.15763944
885.211084,0.15560114
887.1396484,0.15360206
889.0682129,0.15195057
890.9967773,0.15010309
892.9253418,0.14913054
894.8539063,0.14946671
896.7824707,0.1496391
898.7110352,0.14963666
900.6395996,0.15102878
902.5681641,0.15355848
904.4967285,0.15429311
906.425293,0.15301977
908.3538574,0.15434043
910.2824219,0.16040073
912.2109863,0.16648802
914.1395508,0.16842142
916.0681152,0.16849646
917.9966797,0.17059393
919.9252441,0.17567019
921.8538086,0.18057728
923.7823731,0.18174349
925.7109375,0.17929849
927.639502,0.1746712
929.5680664,0.17026398
931.4966309,0.16846222
933.4251953,0.16847196
935.3537598,0.16732462
937.2823242,0.16438723
939.2108887,0.16304918
941.1394531,0.16407053
943.0680176,0.16438296
944.996582,0.16372141
946.9251465,0.16271082
948.8537109,0.1610039
950.7822754,0.15988828
952.7108398,0.15975463
954.6394043,0.15845168
956.5679688,0.15521036
958.4965332,0.15187173
960.4250977,0.14861245
962.3536621,0.14598766
964.2822266,0.14709629
966.210791,0.15076084
968.1393555,0.15315031
970.0679199,0.15339862
971.9964844,0.15288046
973.9250488,0.1531958
975.8536133,0.1534707
977.7821777,0.15288374
979.7107422,0.1524002
981.6393066,0.15005022
983.5678711,0.14418204
985.4964356,0.13926317
987.425,0.13724107
989.3535645,0.13456419
991.2821289,0.13071336
993.2106934,0.12676103
995.1392578,0.12389737
997.0678223,0.12348482
998.9963867,0.12413401
1000.924951,0.12485255
1002.853516,0.12426247
1004.78208,0.12099808
1006.710645,0.11678813
1008.639209,0.11314319
1010.567773,0.11160423
1012.496338,0.1137117
1014.424902,0.11700134
1016.353467,0.11787431
1018.282031,0.11675856
1020.210596,0.11523487
1022.13916,0.11369476
1024.067725,0.11266521
1025.996289,0.11215016
1027.924854,0.11185988
1029.853418,0.11067466
1031.781982,0.10797911
1033.710547,0.10663747
1035.639111,0.10724998
1037.567676,0.1058154
1039.49624,0.10258095
1041.424805,0.10019639
1043.353369,0.09840093
1045.281934,0.09948454
1047.210498,0.1037435
1049.139063,0.10527665
1051.067627,0.10267635
1052.996191,0.10084574
1054.924756,0.10196471
1056.85332,0.10237827
1058.781885,0.09948858
1060.710449,0.09586088
1062.639014,0.09379682
1064.567578,0.09239405
1066.496143,0.09090824
1068.424707,0.09109461
1070.353271,0.09152163
1072.281836,0.08830428
1074.2104,0.08445732
1076.138965,0.08359797
1078.067529,0.08257954
1079.996094,0.08025121
1081.924658,0.07985434
1083.853223,0.08184323
1085.781787,0.08331159
1087.710352,0.08309285
1089.638916,0.08223155
1091.56748,0.08146168
1093.496045,0.08055053
1095.424609,0.07882829
1097.353174,0.0772775
1099.281738,0.07822874
1101.210303,0.08156227
1103.138867,0.08392325
1105.067432,0.08357497
1106.995996,0.0812358
1108.924561,0.07690068
1110.853125,0.07311547
1112.781689,0.07385002
1114.710254,0.07756533
1116.638818,0.07948587
1118.567383,0.07872662
1120.495947,0.07704461
1122.424512,0.07527771
1124.353076,0.07530108
1126.281641,0.07646228
1128.210205,0.07530952
1130.13877,0.07299401
1132.067334,0.07175111
1133.995898,0.0716908
1135.924463,0.07231854
1137.853027,0.07260895
1139.781592,0.07344791
1141.710156,0.07576071
1143.638721,0.07772239
1145.567285,0.07644029
1147.49585,0.07289661
1149.424414,0.07139245
1151.352979,0.07307063
1153.281543,0.07595921
1155.210107,0.07846191
1157.138672,0.08007016
1159.067236,0.08063881
1160.995801,0.0805985
1162.924365,0.07960193
1164.85293,0.07634241
1166.781494,0.07278225
1168.710059,0.0729312
1170.638623,0.07774742
