Time,Mass,HRR
[s],[g],[kW/m2]
0,71.48,0
1,71.48,7.5
2,71.528,8.1
3,71.528,7.5
4,71.528,6.9
5,71.528,5.8
6,71.528,5.2
7,71.456,4.1
8,71.382,4.1
9,71.312,4.1
10,71.248,3.5
11,71.191,3.5
12,71.141,3.5
13,71.096,2.8
14,71.054,3
15,71.014,2.3
16,70.975,2.3
17,70.936,2.3
18,70.896,2.3
19,70.855,2.3
20,70.813,2.3
21,70.767,4.1
22,70.72,4.7
23,70.667,5.2
24,70.611,7
25,70.55,7
26,70.485,8.2
27,70.414,5.8
28,70.339,6.8
29,70.272,6.8
30,70.202,6.8
31,70.129,6.3
32,70.054,6.1
33,69.975,6.7
34,69.892,7.2
35,69.807,10
36,69.718,16
37,69.625,23.5
38,69.528,33.8
39,69.427,49.5
40,69.322,81.3
41,69.213,105.5
42,69.099,134
43,68.981,179.4
44,68.858,210.7
45,68.731,239
46,68.599,288.1
47,68.463,312
48,68.323,335.6
49,68.178,375.6
50,68.03,399.2
51,67.878,418
52,67.721,446.5
53,67.561,464.9
54,67.397,478.9
55,67.23,497
56,67.059,507.4
57,66.885,521.6
58,66.708,528.6
59,66.528,535.5
60,66.345,542.5
61,66.16,547.3
62,65.973,551.1
63,65.782,555
64,65.59,555.9
65,65.397,559.3
66,65.201,564.7
67,65.003,568.1
68,64.804,576
69,64.604,578.6
70,64.403,579.9
71,64.2,587.4
72,63.997,591.9
73,63.792,599.1
74,63.587,604.3
75,63.382,606.7
76,63.176,612.5
77,62.969,613.1
78,62.762,611.1
79,62.555,610.9
80,62.347,608.4
81,62.14,608.9
82,61.932,610.3
83,61.724,610.3
84,61.516,612
85,61.309,612.5
86,61.101,615.3
87,60.893,617.8
88,60.686,622.3
89,60.478,627
90,60.27,628.9
91,60.063,636.6
92,59.856,639.7
93,59.648,645
94,59.441,650.7
95,59.234,655
96,59.027,654.5
97,58.819,649.7
98,58.612,650.1
99,58.405,650.1
100,58.198,648.9
101,57.99,650.6
102,57.783,656.9
103,57.575,658.4
104,57.366,659.7
105,57.158,662.8
106,56.949,660.7
107,56.74,661.9
108,56.53,668.9
109,56.32,671.9
110,56.109,670.5
111,55.898,671.8
112,55.687,671.5
113,55.474,668.4
114,55.261,662.7
115,55.048,662.4
116,54.833,661.3
117,54.618,663.5
118,54.402,661.4
119,54.186,662.8
120,53.968,663.6
121,53.751,666.5
122,53.532,674.1
123,53.313,675.9
124,53.092,680
125,52.871,688
126,52.649,689
127,52.426,690.7
128,52.202,690.7
129,51.978,690.7
130,51.752,693
131,51.526,694
132,51.298,695.8
133,51.07,690
134,50.841,691
135,50.612,693.8
136,50.381,694.3
137,50.15,698.6
138,49.918,699.4
139,49.685,699.3
140,49.452,701.7
141,49.218,703.9
142,48.982,711.3
143,48.746,715.6
144,48.51,719.2
145,48.273,725
146,48.034,733.5
147,47.795,733.4
148,47.556,733.6
149,47.315,735.5
150,47.074,735.6
151,46.831,741.7
152,46.588,740.8
153,46.344,736.1
154,46.099,735.6
155,45.854,739.5
156,45.607,738.6
157,45.36,738.4
158,45.112,743.2
159,44.863,746.1
160,44.613,746.5
161,44.362,750.7
162,44.111,751.1
163,43.859,751.4
164,43.605,751.1
165,43.351,754.5
166,43.096,753.5
167,42.84,751.1
168,42.583,750.2
169,42.325,751.4
170,42.066,748.9
171,41.806,750.8
172,41.544,751.9
173,41.282,753.1
174,41.02,756.4
175,40.756,755.5
176,40.491,761.8
177,40.225,766.4
178,39.958,773.8
179,39.691,775.9
180,39.422,783.1
181,39.153,795.3
182,38.883,798.9
183,38.611,796.1
184,38.339,800
185,38.066,804
186,37.792,808.1
187,37.518,811.4
188,37.242,812.5
189,36.966,815.5
190,36.689,819.3
191,36.412,822.5
192,36.134,830.5
193,35.856,833.5
194,35.576,838.1
195,35.297,845.7
196,35.017,853.2
197,34.736,862.2
198,34.455,866.6
199,34.174,868.2
200,33.893,871
201,33.61,867.2
202,33.328,865.7
203,33.045,861.5
204,32.762,859.7
205,32.479,859.1
206,32.196,856
207,31.912,856.7
208,31.628,857.3
209,31.344,856.6
210,31.059,862.7
211,30.774,871.7
212,30.489,866.8
213,30.204,870.5
214,29.918,884.9
215,29.631,888.3
216,29.344,890.1
217,29.057,889.9
218,28.769,891.5
219,28.48,890.7
220,28.191,884
221,27.901,881.7
222,27.61,880.1
223,27.319,876.4
224,27.026,873.3
225,26.733,872.5
226,26.439,872
227,26.145,869.2
228,25.849,874.7
229,25.553,878.8
230,25.256,884.3
231,24.958,889.3
232,24.66,892.6
233,24.361,900.8
234,24.061,904.4
235,23.761,907.2
236,23.461,913
237,23.161,920.8
238,22.861,928.8
239,22.561,926.9
240,22.261,929
241,21.961,932.8
242,21.662,933.8
243,21.364,935.2
244,21.067,940.6
245,20.772,937.4
246,20.477,948.6
247,20.185,956.3
248,19.895,959.9
249,19.607,974.7
250,19.321,983.4
251,19.038,985.7
252,18.758,990.3
253,18.482,995.8
254,18.208,1005.1
255,17.938,1011.1
256,17.672,1009.1
257,17.41,1011.9
258,17.152,1013.1
259,16.899,1014.9
260,16.649,1020.1
261,16.405,1020.7
262,16.165,1025.3
263,15.93,1027.5
264,15.7,1028.1
265,15.475,1033.6
266,15.256,1046.7
267,15.041,1047.5
268,14.832,1053.5
269,14.628,1053.1
270,14.429,1047.5
271,14.235,1038.4
272,14.046,1032.2
273,13.863,1015.9
274,13.684,1003.5
275,13.51,990.8
276,13.34,954.4
277,13.176,930.3
278,13.015,894.9
279,12.859,870.2
280,12.707,843.9
281,12.559,800.9
282,12.415,777.8
283,12.274,755
284,12.138,714.3
285,12.004,691.8
286,11.874,660.3
287,11.747,620.5
288,11.623,596.3
289,11.501,556.8
290,11.382,533.9
291,11.265,511.3
292,11.15,479.5
293,11.037,460.7
294,10.927,430.1
295,10.818,416
296,10.711,401.3
297,10.605,383.3
298,10.5,375.8
299,10.397,367.7
300,10.295,359
301,10.194,355.3
302,10.094,349.5
303,9.995,345.2
304,9.896,342.4
305,9.798,335.8
306,9.702,330
307,9.605,326.5
308,9.509,320.2
309,9.414,317.7
310,9.319,311.9
311,9.224,306.5
312,9.13,301.4
313,9.037,296.4
314,8.943,294.7
315,8.85,294.3
316,8.757,293.2
317,8.664,292.7
318,8.572,294.3
319,8.479,294.1
320,8.387,293.4
321,8.295,293.9
322,8.203,294.1
323,8.111,292.7
324,8.02,292.6
325,7.928,291.7
