Time (s),Temperature (K),Mass (mg)
0.0,299.573,4.926406
1.0,299.572001,4.926469
2.0,299.57,4.926469
3.0,299.57,4.926469
4.0,299.57,4.926531
5.0,299.57,4.926562
6.0,299.57,4.926625
7.0,299.57,4.926688
8.0,299.574,4.92675
9.0,299.572001,4.926781
10.0,299.571,4.926781
11.0,299.571,4.92675
12.0,299.572001,4.92675
13.0,299.574999,4.926781
14.0,299.576001,4.926875
15.0,299.574,4.926969
16.0,299.57,4.927125
17.0,299.567,4.927219
18.0,299.567,4.927281
19.0,299.567,4.927344
20.0,299.57,4.927406
21.0,299.573,4.9275
22.0,299.573,4.927625
23.0,299.573,4.92775
24.0,299.574999,4.927875
25.0,299.574999,4.927969
26.0,299.576001,4.928
27.0,299.576001,4.928031
28.0,299.577,4.928031
29.0,299.577,4.928156
30.0,299.577,4.928281
31.0,299.577999,4.928406
32.0,299.579001,4.928406
33.0,299.576001,4.928375
34.0,299.571,4.928406
35.0,299.57,4.928438
36.0,299.57,4.928469
37.0,299.57,4.928469
38.0,299.571,4.928469
39.0,299.574999,4.928469
40.0,299.577999,4.9285
41.0,299.577999,4.9285
42.0,299.577999,4.9285
43.0,299.577999,4.9285
44.0,299.577999,4.9285
45.0,299.579001,4.9285
46.0,299.58,4.928531
47.0,299.584999,4.928563
48.0,299.590001,4.928531
49.0,299.595,4.9285
50.0,299.597001,4.9285
51.0,299.598999,4.928594
52.0,299.598999,4.928719
53.0,299.598999,4.928844
54.0,299.604,4.928875
55.0,299.609999,4.928844
56.0,299.615,4.928844
57.0,299.621001,4.928844
58.0,299.624001,4.928906
59.0,299.626999,4.928969
60.0,299.626999,4.929
61.0,299.626999,4.928969
62.0,299.632,4.928906
63.0,299.639,4.928875
64.0,299.649001,4.928906
65.0,299.657999,4.928906
66.0,299.664999,4.928875
67.0,299.668999,4.928906
68.0,299.671999,4.928937
69.0,299.678,4.928969
70.0,299.690001,4.928937
71.0,299.702,4.928937
72.0,299.712,4.928937
73.0,299.72,4.928937
74.0,299.727999,4.928969
75.0,299.736,4.928969
76.0,299.741999,4.928969
77.0,299.751,4.928875
78.0,299.761,4.928813
79.0,299.772999,4.928844
80.0,299.784001,4.928906
81.0,299.796,4.929
82.0,299.806,4.929031
83.0,299.822001,4.929062
84.0,299.834999,4.929031
85.0,299.848999,4.929
86.0,299.859,4.929
