Time (s),Temperature (K),Mass (mg)
0,298.5,5.0217
136,299,5.0236
160,299.5,5.0233
175,300,5.023
187,300.5,5.0227
198,301,5.0225
208,301.5,5.0221
216,302,5.0218
224,302.5,5.0215
232,303,5.0207
239,303.5,5.0206
246,304,5.0202
253,304.5,5.0196
259,305,5.0189
265,305.5,5.0189
271,306,5.0183
276,306.5,5.0179
282,307,5.0176
287,307.5,5.0168
293,308,5.0162
298,308.5,5.0156
303,309,5.0152
308,309.5,5.0145
313,310,5.0136
318,310.5,5.0128
323,311,5.0119
328,311.5,5.0115
333,312,5.0104
337,312.5,5.0099
342,313,5.0093
346,313.5,5.0082
351,314,5.0076
355,314.5,5.0069
360,315,5.0059
364,315.5,5.0052
368,316,5.0043
373,316.5,5.0033
377,317,5.0025
381,317.5,5.0016
385,318,5.0008
389,318.5,4.9996
394,319,4.9984
398,319.5,4.9974
402,320,4.9966
406,320.5,4.9954
410,321,4.9944
414,321.5,4.9932
418,322,4.9922
422,322.5,4.9912
426,323,4.9902
430,323.5,4.9889
434,324,4.9879
438,324.5,4.9866
442,325,4.9852
446,325.5,4.9844
450,326,4.9832
454,326.5,4.9819
458,327,4.9806
461,327.5,4.9798
465,328,4.9785
469,328.5,4.9772
473,329,4.9762
477,329.5,4.9749
480,330,4.9739
484,330.5,4.9727
488,331,4.9715
492,331.5,4.9703
496,332,4.9689
499,332.5,4.9678
503,333,4.9665
507,333.5,4.9652
511,334,4.964
514,334.5,4.9631
518,335,4.962
522,335.5,4.9607
525,336,4.9596
529,336.5,4.9584
533,337,4.9572
536,337.5,4.9563
540,338,4.955
544,338.5,4.9539
547,339,4.9531
551,339.5,4.952
555,340,4.9509
558,340.5,4.9501
562,341,4.9488
565,341.5,4.9479
569,342,4.9465
573,342.5,4.9456
576,343,4.9451
580,343.5,4.9437
583,344,4.9428
587,344.5,4.9418
591,345,4.9408
594,345.5,4.9402
598,346,4.9392
601,346.5,4.9385
605,347,4.9373
609,347.5,4.9365
612,348,4.9359
616,348.5,4.935
619,349,4.9343
623,349.5,4.9336
626,350,4.9329
630,350.5,4.9321
633,351,4.9314
637,351.5,4.9308
640,352,4.9301
644,352.5,4.9295
647,353,4.9288
651,353.5,4.9281
655,354,4.9275
658,354.5,4.9272
662,355,4.9264
665,355.5,4.926
669,356,4.9254
672,356.5,4.925
676,357,4.9245
679,357.5,4.924
683,358,4.9234
686,358.5,4.923
690,359,4.9225
693,359.5,4.922
697,360,4.9216
700,360.5,4.9212
704,361,4.9209
707,361.5,4.9207
711,362,4.9203
714,362.5,4.9199
718,363,4.9195
721,363.5,4.9193
724,364,4.9191
728,364.5,4.9187
731,365,4.9183
735,365.5,4.9181
738,366,4.9179
742,366.5,4.9176
745,367,4.9173
749,367.5,4.917
752,368,4.917
756,368.5,4.9167
759,369,4.9165
763,369.5,4.9162
766,370,4.9162
770,370.5,4.9158
773,371,4.9159
777,371.5,4.9158
780,372,4.9157
784,372.5,4.9156
787,373,4.9154
791,373.5,4.9153
794,374,4.9148
797,374.5,4.9146
801,375,4.9144
804,375.5,4.9144
808,376,4.9143
811,376.5,4.9143
815,377,4.9141
818,377.5,4.914
822,378,4.9139
825,378.5,4.9137
829,379,4.9135
832,379.5,4.9136
836,380,4.9133
839,380.5,4.9134
842,381,4.9133
846,381.5,4.913
849,382,4.9128
853,382.5,4.9129
856,383,4.9129
860,383.5,4.9128
863,384,4.9127
867,384.5,4.9126
870,385,4.9125
