Time (s),Temperature (K),Mass (mg)
0,299.5,5.0282
64,300.0,5.0297
105,300.5,5.0297
123,301.0,5.0297
137,301.5,5.0294
148,302.0,5.0296
158,302.5,5.0294
167,303.0,5.0292
175,303.5,5.0296
183,304.0,5.0295
190,304.5,5.0294
197,305.0,5.0294
203,305.5,5.0292
209,306.0,5.0291
215,306.5,5.0291
221,307.0,5.0291
227,307.5,5.0289
232,308.0,5.0288
238,308.5,5.0285
243,309.0,5.0285
248,309.5,5.0284
253,310.0,5.0284
258,310.5,5.0283
262,311.0,5.0281
267,311.5,5.0278
272,312.0,5.0278
276,312.5,5.0275
281,313.0,5.0273
285,313.5,5.027
290,314.0,5.0267
294,314.5,5.0266
298,315.0,5.0264
303,315.5,5.0263
307,316.0,5.0262
311,316.5,5.0262
315,317.0,5.0258
319,317.5,5.0257
323,318.0,5.0252
327,318.5,5.0251
331,319.0,5.0251
335,319.5,5.0248
339,320.0,5.0248
343,320.5,5.0246
347,321.0,5.0246
351,321.5,5.0247
354,322.0,5.0243
358,322.5,5.0241
362,323.0,5.0239
366,323.5,5.0238
370,324.0,5.0235
373,324.5,5.0234
377,325.0,5.0232
381,325.5,5.0232
384,326.0,5.0228
388,326.5,5.0227
392,327.0,5.0223
395,327.5,5.0222
399,328.0,5.0221
403,328.5,5.0217
406,329.0,5.0216
410,329.5,5.0214
413,330.0,5.021
417,330.5,5.0208
420,331.0,5.0208
424,331.5,5.0205
428,332.0,5.0204
431,332.5,5.0201
435,333.0,5.02
438,333.5,5.0198
442,334.0,5.0198
445,334.5,5.0197
449,335.0,5.0195
452,335.5,5.0193
455,336.0,5.0191
459,336.5,5.0187
462,337.0,5.0185
466,337.5,5.0183
469,338.0,5.0181
472,338.5,5.0181
476,339.0,5.018
479,339.5,5.0179
483,340.0,5.0174
486,340.5,5.0174
490,341.0,5.0172
493,341.5,5.0171
496,342.0,5.0169
500,342.5,5.0167
503,343.0,5.0166
506,343.5,5.0163
510,344.0,5.016
513,344.5,5.016
516,345.0,5.0156
520,345.5,5.0155
523,346.0,5.0154
526,346.5,5.0153
530,347.0,5.0151
533,347.5,5.0149
536,348.0,5.0148
540,348.5,5.0146
543,349.0,5.0144
546,349.5,5.0143
550,350.0,5.0142
553,350.5,5.0141
556,351.0,5.0138
560,351.5,5.0137
563,352.0,5.0135
566,352.5,5.0136
570,353.0,5.0133
573,353.5,5.0131
576,354.0,5.0127
579,354.5,5.0126
583,355.0,5.0125
586,355.5,5.0123
589,356.0,5.0122
593,356.5,5.012
596,357.0,5.0119
599,357.5,5.0117
602,358.0,5.0114
606,358.5,5.0113
609,359.0,5.0111
612,359.5,5.0108
616,360.0,5.0107
619,360.5,5.0105
622,361.0,5.0102
625,361.5,5.0098
629,362.0,5.0098
632,362.5,5.0096
635,363.0,5.0093
638,363.5,5.0091
642,364.0,5.0087
645,364.5,5.0086
648,365.0,5.0084
651,365.5,5.0081
655,366.0,5.0079
658,366.5,5.0076
661,367.0,5.0073
664,367.5,5.007
668,368.0,5.0068
671,368.5,5.0065
674,369.0,5.0061
677,369.5,5.0059
681,370.0,5.0056
684,370.5,5.0053
687,371.0,5.0048
690,371.5,5.0045
693,372.0,5.0038
697,372.5,5.0034
700,373.0,5.0029
703,373.5,5.0025
707,374.0,5.0019
710,374.5,5.0017
713,375.0,5.0013
716,375.5,5.0008
719,376.0,5.0005
723,376.5,4.9997
726,377.0,4.9992
729,377.5,4.9987
732,378.0,4.9981
735,378.5,4.9978
739,379.0,4.997
742,379.5,4.9965
745,380.0,4.9959
748,380.5,4.9954
752,381.0,4.9946
755,381.5,4.9939
758,382.0,4.9934
761,382.5,4.9929
765,383.0,4.9921
768,383.5,4.9916
771,384.0,4.991
774,384.5,4.9903
777,385.0,4.9896
781,385.5,4.9886
784,386.0,4.9881
787,386.5,4.9873
790,387.0,4.9865
793,387.5,4.9858
797,388.0,4.9846
800,388.5,4.9839
803,389.0,4.9831
806,389.5,4.9823
810,390.0,4.9815
813,390.5,4.9805
816,391.0,4.9796
819,391.5,4.9789
822,392.0,4.9779
826,392.5,4.9767
829,393.0,4.9756
832,393.5,4.9748
835,394.0,4.9736
838,394.5,4.9727
842,395.0,4.9717
845,395.5,4.9706
