Time (s),Temperature (K),Mass (mg)
0,299.0,4.9969
62,299.5,4.9997
101,300.0,4.9996
120,300.5,4.9992
134,301.0,4.9988
145,301.5,4.9984
155,302.0,4.9983
164,302.5,4.9982
172,303.0,4.9978
180,303.5,4.9974
187,304.0,4.997
194,304.5,4.9966
200,305.0,4.9964
207,305.5,4.9959
213,306.0,4.9957
218,306.5,4.9953
224,307.0,4.9948
229,307.5,4.9942
235,308.0,4.9937
240,308.5,4.9933
245,309.0,4.9926
250,309.5,4.9922
255,310.0,4.9917
259,310.5,4.9912
264,311.0,4.9905
269,311.5,4.99
273,312.0,4.9896
278,312.5,4.9888
282,313.0,4.9881
286,313.5,4.9875
291,314.0,4.9867
295,314.5,4.9859
299,315.0,4.9855
304,315.5,4.9843
308,316.0,4.9836
312,316.5,4.9826
316,317.0,4.9819
320,317.5,4.981
324,318.0,4.9802
328,318.5,4.9796
332,319.0,4.9784
336,319.5,4.9776
340,320.0,4.9764
344,320.5,4.9754
348,321.0,4.9746
351,321.5,4.9737
355,322.0,4.9725
359,322.5,4.9714
363,323.0,4.9704
367,323.5,4.9691
370,324.0,4.9683
374,324.5,4.9669
378,325.0,4.9658
382,325.5,4.9647
385,326.0,4.9639
389,326.5,4.9624
393,327.0,4.961
396,327.5,4.9602
400,328.0,4.9588
403,328.5,4.9579
407,329.0,4.9566
411,329.5,4.9552
414,330.0,4.9542
418,330.5,4.9529
422,331.0,4.9513
425,331.5,4.9502
429,332.0,4.949
432,332.5,4.948
436,333.0,4.9465
439,333.5,4.9453
443,334.0,4.944
446,334.5,4.943
450,335.0,4.9416
453,335.5,4.9404
457,336.0,4.9388
460,336.5,4.938
464,337.0,4.9365
467,337.5,4.9354
471,338.0,4.934
474,338.5,4.9328
478,339.0,4.9314
481,339.5,4.9302
484,340.0,4.9292
488,340.5,4.928
491,341.0,4.9267
495,341.5,4.9252
498,342.0,4.9242
501,342.5,4.9232
505,343.0,4.9219
508,343.5,4.921
512,344.0,4.9198
515,344.5,4.9188
518,345.0,4.918
522,345.5,4.9168
525,346.0,4.9159
529,346.5,4.9145
532,347.0,4.9136
535,347.5,4.9128
539,348.0,4.9115
542,348.5,4.9106
545,349.0,4.9098
549,349.5,4.9088
552,350.0,4.9081
555,350.5,4.9073
559,351.0,4.9063
562,351.5,4.9058
565,352.0,4.9049
569,352.5,4.904
572,353.0,4.9033
575,353.5,4.9026
579,354.0,4.9018
582,354.5,4.9012
585,355.0,4.9004
589,355.5,4.8997
592,356.0,4.8989
595,356.5,4.8985
599,357.0,4.8978
602,357.5,4.8972
605,358.0,4.8967
608,358.5,4.8963
612,359.0,4.8958
615,359.5,4.8953
618,360.0,4.8948
622,360.5,4.8944
625,361.0,4.8942
628,361.5,4.8938
632,362.0,4.8931
635,362.5,4.8928
638,363.0,4.8924
641,363.5,4.8922
645,364.0,4.8916
648,364.5,4.8913
651,365.0,4.8911
655,365.5,4.8906
658,366.0,4.8904
661,366.5,4.8901
664,367.0,4.8898
668,367.5,4.8896
671,368.0,4.8893
674,368.5,4.889
678,369.0,4.8888
681,369.5,4.8885
684,370.0,4.8884
687,370.5,4.8881
691,371.0,4.888
694,371.5,4.8878
697,372.0,4.8876
701,372.5,4.8873
704,373.0,4.8871
707,373.5,4.887
711,374.0,4.887
714,374.5,4.8867
717,375.0,4.8865
720,375.5,4.8864
724,376.0,4.8864
727,376.5,4.8862
730,377.0,4.8861
734,377.5,4.8859
737,378.0,4.8857
740,378.5,4.8855
743,379.0,4.8854
747,379.5,4.8853
750,380.0,4.8852
753,380.5,4.8851
757,381.0,4.8848
760,381.5,4.8849
763,382.0,4.8849
766,382.5,4.8848
770,383.0,4.8845
773,383.5,4.8844
776,384.0,4.8844
780,384.5,4.8843
783,385.0,4.8842
786,385.5,4.8841
790,386.0,4.8838
793,386.5,4.8838
796,387.0,4.8839
799,387.5,4.8839
803,388.0,4.8837
806,388.5,4.8837
809,389.0,4.8835
812,389.5,4.8833
816,390.0,4.8833
819,390.5,4.8834
822,391.0,4.8833
826,391.5,4.883
829,392.0,4.8829
832,392.5,4.8829
835,393.0,4.8828
839,393.5,4.8826
842,394.0,4.8825
845,394.5,4.8825
849,395.0,4.8824
852,395.5,4.8821
855,396.0,4.8822
858,396.5,4.8821
862,397.0,4.8818
865,397.5,4.8819
868,398.0,4.8818
872,398.5,4.8815
875,399.0,4.8813
878,399.5,4.8813
881,400.0,4.8813
885,400.5,4.881
888,401.0,4.881
891,401.5,4.881
894,402.0,4.8809
898,402.5,4.8809
901,403.0,4.8807
904,403.5,4.8807
908,404.0,4.8805
911,404.5,4.8803
914,405.0,4.8802
917,405.5,4.8803
921,406.0,4.8801
924,406.5,4.8799
927,407.0,4.8799
930,407.5,4.8799
934,408.0,4.8797
937,408.5,4.8795
940,409.0,4.8796
943,409.5,4.8793
947,410.0,4.8791
950,410.5,4.8789
953,411.0,4.8788
956,411.5,4.8785
960,412.0,4.8782
963,412.5,4.8781
966,413.0,4.8779
969,413.5,4.8779
973,414.0,4.8777
976,414.5,4.8775
