Time (s),Temperature (K),Mass (mg)
0,299.5,4.9264
77,300.0,4.9289
108,300.5,4.9293
126,301.0,4.9295
139,301.5,4.9296
150,302.0,4.9294
160,302.5,4.9295
169,303.0,4.9295
177,303.5,4.9297
184,304.0,4.9296
191,304.5,4.9295
198,305.0,4.9294
204,305.5,4.9294
210,306.0,4.9295
217,306.5,4.9295
222,307.0,4.9296
228,307.5,4.9297
233,308.0,4.9294
239,308.5,4.9292
244,309.0,4.9292
249,309.5,4.9291
254,310.0,4.9291
259,310.5,4.929
263,311.0,4.9291
268,311.5,4.929
273,312.0,4.9289
278,312.5,4.9289
282,313.0,4.9287
287,313.5,4.9284
291,314.0,4.9286
295,314.5,4.9286
299,315.0,4.9287
304,315.5,4.9286
308,316.0,4.9284
312,316.5,4.9283
316,317.0,4.9282
320,317.5,4.9281
324,318.0,4.9278
328,318.5,4.9277
332,319.0,4.9277
336,319.5,4.9276
340,320.0,4.9276
344,320.5,4.9272
348,321.0,4.9272
352,321.5,4.9273
356,322.0,4.9272
360,322.5,4.927
363,323.0,4.927
367,323.5,4.9265
371,324.0,4.9264
375,324.5,4.9265
378,325.0,4.9265
382,325.5,4.9262
386,326.0,4.9261
390,326.5,4.9259
393,327.0,4.9259
397,327.5,4.9256
401,328.0,4.9255
404,328.5,4.9253
408,329.0,4.9253
411,329.5,4.9251
415,330.0,4.9248
418,330.5,4.9247
422,331.0,4.9249
426,331.5,4.9246
429,332.0,4.9246
433,332.5,4.9243
436,333.0,4.9241
440,333.5,4.924
443,334.0,4.9239
447,334.5,4.9237
450,335.0,4.9237
454,335.5,4.9234
457,336.0,4.9234
461,336.5,4.9234
464,337.0,4.9234
467,337.5,4.9233
471,338.0,4.9231
474,338.5,4.9231
478,339.0,4.923
481,339.5,4.9228
485,340.0,4.9227
488,340.5,4.9226
491,341.0,4.9224
495,341.5,4.9222
498,342.0,4.9222
502,342.5,4.9222
505,343.0,4.922
508,343.5,4.9219
512,344.0,4.9219
515,344.5,4.9218
518,345.0,4.9216
522,345.5,4.9215
525,346.0,4.9213
528,346.5,4.9211
532,347.0,4.921
535,347.5,4.9208
538,348.0,4.9209
542,348.5,4.9208
545,349.0,4.9206
548,349.5,4.9203
552,350.0,4.9202
555,350.5,4.9201
558,351.0,4.92
562,351.5,4.92
565,352.0,4.9197
568,352.5,4.9198
572,353.0,4.9198
575,353.5,4.9195
578,354.0,4.9193
581,354.5,4.9192
585,355.0,4.9192
588,355.5,4.919
591,356.0,4.9187
595,356.5,4.9186
598,357.0,4.9183
601,357.5,4.9184
604,358.0,4.9182
608,358.5,4.918
611,359.0,4.9178
614,359.5,4.9177
618,360.0,4.9176
621,360.5,4.9173
624,361.0,4.917
627,361.5,4.9169
631,362.0,4.9166
634,362.5,4.9165
637,363.0,4.9164
641,363.5,4.9161
644,364.0,4.9159
647,364.5,4.9157
650,365.0,4.9153
654,365.5,4.915
657,366.0,4.9149
660,366.5,4.9146
663,367.0,4.9143
667,367.5,4.9142
670,368.0,4.9139
673,368.5,4.9135
676,369.0,4.9133
680,369.5,4.9129
683,370.0,4.9125
686,370.5,4.9123
689,371.0,4.912
693,371.5,4.9115
696,372.0,4.9112
699,372.5,4.9108
702,373.0,4.9103
705,373.5,4.9101
709,374.0,4.9095
712,374.5,4.9092
715,375.0,4.9089
719,375.5,4.9083
722,376.0,4.9078
725,376.5,4.9075
728,377.0,4.907
731,377.5,4.9067
735,378.0,4.906
738,378.5,4.9055
741,379.0,4.9049
744,379.5,4.9045
748,380.0,4.9036
751,380.5,4.9031
754,381.0,4.9026
757,381.5,4.9022
760,382.0,4.9018
764,382.5,4.9008
767,383.0,4.9002
770,383.5,4.8997
773,384.0,4.8991
777,384.5,4.8984
780,385.0,4.8978
783,385.5,4.8971
786,386.0,4.8963
789,386.5,4.8957
793,387.0,4.8949
796,387.5,4.894
799,388.0,4.8932
802,388.5,4.8925
805,389.0,4.8917
809,389.5,4.8906
812,390.0,4.8898
815,390.5,4.8892
818,391.0,4.8883
822,391.5,4.8872
825,392.0,4.8861
828,392.5,4.8853
831,393.0,4.8845
834,393.5,4.8837
838,394.0,4.8825
841,394.5,4.8815
844,395.0,4.8806
847,395.5,4.8796
851,396.0,4.8783
854,396.5,4.8772
857,397.0,4.8762
860,397.5,4.8754
863,398.0,4.8744
867,398.5,4.873
870,399.0,4.8721
873,399.5,4.8711
876,400.0,4.87
879,400.5,4.8691
883,401.0,4.8677
886,401.5,4.8668
889,402.0,4.8658
892,402.5,4.8647
895,403.0,4.8638
898,403.5,4.8629
902,404.0,4.8618
905,404.5,4.8608
908,405.0,4.8599
911,405.5,4.8591
914,406.0,4.8582
918,406.5,4.857
921,407.0,4.8561
924,407.5,4.8553
927,408.0,4.8547
930,408.5,4.854
934,409.0,4.8528
937,409.5,4.852
940,410.0,4.8514
943,410.5,4.8507
946,411.0,4.8499
949,411.5,4.8491
953,412.0,4.8482
956,412.5,4.8475
959,413.0,4.8468
962,413.5,4.8462
965,414.0,4.8459
968,414.5,4.8452
972,415.0,4.8442
975,415.5,4.8436
978,416.0,4.843
981,416.5,4.8425
984,417.0,4.842
988,417.5,4.8412
991,418.0,4.8407
994,418.5,4.8402
997,419.0,4.8398
1000,419.5,4.8393
1003,420.0,4.839
1007,420.5,4.8382
1010,421.0,4.8376
1013,421.5,4.8371
1016,422.0,4.8367
1019,422.5,4.8362
1022,423.0,4.8356
1026,423.5,4.8348
1029,424.0,4.8342
1032,424.5,4.8337
1035,425.0,4.8334
1038,425.5,4.8331
1041,426.0,4.8324
1045,426.5,4.8318
1048,427.0,4.8313
1051,427.5,4.8311
1054,428.0,4.8307
1057,428.5,4.83
1060,429.0,4.8296
1064,429.5,4.8289
1067,430.0,4.8285
1070,430.5,4.8281
1073,431.0,4.8276
1076,431.5,4.8271
1079,432.0,4.8268
1083,432.5,4.826
1086,433.0,4.8253
1089,433.5,4.8248
1092,434.0,4.8244
1095,434.5,4.8239
1098,435.0,4.8233
1102,435.5,4.8226
1105,436.0,4.8221
1108,436.5,4.8215
1111,437.0,4.8209
1114,437.5,4.8203
1117,438.0,4.8198
1120,438.5,4.8192
1124,439.0,4.8184
1127,439.5,4.8177
1130,440.0,4.817
1133,440.5,4.8165
1136,441.0,4.8159
1139,441.5,4.8153
1143,442.0,4.8144
1146,442.5,4.8138
1149,443.0,4.8132
1152,443.5,4.8126
1155,444.0,4.8121
1158,444.5,4.8115
1161,445.0,4.8108
1165,445.5,4.8099
1168,446.0,4.8092
1171,446.5,4.8088
1174,447.0,4.8082
1177,447.5,4.8077
1180,448.0,4.8068
1183,448.5,4.806
1187,449.0,4.8049
1190,449.5,4.8043
1193,450.0,4.8036
1196,450.5,4.8028
1199,451.0,4.802
1202,451.5,4.8011
1205,452.0,4.8005
1209,452.5,4.7995
1212,453.0,4.7986
1215,453.5,4.7978
1218,454.0,4.7969
1221,454.5,4.7961
1224,455.0,4.7953
1227,455.5,4.7944
1231,456.0,4.7933
1234,456.5,4.7926
1237,457.0,4.7918
1240,457.5,4.7907
1243,458.0,4.7898
1246,458.5,4.7887
1249,459.0,4.7878
1253,459.5,4.7867
1256,460.0,4.7854
1259,460.5,4.7844
1262,461.0,4.7835
1265,461.5,4.7826
1268,462.0,4.7815
1271,462.5,4.7805
1275,463.0,4.7791
1278,463.5,4.778
1281,464.0,4.777
1284,464.5,4.7757
1287,465.0,4.7743
1290,465.5,4.7732
1293,466.0,4.772
1297,466.5,4.7707
1300,467.0,4.7694
1303,467.5,4.7682
1306,468.0,4.7668
1309,468.5,4.7655
1312,469.0,4.7643
1315,469.5,4.7629
1319,470.0,4.7608
1322,470.5,4.7596
1325,471.0,4.7582
1328,471.5,4.7567
1331,472.0,4.7554
1334,472.5,4.7542
1337,473.0,4.7526
1340,473.5,4.7511
1344,474.0,4.749
