Time,Mass,HRR,Back Temp
290,1.346,231.6,391.95
291,1.276,227.4,392.65
292,1.216,220.9,393.45
293,1.156,221.1,394.05
294.1,1.096,217.9,394.85
295.1,1.036,223,395.55
296.1,0.976,213.9,396.25
297.1,0.926,215.3,397.05
298.1,0.886,207.3,397.85
299.1,0.836,202.6,398.55
300.1,0.776,206.5,399.15
301.2,0.716,199.1,399.95
302.2,0.686,201.9,400.75
303.2,0.656,191,401.45
304.2,0.616,196.1,402.15
305.2,0.556,188.1,402.85
306.2,0.516,188.9,403.65
307.2,0.456,180.9,404.25
308.3,0.416,181.3,405.05
309.3,0.376,180.1,405.65
310.3,0.326,170.9,406.35
311.3,0.276,172.3,407.05
312.3,0.226,170.4,407.65
313.3,0.186,166.5,408.35
314.3,0.156,164.1,408.85
315.4,0.106,157.2,409.55
316.4,0.076,161,410.15
317.4,0.026,153.7,410.75
318.4,-0.014,151.1,411.45
319.4,-0.054,148.7,412.05
320.4,-0.094,147.5,412.65
321.4,-0.134,145.2,413.15
322.5,-0.174,137.6,413.85
323.5,-0.204,139.8,414.25
324.5,-0.244,132.4,414.95
325.5,-0.284,131.1,415.55
326.5,-0.314,132.2,416.05
327.5,-0.344,126.4,416.65
328.5,-0.364,125.8,417.25
329.6,-0.404,122.9,417.85
330.6,-0.444,119.9,418.35
331.6,-0.484,121.6,418.95
332.6,-0.504,118,419.35
333.6,-0.524,115.8,419.95
334.6,-0.544,114,420.45
335.6,-0.574,111.2,420.95
336.7,-0.604,111.8,421.45
337.7,-0.644,108.6,421.95
338.7,-0.684,107.2,422.55
339.7,-0.694,105.9,423.15
340.7,-0.724,103.9,423.65
341.7,-0.754,100,424.15
342.7,-0.794,102.3,424.65
343.7,-0.824,99.2,425.15
344.8,-0.834,96.7,425.65
345.8,-0.844,97.6,426.05
346.8,-0.874,92.3,426.65
347.8,-0.904,92.7,427.05
348.8,-0.944,91.9,427.55
349.8,-0.964,90.4,428.05
350.8,-0.974,90.7,428.35
351.9,-1.004,88.2,428.95
352.9,-1.014,85.7,429.35
353.9,-1.044,85.9,429.85
354.9,-1.064,83.3,430.25
355.9,-1.084,83.9,430.65
356.9,-1.094,81.1,431.05
357.9,-1.134,81.6,431.55
359,-1.154,80,431.95
360,-1.174,80.5,432.45
361,-1.204,78,432.85
362,-1.234,76.6,433.35
363,-1.254,75.6,433.75
364,-1.274,70.9,434.25
365,-1.284,72.7,434.65
366.1,-1.314,71.2,435.15
367.1,-1.344,70.8,435.55
368.1,-1.364,70.5,436.05
369.1,-1.374,69.1,436.45
370.1,-1.394,68.3,436.85
371.1,-1.414,65.8,437.35
372.1,-1.414,66.2,437.75
373.2,-1.414,62,438.15
374.2,-1.444,63.9,438.55
375.2,-1.474,61.4,439.05
376.2,-1.494,61.4,439.55
377.2,-1.514,61.5,439.95
378.2,-1.544,58.8,440.35
379.2,-1.564,59.4,441.15
380.3,-1.574,56.8,441.45
382,-1.604,56.5,441.95
382.7,-1.614,56.7,442.15
383.5,-1.634,54.7,442.65
384.3,-1.644,55.2,443.05
385.3,-1.654,51.7,443.45
386.3,-1.664,52.4,443.85
387.4,-1.674,52.6,444.35
388.4,-1.694,52.9,444.65
389.4,-1.704,50,445.15
390.4,-1.724,50.9,445.55
391.4,-1.734,50.9,445.95
392.4,-1.754,48.1,446.35
393.4,-1.764,48.6,446.75
394.4,-1.784,49.2,447.15
395.5,-1.794,45.9,447.55
396.5,-1.804,45,447.95
397.5,-1.814,46.2,448.35
398.5,-1.824,42.4,448.75
399.5,-1.834,42.5,449.15
400.5,-1.844,42.9,449.55
401.5,-1.854,39.8,449.95
402.6,-1.864,40.8,450.25
403.6,-1.864,40.8,450.75
404.6,-1.874,37.9,451.05
405.6,-1.884,37.9,451.45
406.6,-1.884,38.3,451.85
407.6,-1.884,35.2,452.15
408.6,-1.884,36.1,452.55
409.7,-1.894,34.9,452.95
410.7,-1.894,32.8,453.35
411.7,-1.904,33.2,453.65
412.7,-1.914,33.4,454.05
413.7,-1.914,30.2,454.45
414.7,-1.924,30.3,454.85
415.7,-1.924,31.2,455.15
416.8,-1.924,30.5,455.55
417.8,-1.924,27.6,455.95
418.8,-1.924,28.3,456.25
419.8,-1.934,27.8,456.65
420.8,-1.944,28.5,456.95
421.8,-1.944,25.3,457.35
422.8,-1.944,25.2,457.65
423.9,-1.964,25.9,458.05
424.9,-1.974,22.6,458.35
425.9,-1.974,23.4,458.75
426.9,-1.964,23.2,459.05
427.9,-1.974,23.5,459.45
428.9,-1.984,20.3,459.85
429.9,-1.994,20.5,460.15
431,-2.004,20.6,460.55
432,-2.004,20.6,460.85
433,-2.004,17.7,461.25
434,-2.004,17.6,461.55
435,-1.994,18.2,461.95
436,-2.004,17.6,462.25
437,-2.004,14.8,462.65
438.1,-2.004,15.5,462.95
439.1,-2.004,15.3,463.35
440.1,-2.004,15.4,463.55
441.1,-1.994,15.8,463.95
442.1,-2.004,12.7,464.25
443.1,-2.004,12.5,464.65
444.1,-2.004,12.5,464.95
445.2,-1.994,13,465.25
446.2,-2.004,12.5,465.65
447.2,-2.014,12.9,465.95
448.2,-2.024,12.9,466.25
449.2,-2.014,12.7,466.65
450.2,-2.014,13,466.95
451.2,-2.044,13.1,467.35
452.2,-2.044,10.3,467.65
453.3,-2.044,10,467.95
454.3,-2.044,10.3,468.35
455.3,-2.044,10.3,468.65
456.3,-2.044,10.3,468.95
457.3,-2.054,10.5,469.35
458.3,-2.054,10.4,469.65
459.3,-2.054,10.1,469.95
460.4,-2.064,10.2,470.35
461.4,-2.074,10.6,470.55
462.4,-2.074,10.8,470.95
463.4,-2.074,10.9,471.25
464.4,-2.074,10.3,471.55
465.4,-2.074,10.5,471.95
466.4,-2.074,10.7,472.25
467.5,-2.074,7.5,472.55
468.5,-2.084,7.6,472.85
469.5,-2.094,7.7,473.15
470.5,-2.084,7.8,473.55
471.5,-2.074,7.6,473.85
472.5,-2.084,8,474.15
473.5,-2.094,8,474.45
474.6,-2.084,8,474.75
