Time,Mass,HRR,Temperature Backing Centre
118.6,71.24714286,27.5,293.85
119.7,71.13714286,28.3,293.95
120.7,71.01714286,39.8,294.05
121.7,70.89714286,51.4,294.15
122.7,70.78714286,66.1,294.15
123.7,70.66714286,77.1,294.25
124.7,70.54714286,87.9,294.35
125.7,70.44714286,95,294.45
126.8,70.32714286,109.2,294.45
127.8,70.20714286,123.2,294.55
128.8,70.09714286,135,294.65
129.8,69.96714286,141.9,294.75
130.8,69.84714286,152.8,294.85
131.8,69.72714286,161.3,294.95
132.8,69.60714286,170.8,294.95
133.8,69.49714286,179.4,295.05
134.9,69.35714286,191.1,295.15
135.9,69.23714286,190.2,295.25
136.9,69.11714286,197.9,295.35
137.9,68.98714286,209.3,295.45
138.9,68.85714286,213.1,295.55
139.9,68.72714286,214.6,295.65
140.9,68.60714286,218.9,295.75
142,68.48714286,224.1,295.85
143,68.34714286,230.1,295.95
144,68.21714286,233.1,296.05
145,68.11714286,237.4,296.15
146,67.99714286,237.9,296.25
147,67.89714286,248,296.45
148,67.78714286,243.6,296.55
149.1,67.66714286,255.1,296.65
150.1,67.56714286,250.7,296.75
151.1,67.46714286,259.3,296.85
152.1,67.35714286,255.8,296.95
153.1,67.22714286,257.9,297.15
154.1,67.08714286,266.5,297.25
155.1,66.95714286,278.3,297.35
156.2,66.82714286,265.4,297.45
157.2,66.69714286,267.5,297.65
158.2,66.56714286,267.3,297.75
159.2,66.42714286,271.6,297.85
160.2,66.28714286,283.5,298.05
161.2,66.15714286,270.5,298.05
162.2,66.03714286,275,298.35
163.9,65.80714286,282.7,298.45
164.7,65.69714286,277.9,298.55
165.4,65.57714286,276,298.65
166.3,65.45714286,280.1,298.75
167.3,65.33714286,275.8,298.95
168.3,65.20714286,281,299.05
169.3,65.07714286,280.9,299.15
170.4,64.94714286,278.1,299.25
171.4,64.80714286,285.1,299.55
172.4,64.66714286,290.7,299.55
173.4,64.54714286,283.5,299.65
174.4,64.42714286,288,299.65
175.4,64.28714286,281.5,299.95
176.4,64.15714286,294.4,300.05
177.5,64.02714286,287.9,300.25
178.5,63.90714286,300.5,300.35
179.5,63.77714286,300.4,300.45
180.5,63.64714286,296.9,300.65
181.5,63.51714286,297.5,300.75
182.5,63.38714286,299.9,300.85
183.5,63.24714286,304.4,301.05
184.5,63.10714286,307.7,301.15
185.6,62.98714286,297.4,301.35
186.6,62.86714286,301.7,301.45
187.6,62.71714286,306.5,301.55
188.6,62.55714286,312.7,301.75
189.6,62.41714286,312.6,301.85
190.6,62.26714286,301.7,301.95
191.6,62.13714286,304.1,302.15
192.7,62.01714286,308.3,302.25
193.7,61.88714286,297.2,302.45
194.7,61.75714286,301.8,302.55
195.7,61.61714286,303.8,302.75
196.7,61.48714286,304.4,302.85
197.7,61.35714286,312.9,302.95
198.7,61.22714286,310.7,303.15
199.8,61.09714286,310,303.25
200.8,60.96714286,313.3,303.45
201.8,60.83714286,308.6,303.55
202.8,60.70714286,314.7,303.65
203.8,60.57714286,310.7,303.85
204.8,60.44714286,300.3,303.95
205.8,60.30714286,300.7,304.15
206.9,60.16714286,310.8,304.25
207.9,60.04714286,302.5,304.45
208.9,59.90714286,311.6,304.55
209.9,59.76714286,318.1,304.75
210.9,59.62714286,306.6,304.85
211.9,59.50714286,303.8,304.95
212.9,59.36714286,315.5,305.15
214,59.24714286,311.6,305.25
215,59.11714286,317.8,305.35
216,58.97714286,308.5,305.55
217,58.83714286,314.6,305.55
218,58.70714286,318.2,305.85
219,58.57714286,314.4,305.95
220,58.44714286,310.7,306.15
221.1,58.30714286,307.2,306.25
222.1,58.15714286,311.3,306.35
223.1,58.02714286,312.1,306.55
224.1,57.89714286,310.5,306.65
225.1,57.75714286,308.3,306.85
226.1,57.60714286,318.5,306.95
227.1,57.46714286,321.5,307.15
228.2,57.32714286,311.4,307.25
229.2,57.17714286,312.7,307.35
230.2,57.04714286,319,307.55
231.2,56.91714286,312.6,307.65
232.2,56.78714286,312.2,307.75
233.2,56.65714286,307.2,307.85
234.2,56.52714286,307.8,308.15
235.2,56.38714286,316.1,308.15
236.3,56.24714286,320,308.35
237.3,56.10714286,313.4,308.45
238.3,55.98714286,307,308.55
239.3,55.84714286,318.5,308.65
240.3,55.70714286,312.8,308.85
241.3,55.56714286,310.3,308.95
242.3,55.42714286,321.9,309.05
243.4,55.28714286,321.2,309.25
244.4,55.15714286,321.2,309.35
245.4,55.01714286,321.1,309.45
246.4,54.87714286,315.1,309.65
247.4,54.74714286,319.1,309.75
248.4,54.60714286,313.7,309.95
249.4,54.46714286,319.2,310.05
250.5,54.33714286,308,310.15
251.5,54.20714286,313.8,310.25
252.5,54.07714286,324.3,310.45
253.5,53.93714286,311.5,310.55
254.5,53.80714286,313.5,310.65
255.5,53.67714286,324.1,310.85
256.5,53.52714286,320.9,310.95
257.6,53.37714286,326.3,311.05
258.6,53.20714286,313.5,311.25
259.6,53.06714286,326.3,311.35
260.6,52.93714286,319.3,311.45
261.6,52.78714286,315.6,311.65
262.6,52.64714286,321.5,311.75
263.6,52.50714286,318.2,312.05
265.5,52.24714286,323,312.05
266.3,52.14714286,318.3,312.15
267,52.04714286,317.3,312.25
267.8,51.95714286,323.6,312.45
268.7,51.83714286,318.4,312.55
269.7,51.69714286,321.5,312.65
270.7,51.55714286,323.8,312.85
271.8,51.40714286,328.4,312.95
272.8,51.24714286,335,313.15
273.8,51.09714286,320.7,313.25
274.8,50.94714286,323.9,313.35
275.8,50.79714286,323.2,313.45
276.8,50.64714286,340,313.65
277.8,50.50714286,324.3,313.75
278.9,50.35714286,333.3,313.85
279.9,50.20714286,324.2,314.15
280.9,50.04714286,335.6,314.15
281.9,49.90714286,321.4,314.25
282.9,49.77714286,327.4,314.45
283.9,49.62714286,330.2,314.55
284.9,49.48714286,336.1,314.65
285.9,49.33714286,325.9,314.85
287,49.19714286,323.9,314.95
288,49.06714286,332.6,315.15
289,48.92714286,336,315.25
290,48.76714286,322.7,315.35
291,48.61714286,328.6,315.55
292,48.46714286,331.3,315.65
293,48.33714286,321.9,315.75
294.1,48.20714286,330.2,315.95
295.1,48.03714286,347.4,316.05
296.1,47.87714286,332.9,316.15
297.1,47.72714286,321,316.35
298.1,47.57714286,328.3,316.45
299.1,47.42714286,350.5,316.65
300.1,47.26714286,324.4,316.75
301.2,47.09714286,347.9,316.85
302.2,46.95714286,334.5,317.05
303.2,46.82714286,330.6,317.15
304.2,46.67714286,332.4,317.35
305.2,46.53714286,338.4,317.35
306.2,46.38714286,339.6,317.55
307.2,46.22714286,336.4,317.65
308.3,46.07714286,348.1,317.75
309.3,45.93714286,341.8,317.95
310.3,45.78714286,332.6,318.05
311.3,45.62714286,338.7,318.25
312.3,45.46714286,342.5,318.35
313.3,45.31714286,341.9,318.55
314.3,45.15714286,340.6,318.65
315.4,45.00714286,350.1,318.75
316.4,44.86714286,341.1,318.95
317.4,44.69714286,339.3,319.05
318.4,44.51714286,349,319.15
319.4,44.36714286,338.3,319.35
320.4,44.20714286,353.8,319.45
321.4,44.03714286,355,319.55
322.5,43.88714286,337.3,319.75
323.5,43.71714286,352,319.85
324.5,43.55714286,350.4,319.95
325.5,43.40714286,347.3,320.15
326.5,43.23714286,344.4,320.25
327.5,43.08714286,361.3,320.45
328.5,42.93714286,353.8,320.55
329.6,42.77714286,343.7,320.65
330.6,42.60714286,354,320.85
331.6,42.44714286,360.4,320.95
332.6,42.27714286,354.8,321.15
333.6,42.11714286,357.4,321.15
334.6,41.94714286,343.8,321.35
335.6,41.78714286,360.9,321.55
336.6,41.61714286,360.5,321.65
337.7,41.45714286,359.9,321.75
338.7,41.29714286,365.6,321.85
339.7,41.14714286,356.4,322.15
340.7,40.97714286,360.6,322.25
341.7,40.80714286,349,322.35
342.7,40.64714286,361.9,322.35
343.7,40.46714286,376.4,322.65
344.8,40.30714286,370.7,322.75
345.8,40.13714286,371.7,322.85
346.8,39.95714286,367.6,323.05
347.8,39.78714286,361.5,323.15
348.8,39.61714286,367.1,323.25
349.8,39.43714286,376.7,323.45
350.8,39.27714286,374.7,323.55
351.9,39.10714286,389.6,323.75
352.9,38.93714286,372,323.85
353.9,38.74714286,371.7,323.95
354.9,38.56714286,375.3,324.15
355.9,38.39714286,376.1,324.25
356.9,38.22714286,371.3,324.45
357.9,38.05714286,366,324.55
359,37.88714286,379.3,324.75
360,37.70714286,373.4,324.85
361,37.52714286,380.3,324.95
362,37.35714286,380.6,325.15
363,37.17714286,377.2,325.25
364,37.02714286,389.8,325.45
365,36.86714286,390.3,325.65
366.9,36.55714286,389,325.75
367.6,36.42714286,389.7,325.85
368.3,36.29714286,392.1,326.05
369.1,36.16714286,388.5,326.15
370.1,35.98714286,390.2,326.25
371.1,35.82714286,390.1,326.45
372.1,35.65714286,388.6,326.55
373.2,35.47714286,389,326.75
374.2,35.30714286,397.4,326.95
375.2,35.13714286,388.5,327.05
376.2,34.97714286,397.4,327.15
377.2,34.80714286,392.2,327.35
378.2,34.62714286,392.5,327.45
379.2,34.46714286,387.7,327.65
380.3,34.29714286,396.9,327.85
381.3,34.12714286,390.9,327.95
382.3,33.93714286,405,328.15
383.3,33.76714286,400.6,328.35
384.3,33.59714286,388.8,328.45
385.3,33.41714286,401.9,328.65
386.3,33.24714286,393.9,328.75
387.4,33.06714286,418.2,328.95
388.4,32.89714286,398.5,329.15
389.4,32.73714286,383.9,329.35
390.4,32.56714286,402.7,329.55
391.4,32.39714286,400.8,329.65
392.4,32.22714286,404.5,329.75
393.4,32.05714286,402.9,330.05
394.4,31.87714286,414.5,330.25
395.5,31.70714286,406.4,330.35
396.5,31.54714286,394.3,330.55
397.5,31.37714286,409.5,330.75
398.5,31.19714286,392.3,330.95
399.5,30.99714286,383.8,331.15
400.5,30.83714286,402,331.35
401.5,30.65714286,396.6,331.55
402.6,30.47714286,392.1,331.75
403.6,30.30714286,410.2,331.95
404.6,30.15714286,400.3,332.15
405.6,29.98714286,411.5,332.35
406.6,29.79714286,394,332.55
407.6,29.61714286,418.3,332.75
408.6,29.45714286,410.2,332.95
409.7,29.27714286,413.8,333.15
410.7,29.10714286,402.8,333.45
411.7,28.93714286,408.6,333.65
412.7,28.76714286,407.3,333.85
413.7,28.59714286,405.5,334.05
414.7,28.45714286,403.1,334.25
415.7,28.28714286,406.8,334.55
416.8,28.10714286,406.6,334.75
417.8,27.94714286,407.3,334.95
418.8,27.78714286,401.1,335.25
419.8,27.61714286,404,335.45
420.8,27.46714286,403.7,335.65
421.8,27.32714286,401.2,335.95
422.8,27.15714286,401.9,336.15
423.9,26.99714286,408.9,336.35
424.9,26.82714286,410.6,336.65
425.9,26.66714286,408.9,336.85
426.9,26.52714286,411.3,337.05
427.9,26.37714286,404.9,337.35
428.9,26.22714286,408.9,337.55
429.9,26.07714286,400,337.85
431,25.92714286,400.2,338.05
432,25.77714286,400.7,338.25
433,25.62714286,404.5,338.55
434,25.48714286,401.4,338.75
435,25.34714286,392.1,339.05
436,25.19714286,397.3,339.25
437,25.03714286,397,339.55
438.1,24.89714286,398.8,339.75
439.1,24.73714286,397,340.05
440.1,24.58714286,395.2,340.25
441.1,24.42714286,391,340.45
442.1,24.27714286,398,340.75
443.1,24.13714286,402.8,341.05
444.1,23.98714286,388.6,341.25
445.1,23.84714286,382.6,341.55
446.2,23.69714286,390.8,341.75
447.2,23.54714286,398.5,342.05
448.2,23.39714286,387.3,342.25
449.2,23.25714286,370,342.55
450.2,23.10714286,380.2,342.85
451.2,22.96714286,375.8,343.05
452.2,22.82714286,372.5,343.35
453.3,22.68714286,367.9,343.55
454.3,22.53714286,384.7,343.85
455.3,22.39714286,378.3,344.05
456.3,22.25714286,375.1,344.35
457.3,22.12714286,374.7,344.65
458.3,21.99714286,381.6,344.85
459.3,21.85714286,371,345.05
460.4,21.70714286,366.5,345.35
461.4,21.56714286,374.4,345.65
462.4,21.41714286,362.3,345.95
463.4,21.27714286,363.6,346.15
464.4,21.14714286,364.4,346.45
465.4,21.02714286,353.5,346.75
466.4,20.88714286,356,347.25
468.3,20.63714286,357.2,347.45
469.1,20.52714286,356.1,347.65
469.8,20.41714286,352.9,347.85
470.6,20.30714286,354.8,348.15
471.5,20.17714286,347.9,348.35
472.5,20.03714286,357.8,348.65
473.5,19.88714286,353.3,348.95
474.6,19.74714286,356.5,349.25
475.6,19.61714286,345.4,349.55
476.6,19.48714286,352.4,349.85
477.6,19.36714286,342.3,350.15
478.6,19.24714286,343.8,350.35
479.6,19.11714286,341.6,350.65
480.6,18.99714286,337.4,350.95
481.7,18.86714286,343,351.25
482.7,18.72714286,343.9,351.55
483.7,18.59714286,339,351.85
484.7,18.46714286,334.5,352.15
485.7,18.33714286,329.8,352.35
486.7,18.19714286,331,352.65
487.7,18.06714286,333,352.95
488.8,17.93714286,345.4,353.25
489.8,17.80714286,322.1,353.85
491.8,17.53714286,330.1,354.05
492.5,17.44714286,330.3,354.25
493.3,17.35714286,330.7,354.45
494,17.25714286,326.4,354.65
494.8,17.15714286,335,354.95
495.8,17.03714286,327.7,355.25
496.9,16.89714286,323.6,355.55
497.9,16.77714286,323.7,355.85
498.9,16.64714286,321.3,356.15
499.9,16.51714286,326.9,356.45
500.9,16.37714286,321.7,356.75
501.9,16.23714286,319.4,357.05
502.9,16.10714286,318.5,357.35
504,15.98714286,325.9,357.65
505,15.86714286,317.1,357.95
506,15.75714286,331.5,358.25
507,15.64714286,316.2,358.55
508,15.53714286,321.8,358.85
509,15.43714286,320.1,359.15
510,15.32714286,317.3,359.45
511.1,15.20714286,312.6,359.75
512.1,15.08714286,318.2,360.05
513.1,14.96714286,315.4,360.35
514.1,14.85714286,314.4,360.75
515.1,14.75714286,313,360.95
516.1,14.65714286,309.3,361.35
517.1,14.55714286,310.8,361.65
518.2,14.43714286,308.3,361.95
519.2,14.33714286,307.8,362.35
520.2,14.24714286,308.2,362.65
521.2,14.14714286,301.3,362.85
522.2,14.04714286,308.2,363.25
523.2,13.95714286,306.9,363.55
524.2,13.86714286,300.8,363.95
525.3,13.77714286,303.5,364.25
526.3,13.69714286,294.8,364.55
527.3,13.61714286,293.2,364.85
528.3,13.53714286,286,365.25
529.3,13.45714286,290.4,365.55
530.3,13.36714286,286.3,365.95
531.3,13.28714286,284.3,366.25
532.4,13.19714286,285.4,366.55
533.4,13.11714286,272.3,366.95
534.4,13.02714286,277.6,367.25
535.4,12.94714286,272.8,367.65
536.4,12.87714286,272.2,367.95
537.4,12.80714286,266.7,368.35
538.4,12.72714286,265.2,368.65
539.5,12.65714286,259.1,369.15
540.5,12.58714286,256.7,369.35
541.5,12.50714286,255,369.75
542.5,12.44714286,250.7,370.15
543.5,12.36714286,244.3,370.45
544.5,12.28714286,240.2,370.85
545.5,12.19714286,248.5,371.25
546.5,12.08714286,233.5,371.65
547.6,11.97714286,235.2,371.95
548.6,11.86714286,228.6,372.35
549.6,11.79714286,230.1,372.65
550.6,11.72714286,223.8,373.05
551.6,11.66714286,223.2,373.45
552.6,11.59714286,212.1,373.75
553.6,11.54714286,215.7,374.15
554.7,11.48714286,208.6,374.45
555.7,11.44714286,205.6,374.85
556.7,11.39714286,202.2,375.25
557.7,11.33714286,204.5,375.65
558.7,11.27714286,204.3,375.95
559.7,11.22714286,197.6,376.35
560.7,11.17714286,188.2,376.65
561.8,11.11714286,193.1,377.15
562.8,11.06714286,186.4,377.45
563.8,11.00714286,186.7,377.85
564.8,10.95714286,182.8,378.25
565.8,10.90714286,187,378.65
566.8,10.85714286,175.8,379.05
567.8,10.80714286,165.8,379.65
569.5,10.73714286,176.8,379.95
570.2,10.69714286,169.2,380.25
570.9,10.65714286,169.6,380.55
571.9,10.60714286,164.2,380.95
572.9,10.56714286,159.6,381.35
573.9,10.52714286,159.6,381.75
574.9,10.48714286,157.6,382.25
576,10.44714286,156,382.55
577,10.39714286,151.1,383.05
578,10.35714286,147.6,383.35
579,10.32714286,149.6,383.75
580,10.29714286,147,384.25
581,10.25714286,150,384.65
582,10.21714286,140.2,385.05
583.1,10.17714286,138,385.45
584.1,10.12714286,139.8,385.85
585.1,10.08714286,137.1,386.25
586.1,10.04714286,136.5,386.65
587.1,10.00714286,131,387.05
588.1,9.977142857,131.9,387.45
589.1,9.937142857,133.7,387.95
590.1,9.897142857,126.5,388.35
591.2,9.867142857,127.5,388.75
592.2,9.827142857,123.8,389.15
593.2,9.787142857,121.9,389.55
594.2,9.747142857,121.9,389.95
595.2,9.727142857,120.4,390.35
596.2,9.697142857,115.5,390.75
597.2,9.667142857,113.5,391.15
598.3,9.627142857,116.3,391.55
599.3,9.597142857,113.4,392.05
600.3,9.557142857,113.4,392.45
601.3,9.517142857,108.5,392.85
602.3,9.487142857,108.6,393.15
603.3,9.457142857,109.3,393.65
604.3,9.417142857,106,394.05
605.4,9.397142857,105.7,394.45
606.4,9.367142857,101,394.95
607.4,9.337142857,101.8,395.25
608.4,9.307142857,101.7,395.65
609.4,9.277142857,99.2,395.95
610.4,9.237142857,99.5,396.45
611.4,9.207142857,95.7,396.85
612.5,9.177142857,97.1,397.25
613.5,9.137142857,93.8,397.65
614.5,9.097142857,88.8,398.15
615.5,9.067142857,88.3,398.55
616.5,9.057142857,90.9,398.85
617.5,9.027142857,91,399.35
618.5,8.997142857,88.7,399.75
619.6,8.957142857,86.9,400.15
620.6,8.927142857,86.8,400.65
621.6,8.897142857,86.2,400.95
622.6,8.877142857,84.6,401.35
623.6,8.847142857,84.9,401.75
624.6,8.817142857,83.4,402.15
625.6,8.807142857,80.6,402.55
626.7,8.777142857,82.4,402.95
627.7,8.717142857,83.5,403.45
628.7,8.707142857,79.6,403.75
629.7,8.697142857,80.5,404.25
630.7,8.667142857,80.4,404.65
631.7,8.647142857,77.9,405.05
632.7,8.627142857,76.8,405.45
633.8,8.597142857,76.6,405.75
634.8,8.577142857,76,406.25
635.8,8.557142857,75.4,406.65
636.8,8.527142857,72.3,406.95
637.8,8.487142857,70.4,407.35
638.8,8.457142857,71.5,407.75
639.8,8.437142857,72.9,408.15
640.8,8.427142857,70.3,408.55
641.9,8.407142857,69.9,408.95
642.9,8.377142857,69.2,409.35
643.9,8.357142857,67.4,409.75
644.9,8.327142857,66.9,410.15
645.9,8.297142857,68.9,410.45
646.9,8.267142857,67,410.85
647.9,8.257142857,66.3,411.25
649,8.237142857,65.6,411.65
650,8.217142857,64.6,412.05
651,8.197142857,65.4,412.45
652,8.177142857,61.5,412.75
653,8.157142857,62.2,413.15
654,8.137142857,59.3,413.55
655,8.107142857,59,413.95
656.1,8.097142857,58.4,414.25
657.1,8.087142857,58.6,414.65
658.1,8.057142857,59.5,415.05
659.1,8.047142857,55.8,415.45
660.1,8.037142857,57.3,415.75
661.1,8.027142857,57.2,416.15
662.1,8.007142857,57.8,416.55
663.2,7.977142857,53.9,416.95
664.2,7.947142857,54.3,417.25
665.2,7.917142857,53.8,417.65
666.2,7.907142857,54.1,417.95
667.2,7.887142857,55.5,418.35
668.2,7.867142857,53.8,418.65
669.2,7.857142857,51.2,419.45
671.3,7.807142857,51.6,419.75
672,7.787142857,52.2,419.95
672.7,7.787142857,51.8,420.25
673.5,7.787142857,51.3,420.45
674.3,7.777142857,52.3,420.85
675.3,7.747142857,53.1,421.25
676.3,7.727142857,48.6,421.55
677.4,7.717142857,48.9,421.95
678.4,7.707142857,48.9,422.25
679.4,7.687142857,48.5,422.65
680.4,7.677142857,49.5,422.95
681.4,7.667142857,50.8,423.25
682.4,7.647142857,45.8,423.55
683.4,7.617142857,46.6,423.95
684.4,7.607142857,46.9,424.25
685.5,7.577142857,45.9,424.65
686.5,7.547142857,46.6,424.95
687.5,7.527142857,43.7,425.25
688.5,7.507142857,44.4,425.65
689.5,7.497142857,44.6,425.95
690.5,7.487142857,43.4,426.35
691.5,7.457142857,43.6,426.65
692.6,7.437142857,44.3,426.95
693.6,7.427142857,44.1,427.25
694.6,7.407142857,40.2,427.65
695.6,7.387142857,40.3,427.95
696.6,7.367142857,40.4,428.25
697.6,7.357142857,41,428.65
698.6,7.347142857,40.8,428.95
699.7,7.327142857,40.9,429.25
700.7,7.307142857,41.9,429.55
701.7,7.297142857,40.8,429.85
702.7,7.287142857,40.6,430.25
703.7,7.277142857,41.5,430.55
704.7,7.267142857,41.4,430.85
705.7,7.247142857,42.4,431.15
706.8,7.217142857,42.5,431.45
707.8,7.217142857,38.4,431.75
708.8,7.197142857,38.2,432.05
709.8,7.187142857,38.6,432.35
710.8,7.167142857,38.6,432.75
711.8,7.157142857,37.9,433.05
712.8,7.137142857,38.8,433.35
713.9,7.127142857,37.9,433.65
714.9,7.107142857,37.4,433.95
715.9,7.087142857,39,434.25
716.9,7.067142857,38.9,434.55
717.9,7.047142857,39.3,434.85
718.9,7.037142857,38.3,435.15
719.9,7.027142857,38.8,435.45
721,7.017142857,35.6,435.75
722,6.987142857,35.5,436.15
723,6.967142857,36.1,436.35
724,6.957142857,36.3,436.65
725,6.937142857,36.1,436.95
726,6.917142857,36.3,437.35
727,6.907142857,35.6,437.65
728.1,6.887142857,35.9,437.85
729.1,6.877142857,36.4,438.15
730.1,6.867142857,35.9,438.45
731.1,6.857142857,35.8,438.75
732.1,6.837142857,35.3,439.05
733.1,6.827142857,36.8,439.35
734.1,6.817142857,36.3,439.65
735.1,6.797142857,36.3,439.95
736.2,6.777142857,36.1,440.25
737.2,6.757142857,36.1,440.55
738.2,6.747142857,35.2,440.85
739.2,6.727142857,35.9,441.15
740.2,6.727142857,36.8,441.45
741.2,6.737142857,35.4,441.75
742.2,6.717142857,36.4,442.05
743.3,6.687142857,32.8,442.35
744.3,6.667142857,33,442.65
745.3,6.647142857,33.3,442.85
746.3,6.627142857,33,443.15
747.3,6.617142857,32.8,443.45
748.3,6.617142857,33,443.75
749.3,6.617142857,32.8,444.05
750.4,6.607142857,32.9,444.35
751.4,6.597142857,33,444.65
752.4,6.587142857,33.2,444.85
753.4,6.577142857,32.7,445.15
754.4,6.557142857,32.3,445.45
755.4,6.537142857,33.2,445.75
756.4,6.527142857,33.1,446.05
757.5,6.507142857,33.4,446.35
758.5,6.487142857,32.8,446.55
759.5,6.467142857,32.5,446.85
760.5,6.457142857,32.9,447.15
761.5,6.437142857,33.4,447.45
762.5,6.427142857,33.7,447.75
763.5,6.407142857,33.2,447.95
764.6,6.397142857,33.4,448.25
765.6,6.387142857,30.2,448.55
766.6,6.377142857,29.7,448.85
767.6,6.367142857,30.2,449.05
768.6,6.357142857,30.1,449.35
769.6,6.337142857,30.4,449.65
770.6,6.327142857,30.1,450.15
772.5,6.287142857,30.2,450.35
773.3,6.287142857,30.6,450.55
774,6.277142857,29.8,450.75
774.8,6.267142857,30.5,451.05
775.7,6.237142857,30.1,451.25
776.7,6.227142857,30.1,451.55
777.7,6.217142857,30.2,451.85
778.7,6.217142857,30.4,452.05
779.8,6.207142857,30.5,452.35
780.8,6.197142857,30.8,452.55
781.8,6.167142857,30.4,452.85
782.8,6.147142857,31.1,453.15
783.8,6.127142857,30.6,453.45
784.8,6.107142857,30.5,453.75
785.8,6.087142857,30.8,453.95
786.9,6.067142857,30.6,454.25
787.9,6.057142857,30.5,454.55
788.9,6.057142857,30.5,454.75
789.9,6.067142857,30.8,455.05
790.9,6.057142857,30.7,455.25
791.9,6.037142857,30.9,455.55
792.9,6.017142857,31.1,455.85
794,6.007142857,30.1,456.05
795,6.007142857,30.8,456.35
796,5.987142857,31.1,456.55
797,5.977142857,31.2,456.85
798,5.977142857,31.2,457.15
799,5.967142857,30.4,457.35
800,5.947142857,30.8,457.65
