Time,Mass,Temperature Front
[s],[g],[K]
1,168.263386,304.8342867
2,168.192349,321.5976329
3,168.159147,338.2769827
4,168.156058,350.9108316
5,168.169957,361.2934537
6,168.302766,370.2194381
7,168.496575,378.5242894
8,168.624751,386.0007748
9,168.718953,392.7454411
10,168.729763,398.9397025
11,168.736712,404.5574238
12,168.745206,409.7949333
13,168.740573,414.7061874
14,168.753699,419.790626
15,168.739801,424.7072939
16,168.752927,429.1431444
17,168.739801,433.6080491
18,168.721269,437.6274214
19,168.740573,441.6617303
20,168.709687,445.755407
21,168.717409,449.4340205
22,168.697333,453.3596563
23,168.709687,457.0726435
24,168.698105,460.741111
25,168.705826,464.318617
26,168.698877,467.8120543
27,168.688839,470.9059695
28,168.669535,473.7184403
29,168.669535,476.8328825
30,168.669535,480.0280233
31,168.660269,482.8964028
32,168.654865,485.6752546
33,168.640966,488.37594
34,168.661814,491.424217
35,168.641738,493.9799696
36,168.646371,496.6017775
37,168.623206,499.6292261
38,168.630928,502.2208662
39,168.634017,504.4458769
40,168.637105,507.1050116
41,168.597726,509.4974565
42,168.592321,512.141244
43,168.591549,514.4080809
44,168.603903,516.3705904
45,168.591548,518.6401461
46,168.582283,521.013389
47,168.575333,522.8753535
48,168.558346,524.9023449
49,168.563751,526.7464903
50,168.570701,528.7943626
51,168.57765,530.8811287
52,168.571472,532.7907015
53,168.560663,534.4684279
54,168.56684,536.4796355
55,168.546764,538.1338236
56,168.558346,540.5141329
57,168.559118,542.560193
58,168.566068,544.4346414
59,168.557574,546.096444
60,168.549853,547.5239086
61,168.567612,549.6437105
62,168.554486,551.5588328
63,168.561435,553.5220172
64,168.524372,554.9125654
65,168.553713,556.5754646
66,168.562207,558.3273976
67,168.525916,559.9268666
68,168.517423,561.1573419
69,168.533638,563.083009
70,168.526688,564.4151682
71,168.529777,566.0905072
72,168.537498,567.5699774
73,168.519739,568.7976625
74,168.535182,570.6148704
75,168.528233,572.3479265
76,168.563751,573.6569768
77,168.552941,575.0391338
78,168.533637,576.445375
79,168.537498,578.3274217
80,168.543675,579.9507433
81,168.525916,581.8492261
82,168.5236,583.4467043
83,168.525916,585.1710424
84,168.528233,586.9412478
85,168.535954,588.0119254
86,168.5236,589.2836041
87,168.511245,590.3145023
88,168.500435,591.9837374
89,168.510473,593.1290263
90,168.521283,594.3406464
91,168.488081,595.4872724
92,168.478815,596.6122919
93,168.478043,597.9521557
94,168.471866,599.1813357
95,168.481132,599.9033588
96,168.481132,601.0767276
97,168.474955,602.2376275
98,168.458739,603.398626
99,168.472638,604.8054405
100,168.457967,606.068383
101,168.445613,607.0502447
102,168.45179,608.507737
103,168.471866,609.1776643
104,168.468777,609.7538741
105,168.49117,611.2070832
106,168.501208,611.8405528
107,168.481904,612.9486241
108,168.481132,614.7807432
109,168.496575,616.2447874
110,168.457195,618.2134911
111,168.443297,618.6825449
112,168.441752,619.8529626
113,168.427854,621.2420362
114,168.432486,621.7192058
115,168.428626,623.3041713
116,168.406233,624.0938629
117,168.390791,625.419276
118,168.413955,626.3441668
119,168.41936,626.7287936
120,168.414727,627.8850301
121,168.373031,628.8593226
122,168.374576,629.6459066
123,168.350639,630.3466579
124,168.377664,630.9466768
125,168.362221,630.9707239
126,168.338285,631.736819
127,168.333652,632.7823976
128,168.309715,633.1786624
129,168.329019,634.0032972
130,168.320525,634.6492967
131,168.333652,635.018126
132,168.318209,635.2884545
133,168.308943,636.0536514
134,168.306627,637.0056267
135,168.306627,639.3658097
136,168.275741,638.2360778
137,168.281146,638.2429522
138,168.272652,638.1501488
139,168.238678,639.2603945
140,168.22864,639.3841428
141,168.223235,639.2111247
142,168.240222,638.8994686
143,168.214741,640.0647788
144,168.19621,641.8444506
145,168.186944,640.3432308
146,168.173046,641.4960609
147,168.180767,640.5185554
148,168.155286,641.043397
149,168.128261,639.637372
150,168.118223,640.9436985
151,168.126717,639.712998
152,168.11359,639.8986271
153,168.101236,641.389483
154,168.085021,640.7007579
155,168.054135,641.63129
156,168.017072,642.5779323
157,167.992363,642.7429712
158,168.004717,642.1733663
159,167.993907,641.947594
160,167.975376,641.521273
161,167.927503,641.4891849
162,167.945262,642.4106032
163,167.917465,642.8552905
164,167.889668,640.1656167
165,167.86187,639.6396637
166,167.828668,642.5550104
167,167.805504,644.0220921
168,167.739099,643.4833793
169,167.725201,642.8724824
170,167.685821,642.8552905
171,167.676556,643.214031
172,167.654163,640.7821196
173,167.641809,644.1298372
174,167.596252,644.5608266
175,167.590847,639.8378963
176,167.539886,640.0498824
177,167.520582,643.1189008
178,167.472709,643.6232133
179,167.450317,645.8630491
180,167.416342,640.0475906
181,167.39395,639.098836
182,167.336039,640.2996865
183,167.321368,643.12807
184,167.279673,643.2083003
185,167.282761,639.3681013
186,167.21404,640.682423
187,167.18161,639.3646638
188,167.133737,639.3875803
189,167.11675,646.0522029
190,167.065788,649.8759764
191,167.051889,646.2425057
192,167.029497,640.4532381
193,166.99089,636.2598497
194,166.914447,642.8392449
195,166.905181,647.7226044
196,166.868119,649.8748297
197,166.855764,650.9527925
198,166.806347,652.0641027
199,166.758474,647.9117845
200,166.701335,645.9375639
201,166.665816,650.1775679
202,166.624893,647.9461812
203,166.576247,648.4816342
204,166.549222,647.3419592
205,166.515248,647.1814494
206,166.48359,646.4912793
207,166.432628,646.9670572
208,166.3863,647.8131812
209,166.350781,645.3322864
210,166.345376,640.2412457
211,166.268161,650.4940743
212,166.223377,652.8944918
213,166.182453,647.3752079
214,166.133808,643.1658928
215,166.114504,643.7630487
216,166.06277,648.0585443
217,166.004859,648.6066145
218,165.960847,649.9551005
219,165.928417,647.8945862
220,165.875139,653.4920826
221,165.834215,657.6644926
222,165.781709,656.135108
223,165.737697,652.6088963
224,165.718393,655.5328102
225,165.652761,658.4676903
226,165.596394,663.4589223
227,165.580951,660.0673447
228,165.526901,645.4606763
229,165.470534,645.1385575
230,165.443509,652.2487566
231,165.389459,652.7797941
232,165.348535,650.3839843
233,165.309928,649.8197871
234,165.2497,651.1683955
235,165.211865,652.8486126
236,165.146233,654.3351785
237,165.121524,653.759344
238,165.08755,657.9157736
239,165.02655,645.1523133
240,164.974044,646.6013372
241,164.915361,652.4127681
242,164.872893,652.8635233
243,164.808033,652.784382
244,164.791046,648.6284002
245,164.718464,653.8488147
246,164.671363,663.858393
247,164.635844,657.5520488
248,164.586427,654.414329
249,164.553225,654.1309953
250,164.490681,655.4777443
251,164.45439,650.3667828
252,164.384897,646.4087364
253,164.334708,653.8935502
254,164.280657,657.2766801
255,164.232012,654.682756
256,164.164063,655.8804187
257,164.126228,657.2835643
258,164.086849,652.1845289
259,164.023533,647.2525321
260,163.941685,653.5918749
261,163.887635,654.859416
262,163.834357,655.9721981
263,163.777218,653.9497567
264,163.719307,655.9286028
265,163.669118,657.2112809
266,163.646725,661.4284636
267,163.59808,655.5087188
268,163.517005,657.6197445
269,163.485347,662.3328922
270,163.425892,661.289591
271,163.377246,656.9611605
272,163.332462,657.4694376
273,163.248298,658.1682067
274,163.225906,658.8486524
275,163.17726,659.7288079
276,163.154096,658.0787071
277,163.056034,654.7630557
278,163.029009,659.3822469
279,162.961832,662.3971687
280,162.910098,662.7541381
281,162.834428,668.0018808
282,162.834428,664.5896388
283,162.778061,660.1258723
284,162.700847,661.3573056
285,162.636758,663.8136241
286,162.588885,664.153412
287,162.537151,665.9649941
288,162.483873,661.7349066
289,162.408203,665.8157417
290,162.352609,665.4483583
291,162.27771,666.5057608
292,162.242192,666.7813191
293,162.16266,664.0833875
294,162.0978,667.2279652
295,162.070775,667.5931009
296,161.979662,666.4104649
297,161.920979,670.6891146
298,161.860751,668.3635925
299,161.804385,668.5633994
300,161.72717,669.4143342
301,161.679297,669.9012631
302,161.656905,670.0333341
303,161.571969,666.6745396
304,161.540311,667.1969636
305,161.458464,664.8318656
306,161.415996,671.5539668
307,161.358084,662.8551472
308,161.272376,665.1843077
309,161.222187,666.3989835
310,161.15501,668.7678025
311,161.096327,666.4391684
312,161.022201,668.5886625
313,160.960429,667.8571988
314,160.914101,665.8019647
315,160.846924,666.9765097
316,160.763532,668.3601476
317,160.700216,669.8909271
318,160.64385,670.3124101
319,160.560458,666.3335398
320,160.512585,666.5803907
321,160.450813,665.2313772
322,160.408345,667.312933
323,160.300244,665.1498667
324,160.250827,667.9582464
325,160.181334,669.7806776
326,160.092537,668.621964
327,160.029221,669.080155
328,159.959728,670.5604826
329,159.873248,673.9937698
330,159.81997,673.01389
331,159.76978,669.9839508
332,159.696426,669.1088642
333,159.616895,666.6848731
334,159.560528,664.017955
335,159.472504,666.733096
336,159.408416,665.7020814
337,159.345872,671.5539668
338,159.266341,670.1171711
339,159.19762,674.1408153
340,159.142025,670.7672132
341,159.061722,668.1982374
342,158.986824,666.7422814
343,158.927369,662.0631641
344,158.864825,664.3508603
345,158.803825,670.5581856
346,158.75518,670.2997769
347,158.660978,666.7285034
348,158.587625,663.1122648
349,158.52122,664.2119574
350,158.457132,661.9013298
351,158.372968,664.7032897
352,158.282627,660.7846119
353,158.223172,655.2058599
354,158.156767,659.0563501
355,158.094996,661.6224286
356,158.018553,666.0763604
357,157.941338,666.6067982
358,157.858719,663.2488606
359,157.81239,665.9121815
360,157.746758,667.8571988
361,157.661049,670.9417881
362,157.581518,671.0899489
363,157.501987,660.035212
364,157.443304,662.4316026
365,157.382305,659.5876578
366,157.281154,662.2927196
367,157.195445,670.976244
368,157.128268,669.7232563
369,157.055687,666.7893563
370,156.983105,662.1205526
371,156.920561,658.2863929
372,156.859562,654.371886
373,156.778486,657.3443744
374,156.702816,660.2291568
375,156.627146,658.7281662
376,156.525223,660.8729818
377,156.462679,667.6654402
378,156.404768,663.8985703
379,156.316743,653.3062646
380,156.254971,654.5944269
381,156.16077,662.4304548
382,156.08896,658.2118093
383,155.99167,657.991503
384,155.929126,668.1913476
385,155.871215,666.0028815
386,155.790911,661.2689324
387,155.695165,656.6766255
388,155.644204,657.8813513
389,155.543825,662.6496862
390,155.485142,665.4265452
391,155.424142,663.1202998
392,155.340751,663.0502807
393,155.290561,663.8457659
394,155.187093,656.2876944
395,155.106018,657.5979441
396,155.023398,658.4412988
397,154.93769,666.9340268
398,154.880551,668.3325883
399,154.796388,665.725043
400,154.734616,662.5004707
401,154.633465,659.1515938
402,154.577098,671.8962477
403,154.503744,668.0466636
404,154.439656,660.2234188
405,154.317657,660.9957826
406,154.25048,672.4751588
407,154.165544,663.579451
408,154.094507,654.3741802
409,154.034279,665.9695865
410,153.96247,670.798223
411,153.855914,663.0893077
412,153.77175,658.0626432
413,153.687586,655.2104486
414,153.605738,655.3079593
415,153.493777,659.4029026
416,153.435866,651.2555552
417,153.376411,649.2865739
418,153.285298,660.3485088
419,153.19959,667.1407016
420,153.121603,659.1240534
421,153.046705,644.8898092
422,152.974895,651.1316969
423,152.89382,648.5446975
424,152.787264,642.7326562
425,152.683024,651.2704641
426,152.612759,657.6071232
427,152.530139,660.7995314
428,152.437481,655.0842593
429,152.340963,653.5540226
430,152.256027,653.7295206
431,152.187306,656.1993547
432,152.11318,657.4396059
433,152.040598,653.2718541
434,151.951801,651.3943237
435,151.86841,653.4393192
436,151.777297,657.4866482
437,151.709348,657.5681121
438,151.614374,667.2922651
439,151.520944,661.7016222
440,151.423654,652.3095438
441,151.347211,649.9424865
442,151.263047,661.8014756
443,151.176567,659.1286434
444,151.091631,660.7777259
445,150.999745,658.9783196
446,150.901683,646.1565252
447,150.809798,658.2485273
448,150.737216,653.1101261
449,150.626027,661.659156
450,150.571204,659.091923
451,150.488585,657.8893831
452,150.395927,664.4002228
453,150.294004,651.9184458
454,150.239182,657.5577857
455,150.121815,658.6948893
456,150.046917,647.4680754
457,149.944994,641.9945818
458,149.851564,650.7555418
459,149.751958,644.927637
460,149.684009,647.4462916
461,149.584402,658.4240869
462,149.514137,658.9048796
463,149.406036,662.2720595
464,149.333454,645.4618226
465,149.229987,650.1913289
466,149.117253,656.2739271
467,149.013014,649.468896
468,148.941976,649.468896
469,148.840053,658.5250634
470,148.77056,657.0873675
471,148.657826,644.307504
472,148.574435,637.541787
473,148.445486,647.8601897
474,148.364411,641.947594
475,148.271754,637.7972727
476,148.166742,639.6923727
477,148.102654,653.3532924
478,147.988376,645.5947992
479,147.887997,646.0155183
480,147.803833,662.7231468
481,147.731251,659.9686517
482,147.630872,651.1523399
483,147.513506,646.713689
484,147.421621,641.1133011
485,147.350583,651.6477806
486,147.227812,643.5762197
487,147.142104,639.0770659
488,147.027826,640.698466
489,146.958333,652.8004396
490,146.839423,652.9071086
491,146.737499,655.3687604
492,146.661829,638.5614675
493,146.557589,638.4526215
494,146.437134,659.3133948
495,146.352198,656.5263293
496,146.254136,638.0768231
497,146.166884,642.3108944
498,146.062644,647.8785345
499,145.986201,639.7588321
500,145.898949,648.9207904
501,145.785443,645.7713391
502,145.688153,641.4043809
503,145.612483,646.5359902
504,145.485079,654.1677022
505,145.368484,642.0942883
506,145.276599,647.5918997
507,145.183169,654.4258002
508,145.090512,661.4869971
509,144.984728,656.2016492
510,144.88126,642.5733479
511,144.780881,642.3819512
512,144.668148,636.4454309
513,144.556959,628.8089462
514,144.442681,636.1853889
515,144.360062,637.5944877
516,144.226481,636.9861512
517,144.133051,654.7676443
518,144.03576,658.9175021
519,143.952369,655.3928515
520,143.837319,648.0390527
521,143.738484,646.220724
522,143.635016,634.236953
523,143.543903,621.6505472
524,143.422677,626.5948598
525,143.323842,633.850965
526,143.202615,645.8286578
527,143.117679,643.3206235
528,143.031198,628.3670156
529,142.888351,617.5980258
530,142.780251,614.0167583
531,142.682961,622.0201632
532,142.588759,620.2774501
533,142.482203,615.7129092
534,142.372558,608.347691
535,142.252103,619.2076757
536,142.144775,627.1454852
537,142.030497,625.0129394
538,141.944017,617.8462677
539,141.836689,624.9122156
540,141.716234,618.0258742
541,141.628209,613.8337743
542,141.508526,615.9268018
543,141.385755,616.363748
544,141.2653,611.8954396
545,141.177276,612.7782337
546,141.083846,627.0893913
547,140.941771,622.1632061
548,140.833671,619.8769898
549,140.751051,635.9242064
550,140.650672,623.1759938
551,140.477711,629.8932264
552,140.382737,634.8130923
553,140.267688,620.5635004
554,140.149549,625.8840027
555,140.039905,626.8627288
556,139.931804,628.4792142
557,139.818299,624.3708382
558,139.718692,634.4580135
559,139.589744,623.5467962
560,139.495542,606.8810714
561,139.346517,600.5568683
562,139.240734,606.0432373
563,139.127228,604.4340091
564,139.01295,607.148549
565,138.895584,605.4751855
566,138.774357,611.599282
