Time,Mass,Temperature
271,125.641408,655.498394
272,125.361218,667.2899687
273,125.086431,657.058684
274,124.836343,649.2395604
275,124.568503,667.6769227
276,124.299891,659.6817577
277,124.086081,647.1803029
278,123.873816,655.9366335
279,123.685478,661.5363491
280,123.518754,646.0132255
281,123.36901,678.6598013
282,123.227757,674.6302129
283,123.133588,710.2841372
284,123.015491,745.2943991
285,122.946023,760.8740055
286,122.871923,814.4724294
287,122.810945,822.2789954
288,122.778526,830.1056287
289,122.695935,837.5852127
290,122.626467,853.9499481
291,122.561629,866.4993166
292,122.540789,876.7475812
293,122.572436,883.2297837
294,122.552367,882.813947
295,122.536929,886.1816907
296,122.499879,890.1303746
297,122.485214,892.5869476
298,122.46746,892.18138
299,122.461286,894.0321485
300,122.453567,894.8736821
301,122.439673,895.616176
302,122.404167,898.4104196
303,122.424236,900.5043463
304,122.425007,899.7546553
305,122.396448,900.0204831
306,122.388729,899.5424623
307,122.370204,902.3991158
308,122.381782,902.7104599
309,122.365573,900.850637
310,122.352451,899.5296375
311,122.35631,901.0430236
312,122.357082,901.8907151
313,122.370976,901.8673943
314,122.394904,902.2416966
315,122.411114,902.7932527
