# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,389.099
2,22.800,293.000,427.010
3,22.800,293.000,454.772
4,22.800,293.000,477.483
5,22.800,293.001,496.719
6,22.800,293.004,513.131
7,22.800,293.013,527.668
8,22.799,293.035,540.610
9,22.798,293.082,552.150
10,22.797,293.167,562.432
11,22.795,293.306,571.577
12,22.792,293.516,579.708
13,22.788,293.810,586.952
14,22.783,294.202,593.445
15,22.777,294.702,599.306
16,22.770,295.319,604.649
17,22.761,296.058,609.558
18,22.752,296.923,614.103
19,22.742,297.917,618.339
20,22.730,299.039,622.309
21,22.717,300.290,626.044
22,22.703,301.666,629.575
23,22.687,303.163,632.919
24,22.670,304.779,636.097
25,22.651,306.509,639.125
26,22.631,308.349,642.015
27,22.608,310.292,644.779
28,22.585,312.336,647.427
29,22.559,314.473,649.969
30,22.532,316.700,652.412
31,22.503,319.009,654.761
32,22.472,321.398,657.022
33,22.439,323.861,659.198
34,22.404,326.395,661.293
35,22.368,328.993,663.309
36,22.330,331.651,665.247
37,22.290,334.367,667.106
38,22.248,337.135,668.888
39,22.205,339.953,670.594
40,22.161,342.816,672.223
41,22.114,345.721,673.781
42,22.067,348.666,675.265
43,22.018,351.647,676.681
44,21.967,354.662,678.029
45,21.916,357.707,679.315
46,21.863,360.781,680.542
47,21.809,363.880,681.713
48,21.754,367.004,682.836
49,21.698,370.149,683.910
50,21.641,373.314,684.944
51,21.584,376.496,685.941
52,21.525,379.695,686.901
53,21.465,382.907,687.835
54,21.405,386.131,688.738
55,21.343,389.367,689.621
56,21.281,392.611,690.484
57,21.219,395.864,691.325
58,21.155,399.123,692.155
59,21.091,402.386,692.968
60,21.027,405.652,693.771
61,20.961,408.922,694.566
62,20.895,412.191,695.349
63,20.828,415.461,696.128
64,20.761,418.730,696.900
65,20.693,421.995,697.667
66,20.625,425.258,698.433
67,20.556,428.515,699.192
68,20.486,431.767,699.953
69,20.416,435.012,700.710
70,20.345,438.250,701.467
71,20.273,441.479,702.226
72,20.201,444.699,702.982
73,20.128,447.908,703.742
74,20.055,451.106,704.500
75,19.981,454.291,705.262
76,19.906,457.464,706.024
77,19.831,460.622,706.788
78,19.755,463.765,707.554
79,19.678,466.892,708.320
80,19.601,470.002,709.091
81,19.523,473.093,709.861
82,19.444,476.165,710.634
83,19.364,479.216,711.407
84,19.284,482.245,712.183
85,19.203,485.251,712.959
86,19.121,488.233,713.737
87,19.038,491.189,714.514
88,18.954,494.117,715.293
89,18.870,497.016,716.071
90,18.784,499.886,716.849
91,18.698,502.724,717.627
92,18.611,505.529,718.405
93,18.523,508.300,719.180
94,18.433,511.035,719.957
95,18.343,513.735,720.731
96,18.252,516.397,721.505
97,18.160,519.023,722.278
98,18.067,521.610,723.049
99,17.973,524.159,723.816
100,17.878,526.672,724.583
101,17.782,529.150,725.347
102,17.686,531.590,726.110
103,17.588,533.997,726.873
104,17.489,536.374,727.634
105,17.389,538.718,728.389
106,17.288,541.040,729.144
107,17.186,543.334,729.897
108,17.084,545.606,730.650
109,16.980,547.863,731.398
110,16.875,550.102,732.145
111,16.770,552.328,732.892
112,16.663,554.544,733.634
113,16.556,556.752,734.375
114,16.448,558.955,735.116
115,16.339,561.154,735.852
116,16.229,563.352,736.588
