# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,408.152
2,68.400,293.000,445.495
3,68.400,293.000,472.299
4,68.400,293.000,493.910
5,68.400,293.000,511.782
6,68.399,293.000,527.138
7,68.398,293.000,540.524
8,68.397,293.000,552.332
9,68.395,293.000,562.867
10,68.392,293.000,572.355
11,68.388,293.000,580.963
12,68.384,293.000,588.810
13,68.379,293.000,595.986
14,68.373,293.000,602.563
15,68.367,293.000,608.600
16,68.359,293.000,614.151
17,68.350,293.000,619.265
18,68.341,293.000,623.982
19,68.330,293.000,628.342
20,68.318,293.000,632.381
21,68.306,293.000,636.125
22,68.292,293.000,639.602
23,68.277,293.000,642.834
24,68.261,293.000,645.839
25,68.244,293.000,648.636
26,68.226,293.000,651.237
27,68.207,293.000,653.656
28,68.186,293.000,655.911
29,68.165,293.000,658.008
30,68.142,293.000,659.958
31,68.118,293.000,661.779
32,68.093,293.000,663.477
33,68.067,293.000,665.058
34,68.040,293.000,666.538
35,68.012,293.000,667.925
36,67.983,293.000,669.219
37,67.952,293.000,670.435
38,67.921,293.000,671.580
39,67.889,293.000,672.657
40,67.855,293.000,673.668
41,67.821,293.000,674.624
42,67.786,293.000,675.533
43,67.749,293.001,676.385
44,67.712,293.001,677.194
45,67.674,293.001,677.966
46,67.635,293.001,678.696
47,67.595,293.002,679.388
48,67.555,293.002,680.049
49,67.513,293.003,680.678
50,67.471,293.004,681.279
51,67.428,293.004,681.851
52,67.385,293.005,682.396
53,67.341,293.007,682.919
54,67.296,293.008,683.419
55,67.250,293.010,683.899
56,67.204,293.012,684.359
57,67.157,293.014,684.803
58,67.110,293.016,685.228
59,67.062,293.019,685.634
60,67.014,293.022,686.024
61,66.965,293.025,686.405
62,66.915,293.029,686.768
63,66.866,293.034,687.116
64,66.816,293.040,687.468
65,66.765,293.045,687.807
66,66.714,293.051,688.138
67,66.663,293.058,688.443
68,66.612,293.066,688.749
69,66.560,293.074,689.061
70,66.508,293.084,689.362
71,66.456,293.093,689.634
72,66.403,293.105,689.942
73,66.351,293.116,690.226
74,66.298,293.129,690.489
75,66.245,293.143,690.793
76,66.192,293.158,691.046
77,66.138,293.174,691.341
78,66.085,293.191,691.602
79,66.031,293.210,691.888
80,65.978,293.230,692.147
81,65.924,293.251,692.440
82,65.870,293.274,692.693
83,65.816,293.298,692.994
84,65.762,293.323,693.251
85,65.708,293.350,693.540
86,65.654,293.379,693.815
87,65.600,293.409,694.076
88,65.545,293.440,694.380
89,65.491,293.474,694.656
90,65.437,293.510,694.927
91,65.382,293.547,695.227
92,65.328,293.586,695.510
93,65.273,293.627,695.795
94,65.219,293.669,696.088
95,65.164,293.715,696.363
96,65.109,293.761,696.624
97,65.055,293.811,696.926
98,65.000,293.862,697.213
99,64.945,293.915,697.487
100,64.890,293.970,697.792
101,64.835,294.028,698.081
102,64.781,294.088,698.324
103,64.726,294.150,698.594
104,64.671,294.215,698.873
105,64.616,294.282,699.162
106,64.561,294.351,699.440
107,64.506,294.422,699.726
108,64.451,294.496,699.990
109,64.396,294.573,700.244
110,64.341,294.652,700.507
111,64.286,294.734,700.769
112,64.231,294.818,701.041
113,64.176,294.904,701.315
114,64.121,294.994,701.579
115,64.066,295.086,701.816
116,64.011,295.180,702.066
117,63.956,295.277,702.323
118,63.900,295.377,702.588
119,63.845,295.479,702.853
120,63.790,295.584,703.112
121,63.735,295.692,703.342
122,63.680,295.803,703.582
123,63.625,295.916,703.829
124,63.570,296.032,704.080
125,63.515,296.151,704.338
126,63.459,296.273,704.589
127,63.404,296.397,704.820
128,63.349,296.525,705.047
129,63.294,296.655,705.285
130,63.239,296.787,705.527
131,63.184,296.923,705.770
132,63.129,297.062,706.014
133,63.074,297.202,706.242
134,63.019,297.347,706.457
135,62.964,297.493,706.686
136,62.909,297.643,706.923
137,62.854,297.796,707.162
138,62.799,297.951,707.396
139,62.744,298.109,707.621
140,62.690,298.270,707.833
141,62.635,298.435,708.052
142,62.580,298.601,708.279
143,62.525,298.771,708.506
144,62.470,298.944,708.735
145,62.416,299.118,708.954
146,62.361,299.296,709.159
147,62.306,299.478,709.372
148,62.252,299.661,709.591
149,62.197,299.848,709.811
150,62.142,300.037,710.033
151,62.088,300.229,710.248
152,62.033,300.424,710.447
153,61.979,300.622,710.653
154,61.924,300.822,710.865
155,61.870,301.026,711.079
156,61.815,301.232,711.293
157,61.761,301.440,711.503
158,61.706,301.652,711.700
159,61.652,301.866,711.896
160,61.598,302.083,712.102
161,61.543,302.303,712.309
162,61.489,302.526,712.517
163,61.435,302.750,712.723
164,61.381,302.978,712.914
165,61.326,303.208,713.105
166,61.272,303.442,713.304
167,61.218,303.677,713.505
168,61.164,303.916,713.707
169,61.110,304.157,713.907
170,61.056,304.401,714.097
171,61.002,304.647,714.282
172,60.948,304.896,714.474
173,60.894,305.147,714.670
174,60.840,305.401,714.865
175,60.786,305.657,715.060
176,60.733,305.917,715.246
177,60.679,306.178,715.427
178,60.625,306.442,715.612
179,60.572,306.709,715.802
180,60.518,306.978,715.992
181,60.464,307.249,716.182
182,60.411,307.523,716.366
183,60.357,307.800,716.541
184,60.304,308.079,716.721
185,60.250,308.359,716.906
186,60.197,308.644,717.090
187,60.143,308.930,717.276
188,60.090,309.218,717.456
189,60.037,309.509,717.628
190,59.984,309.802,717.802
191,59.930,310.098,717.981
192,59.877,310.395,718.160
193,59.824,310.695,718.341
194,59.771,310.998,718.518
195,59.718,311.303,718.687
196,59.665,311.610,718.856
197,59.612,311.919,719.029
198,59.559,312.230,719.204
199,59.505,312.544,719.379
200,59.453,312.860,719.553
201,59.400,313.178,719.721
202,59.347,313.498,719.884
203,59.294,313.821,720.052
204,59.241,314.145,720.222
205,59.189,314.471,720.393
206,59.136,314.800,720.563
207,59.083,315.131,720.728
208,59.031,315.464,720.888
209,58.978,315.799,721.051
210,58.926,316.136,721.217
211,58.873,316.475,721.383
212,58.821,316.816,721.549
213,58.768,317.159,721.712
214,58.716,317.504,721.869
215,58.664,317.852,722.027
216,58.611,318.200,722.187
217,58.559,318.551,722.349
218,58.507,318.905,722.511
219,58.454,319.259,722.672
220,58.402,319.616,722.828
