# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,338.593
2,68.400,293.000,352.347
3,68.400,293.000,362.468
4,68.400,293.000,370.777
5,68.400,293.000,377.962
6,68.400,293.000,384.292
7,68.400,293.000,390.037
8,68.400,293.000,395.230
9,68.400,293.000,400.051
10,68.400,293.000,404.492
11,68.400,293.000,408.670
12,68.400,293.000,412.569
13,68.400,293.000,416.269
14,68.400,293.000,419.751
15,68.400,293.000,423.076
16,68.400,293.000,426.225
17,68.400,293.000,429.246
18,68.400,293.000,432.122
19,68.400,293.000,434.891
20,68.400,293.000,437.539
21,68.400,293.000,440.094
22,68.400,293.000,442.546
23,68.400,293.000,444.917
24,68.400,293.000,447.200
25,68.400,293.000,449.413
26,68.400,293.000,451.546
27,68.400,293.000,453.618
28,68.400,293.000,455.621
29,68.400,293.000,457.568
30,68.400,293.000,459.455
31,68.399,293.000,461.291
32,68.399,293.000,463.072
33,68.399,293.000,464.807
34,68.399,293.000,466.491
35,68.399,293.000,468.132
36,68.399,293.000,469.731
37,68.399,293.000,471.290
38,68.399,293.000,472.808
39,68.398,293.000,474.291
40,68.398,293.000,475.737
41,68.398,293.000,477.149
42,68.398,293.000,478.529
43,68.398,293.000,479.877
44,68.398,293.000,481.195
45,68.397,293.001,482.484
46,68.397,293.001,483.745
47,68.397,293.001,484.978
48,68.396,293.001,486.186
49,68.396,293.001,487.369
50,68.396,293.002,488.527
51,68.395,293.002,489.662
52,68.395,293.003,490.774
53,68.395,293.003,491.865
54,68.394,293.004,492.934
55,68.394,293.004,493.983
56,68.393,293.005,495.012
57,68.393,293.006,496.021
58,68.393,293.008,497.012
59,68.392,293.009,497.986
60,68.392,293.010,498.941
61,68.391,293.012,499.879
62,68.390,293.013,500.802
63,68.390,293.016,501.708
64,68.389,293.018,502.599
65,68.389,293.020,503.474
66,68.388,293.023,504.335
67,68.387,293.026,505.182
68,68.387,293.030,506.015
69,68.386,293.033,506.834
70,68.385,293.037,507.640
71,68.385,293.042,508.434
72,68.384,293.046,509.215
73,68.383,293.052,509.984
74,68.382,293.057,510.741
75,68.382,293.063,511.487
76,68.381,293.070,512.222
77,68.380,293.077,512.946
78,68.379,293.085,513.659
79,68.378,293.093,514.361
80,68.377,293.102,515.054
81,68.376,293.111,515.737
82,68.375,293.121,516.411
83,68.374,293.131,517.074
84,68.373,293.143,517.729
85,68.372,293.155,518.375
86,68.371,293.168,519.012
87,68.370,293.180,519.640
88,68.369,293.195,520.260
89,68.368,293.210,520.872
90,68.367,293.225,521.476
91,68.366,293.242,522.073
92,68.364,293.259,522.661
93,68.363,293.278,523.242
94,68.362,293.297,523.815
95,68.361,293.317,524.382
96,68.360,293.338,524.942
97,68.358,293.360,525.494
98,68.357,293.383,526.041
99,68.356,293.406,526.580
100,68.354,293.431,527.113
101,68.353,293.457,527.639
102,68.352,293.484,528.159
103,68.350,293.512,528.674
104,68.349,293.540,529.182
105,68.347,293.571,529.683
106,68.346,293.602,530.180
107,68.344,293.634,530.672
108,68.343,293.667,531.157
109,68.341,293.702,531.637
110,68.340,293.738,532.112
111,68.338,293.774,532.582
112,68.337,293.813,533.046
113,68.335,293.852,533.505
114,68.333,293.893,533.959
115,68.332,293.934,534.410
116,68.330,293.977,534.854
117,68.328,294.021,535.293
118,68.327,294.067,535.729
119,68.325,294.114,536.160
120,68.323,294.162,536.586
121,68.322,294.211,537.008
122,68.320,294.262,537.426
123,68.318,294.314,537.839
124,68.316,294.367,538.248
125,68.314,294.421,538.654
126,68.312,294.477,539.055
127,68.310,294.534,539.451
128,68.309,294.592,539.845
129,68.307,294.653,540.234
130,68.305,294.714,540.619
131,68.303,294.776,541.002
132,68.301,294.840,541.380
133,68.299,294.906,541.754
134,68.297,294.972,542.126
135,68.294,295.040,542.492
136,68.292,295.110,542.857
137,68.290,295.181,543.218
138,68.288,295.253,543.574
139,68.286,295.326,543.928
140,68.284,295.401,544.279
141,68.282,295.478,544.627
