# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,467.444
2,22.800,293.000,487.947
3,22.800,293.000,503.709
4,22.800,293.000,516.753
5,22.800,293.003,530.142
6,22.800,293.009,541.756
7,22.800,293.026,552.055
8,22.799,293.068,561.339
9,22.799,293.150,569.756
10,22.798,293.294,577.405
11,22.796,293.520,584.365
12,22.794,293.847,590.727
13,22.791,294.291,596.555
14,22.787,294.865,601.919
15,22.783,295.579,606.884
16,22.778,296.439,611.507
17,22.772,297.445,615.831
18,22.765,298.599,619.893
19,22.758,299.899,623.722
20,22.749,301.339,627.339
21,22.740,302.914,630.761
22,22.730,304.618,634.001
23,22.719,306.442,637.067
24,22.707,308.378,639.968
25,22.693,310.420,642.708
26,22.679,312.556,645.293
27,22.663,314.780,647.724
28,22.646,317.085,650.010
29,22.628,319.461,652.154
30,22.608,321.901,654.164
31,22.587,324.399,656.047
32,22.564,326.947,657.810
33,22.541,329.540,659.464
34,22.516,332.172,661.017
35,22.489,334.837,662.477
36,22.461,337.531,663.853
37,22.432,340.248,665.152
38,22.402,342.985,666.382
39,22.371,345.738,667.548
40,22.338,348.503,668.654
41,22.304,351.277,669.706
42,22.269,354.057,670.709
43,22.232,356.841,671.664
44,22.195,359.626,672.577
45,22.157,362.410,673.451
46,22.118,365.191,674.288
47,22.077,367.967,675.092
48,22.036,370.737,675.865
49,21.994,373.499,676.612
50,21.951,376.252,677.333
51,21.908,378.995,678.028
52,21.863,381.728,678.704
53,21.818,384.448,679.361
54,21.772,387.155,679.999
55,21.726,389.849,680.622
56,21.678,392.529,681.233
57,21.630,395.193,681.829
58,21.582,397.844,682.413
59,21.533,400.477,682.989
60,21.483,403.095,683.554
61,21.433,405.696,684.113
62,21.382,408.280,684.664
63,21.331,410.847,685.208
64,21.279,413.398,685.749
65,21.227,415.930,686.283
66,21.174,418.445,686.814
67,21.121,420.941,687.341
68,21.067,423.420,687.868
69,21.013,425.879,688.387
70,20.958,428.322,688.907
71,20.903,430.745,689.427
72,20.848,433.150,689.942
73,20.792,435.538,690.455
74,20.735,437.905,690.970
75,20.679,440.255,691.484
76,20.622,442.585,691.995
