# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,481.354
2,68.400,293.000,552.178
3,68.398,293.000,600.802
4,68.390,293.000,636.457
5,68.373,293.000,663.703
6,68.343,293.000,685.813
7,68.294,293.000,704.303
8,68.222,293.000,720.070
9,68.127,293.000,733.540
10,68.013,293.000,744.723
11,67.889,293.000,753.937
12,67.759,293.000,761.946
13,67.630,293.000,769.409
14,67.501,293.000,776.674
15,67.374,293.000,783.837
16,67.249,293.000,790.830
17,67.124,293.000,797.583
18,67.000,293.000,804.002
19,66.877,293.000,810.102
20,66.755,293.000,815.855
21,66.634,293.000,821.313
22,66.514,293.000,826.468
23,66.396,293.000,831.358
24,66.279,293.000,835.988
25,66.163,293.000,840.372
26,66.048,293.000,844.535
27,65.935,293.000,848.478
28,65.823,293.000,852.226
29,65.712,293.000,855.776
30,65.602,293.000,859.153
31,65.494,293.000,862.362
32,65.387,293.000,865.409
33,65.281,293.000,868.314
34,65.176,293.000,871.071
35,65.072,293.000,873.703
36,64.970,293.000,876.212
37,64.868,293.000,878.604
38,64.768,293.000,880.891
39,64.669,293.000,883.075
40,64.571,293.000,885.166
41,64.473,293.000,887.171
42,64.377,293.001,889.088
43,64.282,293.001,890.931
44,64.188,293.001,892.700
45,64.094,293.002,894.398
46,64.002,293.002,896.035
47,63.910,293.003,897.610
48,63.820,293.003,899.126
49,63.730,293.004,900.591
50,63.641,293.005,902.002
51,63.552,293.006,903.366
52,63.465,293.008,904.686
53,63.378,293.010,905.961
54,63.292,293.012,907.195
55,63.207,293.014,908.392
56,63.122,293.017,909.551
57,63.038,293.020,910.675
58,62.955,293.024,911.767
59,62.872,293.028,912.826
60,62.790,293.032,913.854
61,62.709,293.038,914.855
62,62.628,293.044,915.828
63,62.548,293.050,916.773
64,62.469,293.057,917.695
65,62.390,293.066,918.593
66,62.311,293.076,919.466
67,62.233,293.086,920.318
68,62.156,293.096,921.150
69,62.079,293.109,921.959
70,62.003,293.123,922.750
71,61.927,293.137,923.522
72,61.852,293.153,924.276
73,61.777,293.170,925.012
74,61.702,293.189,925.731
75,61.628,293.209,926.436
76,61.555,293.231,927.124
77,61.482,293.255,927.796
78,61.409,293.280,928.455
79,61.337,293.307,929.100
80,61.265,293.335,929.731
81,61.194,293.366,930.349
82,61.123,293.399,930.955
83,61.052,293.434,931.547
84,60.982,293.471,932.129
85,60.912,293.510,932.699
86,60.843,293.551,933.259
87,60.774,293.595,933.807
88,60.705,293.641,934.344
89,60.637,293.690,934.872
90,60.569,293.741,935.390
91,60.501,293.795,935.899
92,60.434,293.851,936.398
93,60.367,293.910,936.889
94,60.300,293.972,937.371
95,60.234,294.037,937.845
96,60.168,294.104,938.310
97,60.102,294.175,938.768
98,60.037,294.249,939.218
99,59.972,294.326,939.659
100,59.907,294.405,940.094
101,59.842,294.488,940.522
102,59.778,294.574,940.943
103,59.714,294.664,941.357
104,59.651,294.756,941.764
105,59.587,294.852,942.165
106,59.524,294.952,942.561
107,59.462,295.054,942.950
108,59.399,295.161,943.332
109,59.337,295.270,943.710
110,59.275,295.383,944.081
111,59.213,295.499,944.446
112,59.152,295.620,944.807
113,59.090,295.744,945.163
114,59.029,295.872,945.513
115,58.969,296.003,945.859
116,58.908,296.138,946.199
117,58.848,296.276,946.535
118,58.788,296.418,946.866
119,58.728,296.565,947.192
120,58.669,296.715,947.514
121,58.609,296.869,947.831
122,58.550,297.026,948.145
123,58.491,297.187,948.454
124,58.433,297.353,948.760
125,58.374,297.521,949.059
126,58.316,297.694,949.358
127,58.258,297.871,949.650
128,58.200,298.052,949.941
129,58.142,298.236,950.226
130,58.085,298.424,950.509
131,58.028,298.617,950.788
132,57.971,298.812,951.064
133,57.914,299.012,951.335
134,57.857,299.216,951.604
135,57.801,299.424,951.869
136,57.745,299.635,952.132
137,57.689,299.851,952.392
138,57.633,300.070,952.647
139,57.577,300.294,952.901
140,57.521,300.520,953.152
141,57.466,300.752,953.399
142,57.411,300.987,953.643
143,57.356,301.225,953.885
144,57.301,301.468,954.124
145,57.247,301.714,954.361
146,57.192,301.964,954.594
147,57.138,302.218,954.825
148,57.084,302.476,955.053
149,57.030,302.737,955.279
150,56.976,303.002,955.503
151,56.922,303.272,955.725
152,56.869,303.545,955.944
153,56.816,303.820,956.160
154,56.762,304.101,956.375
155,56.709,304.385,956.587
156,56.657,304.672,956.797
157,56.604,304.963,957.004
158,56.551,305.258,957.210
159,56.499,305.556,957.413
160,56.447,305.858,957.616
161,56.395,306.163,957.815
162,56.343,306.473,958.013
163,56.291,306.785,958.208
164,56.239,307.101,958.401
165,56.188,307.421,958.593
166,56.136,307.743,958.783
167,56.085,308.070,958.970
168,56.034,308.400,959.156
169,55.983,308.733,959.341
170,55.932,309.069,959.523
171,55.882,309.409,959.705
172,55.831,309.752,959.885
173,55.781,310.099,960.062
174,55.730,310.448,960.238
175,55.680,310.802,960.412
176,55.630,311.158,960.584
177,55.580,311.517,960.757
178,55.531,311.879,960.926
179,55.481,312.245,961.094
180,55.431,312.614,961.260
181,55.382,312.986,961.425
182,55.333,313.361,961.590
183,55.284,313.739,961.752
184,55.235,314.119,961.912
185,55.186,314.503,962.071
186,55.137,314.890,962.231
187,55.088,315.280,962.387
188,55.040,315.673,962.542
189,54.991,316.068,962.696
190,54.943,316.467,962.849
191,54.895,316.868,963.000
192,54.847,317.272,963.150
193,54.799,317.679,963.300
194,54.751,318.089,963.447
195,54.703,318.501,963.594
196,54.655,318.916,963.740
197,54.608,319.333,963.883
198,54.560,319.754,964.027
199,54.513,320.176,964.169
200,54.466,320.601,964.308
201,54.418,321.029,964.449
202,54.371,321.460,964.587
203,54.325,321.893,964.725
204,54.278,322.329,964.861
205,54.231,322.766,964.996
206,54.184,323.207,965.131
207,54.138,323.649,965.263
208,54.091,324.094,965.396
209,54.045,324.542,965.527
210,53.999,324.992,965.658
211,53.953,325.443,965.786
212,53.907,325.897,965.914
213,53.861,326.354,966.042
214,53.815,326.812,966.168
215,53.769,327.274,966.294
216,53.723,327.736,966.418
217,53.678,328.202,966.542
218,53.632,328.669,966.664
219,53.587,329.139,966.787
220,53.542,329.610,966.907
221,53.496,330.083,967.027
222,53.451,330.559,967.147
223,53.406,331.036,967.265
224,53.361,331.516,967.382
225,53.316,331.997,967.499
226,53.272,332.480,967.616
227,53.227,332.964,967.729
228,53.182,333.452,967.845
229,53.138,333.940,967.957
230,53.093,334.431,968.070
231,53.049,334.924,968.182
232,53.004,335.417,968.293
233,52.960,335.914,968.405
234,52.916,336.411,968.513
235,52.872,336.910,968.622
