# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,381.124
2,68.400,293.000,416.167
3,68.400,293.000,441.976
4,68.400,293.000,463.239
5,68.400,293.000,480.932
6,68.399,293.000,496.307
7,68.399,293.000,509.742
8,68.397,293.000,521.492
9,68.395,293.000,531.804
10,68.391,293.000,540.937
11,68.387,293.000,549.143
12,68.382,293.000,556.624
13,68.375,293.000,563.531
14,68.368,293.000,569.971
15,68.360,293.000,576.020
16,68.350,293.000,581.731
17,68.340,293.000,587.144
18,68.329,293.000,592.289
19,68.317,293.000,597.192
20,68.304,293.000,601.871
21,68.290,293.000,606.342
22,68.274,293.000,610.620
23,68.257,293.000,614.716
24,68.239,293.000,618.642
25,68.219,293.000,622.405
26,68.198,293.000,626.015
27,68.176,293.000,629.477
28,68.152,293.000,632.800
29,68.127,293.000,635.989
30,68.100,293.000,639.048
31,68.072,293.000,641.983
32,68.042,293.000,644.798
33,68.011,293.000,647.499
34,67.979,293.000,650.087
35,67.945,293.000,652.569
36,67.910,293.001,654.947
37,67.873,293.001,657.225
38,67.835,293.001,659.411
39,67.796,293.001,661.504
40,67.755,293.002,663.512
41,67.714,293.002,665.436
42,67.670,293.003,667.283
43,67.626,293.004,669.054
44,67.581,293.005,670.755
45,67.534,293.006,672.391
46,67.486,293.008,673.961
47,67.438,293.010,675.474
48,67.388,293.012,676.931
49,67.337,293.015,678.334
50,67.285,293.018,679.689
51,67.233,293.021,680.996
52,67.180,293.026,682.259
53,67.125,293.030,683.484
54,67.070,293.036,684.666
55,67.015,293.042,685.817
56,66.958,293.048,686.931
57,66.901,293.057,688.015
58,66.843,293.065,689.073
59,66.785,293.075,690.101
60,66.726,293.086,691.106
61,66.666,293.098,692.087
62,66.606,293.111,693.045
63,66.546,293.125,693.987
64,66.484,293.141,694.910
65,66.423,293.158,695.816
66,66.361,293.177,696.710
67,66.299,293.197,697.587
68,66.236,293.219,698.454
69,66.173,293.243,699.310
70,66.110,293.269,700.155
71,66.046,293.296,700.992
72,65.983,293.326,701.820
73,65.919,293.357,702.638
74,65.855,293.390,703.455
75,65.790,293.426,704.264
76,65.726,293.464,705.063
77,65.662,293.504,705.861
78,65.597,293.547,706.653
79,65.532,293.593,707.436
80,65.468,293.640,708.218
81,65.403,293.691,708.986
82,65.338,293.744,709.743
83,65.273,293.799,710.487
84,65.208,293.858,711.221
85,65.143,293.920,711.959
86,65.078,293.984,712.708
87,65.013,294.051,713.436
88,64.949,294.122,714.147
89,64.884,294.195,714.842
90,64.819,294.272,715.533
91,64.754,294.352,716.236
92,64.690,294.435,716.925
93,64.625,294.521,717.598
94,64.561,294.612,718.255
95,64.496,294.704,718.901
96,64.432,294.801,719.559
97,64.367,294.901,720.212
98,64.303,295.004,720.846
99,64.239,295.112,721.467
100,64.174,295.222,722.074
101,64.110,295.336,722.687
102,64.046,295.453,723.303
103,63.983,295.576,723.905
104,63.919,295.700,724.491
105,63.855,295.829,725.066
106,63.791,295.961,725.636
107,63.728,296.098,726.216
108,63.664,296.238,726.787
109,63.601,296.382,727.343
110,63.537,296.529,727.887
111,63.474,296.681,728.422
112,63.411,296.836,728.966
113,63.348,296.995,729.506
114,63.285,297.158,730.035
115,63.222,297.325,730.552
116,63.159,297.496,731.059
117,63.096,297.671,731.564
118,63.034,297.849,732.078
119,62.972,298.031,732.581
120,62.909,298.218,733.072
121,62.847,298.408,733.554
122,62.784,298.602,734.030
123,62.723,298.800,734.511
124,62.661,299.002,734.991
125,62.599,299.208,735.460
126,62.537,299.417,735.919
127,62.475,299.632,736.370
128,62.414,299.849,736.819
129,62.352,300.070,737.275
130,62.291,300.295,737.725
131,62.230,300.525,738.163
132,62.169,300.758,738.593
133,62.108,300.995,739.017
134,62.047,301.236,739.443
135,61.986,301.480,739.874
136,61.926,301.729,740.294
137,61.865,301.981,740.706
138,61.804,302.237,741.111
139,61.744,302.497,741.511
140,61.684,302.760,741.916
141,61.624,303.028,742.320
142,61.564,303.298,742.716
143,61.504,303.573,743.103
144,61.444,303.852,743.485
