# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,324.037
2,68.400,293.000,336.554
3,68.400,293.000,345.921
4,68.400,293.000,353.740
5,68.400,293.000,360.516
6,68.400,293.000,366.598
7,68.400,293.000,372.101
8,68.400,293.000,377.163
9,68.400,293.000,381.848
10,68.400,293.000,386.238
11,68.400,293.000,390.354
12,68.400,293.000,394.255
13,68.400,293.000,397.944
14,68.400,293.000,401.467
15,68.400,293.000,404.818
16,68.400,293.000,408.036
17,68.400,293.000,411.111
18,68.400,293.000,414.076
19,68.400,293.000,416.920
20,68.400,293.000,419.672
21,68.400,293.000,422.318
22,68.400,293.000,424.885
23,68.400,293.000,427.359
24,68.400,293.000,429.766
25,68.400,293.000,432.089
26,68.400,293.000,434.354
27,68.400,293.000,436.543
28,68.400,293.000,438.681
29,68.400,293.000,440.751
30,68.400,293.000,442.775
31,68.400,293.000,444.736
32,68.400,293.000,446.657
33,68.400,293.000,448.520
34,68.400,293.000,450.346
35,68.399,293.000,452.120
36,68.399,293.000,453.854
37,68.399,293.000,455.551
38,68.399,293.000,457.204
39,68.399,293.000,458.819
40,68.399,293.000,460.400
41,68.399,293.000,461.946
42,68.399,293.000,463.461
43,68.399,293.000,464.942
44,68.399,293.000,466.394
45,68.398,293.001,467.813
46,68.398,293.001,469.206
47,68.398,293.001,470.571
48,68.398,293.001,471.908
49,68.398,293.001,473.220
50,68.397,293.002,474.506
51,68.397,293.002,475.769
52,68.397,293.003,477.008
53,68.397,293.003,478.224
54,68.396,293.004,479.418
55,68.396,293.005,480.590
56,68.396,293.006,481.741
57,68.395,293.007,482.872
58,68.395,293.008,483.984
59,68.395,293.009,485.075
60,68.394,293.011,486.148
61,68.394,293.013,487.203
62,68.393,293.014,488.241
63,68.393,293.017,489.259
64,68.393,293.019,490.262
65,68.392,293.022,491.249
66,68.392,293.025,492.221
67,68.391,293.028,493.176
68,68.390,293.031,494.115
69,68.390,293.035,495.041
70,68.389,293.040,495.952
71,68.389,293.044,496.849
72,68.388,293.050,497.733
73,68.388,293.055,498.604
74,68.387,293.061,499.460
75,68.386,293.067,500.304
76,68.386,293.074,501.136
77,68.385,293.081,501.956
78,68.384,293.090,502.764
79,68.383,293.098,503.560
80,68.383,293.107,504.346
81,68.382,293.117,505.121
82,68.381,293.127,505.884
83,68.380,293.138,506.637
84,68.379,293.150,507.381
85,68.378,293.162,508.113
86,68.377,293.176,508.836
87,68.377,293.189,509.549
88,68.376,293.204,510.253
89,68.375,293.219,510.949
90,68.374,293.236,511.635
91,68.373,293.253,512.312
92,68.372,293.272,512.980
93,68.371,293.290,513.641
94,68.370,293.310,514.293
95,68.369,293.330,514.937
96,68.367,293.352,515.573
97,68.366,293.375,516.200
98,68.365,293.399,516.821
99,68.364,293.423,517.433
100,68.363,293.449,518.038
101,68.362,293.476,518.638
102,68.361,293.504,519.230
103,68.359,293.533,519.815
104,68.358,293.563,520.392
105,68.357,293.594,520.963
106,68.356,293.627,521.526
107,68.354,293.660,522.085
108,68.353,293.695,522.638
109,68.352,293.731,523.186
110,68.350,293.767,523.724
111,68.349,293.806,524.257
112,68.348,293.845,524.785
113,68.346,293.886,525.308
114,68.345,293.928,525.826
115,68.343,293.971,526.335
116,68.342,294.016,526.840
117,68.341,294.062,527.341
118,68.339,294.109,527.838
119,68.338,294.158,528.327
120,68.336,294.208,528.810
121,68.335,294.259,529.291
122,68.333,294.311,529.767
123,68.331,294.365,530.236
124,68.330,294.421,530.700
125,68.328,294.477,531.161
126,68.327,294.535,531.619
127,68.325,294.595,532.069
128,68.323,294.656,532.515
129,68.322,294.718,532.960
130,68.320,294.782,533.398
131,68.318,294.847,533.830
132,68.317,294.914,534.261
133,68.315,294.981,534.688
134,68.313,295.051,535.108
135,68.312,295.122,535.526
136,68.310,295.194,535.941
137,68.308,295.268,536.350
138,68.306,295.344,536.756
139,68.304,295.420,537.159
140,68.303,295.499,537.556
141,68.301,295.578,537.951
142,68.299,295.659,538.344
143,68.297,295.741,538.730
144,68.295,295.825,539.115
145,68.293,295.911,539.497
146,68.291,295.998,539.873
147,68.289,296.086,540.248
148,68.287,296.176,540.619
149,68.285,296.268,540.985
150,68.283,296.361,541.351
151,68.281,296.455,541.711
152,68.279,296.551,542.068
153,68.277,296.648,542.424
154,68.275,296.747,542.774
155,68.273,296.847,543.124
156,68.271,296.949,543.469
157,68.269,297.052,543.812
158,68.267,297.156,544.153
159,68.265,297.263,544.488
160,68.263,297.370,544.824
161,68.261,297.479,545.155
162,68.259,297.589,545.483
163,68.256,297.701,545.811
164,68.254,297.814,546.132
165,68.252,297.929,546.455
166,68.250,298.045,546.771
167,68.247,298.163,547.087
168,68.245,298.282,547.401
169,68.243,298.402,547.710
170,68.241,298.524,548.021
171,68.238,298.647,548.323
172,68.236,298.772,548.629
173,68.234,298.898,548.928
174,68.231,299.025,549.227
175,68.229,299.153,549.523
176,68.227,299.284,549.816
177,68.224,299.415,550.108
178,68.222,299.548,550.396
179,68.219,299.682,550.685
180,68.217,299.818,550.968
181,68.215,299.955,551.253
182,68.212,300.093,551.530
183,68.210,300.233,551.812
184,68.207,300.374,552.085
185,68.205,300.516,552.361
186,68.202,300.660,552.631
187,68.200,300.805,552.903
188,68.197,300.951,553.170
189,68.194,301.099,553.437
190,68.192,301.247,553.700
191,68.189,301.397,553.963
192,68.187,301.548,554.223
193,68.184,301.701,554.482
194,68.181,301.855,554.738
195,68.179,302.010,554.992
196,68.176,302.166,555.245
197,68.173,302.324,555.496
198,68.171,302.483,555.746
199,68.168,302.643,555.993
200,68.165,302.804,556.239
201,68.163,302.966,556.483
202,68.160,303.130,556.725
203,68.157,303.295,556.965
204,68.154,303.461,557.204
205,68.151,303.627,557.442
206,68.149,303.796,557.677
207,68.146,303.965,557.911
208,68.143,304.136,558.143
209,68.140,304.308,558.374
210,68.137,304.481,558.603
211,68.134,304.655,558.830
212,68.131,304.830,559.056
213,68.129,305.006,559.281
