# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,467.444
2,68.400,293.000,487.947
3,68.400,293.000,503.709
4,68.400,293.000,516.753
5,68.400,293.000,530.142
6,68.400,293.000,541.756
7,68.400,293.000,552.055
8,68.399,293.000,561.339
9,68.399,293.000,569.756
10,68.398,293.000,577.405
11,68.396,293.000,584.365
12,68.394,293.000,590.727
13,68.391,293.000,596.555
14,68.387,293.000,601.919
15,68.383,293.000,606.884
16,68.378,293.000,611.507
17,68.372,293.000,615.831
18,68.365,293.000,619.893
19,68.358,293.000,623.722
20,68.349,293.000,627.339
21,68.340,293.000,630.761
22,68.330,293.000,634.000
23,68.319,293.000,637.066
24,68.307,293.000,639.967
25,68.293,293.000,642.706
26,68.279,293.000,645.290
27,68.263,293.000,647.721
28,68.246,293.000,650.006
29,68.228,293.000,652.148
30,68.208,293.000,654.156
31,68.187,293.000,656.036
32,68.165,293.000,657.796
33,68.141,293.000,659.447
34,68.116,293.000,660.996
35,68.089,293.000,662.452
36,68.062,293.000,663.823
37,68.033,293.000,665.116
38,68.002,293.000,666.339
39,67.971,293.000,667.498
40,67.938,293.000,668.595
41,67.904,293.001,669.638
42,67.870,293.001,670.631
43,67.834,293.001,671.575
44,67.796,293.001,672.476
45,67.758,293.002,673.337
46,67.719,293.002,674.160
47,67.680,293.003,674.949
48,67.639,293.004,675.706
49,67.597,293.005,676.435
50,67.555,293.006,677.137
51,67.512,293.007,677.813
52,67.468,293.009,678.467
53,67.424,293.011,679.103
54,67.379,293.013,679.719
55,67.333,293.016,680.316
56,67.287,293.019,680.900
57,67.240,293.022,681.471
58,67.192,293.026,682.026
59,67.145,293.030,682.571
60,67.096,293.035,683.108
61,67.048,293.041,683.633
62,66.999,293.047,684.149
63,66.949,293.053,684.660
64,66.899,293.061,685.163
65,66.849,293.070,685.661
66,66.798,293.078,686.151
67,66.747,293.088,686.637
68,66.696,293.099,687.121
69,66.644,293.112,687.600
70,66.593,293.124,688.072
71,66.541,293.139,688.544
72,66.488,293.155,689.014
73,66.436,293.171,689.481
74,66.383,293.189,689.942
75,66.330,293.209,690.404
76,66.277,293.230,690.865
77,66.223,293.252,691.323
78,66.169,293.276,691.777
79,66.116,293.302,692.231
80,66.062,293.328,692.685
81,66.008,293.357,693.137
82,65.953,293.388,693.585
83,65.899,293.420,694.034
84,65.844,293.454,694.483
85,65.790,293.491,694.933
86,65.735,293.529,695.377
87,65.680,293.570,695.821
88,65.625,293.611,696.264
89,65.570,293.656,696.709
90,65.515,293.703,697.151
91,65.460,293.752,697.589
92,65.404,293.803,698.027
93,65.349,293.857,698.470
94,65.293,293.913,698.904
95,65.238,293.972,699.337
96,65.182,294.033,699.773
97,65.126,294.096,700.204
98,65.071,294.162,700.638
99,65.015,294.230,701.064
100,64.959,294.301,701.491
101,64.903,294.375,701.919
102,64.847,294.452,702.343
103,64.791,294.530,702.765
104,64.735,294.612,703.181
105,64.679,294.697,703.603
106,64.623,294.785,704.019
107,64.567,294.876,704.433
108,64.511,294.968,704.843
109,64.455,295.065,705.253
110,64.398,295.164,705.663
111,64.342,295.266,706.067
112,64.286,295.371,706.472
113,64.230,295.479,706.869
114,64.174,295.590,707.269
115,64.118,295.704,707.669
116,64.061,295.821,708.059
117,64.005,295.941,708.449
118,63.949,296.064,708.840
119,63.893,296.190,709.225
120,63.837,296.320,709.609
121,63.780,296.452,709.992
122,63.724,296.587,710.368
123,63.668,296.725,710.743
124,63.612,296.867,711.119
125,63.556,297.012,711.492
126,63.499,297.160,711.858
127,63.443,297.310,712.223
128,63.387,297.464,712.589
129,63.331,297.621,712.952
130,63.275,297.781,713.309
131,63.219,297.945,713.664
132,63.163,298.111,714.018
133,63.107,298.280,714.372
134,63.051,298.453,714.721
135,62.995,298.628,715.067
136,62.939,298.807,715.410
137,62.883,298.990,715.752
138,62.827,299.175,716.092
139,62.771,299.362,716.428
140,62.715,299.553,716.763
141,62.659,299.747,717.096
142,62.603,299.944,717.427
143,62.547,300.145,717.756
144,62.492,300.348,718.080
145,62.436,300.554,718.402
146,62.380,300.763,718.723
147,62.324,300.975,719.043
148,62.269,301.190,719.359
149,62.213,301.408,719.672
150,62.157,301.629,719.985
151,62.102,301.853,720.295
152,62.046,302.080,720.604
153,61.991,302.310,720.910
154,61.935,302.542,721.214
155,61.880,302.777,721.515
156,61.825,303.016,721.816
157,61.769,303.257,722.114
158,61.714,303.500,722.410
159,61.659,303.747,722.703
160,61.603,303.996,722.995
161,61.548,304.248,723.286
162,61.493,304.504,723.575
163,61.438,304.761,723.860
164,61.383,305.021,724.144
165,61.327,305.284,724.428
166,61.272,305.550,724.710
167,61.217,305.818,724.988
168,61.162,306.088,725.265
169,61.108,306.362,725.540
170,61.053,306.638,725.814
171,60.998,306.916,726.086
172,60.943,307.198,726.356
173,60.888,307.481,726.623
174,60.833,307.767,726.891
175,60.779,308.056,727.157
176,60.724,308.346,727.421
177,60.669,308.640,727.682
178,60.615,308.935,727.941
179,60.560,309.233,728.199
180,60.506,309.534,728.457
181,60.451,309.836,728.712
182,60.397,310.141,728.966
183,60.343,310.449,729.219
184,60.288,310.758,729.469
185,60.234,311.070,729.717
186,60.180,311.384,729.966
187,60.126,311.701,730.212
188,60.071,312.020,730.458
189,60.017,312.340,730.700
190,59.963,312.663,730.942
191,59.909,312.988,731.183
192,59.855,313.315,731.422
193,59.801,313.643,731.659
194,59.747,313.975,731.894
195,59.693,314.309,732.130
196,59.640,314.644,732.365
197,59.586,314.980,732.596
198,59.532,315.320,732.826
199,59.478,315.661,733.055
200,59.425,316.004,733.285
201,59.371,316.349,733.511
202,59.317,316.696,733.735
203,59.264,317.044,733.961
204,59.210,317.395,734.184
205,59.157,317.747,734.405
206,59.104,318.101,734.626
207,59.050,318.458,734.846
208,58.997,318.815,735.063
209,58.944,319.175,735.280
210,58.890,319.536,735.497
211,58.837,319.898,735.710
212,58.784,320.263,735.923
213,58.731,320.630,736.137
214,58.678,320.997,736.347
215,58.625,321.368,736.557
216,58.572,321.738,736.767
217,58.519,322.112,736.973
218,58.466,322.486,737.179
219,58.413,322.862,737.385
220,58.360,323.239,737.589
221,58.308,323.618,737.794
222,58.255,323.999,737.995
223,58.202,324.381,738.195
224,58.150,324.764,738.397
225,58.097,325.149,738.595
226,58.044,325.536,738.793
227,57.992,325.923,738.991
228,57.939,326.312,739.185
229,57.887,326.703,739.381
230,57.835,327.095,739.574
231,57.782,327.488,739.768
232,57.730,327.883,739.960
233,57.678,328.278,740.150
234,57.626,328.676,740.341
235,57.573,329.074,740.529
236,57.521,329.474,740.718
237,57.469,329.875,740.905
238,57.417,330.278,741.091
239,57.365,330.681,741.276
240,57.313,331.085,741.460
241,57.261,331.492,741.645
242,57.209,331.899,741.827
243,57.157,332.307,742.010
244,57.106,332.716,742.189
245,57.054,333.127,742.370
246,57.002,333.538,742.548
247,56.950,333.951,742.728
248,56.899,334.364,742.904
249,56.847,334.779,743.081
250,56.796,335.196,743.256
251,56.744,335.613,743.432
252,56.693,336.030,743.605
253,56.641,336.449,743.779
254,56.590,336.870,743.950
255,56.538,337.290,744.123
256,56.487,337.713,744.292
257,56.436,338.136,744.464
258,56.385,338.559,744.632
259,56.333,338.985,744.802
260,56.282,339.410,744.967
261,56.231,339.836,745.135
262,56.180,340.265,745.301
263,56.129,340.693,745.467
264,56.078,341.123,745.630
265,56.027,341.552,745.795
266,55.976,341.983,745.958
267,55.925,342.415,746.120
268,55.874,342.848,746.283
269,55.823,343.282,746.443
270,55.773,343.716,746.604
271,55.722,344.152,746.762
272,55.671,344.587,746.922
273,55.621,345.023,747.079
274,55.570,345.461,747.237
275,55.519,345.899,747.394
276,55.469,346.339,747.549
277,55.418,346.778,747.705
278,55.368,347.219,747.859
279,55.317,347.660,748.014
280,55.267,348.101,748.166
281,55.217,348.543,748.319
282,55.166,348.987,748.472
283,55.116,349.431,748.622
284,55.066,349.875,748.774
285,55.015,350.320,748.924
286,54.965,350.766,749.073
287,54.915,351.213,749.223
288,54.865,351.659,749.370
289,54.815,352.107,749.518
290,54.765,352.555,749.666
291,54.715,353.004,749.811
292,54.665,353.453,749.958
293,54.615,353.902,750.103
294,54.565,354.353,750.247
295,54.515,354.805,750.392
296,54.465,355.256,750.534
297,54.416,355.708,750.678
298,54.366,356.161,750.820
299,54.316,356.614,750.960
300,54.266,357.068,751.103
301,54.217,357.522,751.243
302,54.167,357.977,751.382
303,54.117,358.432,751.522
304,54.068,358.887,751.661
305,54.018,359.343,751.799
306,53.969,359.800,751.938
307,53.919,360.257,752.074
308,53.870,360.714,752.210
309,53.821,361.172,752.348
310,53.771,361.631,752.483
311,53.722,362.090,752.617
312,53.672,362.548,752.752
313,53.623,363.009,752.886
314,53.574,363.468,753.018
315,53.525,363.929,753.153
316,53.476,364.389,753.285
317,53.426,364.850,753.416
318,53.377,365.312,753.548
319,53.328,365.774,753.678
