# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,332.289
2,68.400,293.000,346.515
3,68.400,293.000,357.009
4,68.400,293.000,365.665
5,68.400,293.000,373.112
6,68.400,293.000,379.728
7,68.400,293.000,385.686
8,68.400,293.000,391.117
9,68.400,293.000,396.125
10,68.400,293.000,400.778
11,68.400,293.000,405.128
12,68.400,293.000,409.218
13,68.400,293.000,413.077
14,68.400,293.000,416.735
15,68.400,293.000,420.208
16,68.400,293.000,423.521
17,68.400,293.000,426.680
18,68.400,293.000,429.709
19,68.400,293.000,432.608
20,68.400,293.000,435.397
21,68.400,293.000,438.074
22,68.400,293.000,440.659
23,68.400,293.000,443.145
24,68.400,293.000,445.547
25,68.400,293.000,447.864
26,68.400,293.000,450.106
27,68.400,293.000,452.275
28,68.400,293.000,454.379
29,68.400,293.000,456.416
30,68.400,293.000,458.393
31,68.400,293.000,460.314
32,68.399,293.000,462.180
33,68.399,293.000,463.993
34,68.399,293.000,465.756
35,68.399,293.000,467.474
36,68.399,293.000,469.145
37,68.399,293.000,470.773
38,68.399,293.000,472.360
39,68.398,293.000,473.906
40,68.398,293.000,475.415
41,68.398,293.000,476.886
42,68.398,293.000,478.322
43,68.398,293.000,479.724
44,68.397,293.000,481.093
45,68.397,293.000,482.430
46,68.397,293.001,483.737
47,68.396,293.001,485.015
48,68.396,293.001,486.264
49,68.396,293.001,487.486
50,68.395,293.001,488.682
51,68.395,293.002,489.852
52,68.395,293.002,490.998
53,68.394,293.002,492.121
54,68.394,293.003,493.220
55,68.393,293.004,494.296
56,68.393,293.004,495.353
57,68.392,293.005,496.387
58,68.392,293.006,497.402
59,68.391,293.007,498.398
60,68.390,293.008,499.375
61,68.390,293.010,500.333
62,68.389,293.011,501.275
63,68.388,293.013,502.198
64,68.388,293.015,503.106
65,68.387,293.017,503.997
66,68.386,293.019,504.873
67,68.385,293.022,505.733
68,68.385,293.025,506.579
69,68.384,293.029,507.410
70,68.383,293.032,508.227
71,68.382,293.036,509.032
72,68.381,293.040,509.823
73,68.380,293.045,510.601
74,68.380,293.050,511.366
75,68.379,293.055,512.119
76,68.378,293.061,512.862
77,68.377,293.067,513.591
78,68.376,293.074,514.310
79,68.375,293.082,515.018
80,68.374,293.089,515.715
81,68.373,293.098,516.401
82,68.371,293.107,517.078
83,68.370,293.117,517.745
84,68.369,293.127,518.402
85,68.368,293.138,519.049
86,68.367,293.150,519.687
87,68.366,293.162,520.315
88,68.365,293.175,520.935
89,68.363,293.189,521.547
90,68.362,293.203,522.150
91,68.361,293.219,522.743
92,68.360,293.234,523.329
93,68.358,293.252,523.907
94,68.357,293.269,524.477
95,68.356,293.288,525.040
96,68.354,293.308,525.595
97,68.353,293.328,526.143
98,68.351,293.350,526.684
99,68.350,293.372,527.217
100,68.349,293.396,527.744
101,68.347,293.419,528.263
102,68.346,293.445,528.777
103,68.344,293.472,529.283
104,68.343,293.499,529.783
105,68.341,293.528,530.277
106,68.340,293.557,530.764
107,68.338,293.588,531.245
108,68.336,293.620,531.721
109,68.335,293.653,532.191
110,68.333,293.687,532.654
111,68.332,293.723,533.112
112,68.330,293.759,533.565
113,68.328,293.797,534.012
114,68.326,293.835,534.453
115,68.325,293.876,534.890
116,68.323,293.917,535.321
117,68.321,293.960,535.748
118,68.319,294.004,536.169
119,68.318,294.050,536.585
120,68.316,294.096,536.998
121,68.314,294.144,537.405
122,68.312,294.193,537.807
123,68.310,294.243,538.204
124,68.308,294.295,538.597
125,68.306,294.348,538.986
126,68.305,294.403,539.371
127,68.303,294.459,539.752
128,68.301,294.516,540.128
129,68.299,294.575,540.500
130,68.297,294.635,540.867
131,68.295,294.696,541.231
132,68.293,294.759,541.591
133,68.290,294.824,541.948
134,68.288,294.890,542.301
135,68.286,294.957,542.649
136,68.284,295.025,542.993
137,68.282,295.095,543.335
138,68.280,295.166,543.673
139,68.278,295.239,544.008
140,68.275,295.313,544.338
141,68.273,295.389,544.665
142,68.271,295.466,544.990
143,68.269,295.545,545.312
144,68.267,295.625,545.629
145,68.264,295.706,545.942
146,68.262,295.789,546.254
147,68.260,295.873,546.564
148,68.257,295.959,546.868
149,68.255,296.046,547.170
150,68.253,296.135,547.470
151,68.250,296.225,547.767
152,68.248,296.317,548.059
153,68.245,296.410,548.351
154,68.243,296.505,548.640
155,68.240,296.600,548.924
156,68.238,296.698,549.207
157,68.235,296.796,549.488
158,68.233,296.897,549.765
159,68.230,296.998,550.039
160,68.228,297.101,550.313
