# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,319.121
2,22.800,293.000,329.729
3,22.800,293.000,337.694
4,22.800,293.002,344.363
5,22.800,293.010,350.162
6,22.800,293.031,355.380
7,22.800,293.075,360.117
8,22.800,293.153,364.487
9,22.800,293.276,368.545
10,22.800,293.454,372.355
11,22.800,293.696,375.942
12,22.800,294.007,379.347
13,22.800,294.391,382.579
14,22.800,294.849,385.672
15,22.800,295.381,388.626
16,22.800,295.986,391.468
17,22.800,296.662,394.193
18,22.800,297.405,396.827
19,22.800,298.213,399.362
20,22.800,299.082,401.822
21,22.800,300.008,404.196
22,22.800,300.989,406.506
23,22.800,302.021,408.741
24,22.800,303.100,410.922
25,22.800,304.223,413.038
26,22.800,305.387,415.107
27,22.800,306.590,417.118
28,22.800,307.827,419.089
29,22.800,309.096,421.008
30,22.800,310.396,422.893
31,22.800,311.724,424.731
32,22.800,313.077,426.539
33,22.800,314.453,428.306
34,22.800,315.851,430.046
35,22.800,317.268,431.749
36,22.800,318.704,433.430
37,22.800,320.156,435.076
38,22.800,321.623,436.703
39,22.800,323.103,438.298
40,22.800,324.596,439.877
41,22.800,326.099,441.427
42,22.799,327.613,442.963
43,22.799,329.135,444.471
44,22.799,330.665,445.967
45,22.799,332.203,447.438
46,22.799,333.746,448.898
47,22.799,335.294,450.335
48,22.799,336.848,451.757
49,22.799,338.405,453.168
50,22.799,339.965,454.558
51,22.799,341.528,455.935
52,22.799,343.094,457.300
53,22.798,344.660,458.652
54,22.798,346.228,459.990
55,22.798,347.797,461.316
56,22.798,349.365,462.630
57,22.798,350.933,463.932
58,22.798,352.500,465.223
59,22.797,354.067,466.504
60,22.797,355.633,467.775
61,22.797,357.196,469.034
62,22.797,358.758,470.284
63,22.796,360.318,471.526
64,22.796,361.875,472.756
65,22.796,363.429,473.978
66,22.795,364.981,475.191
67,22.795,366.530,476.395
68,22.795,368.075,477.589
69,22.794,369.616,478.775
70,22.794,371.155,479.953
71,22.793,372.689,481.123
72,22.793,374.220,482.284
73,22.792,375.746,483.437
74,22.792,377.268,484.582
75,22.791,378.786,485.720
76,22.791,380.299,486.849
77,22.790,381.808,487.970
78,22.789,383.311,489.084
79,22.789,384.810,490.191
80,22.788,386.304,491.291
81,22.787,387.793,492.382
82,22.787,389.276,493.465
83,22.786,390.755,494.543
84,22.785,392.228,495.613
85,22.784,393.696,496.676
86,22.783,395.159,497.732
87,22.782,396.615,498.780
88,22.781,398.067,499.822
89,22.780,399.512,500.857
90,22.779,400.952,501.885
91,22.778,402.386,502.907
92,22.777,403.814,503.921
93,22.775,405.236,504.929
94,22.774,406.651,505.930
95,22.773,408.062,506.925
96,22.771,409.465,507.914
97,22.770,410.863,508.896
98,22.768,412.254,509.872
99,22.767,413.639,510.840
100,22.765,415.018,511.802
101,22.764,416.389,512.758
102,22.762,417.754,513.708
103,22.760,419.114,514.653
104,22.758,420.466,515.590
105,22.756,421.812,516.522
