# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,483.291
2,22.800,293.000,554.607
3,22.798,293.000,602.615
4,22.790,293.000,635.546
5,22.772,293.001,658.884
6,22.743,293.005,677.006
7,22.697,293.019,691.774
8,22.631,293.060,704.067
9,22.544,293.150,714.396
10,22.438,293.315,722.980
11,22.315,293.585,729.973
12,22.180,293.990,735.695
13,22.037,294.554,740.598
14,21.890,295.302,745.061
15,21.741,296.248,749.329
16,21.590,297.408,753.556
17,21.438,298.789,757.811
18,21.286,300.398,762.081
19,21.133,302.235,766.359
20,20.980,304.299,770.617
21,20.827,306.589,774.803
22,20.673,309.097,778.903
23,20.520,311.818,782.903
24,20.367,314.745,786.791
25,20.213,317.869,790.566
26,20.061,321.182,794.235
27,19.908,324.676,797.793
28,19.756,328.342,801.245
29,19.605,332.173,804.601
30,19.454,336.161,807.852
31,19.303,340.297,811.013
32,19.154,344.575,814.078
33,19.004,348.987,817.056
34,18.856,353.527,819.951
35,18.707,358.188,822.759
36,18.560,362.966,825.490
37,18.413,367.853,828.144
38,18.266,372.843,830.724
39,18.119,377.933,833.235
40,17.974,383.117,835.676
41,17.828,388.388,838.052
42,17.683,393.745,840.365
43,17.537,399.179,842.618
44,17.392,404.689,844.815
45,17.247,410.269,846.954
46,17.103,415.914,849.043
47,16.958,421.621,851.080
48,16.813,427.385,853.069
49,16.667,433.201,855.013
50,16.522,439.066,856.910
51,16.376,444.975,858.766
52,16.229,450.922,860.583
53,16.082,456.903,862.358
54,15.935,462.912,864.099
55,15.786,468.944,865.804
56,15.637,474.991,867.473
57,15.487,481.048,869.111
58,15.335,487.105,870.718
59,15.182,493.153,872.293
60,15.028,499.182,873.839
61,14.873,505.180,875.357
62,14.715,511.135,876.847
63,14.556,517.035,878.311
64,14.395,522.865,879.749
65,14.232,528.613,881.162
66,14.066,534.269,882.551
67,13.898,539.827,883.917
68,13.728,545.284,885.262
69,13.555,550.644,886.588
70,13.380,555.919,887.894
71,13.202,561.125,889.183
72,13.022,566.281,890.456
73,12.839,571.411,891.714
74,12.653,576.534,892.957
75,12.465,581.672,894.187
76,12.274,586.838,895.405
77,12.079,592.040,896.609
78,11.881,597.281,897.799
79,11.678,602.558,898.976
80,11.472,607.863,900.140
81,11.260,613.182,901.292
82,11.043,618.499,902.430
83,10.820,623.793,903.558
84,10.591,629.041,904.679
85,10.355,634.220,905.795
86,10.114,639.305,906.915
87,9.866,644.272,908.045
88,9.613,649.102,909.194
89,9.356,653.773,910.364
90,9.095,658.264,911.562
91,8.833,662.565,912.792
92,8.571,666.676,914.061
93,8.310,670.609,915.369
94,8.052,674.394,916.716
95,7.799,678.072,918.104
96,7.550,681.706,919.530
97,7.307,685.349,920.988
98,7.070,689.066,922.484
99,6.840,692.923,924.010
100,6.616,696.998,925.576
101,6.399,701.375,927.192
102,6.190,706.144,928.868
103,5.989,711.428,930.620
104,5.797,717.375,932.462
105,5.616,724.145,934.424
106,5.447,731.963,936.540
107,5.295,741.218,938.844
108,5.164,752.330,941.389
109,5.059,765.606,944.201
110,4.981,780.680,947.299
111,4.922,795.885,950.634
112,4.871,809.614,954.137
113,4.821,821.885,957.715
114,4.773,833.171,961.215
115,4.727,843.794,964.563
116,4.682,853.893,967.773
117,4.640,863.572,970.702
118,4.599,872.914,973.553
119,4.562,881.958,976.209
120,4.527,890.730,978.810
121,4.495,899.215,981.253
122,4.465,907.406,983.650
123,4.438,915.282,985.900
124,4.413,922.801,988.105
125,4.390,929.954,990.150
126,4.369,936.706,992.150
127,4.350,943.055,993.976
128,4.332,948.992,995.761
129,4.315,954.522,997.358
130,4.300,959.642,998.919
131,4.286,964.369,1000.296
132,4.272,968.722,1001.619
133,4.260,972.720,1002.805
134,4.248,976.385,1003.915
135,4.237,979.736,1004.920
136,4.227,982.796,1005.842
137,4.217,985.589,1006.691
138,4.208,988.133,1007.462
139,4.199,990.448,1008.161
140,4.191,992.554,1008.798
141,4.183,994.467,1009.372
142,4.176,996.204,1009.901
143,4.168,997.783,1010.380
144,4.162,999.216,1010.815
145,4.155,1000.518,1011.210
146,4.149,1001.695,1011.565
147,4.143,1002.773,1011.901
148,4.138,1003.751,1012.187
149,4.132,1004.630,1012.464
150,4.127,1005.435,1012.702
151,4.122,1006.164,1012.922
152,4.117,1006.836,1013.132
153,4.113,1007.443,1013.305
154,4.108,1007.992,1013.480
155,4.104,1008.499,1013.633
156,4.100,1008.952,1013.770
157,4.096,1009.372,1013.903
158,4.092,1009.757,1014.013
159,4.088,1010.108,1014.126
160,4.085,1010.429,1014.220
161,4.081,1010.724,1014.314
162,4.078,1010.995,1014.398
163,4.075,1011.243,1014.466
164,4.072,1011.473,1014.544
165,4.068,1011.687,1014.609
166,4.066,1011.881,1014.669
167,4.063,1012.065,1014.730
168,4.060,1012.227,1014.777
169,4.057,1012.383,1014.820
170,4.054,1012.523,1014.875
171,4.052,1012.664,1014.903
172,4.049,1012.784,1014.950
173,4.047,1012.904,1014.982
174,4.044,1013.015,1015.010
175,4.042,1013.114,1015.050
176,4.040,1013.208,1015.078
177,4.037,1013.300,1015.110
178,4.035,1013.379,1015.139
179,4.033,1013.464,1015.154
180,4.031,1013.535,1015.180
181,4.029,1013.605,1015.205
182,4.027,1013.671,1015.221
183,4.025,1013.737,1015.247
184,4.023,1013.792,1015.266
185,4.021,1013.849,1015.280
186,4.019,1013.904,1015.300
187,4.018,1013.960,1015.315
188,4.016,1014.008,1015.330
189,4.014,1014.052,1015.349
190,4.012,1014.098,1015.358
191,4.011,1014.137,1015.370
192,4.009,1014.180,1015.390
193,4.007,1014.223,1015.393
194,4.006,1014.256,1015.410
195,4.004,1014.290,1015.429
196,4.003,1014.333,1015.433
197,4.001,1014.366,1015.440
198,4.000,1014.389,1015.459
199,3.998,1014.422,1015.462
200,3.997,1014.456,1015.470
201,3.995,1014.479,1015.489
202,3.994,1014.512,1015.492
203,3.993,1014.535,1015.500
204,3.991,1014.559,1015.509
205,3.990,1014.582,1015.512
206,3.989,1014.610,1015.524
207,3.987,1014.630,1015.530
208,3.986,1014.652,1015.532
209,3.985,1014.676,1015.544
210,3.983,1014.699,1015.550
211,3.982,1014.720,1015.553
212,3.981,1014.740,1015.564
213,3.980,1014.760,1015.570
214,3.979,1014.780,1015.573
215,3.978,1014.797,1015.580
216,3.976,1014.810,1015.590
217,3.975,1014.830,1015.594
218,3.974,1014.848,1015.600
219,3.973,1014.861,1015.609
220,3.972,1014.880,1015.610
221,3.971,1014.890,1015.612
222,3.970,1014.910,1015.620
223,3.969,1014.926,1015.626
224,3.968,1014.939,1015.630
225,3.967,1014.950,1015.637
226,3.966,1014.967,1015.637
227,3.965,1014.980,1015.641
228,3.964,1014.990,1015.650
229,3.963,1015.000,1015.650
230,3.962,1015.020,1015.652
231,3.961,1015.030,1015.660
232,3.960,1015.040,1015.670
233,3.959,1015.050,1015.663
234,3.958,1015.060,1015.670
235,3.957,1015.071,1015.679
236,3.956,1015.085,1015.675
237,3.955,1015.099,1015.680
238,3.955,1015.103,1015.687
239,3.954,1015.117,1015.690
240,3.953,1015.130,1015.690
241,3.952,1015.135,1015.695
242,3.951,1015.140,1015.699
243,3.950,1015.153,1015.700
244,3.950,1015.160,1015.703
245,3.949,1015.170,1015.710
246,3.948,1015.180,1015.710
247,3.947,1015.190,1015.710
248,3.946,1015.200,1015.717
249,3.946,1015.207,1015.720
250,3.945,1015.211,1015.720
251,3.944,1015.220,1015.725
252,3.943,1015.230,1015.729
253,3.942,1015.240,1015.730
254,3.942,1015.240,1015.730
255,3.941,1015.250,1015.738
256,3.940,1015.260,1015.736
257,3.940,1015.270,1015.740
258,3.939,1015.270,1015.740
259,3.938,1015.280,1015.740
260,3.937,1015.290,1015.742
261,3.937,1015.290,1015.750
262,3.936,1015.300,1015.750
263,3.935,1015.305,1015.750
264,3.935,1015.310,1015.750
265,3.934,1015.320,1015.756
266,3.933,1015.320,1015.760
267,3.933,1015.330,1015.760
268,3.932,1015.336,1015.760
269,3.931,1015.340,1015.769
270,3.931,1015.350,1015.765
271,3.930,1015.350,1015.770
272,3.929,1015.360,1015.770
273,3.929,1015.360,1015.770
274,3.928,1015.370,1015.770
275,3.927,1015.370,1015.773
276,3.927,1015.380,1015.779
277,3.926,1015.386,1015.780
278,3.926,1015.390,1015.780
279,3.925,1015.395,1015.780
280,3.924,1015.400,1015.780
281,3.924,1015.400,1015.783
282,3.923,1015.410,1015.782
283,3.923,1015.410,1015.790
284,3.922,1015.420,1015.790
285,3.921,1015.420,1015.790
286,3.921,1015.430,1015.790
287,3.920,1015.430,1015.800
288,3.920,1015.435,1015.795
289,3.919,1015.440,1015.791
290,3.919,1015.440,1015.800
291,3.918,1015.450,1015.800
292,3.918,1015.450,1015.800
293,3.917,1015.460,1015.800
294,3.916,1015.460,1015.800
295,3.916,1015.460,1015.807
296,3.915,1015.470,1015.801
297,3.915,1015.470,1015.810
298,3.914,1015.480,1015.810
299,3.914,1015.480,1015.810
300,3.913,1015.480,1015.810
301,3.913,1015.490,1015.810
302,3.912,1015.490,1015.810
303,3.912,1015.490,1015.814
304,3.911,1015.500,1015.811
305,3.911,1015.500,1015.820
306,3.910,1015.500,1015.820
307,3.910,1015.510,1015.820
308,3.909,1015.510,1015.820
309,3.909,1015.510,1015.820
310,3.908,1015.520,1015.820
311,3.908,1015.520,1015.822
312,3.907,1015.520,1015.824
313,3.907,1015.530,1015.829
314,3.906,1015.530,1015.830
315,3.906,1015.530,1015.830
316,3.905,1015.535,1015.830
317,3.905,1015.540,1015.830
318,3.905,1015.540,1015.830
319,3.904,1015.540,1015.830
320,3.904,1015.550,1015.830
321,3.903,1015.550,1015.840
322,3.903,1015.550,1015.834
323,3.902,1015.550,1015.831
324,3.902,1015.560,1015.840
325,3.901,1015.560,1015.840
326,3.901,1015.560,1015.840
327,3.901,1015.569,1015.840
328,3.900,1015.570,1015.840
329,3.900,1015.570,1015.840
330,3.899,1015.570,1015.840
331,3.899,1015.578,1015.840
332,3.898,1015.580,1015.840
333,3.898,1015.580,1015.848
334,3.898,1015.580,1015.843
335,3.897,1015.588,1015.842
336,3.897,1015.590,1015.850
337,3.896,1015.590,1015.850
338,3.896,1015.590,1015.850
339,3.896,1015.590,1015.850
340,3.895,1015.600,1015.850
341,3.895,1015.600,1015.850
342,3.894,1015.600,1015.850
343,3.894,1015.600,1015.850
344,3.894,1015.610,1015.850
345,3.893,1015.610,1015.850
346,3.893,1015.610,1015.853
347,3.892,1015.610,1015.852
348,3.892,1015.610,1015.857
349,3.892,1015.620,1015.860
350,3.891,1015.620,1015.860
351,3.891,1015.620,1015.860
352,3.890,1015.620,1015.860
353,3.890,1015.620,1015.860
354,3.890,1015.630,1015.860
355,3.889,1015.630,1015.860
356,3.889,1015.630,1015.860
357,3.889,1015.630,1015.860
358,3.888,1015.630,1015.860
359,3.888,1015.639,1015.860
360,3.887,1015.640,1015.860
361,3.887,1015.640,1015.869
362,3.887,1015.640,1015.865
363,3.886,1015.640,1015.860
364,3.886,1015.640,1015.870
365,3.886,1015.650,1015.870
366,3.885,1015.650,1015.870
367,3.885,1015.650,1015.870
368,3.885,1015.650,1015.870
369,3.884,1015.650,1015.870
370,3.884,1015.650,1015.870
371,3.884,1015.660,1015.870
372,3.883,1015.660,1015.870
373,3.883,1015.660,1015.870
374,3.883,1015.660,1015.870
375,3.882,1015.660,1015.870
376,3.882,1015.660,1015.870
377,3.882,1015.670,1015.870
378,3.881,1015.670,1015.878
379,3.881,1015.670,1015.873
380,3.881,1015.670,1015.872
381,3.880,1015.670,1015.880
382,3.880,1015.670,1015.880
383,3.880,1015.680,1015.880
384,3.879,1015.680,1015.880
385,3.879,1015.680,1015.880
386,3.879,1015.680,1015.880
387,3.878,1015.680,1015.880
388,3.878,1015.680,1015.880
389,3.878,1015.680,1015.880
390,3.877,1015.690,1015.880
391,3.877,1015.690,1015.880
392,3.877,1015.690,1015.880
393,3.876,1015.690,1015.880
394,3.876,1015.690,1015.880
395,3.876,1015.690,1015.880
396,3.876,1015.690,1015.880
397,3.875,1015.690,1015.880
398,3.875,1015.700,1015.885
399,3.875,1015.700,1015.890
400,3.874,1015.700,1015.885
401,3.874,1015.700,1015.881
402,3.874,1015.700,1015.890
403,3.873,1015.700,1015.890
404,3.873,1015.700,1015.890
405,3.873,1015.702,1015.890
406,3.873,1015.710,1015.890
407,3.872,1015.710,1015.890
408,3.872,1015.710,1015.890
409,3.872,1015.710,1015.890
