# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,483.291
2,68.400,293.000,554.607
3,68.398,293.000,602.615
4,68.390,293.000,635.546
5,68.372,293.000,658.884
6,68.343,293.000,677.006
7,68.297,293.000,691.774
8,68.231,293.000,704.067
9,68.144,293.000,714.396
10,68.038,293.000,722.980
11,67.915,293.000,729.973
12,67.780,293.000,735.695
13,67.637,293.000,740.598
14,67.490,293.000,745.061
15,67.341,293.000,749.329
16,67.190,293.000,753.556
17,67.038,293.000,757.811
18,66.886,293.000,762.080
19,66.733,293.000,766.359
20,66.580,293.000,770.616
21,66.427,293.000,774.802
22,66.273,293.000,778.900
23,66.120,293.000,782.900
24,65.967,293.000,786.784
25,65.814,293.000,790.556
26,65.661,293.000,794.220
27,65.509,293.000,797.772
28,65.357,293.000,801.216
29,65.206,293.000,804.561
30,65.055,293.000,807.798
31,64.905,293.000,810.944
32,64.756,293.000,813.989
33,64.608,293.000,816.943
34,64.460,293.000,819.809
35,64.314,293.000,822.584
36,64.168,293.000,825.278
37,64.023,293.000,827.885
38,63.878,293.000,830.416
39,63.735,293.000,832.868
40,63.592,293.000,835.246
41,63.451,293.000,837.552
42,63.310,293.001,839.788
43,63.170,293.001,841.955
44,63.031,293.001,844.058
45,62.893,293.001,846.097
46,62.756,293.002,848.076
47,62.619,293.002,849.996
48,62.484,293.003,851.860
49,62.349,293.003,853.669
50,62.215,293.004,855.428
51,62.082,293.005,857.134
52,61.950,293.007,858.795
53,61.819,293.008,860.408
54,61.689,293.010,861.979
55,61.559,293.012,863.504
56,61.430,293.014,864.991
57,61.302,293.017,866.436
58,61.175,293.020,867.845
59,61.049,293.024,869.216
60,60.923,293.028,870.554
61,60.798,293.033,871.857
62,60.674,293.038,873.129
63,60.551,293.044,874.369
64,60.429,293.051,875.580
65,60.307,293.059,876.762
66,60.186,293.068,877.917
67,60.065,293.077,879.045
68,59.945,293.087,880.147
69,59.826,293.099,881.225
70,59.708,293.111,882.279
71,59.590,293.126,883.310
72,59.473,293.140,884.318
73,59.357,293.157,885.306
74,59.241,293.175,886.272
75,59.126,293.194,887.220
76,59.011,293.216,888.147
77,58.898,293.239,889.056
78,58.784,293.263,889.946
79,58.672,293.290,890.820
80,58.559,293.319,891.676
81,58.448,293.349,892.516
82,58.337,293.382,893.341
83,58.226,293.417,894.149
84,58.116,293.454,894.943
85,58.007,293.494,895.722
86,57.898,293.536,896.487
87,57.790,293.581,897.238
88,57.682,293.628,897.976
89,57.575,293.679,898.701
90,57.468,293.732,899.414
91,57.362,293.788,900.114
92,57.256,293.847,900.802
93,57.150,293.909,901.480
94,57.046,293.975,902.145
95,56.941,294.044,902.799
96,56.837,294.116,903.444
97,56.734,294.192,904.077
98,56.631,294.271,904.701
99,56.528,294.354,905.314
100,56.426,294.441,905.919
101,56.324,294.532,906.513
102,56.223,294.626,907.100
103,56.122,294.724,907.677
104,56.022,294.827,908.245
105,55.922,294.933,908.805
106,55.822,295.044,909.356
107,55.723,295.159,909.900
108,55.624,295.278,910.435
109,55.525,295.403,910.964
110,55.427,295.531,911.485
111,55.330,295.664,911.997
112,55.232,295.802,912.503
113,55.136,295.944,913.002
114,55.039,296.092,913.495
115,54.943,296.243,913.980
116,54.847,296.400,914.460
117,54.751,296.562,914.932
118,54.656,296.729,915.398
119,54.561,296.901,915.858
120,54.467,297.078,916.312
121,54.373,297.260,916.760
122,54.279,297.448,917.203
