# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,322.499
2,68.400,293.000,334.424
3,68.400,293.000,343.358
4,68.400,293.000,350.823
5,68.400,293.000,357.299
6,68.400,293.000,363.117
7,68.400,293.000,368.385
8,68.400,293.000,373.237
9,68.400,293.000,377.732
10,68.400,293.000,381.947
11,68.400,293.000,385.904
12,68.400,293.000,389.656
13,68.400,293.000,393.209
14,68.400,293.000,396.603
15,68.400,293.000,399.836
16,68.400,293.000,402.942
17,68.400,293.000,405.912
18,68.400,293.000,408.779
19,68.400,293.000,411.531
20,68.400,293.000,414.194
21,68.400,293.000,416.758
22,68.400,293.000,419.246
23,68.400,293.000,421.646
24,68.400,293.000,423.981
25,68.400,293.000,426.237
26,68.400,293.000,428.429
27,68.400,293.000,430.555
28,68.400,293.000,432.621
29,68.400,293.000,434.631
30,68.400,293.000,436.588
31,68.400,293.000,438.491
32,68.400,293.000,440.346
33,68.399,293.000,442.154
34,68.399,293.000,443.917
35,68.399,293.000,445.636
36,68.399,293.000,447.313
37,68.399,293.000,448.951
38,68.399,293.000,450.549
39,68.399,293.000,452.110
40,68.399,293.001,453.633
41,68.398,293.001,455.123
42,68.398,293.001,456.578
43,68.398,293.001,457.999
44,68.398,293.002,459.388
45,68.398,293.002,460.746
46,68.397,293.003,462.074
47,68.397,293.004,463.372
48,68.397,293.004,464.641
49,68.396,293.005,465.882
50,68.396,293.006,467.096
51,68.395,293.008,468.284
52,68.395,293.009,469.446
53,68.395,293.011,470.582
54,68.394,293.013,471.695
55,68.394,293.015,472.784
56,68.393,293.017,473.851
57,68.392,293.020,474.895
58,68.392,293.023,475.917
59,68.391,293.027,476.919
60,68.390,293.031,477.900
61,68.390,293.035,478.862
62,68.389,293.040,479.804
63,68.388,293.045,480.728
64,68.387,293.051,481.634
65,68.387,293.057,482.523
66,68.386,293.065,483.395
67,68.385,293.072,484.250
68,68.384,293.080,485.090
69,68.383,293.089,485.914
70,68.382,293.098,486.725
71,68.381,293.109,487.519
72,68.380,293.119,488.302
73,68.378,293.131,489.069
74,68.377,293.144,489.825
75,68.376,293.157,490.568
76,68.375,293.172,491.299
77,68.374,293.187,492.018
78,68.372,293.204,492.725
79,68.371,293.221,493.422
80,68.370,293.240,494.108
81,68.368,293.259,494.784
82,68.367,293.279,495.450
83,68.365,293.300,496.107
84,68.364,293.323,496.753
85,68.362,293.347,497.390
86,68.361,293.372,498.020
87,68.359,293.399,498.641
88,68.357,293.426,499.253
89,68.356,293.455,499.857
90,68.354,293.486,500.453
91,68.352,293.516,501.042
92,68.351,293.549,501.624
93,68.349,293.583,502.198
94,68.347,293.620,502.765
95,68.345,293.656,503.326
96,68.343,293.694,503.879
97,68.341,293.735,504.427
98,68.339,293.776,504.969
99,68.338,293.819,505.504
100,68.336,293.863,506.034
101,68.334,293.910,506.557
102,68.332,293.957,507.074
103,68.329,294.006,507.586
104,68.327,294.057,508.093
105,68.325,294.109,508.595
106,68.323,294.163,509.091
107,68.321,294.218,509.581
108,68.319,294.275,510.068
109,68.317,294.335,510.549
110,68.314,294.394,511.027
111,68.312,294.457,511.498
112,68.310,294.521,511.966
113,68.307,294.586,512.429
114,68.305,294.653,512.888
115,68.303,294.723,513.343
116,68.300,294.793,513.793
117,68.298,294.866,514.240
118,68.296,294.940,514.682
119,68.293,295.016,515.120
120,68.291,295.093,515.555
121,68.288,295.172,515.986
122,68.286,295.254,516.413
123,68.283,295.336,516.836
124,68.280,295.421,517.255
125,68.278,295.508,517.671
126,68.275,295.596,518.083
127,68.273,295.686,518.493
128,68.270,295.777,518.898
129,68.267,295.871,519.301
130,68.265,295.966,519.700
131,68.262,296.063,520.096
132,68.259,296.162,520.489
133,68.256,296.263,520.878
134,68.254,296.365,521.264
135,68.251,296.469,521.647
136,68.248,296.575,522.028
137,68.245,296.682,522.407
138,68.242,296.792,522.782
139,68.239,296.902,523.152
140,68.236,297.015,523.521
141,68.233,297.129,523.887
142,68.230,297.246,524.251
143,68.228,297.364,524.612
144,68.225,297.483,524.970
145,68.221,297.605,525.325
146,68.218,297.727,525.678
147,68.215,297.853,526.028
148,68.212,297.979,526.377
149,68.209,298.107,526.722
150,68.206,298.237,527.064
151,68.203,298.368,527.405
152,68.200,298.501,527.744
153,68.196,298.636,528.079
154,68.193,298.772,528.412
155,68.190,298.911,528.743
156,68.187,299.050,529.073
157,68.183,299.191,529.399
158,68.180,299.334,529.722
159,68.177,299.479,530.045
160,68.173,299.624,530.366
161,68.170,299.772,530.682
162,68.167,299.922,530.998
163,68.163,300.072,531.312
164,68.160,300.224,531.624
165,68.156,300.379,531.932
166,68.153,300.534,532.240
167,68.149,300.690,532.546
168,68.146,300.849,532.848
169,68.142,301.009,533.150
170,68.139,301.170,533.450
171,68.135,301.333,533.748
172,68.132,301.497,534.043
173,68.128,301.662,534.337
174,68.124,301.830,534.629
175,68.121,301.999,534.918
176,68.117,302.168,535.208
177,68.113,302.340,535.494
178,68.110,302.512,535.778
179,68.106,302.686,536.062
180,68.102,302.862,536.343
181,68.098,303.039,536.621
182,68.094,303.217,536.901
183,68.090,303.396,537.176
184,68.087,303.578,537.450
185,68.083,303.759,537.724
186,68.079,303.943,537.994
187,68.075,304.128,538.263
188,68.071,304.314,538.533
189,68.067,304.501,538.797
190,68.063,304.689,539.063
191,68.059,304.879,539.326
192,68.055,305.070,539.587
193,68.051,305.262,539.848
194,68.047,305.456,540.105
195,68.043,305.650,540.362
196,68.038,305.846,540.619
197,68.034,306.043,540.871
198,68.030,306.241,541.126
199,68.026,306.441,541.376
200,68.022,306.641,541.625
201,68.017,306.842,541.875
202,68.013,307.045,542.120
203,68.009,307.248,542.367
204,68.005,307.453,542.610
205,68.000,307.659,542.853
206,67.996,307.866,543.095
207,67.992,308.074,543.333
208,67.987,308.284,543.574
209,67.983,308.493,543.810
210,67.978,308.705,544.046
211,67.974,308.916,544.281
212,67.969,309.130,544.513
213,67.965,309.344,544.747
214,67.960,309.559,544.976
215,67.956,309.775,545.208
216,67.951,309.992,545.435
217,67.947,310.210,545.663
218,67.942,310.429,545.889
219,67.937,310.649,546.112
220,67.933,310.869,546.337
221,67.928,311.091,546.557
222,67.923,311.313,546.781
223,67.919,311.537,546.999
224,67.914,311.761,547.219
225,67.909,311.986,547.435
226,67.904,312.212,547.652
227,67.899,312.439,547.868
228,67.895,312.667,548.082
229,67.890,312.895,548.295
230,67.885,313.124,548.507
231,67.880,313.355,548.718
232,67.875,313.586,548.927
233,67.870,313.817,549.137
234,67.865,314.049,549.343
235,67.860,314.282,549.552
236,67.855,314.517,549.754
237,67.850,314.751,549.961
238,67.845,314.987,550.163
239,67.840,315.222,550.366
240,67.835,315.460,550.566
241,67.830,315.697,550.768
242,67.825,315.935,550.966
243,67.819,316.174,551.166
244,67.814,316.414,551.362
245,67.809,316.655,551.559
246,67.804,316.895,551.753
247,67.798,317.137,551.949
248,67.793,317.379,552.141
249,67.788,317.622,552.334
250,67.783,317.866,552.525
251,67.777,318.110,552.717
252,67.772,318.355,552.906
253,67.767,318.600,553.095
254,67.761,318.846,553.282
255,67.756,319.093,553.469
256,67.750,319.340,553.655
257,67.745,319.587,553.841
258,67.739,319.835,554.024
259,67.734,320.084,554.208
260,67.728,320.334,554.390
261,67.723,320.584,554.572
262,67.717,320.834,554.752
263,67.712,321.085,554.932
264,67.706,321.337,555.110
265,67.700,321.589,555.289
266,67.695,321.841,555.466
267,67.689,322.094,555.643
268,67.683,322.347,555.818
269,67.678,322.601,555.993
270,67.672,322.856,556.166
271,67.666,323.111,556.340
272,67.660,323.366,556.512
273,67.654,323.621,556.684
274,67.649,323.877,556.854
275,67.643,324.134,557.025
276,67.637,324.391,557.193
277,67.631,324.649,557.362
278,67.625,324.907,557.529
279,67.619,325.165,557.696
280,67.613,325.423,557.862
281,67.607,325.683,558.028
282,67.601,325.942,558.192
283,67.595,326.202,558.356
284,67.589,326.462,558.519
285,67.583,326.723,558.682
286,67.577,326.984,558.843
287,67.571,327.245,559.005
288,67.565,327.507,559.164
289,67.559,327.769,559.324
290,67.553,328.031,559.483
291,67.546,328.294,559.641
292,67.540,328.557,559.798
293,67.534,328.820,559.955
294,67.528,329.084,560.111
295,67.522,329.348,560.267
296,67.515,329.612,560.421
297,67.509,329.876,560.576
298,67.503,330.141,560.728
299,67.496,330.407,560.881
300,67.490,330.672,561.033
301,67.484,330.938,561.185
302,67.477,331.204,561.336
303,67.471,331.470,561.486
304,67.464,331.737,561.635
305,67.458,332.003,561.785
306,67.452,332.270,561.932
307,67.445,332.538,562.081
308,67.439,332.805,562.227
309,67.432,333.073,562.374
310,67.426,333.341,562.519
311,67.419,333.609,562.665
312,67.412,333.878,562.809
313,67.406,334.146,562.953
314,67.399,334.415,563.097
315,67.393,334.684,563.240
316,67.386,334.953,563.381
317,67.379,335.222,563.523
318,67.373,335.492,563.664
319,67.366,335.762,563.805
320,67.359,336.032,563.944
321,67.352,336.302,564.084
322,67.346,336.572,564.223
323,67.339,336.843,564.362
324,67.332,337.114,564.499
325,67.325,337.385,564.636
326,67.318,337.656,564.772
327,67.311,337.927,564.909
328,67.305,338.198,565.044
329,67.298,338.469,565.180
330,67.291,338.741,565.313
331,67.284,339.013,565.448
332,67.277,339.284,565.581
333,67.270,339.556,565.714
334,67.263,339.828,565.846
335,67.256,340.101,565.978
336,67.249,340.373,566.109
337,67.242,340.645,566.241
338,67.235,340.918,566.371
339,67.228,341.191,566.501
340,67.221,341.463,566.630
341,67.213,341.736,566.759
342,67.206,342.009,566.887
343,67.199,342.282,567.015
344,67.192,342.555,567.142
345,67.185,342.828,567.269
346,67.178,343.102,567.395
347,67.170,343.375,567.522
348,67.163,343.648,567.647
349,67.156,343.922,567.773
350,67.149,344.195,567.897
351,67.141,344.469,568.021
352,67.134,344.742,568.144
353,67.127,345.016,568.268
354,67.119,345.290,568.390
355,67.112,345.563,568.513
356,67.105,345.837,568.634
357,67.097,346.111,568.756
358,67.090,346.385,568.876
359,67.082,346.659,568.997
360,67.075,346.932,569.117
361,67.067,347.206,569.237
362,67.060,347.480,569.355
363,67.052,347.754,569.475
364,67.045,348.028,569.593
365,67.037,348.302,569.711
366,67.030,348.576,569.829
367,67.022,348.850,569.946
368,67.015,349.124,570.062
369,67.007,349.398,570.179
370,66.999,349.672,570.294
371,66.992,349.947,570.410
372,66.984,350.221,570.524
373,66.976,350.495,570.639
374,66.969,350.769,570.753
375,66.961,351.043,570.868
376,66.953,351.316,570.980
377,66.946,351.590,571.094
378,66.938,351.864,571.206
379,66.930,352.138,571.318
380,66.922,352.412,571.430
381,66.914,352.686,571.542
382,66.907,352.960,571.652
383,66.899,353.233,571.764
384,66.891,353.507,571.874
385,66.883,353.781,571.984
386,66.875,354.054,572.093
387,66.867,354.328,572.203
388,66.859,354.601,572.311
389,66.851,354.875,572.420
390,66.843,355.148,572.527
391,66.835,355.422,572.636
392,66.827,355.695,572.743
393,66.819,355.968,572.850
394,66.811,356.241,572.956
395,66.803,356.514,573.063
396,66.795,356.787,573.168
397,66.787,357.060,573.274
398,66.779,357.333,573.379
399,66.771,357.606,573.484
400,66.763,357.878,573.589
