# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,385.671
2,68.400,293.000,422.358
3,68.400,293.000,449.292
4,68.400,293.000,471.378
5,68.400,293.000,490.117
6,68.400,293.000,506.243
7,68.399,293.000,520.528
8,68.399,293.000,533.352
9,68.398,293.000,544.947
10,68.396,293.000,555.494
11,68.394,293.000,565.143
12,68.391,293.000,574.014
13,68.387,293.000,582.207
14,68.383,293.000,589.804
15,68.378,293.000,596.871
16,68.373,293.000,603.463
17,68.366,293.000,609.623
18,68.359,293.000,615.390
19,68.350,293.000,620.795
20,68.341,293.000,625.865
21,68.330,293.000,630.623
22,68.318,293.000,635.090
23,68.305,293.000,639.283
24,68.291,293.000,643.218
25,68.275,293.000,646.912
26,68.257,293.000,650.376
27,68.239,293.000,653.624
28,68.218,293.000,656.666
29,68.196,293.000,659.516
30,68.173,293.000,662.185
31,68.147,293.000,664.680
32,68.120,293.000,667.016
33,68.092,293.000,669.201
34,68.061,293.000,671.248
35,68.029,293.000,673.160
36,67.995,293.000,674.953
37,67.959,293.000,676.633
38,67.921,293.000,678.211
39,67.882,293.000,679.694
40,67.841,293.000,681.087
41,67.798,293.001,682.403
42,67.754,293.001,683.644
43,67.708,293.001,684.821
44,67.661,293.001,685.935
45,67.612,293.002,686.997
46,67.562,293.002,688.007
47,67.511,293.003,688.976
48,67.458,293.003,689.900
49,67.405,293.004,690.789
50,67.350,293.005,691.644
51,67.294,293.006,692.472
52,67.237,293.008,693.270
53,67.180,293.009,694.046
54,67.121,293.011,694.800
55,67.062,293.014,695.536
56,67.002,293.016,696.254
57,66.942,293.019,696.957
58,66.881,293.022,697.649
59,66.820,293.026,698.326
60,66.758,293.030,698.997
61,66.695,293.035,699.656
62,66.633,293.041,700.311
63,66.570,293.046,700.960
64,66.506,293.053,701.605
65,66.443,293.060,702.247
66,66.379,293.069,702.885
67,66.315,293.078,703.525
68,66.251,293.087,704.160
69,66.187,293.098,704.797
70,66.123,293.110,705.434
71,66.059,293.123,706.072
72,65.994,293.138,706.711
73,65.930,293.152,707.349
74,65.865,293.169,707.987
75,65.801,293.187,708.626
76,65.736,293.205,709.265
77,65.672,293.225,709.909
78,65.607,293.247,710.551
79,65.543,293.270,711.192
80,65.478,293.295,711.828
81,65.414,293.322,712.461
82,65.349,293.350,713.096
83,65.285,293.380,713.722
84,65.220,293.411,714.341
85,65.155,293.445,714.953
86,65.091,293.480,715.571
87,65.027,293.518,716.191
88,64.962,293.557,716.802
89,64.898,293.599,717.403
90,64.833,293.642,717.993
91,64.768,293.688,718.576
92,64.704,293.735,719.159
93,64.640,293.785,719.751
94,64.576,293.839,720.326
95,64.511,293.893,720.893
96,64.447,293.951,721.452
97,64.383,294.011,722.002
98,64.319,294.073,722.546
99,64.255,294.137,723.104
100,64.191,294.204,723.650
101,64.127,294.275,724.182
102,64.063,294.347,724.709
103,63.999,294.422,725.227
104,63.935,294.500,725.737
105,63.872,294.581,726.266
106,63.808,294.665,726.777
107,63.745,294.752,727.278
108,63.681,294.841,727.774
109,63.617,294.933,728.261
110,63.554,295.029,728.751
111,63.491,295.127,729.242
112,63.428,295.228,729.721
113,63.365,295.332,730.198
114,63.302,295.439,730.666
115,63.239,295.549,731.126
116,63.177,295.663,731.586
117,63.114,295.780,732.051
118,63.052,295.899,732.509
119,62.989,296.021,732.954
120,62.926,296.147,733.395
121,62.864,296.277,733.827
122,62.802,296.408,734.270
123,62.740,296.544,734.701
124,62.678,296.682,735.137
125,62.616,296.825,735.560
126,62.554,296.969,735.977
127,62.493,297.118,736.385
128,62.431,297.270,736.803
129,62.370,297.425,737.211
130,62.309,297.583,737.625
131,62.247,297.744,738.023
132,62.186,297.909,738.417
133,62.125,298.077,738.807
134,62.064,298.248,739.197
135,62.003,298.423,739.591
136,61.943,298.601,739.976
137,61.882,298.782,740.356
138,61.821,298.966,740.734
139,61.761,299.154,741.104
140,61.700,299.345,741.470
141,61.640,299.540,741.841
142,61.580,299.738,742.211
143,61.520,299.939,742.572
144,61.460,300.143,742.926
145,61.400,300.351,743.280
146,61.341,300.562,743.627
147,61.281,300.776,743.984
148,61.222,300.993,744.329
149,61.163,301.214,744.678
150,61.103,301.439,745.013
151,61.044,301.665,745.349
152,60.985,301.896,745.682
153,60.926,302.130,746.018
154,60.867,302.367,746.345
155,60.809,302.607,746.678
156,60.750,302.850,746.997
157,60.691,303.097,747.320
158,60.633,303.347,747.634
159,60.574,303.600,747.953
160,60.516,303.856,748.267
161,60.458,304.116,748.580
162,60.400,304.379,748.891
163,60.342,304.644,749.195
164,60.284,304.913,749.495
165,60.226,305.185,749.794
166,60.169,305.460,750.099
167,60.111,305.739,750.398
168,60.054,306.019,750.692
169,59.997,306.304,750.985
170,59.939,306.591,751.273
171,59.882,306.881,751.559
172,59.825,307.175,751.843
173,59.768,307.471,752.129
174,59.711,307.771,752.416
175,59.655,308.073,752.693
176,59.598,308.379,752.971
177,59.541,308.687,753.241
178,59.485,308.998,753.513
179,59.429,309.312,753.788
180,59.372,309.630,754.061
181,59.316,309.949,754.325
182,59.260,310.272,754.593
183,59.204,310.598,754.852
184,59.148,310.927,755.114
185,59.092,311.258,755.375
186,59.037,311.592,755.634
187,58.981,311.929,755.889
188,58.926,312.269,756.144
189,58.870,312.611,756.397
190,58.815,312.957,756.644
191,58.759,313.305,756.894
192,58.704,313.656,757.142
193,58.650,314.009,757.388
194,58.595,314.365,757.631
195,58.540,314.723,757.875
196,58.485,315.085,758.114
197,58.430,315.449,758.349
198,58.375,315.816,758.586
199,58.321,316.185,758.824
200,58.267,316.556,759.062
201,58.212,316.931,759.292
202,58.158,317.308,759.522
