# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,528.770
2,68.400,293.000,576.343
3,68.399,293.000,611.643
4,68.395,293.000,639.613
5,68.387,293.000,662.244
6,68.371,293.000,680.701
7,68.347,293.000,695.672
8,68.312,293.000,707.682
9,68.263,293.000,717.185
10,68.201,293.000,724.620
11,68.126,293.000,730.434
12,68.037,293.000,735.048
13,67.937,293.000,738.844
14,67.827,293.000,742.125
15,67.709,293.000,745.101
16,67.586,293.000,747.928
17,67.459,293.000,750.695
18,67.330,293.000,753.462
19,67.199,293.000,756.242
20,67.067,293.000,759.033
21,66.933,293.000,761.808
22,66.799,293.000,764.522
23,66.665,293.000,767.183
24,66.529,293.000,769.772
25,66.394,293.000,772.270
26,66.257,293.000,774.715
27,66.121,293.000,777.071
28,65.985,293.000,779.374
29,65.848,293.000,781.606
30,65.712,293.000,783.774
31,65.575,293.000,785.892
32,65.439,293.000,787.941
33,65.303,293.000,789.948
34,65.167,293.000,791.894
35,65.032,293.000,793.796
36,64.896,293.000,795.652
37,64.762,293.000,797.456
38,64.627,293.000,799.222
39,64.493,293.000,800.941
40,64.359,293.001,802.625
41,64.225,293.001,804.269
42,64.092,293.001,805.874
43,63.959,293.001,807.445
44,63.827,293.002,808.979
45,63.695,293.002,810.483
46,63.564,293.003,811.954
47,63.433,293.004,813.392
48,63.302,293.005,814.804
49,63.172,293.006,816.184
50,63.042,293.008,817.537
51,62.913,293.010,818.865
52,62.784,293.012,820.164
53,62.656,293.014,821.440
54,62.528,293.017,822.691
55,62.400,293.020,823.918
56,62.273,293.024,825.124
57,62.147,293.029,826.305
58,62.020,293.033,827.466
59,61.895,293.039,828.608
60,61.769,293.045,829.726
61,61.644,293.052,830.829
62,61.520,293.060,831.909
63,61.396,293.069,832.971
64,61.272,293.078,834.019
65,61.149,293.090,835.044
66,61.026,293.101,836.055
67,60.904,293.114,837.051
68,60.782,293.129,838.028
69,60.660,293.144,838.992
70,60.539,293.161,839.938
71,60.418,293.180,840.869
72,60.298,293.199,841.790
73,60.178,293.221,842.693
74,60.059,293.245,843.582
75,59.940,293.270,844.461
76,59.821,293.297,845.323
77,59.702,293.326,846.175
78,59.585,293.357,847.015
79,59.467,293.390,847.840
80,59.350,293.425,848.657
81,59.233,293.462,849.459
82,59.116,293.503,850.250
83,59.000,293.545,851.033
84,58.885,293.590,851.803
85,58.769,293.637,852.562
86,58.654,293.687,853.314
87,58.540,293.740,854.052
88,58.425,293.796,854.780
89,58.312,293.854,855.503
90,58.198,293.916,856.213
91,58.085,293.981,856.914
92,57.972,294.048,857.608
93,57.859,294.119,858.291
94,57.747,294.193,858.965
95,57.635,294.271,859.634
96,57.523,294.352,860.291
97,57.412,294.436,860.942
98,57.301,294.525,861.585
99,57.191,294.616,862.218
100,57.080,294.711,862.845
101,56.971,294.810,863.467
102,56.861,294.913,864.078
103,56.751,295.020,864.684
104,56.643,295.131,865.282
105,56.534,295.245,865.872
106,56.425,295.364,866.457
107,56.317,295.487,867.035
108,56.210,295.614,867.605
109,56.102,295.745,868.171
110,55.995,295.881,868.730
111,55.888,296.021,869.282
112,55.781,296.165,869.828
113,55.675,296.313,870.369
114,55.569,296.466,870.903
115,55.463,296.624,871.431
116,55.358,296.787,871.956
117,55.252,296.953,872.474
118,55.147,297.124,872.985
119,55.043,297.301,873.494
120,54.938,297.481,873.995
121,54.834,297.666,874.489
122,54.730,297.857,874.983
123,54.627,298.052,875.470
124,54.523,298.251,875.950
125,54.420,298.457,876.428
126,54.318,298.666,876.900
127,54.215,298.881,877.366
128,54.113,299.101,877.830
129,54.011,299.326,878.288
130,53.909,299.555,878.741
131,53.807,299.790,879.191
132,53.706,300.030,879.637
133,53.605,300.274,880.077
134,53.504,300.524,880.513
135,53.404,300.780,880.947
136,53.303,301.040,881.376
137,53.203,301.305,881.799
138,53.103,301.576,882.222
139,53.004,301.852,882.637
140,52.904,302.133,883.051
141,52.805,302.420,883.459
142,52.706,302.711,883.866
143,52.608,303.008,884.267
144,52.509,303.310,884.665
145,52.411,303.617,885.061
146,52.313,303.930,885.454
147,52.215,304.248,885.840
148,52.117,304.571,886.225
149,52.020,304.900,886.607
150,51.923,305.234,886.984
151,51.826,305.573,887.359
152,51.729,305.917,887.731
153,51.633,306.267,888.100
154,51.536,306.622,888.464
155,51.440,306.983,888.829
156,51.345,307.348,889.187
157,51.249,307.719,889.543
158,51.153,308.095,889.896
159,51.058,308.477,890.248
160,50.963,308.864,890.596
161,50.868,309.256,890.939
162,50.774,309.654,891.283
163,50.679,310.056,891.623
164,50.585,310.464,891.958
165,50.491,310.878,892.292
166,50.397,311.296,892.624
167,50.303,311.720,892.952
168,50.210,312.149,893.278
169,50.116,312.584,893.603
170,50.023,313.023,893.924
171,49.930,313.468,894.242
172,49.838,313.918,894.559
173,49.745,314.373,894.873
174,49.653,314.833,895.184
175,49.560,315.299,895.493
176,49.468,315.770,895.800
177,49.377,316.245,896.106
178,49.285,316.727,896.407
179,49.193,317.212,896.707
180,49.102,317.704,897.006
181,49.011,318.200,897.301
182,48.920,318.701,897.594
183,48.829,319.208,897.886
184,48.739,319.719,898.175
185,48.648,320.235,898.463
186,48.558,320.757,898.747
187,48.468,321.283,899.031
188,48.378,321.814,899.313
189,48.288,322.350,899.591
190,48.198,322.891,899.868
191,48.109,323.437,900.144
192,48.020,323.988,900.418
193,47.931,324.544,900.689
194,47.842,325.105,900.958
195,47.753,325.671,901.227
196,47.664,326.241,901.493
197,47.576,326.816,901.756
198,47.487,327.396,902.019
199,47.399,327.980,902.279
200,47.311,328.570,902.538
201,47.223,329.164,902.795
202,47.135,329.763,903.051
203,47.048,330.366,903.306
204,46.960,330.973,903.557
205,46.873,331.586,903.807
206,46.786,332.204,904.056
207,46.699,332.826,904.304
208,46.612,333.452,904.549
209,46.525,334.083,904.793
210,46.439,334.718,905.036
211,46.352,335.359,905.277
212,46.266,336.002,905.516
213,46.180,336.651,905.754
214,46.094,337.305,905.991
215,46.008,337.963,906.225
216,45.922,338.624,906.458
217,45.836,339.291,906.691
218,45.751,339.961,906.922
219,45.665,340.636,907.151
220,45.580,341.315,907.378
221,45.495,341.999,907.605
222,45.410,342.687,907.830
223,45.325,343.378,908.053
224,45.240,344.074,908.275
225,45.156,344.774,908.496
226,45.071,345.479,908.717
227,44.987,346.188,908.935
228,44.902,346.899,909.151
229,44.818,347.617,909.368
230,44.734,348.337,909.582
231,44.650,349.062,909.795
232,44.566,349.790,910.006
233,44.483,350.523,910.218
234,44.399,351.260,910.428
235,44.316,352.000,910.635
236,44.232,352.745,910.841
237,44.149,353.493,911.049
238,44.066,354.245,911.253
239,43.983,355.001,911.457
240,43.900,355.761,911.658
241,43.817,356.524,911.861
242,43.735,357.291,912.060
243,43.652,358.062,912.260
244,43.569,358.838,912.457
245,43.487,359.615,912.655
246,43.405,360.397,912.850
247,43.323,361.183,913.045
248,43.240,361.973,913.238
249,43.159,362.765,913.431
250,43.077,363.562,913.623
251,42.995,364.363,913.813
252,42.913,365.166,914.001
253,42.831,365.972,914.191
254,42.750,366.783,914.379
255,42.669,367.597,914.564
256,42.587,368.414,914.750
257,42.506,369.236,914.934
258,42.425,370.059,915.118
259,42.344,370.887,915.301
260,42.262,371.718,915.482
261,42.181,372.552,915.662
262,42.101,373.389,915.842
263,42.020,374.229,916.021
264,41.939,375.074,916.199
265,41.859,375.921,916.375
266,41.778,376.771,916.552
267,41.698,377.625,916.727
268,41.617,378.481,916.900
269,41.537,379.341,917.073
270,41.457,380.204,917.246
271,41.376,381.070,917.418
272,41.296,381.939,917.589
273,41.216,382.812,917.758
274,41.136,383.686,917.927
275,41.056,384.565,918.095
276,40.977,385.445,918.262
277,40.897,386.330,918.428
278,40.817,387.216,918.594
279,40.737,388.106,918.759
280,40.658,388.999,918.923
281,40.578,389.895,919.086
282,40.499,390.793,919.249
283,40.419,391.693,919.411
284,40.340,392.598,919.572
285,40.260,393.505,919.731
286,40.181,394.414,919.891
287,40.102,395.327,920.050
288,40.023,396.240,920.208
289,39.944,397.159,920.364
290,39.864,398.078,920.520
291,39.785,399.002,920.677
292,39.706,399.927,920.832
293,39.627,400.855,920.985
294,39.548,401.785,921.138
295,39.469,402.718,921.291
296,39.391,403.654,921.444
297,39.312,404.592,921.595
298,39.233,405.532,921.744
299,39.154,406.475,921.894
300,39.076,407.420,922.044
301,38.997,408.368,922.193
302,38.918,409.318,922.340
303,38.839,410.270,922.487
304,38.761,411.225,922.634
305,38.682,412.183,922.780
306,38.604,413.141,922.925
307,38.525,414.103,923.069
308,38.447,415.067,923.214
309,38.368,416.032,923.357
310,38.290,417.001,923.500
311,38.211,417.971,923.641
312,38.133,418.943,923.782
313,38.054,419.917,923.923
314,37.976,420.894,924.063
315,37.897,421.872,924.202
316,37.819,422.852,924.341
317,37.740,423.834,924.480
318,37.662,424.819,924.617
319,37.584,425.805,924.754
320,37.505,426.794,924.890
321,37.427,427.784,925.026
322,37.348,428.776,925.162
323,37.270,429.770,925.297
324,37.191,430.765,925.430
325,37.113,431.762,925.563
326,37.034,432.761,925.697
327,36.956,433.763,925.829
328,36.877,434.765,925.960
329,36.799,435.768,926.091
330,36.720,436.775,926.222
331,36.642,437.782,926.352
332,36.563,438.791,926.482
333,36.485,439.801,926.610
334,36.406,440.813,926.738
335,36.327,441.827,926.867
336,36.249,442.842,926.994
337,36.170,443.858,927.121
338,36.091,444.877,927.247
339,36.012,445.897,927.373
340,35.934,446.917,927.498
341,35.855,447.939,927.622
342,35.776,448.962,927.746
343,35.697,449.987,927.870
344,35.618,451.013,927.993
345,35.539,452.040,928.116
346,35.460,453.069,928.238
347,35.381,454.099,928.360
348,35.302,455.130,928.480
349,35.223,456.162,928.601
350,35.143,457.195,928.720
351,35.064,458.230,928.840
352,34.984,459.266,928.959
353,34.905,460.302,929.077
354,34.825,461.340,929.196
355,34.746,462.380,929.313
356,34.666,463.420,929.430
357,34.586,464.462,929.547
358,34.507,465.504,929.663
359,34.427,466.548,929.779
360,34.347,467.593,929.893
361,34.267,468.639,930.008
362,34.187,469.685,930.123
363,34.107,470.734,930.237
364,34.026,471.783,930.349
365,33.946,472.833,930.462
366,33.865,473.885,930.575
367,33.785,474.937,930.687
368,33.704,475.992,930.798
369,33.623,477.047,930.909
370,33.543,478.104,931.020
371,33.462,479.161,931.130
372,33.381,480.221,931.239
373,33.300,481.281,931.349
374,33.218,482.343,931.458
375,33.137,483.407,931.566
376,33.056,484.471,931.674
377,32.974,485.537,931.782
378,32.892,486.606,931.888
379,32.810,487.675,931.995
380,32.729,488.745,932.101
381,32.647,489.819,932.208
382,32.564,490.893,932.313
383,32.482,491.969,932.417
384,32.400,493.048,932.522
385,32.317,494.129,932.626
386,32.234,495.211,932.730
387,32.152,496.295,932.833
388,32.069,497.381,932.937
389,31.986,498.469,933.039
390,31.902,499.560,933.141
391,31.819,500.653,933.242
392,31.736,501.748,933.344
393,31.652,502.845,933.444
