# Time (s),Mass (g),T Back (K),T Front (K)
0,68.400,293.000,293.000
1,68.400,293.000,338.165
2,68.400,293.000,351.848
3,68.400,293.000,361.924
4,68.400,293.000,370.198
5,68.400,293.000,377.360
6,68.400,293.000,383.669
7,68.400,293.000,389.401
8,68.400,293.000,394.581
9,68.400,293.000,399.394
10,68.400,293.000,403.829
11,68.400,293.000,408.003
12,68.400,293.000,411.898
13,68.400,293.000,415.596
14,68.400,293.000,419.076
15,68.400,293.000,422.400
16,68.400,293.000,425.549
17,68.400,293.000,428.571
18,68.400,293.000,431.449
19,68.400,293.000,434.219
20,68.400,293.000,436.869
21,68.400,293.000,439.427
22,68.400,293.000,441.881
23,68.400,293.000,444.256
24,68.400,293.000,446.542
25,68.400,293.000,448.758
26,68.400,293.000,450.895
27,68.400,293.000,452.970
28,68.400,293.000,454.977
29,68.400,293.000,456.929
30,68.400,293.000,458.819
31,68.399,293.000,460.659
32,68.399,293.000,462.447
33,68.399,293.000,464.184
34,68.399,293.000,465.874
35,68.399,293.000,467.520
36,68.399,293.000,469.124
37,68.399,293.000,470.687
38,68.399,293.000,472.212
39,68.399,293.000,473.698
40,68.398,293.000,475.151
41,68.398,293.000,476.568
42,68.398,293.000,477.952
43,68.398,293.000,479.306
44,68.398,293.001,480.628
45,68.397,293.001,481.922
46,68.397,293.001,483.189
47,68.397,293.001,484.427
48,68.397,293.001,485.640
49,68.396,293.002,486.827
50,68.396,293.002,487.990
51,68.396,293.002,489.130
52,68.395,293.003,490.248
53,68.395,293.004,491.344
54,68.394,293.005,492.417
55,68.394,293.005,493.471
56,68.394,293.006,494.505
57,68.393,293.007,495.519
58,68.393,293.009,496.515
59,68.392,293.010,497.493
60,68.392,293.012,498.453
61,68.391,293.014,499.396
62,68.391,293.015,500.323
63,68.390,293.018,501.233
64,68.390,293.021,502.129
65,68.389,293.024,503.008
66,68.388,293.027,503.874
67,68.388,293.031,504.725
68,68.387,293.034,505.562
69,68.386,293.039,506.385
70,68.386,293.043,507.196
71,68.385,293.048,507.993
72,68.384,293.053,508.778
73,68.383,293.059,509.552
74,68.383,293.066,510.313
75,68.382,293.073,511.063
76,68.381,293.081,511.801
77,68.380,293.089,512.529
78,68.379,293.097,513.245
79,68.378,293.106,513.951
80,68.377,293.116,514.648
81,68.377,293.126,515.334
82,68.376,293.137,516.011
83,68.375,293.149,516.678
84,68.374,293.162,517.336
85,68.373,293.175,517.985
86,68.372,293.189,518.624
87,68.371,293.204,519.256
88,68.369,293.220,519.879
89,68.368,293.236,520.493
90,68.367,293.253,521.100
91,68.366,293.271,521.699
92,68.365,293.290,522.290
93,68.364,293.310,522.873
94,68.363,293.331,523.450
95,68.361,293.353,524.019
96,68.360,293.376,524.581
97,68.359,293.399,525.135
98,68.358,293.425,525.683
99,68.356,293.451,526.224
100,68.355,293.477,526.759
101,68.354,293.505,527.288
102,68.352,293.535,527.809
103,68.351,293.565,528.325
104,68.349,293.596,528.835
105,68.348,293.629,529.339
106,68.347,293.663,529.837
107,68.345,293.697,530.330
108,68.344,293.733,530.816
109,68.342,293.771,531.298
110,68.341,293.809,531.774
111,68.339,293.849,532.244
112,68.337,293.890,532.709
113,68.336,293.932,533.170
114,68.334,293.975,533.624
115,68.333,294.021,534.075
116,68.331,294.066,534.520
117,68.329,294.113,534.961
118,68.328,294.162,535.397
119,68.326,294.212,535.828
120,68.324,294.264,536.255
121,68.322,294.316,536.677
122,68.321,294.370,537.095
123,68.319,294.425,537.508
124,68.317,294.482,537.918
125,68.315,294.540,538.323
126,68.313,294.599,538.724
127,68.311,294.660,539.121
128,68.310,294.722,539.514
129,68.308,294.786,539.902
130,68.306,294.850,540.289
131,68.304,294.917,540.669
132,68.302,294.985,541.047
133,68.300,295.054,541.421
134,68.298,295.124,541.791
135,68.296,295.196,542.158
136,68.294,295.270,542.521
137,68.291,295.345,542.880
138,68.289,295.420,543.238
139,68.287,295.498,543.590
140,68.285,295.577,543.940
141,68.283,295.657,544.287
142,68.281,295.739,544.629
143,68.278,295.822,544.969
144,68.276,295.906,545.306
145,68.274,295.992,545.639
146,68.272,296.080,545.971
147,68.269,296.169,546.298
148,68.267,296.259,546.623
149,68.265,296.351,546.945
150,68.262,296.444,547.264
151,68.260,296.538,547.581
152,68.257,296.635,547.893
153,68.255,296.731,548.205
154,68.253,296.830,548.512
155,68.250,296.930,548.817
156,68.248,297.031,549.120
157,68.245,297.134,549.420
158,68.243,297.238,549.717
159,68.240,297.343,550.011
160,68.237,297.451,550.304
161,68.235,297.559,550.594
162,68.232,297.668,550.882
163,68.230,297.779,551.166
164,68.227,297.891,551.448
165,68.224,298.005,551.728
166,68.221,298.120,552.007
167,68.219,298.236,552.282
168,68.216,298.354,552.555
169,68.213,298.472,552.827
170,68.210,298.593,553.095
171,68.208,298.714,553.362
172,68.205,298.837,553.626
173,68.202,298.960,553.889
174,68.199,299.086,554.149
175,68.196,299.213,554.408
176,68.193,299.340,554.663
177,68.190,299.469,554.918
178,68.187,299.599,555.169
179,68.184,299.732,555.420
180,68.181,299.865,555.668
181,68.178,299.999,555.916
182,68.175,300.134,556.159
183,68.172,300.270,556.403
184,68.169,300.408,556.642
185,68.166,300.547,556.882
186,68.163,300.687,557.118
187,68.160,300.828,557.354
188,68.157,300.971,557.586
189,68.154,301.114,557.819
190,68.150,301.259,558.048
191,68.147,301.405,558.277
192,68.144,301.552,558.502
193,68.141,301.700,558.729
194,68.137,301.849,558.950
195,68.134,301.999,559.173
196,68.131,302.150,559.392
197,68.127,302.303,559.611
198,68.124,302.457,559.827
199,68.121,302.611,560.043
200,68.117,302.767,560.255
201,68.114,302.924,560.469
202,68.110,303.082,560.678
203,68.107,303.241,560.888
204,68.103,303.401,561.095
205,68.100,303.562,561.302
206,68.096,303.724,561.505
207,68.093,303.887,561.710
208,68.089,304.051,561.910
209,68.086,304.216,562.112
210,68.082,304.382,562.310
211,68.079,304.549,562.509
212,68.075,304.717,562.704
213,68.071,304.886,562.900
214,68.068,305.056,563.092
215,68.064,305.227,563.286
216,68.060,305.399,563.476
217,68.057,305.572,563.667
