Time (s),MLR (g/m2/s),T Back (K),T Top (K)
5.67E+02,1.98E-04,861.60451,859.377
5.68E+02,1.98E-04,861.57965,859.36253
5.69E+02,1.97E-04,861.55491,859.34813
5.70E+02,1.96E-04,861.53027,859.33379
5.71E+02,1.96E-04,861.50573,859.31951
5.72E+02,1.95E-04,861.48128,859.3053
5.73E+02,1.94E-04,861.45696,859.29113
5.74E+02,1.94E-04,861.43277,859.27702
5.75E+02,1.93E-04,861.4087,859.26298
5.76E+02,1.93E-04,861.38474,859.24899
5.77E+02,1.92E-04,861.3609,859.23507
5.78E+02,1.91E-04,861.33718,859.22121
5.79E+02,1.91E-04,861.31356,859.20741
5.80E+02,1.90E-04,861.29007,859.19367
5.81E+02,1.90E-04,861.26668,859.17999
5.82E+02,1.89E-04,861.2434,859.16636
5.83E+02,1.88E-04,861.22023,859.15279
5.84E+02,1.88E-04,861.19718,859.13927
5.85E+02,1.87E-04,861.17422,859.12582
5.86E+02,1.87E-04,861.15138,859.11243
5.87E+02,1.86E-04,861.12864,859.0991
5.88E+02,1.85E-04,861.10601,859.08582
5.89E+02,1.85E-04,861.08349,859.0726
5.90E+02,1.84E-04,861.06106,859.05944
5.91E+02,1.84E-04,861.03875,859.04633
5.92E+02,1.83E-04,861.01653,859.03328
5.93E+02,1.83E-04,860.99443,859.02029
5.94E+02,1.82E-04,860.97242,859.00735
5.95E+02,1.81E-04,860.95052,858.99447
5.96E+02,1.81E-04,860.92871,858.98165
5.97E+02,1.80E-04,860.90701,858.96886
5.98E+02,1.80E-04,860.88541,858.95613
5.99E+02,1.79E-04,860.8639,858.94346
6.00E+02,1.79E-04,860.84249,858.93085
6.01E+02,1.78E-04,860.82118,858.91829
6.02E+02,1.78E-04,860.79997,858.90578
6.03E+02,1.77E-04,860.77832,858.89301
6.04E+02,1.76E-04,860.75678,858.8803
6.05E+02,1.76E-04,860.73587,858.86796
6.06E+02,1.75E-04,860.71504,858.85566
6.07E+02,1.75E-04,860.69431,858.84342
6.08E+02,1.74E-04,860.67368,858.83123
6.09E+02,1.74E-04,860.65314,858.81908
6.10E+02,1.73E-04,860.63268,858.80699
6.11E+02,1.73E-04,860.61232,858.79494
6.12E+02,1.72E-04,860.59205,858.78294
6.13E+02,1.72E-04,860.57186,858.771
6.14E+02,1.71E-04,860.55177,858.75911
6.15E+02,1.71E-04,860.53176,858.74726
6.16E+02,1.70E-04,860.51183,858.73547
6.17E+02,1.70E-04,860.49197,858.72372
6.18E+02,1.69E-04,860.47221,858.71202
6.19E+02,1.68E-04,860.45255,858.70037
6.20E+02,1.68E-04,860.43298,858.68876
6.21E+02,1.67E-04,860.41351,858.67719
6.22E+02,1.67E-04,860.39412,858.66568
6.23E+02,1.66E-04,860.37483,858.65422
6.24E+02,1.66E-04,860.35563,858.6428
6.25E+02,1.65E-04,860.33651,858.63144
6.26E+02,1.65E-04,860.31749,858.62012
6.27E+02,1.64E-04,860.29855,858.60886
6.28E+02,1.64E-04,860.2797,858.59764
6.29E+02,1.63E-04,860.26093,858.58647
6.30E+02,1.63E-04,860.24226,858.57535
6.31E+02,1.62E-04,860.22366,858.56427
6.32E+02,1.62E-04,860.20515,858.55324
6.33E+02,1.62E-04,860.18673,858.54226
6.34E+02,1.61E-04,860.16838,858.53132
6.35E+02,1.61E-04,860.15013,858.52043
6.36E+02,1.60E-04,860.13195,858.50959
6.37E+02,1.60E-04,860.11386,858.49879
6.38E+02,1.59E-04,860.09585,858.48804
6.39E+02,1.59E-04,860.07792,858.47733
6.40E+02,1.58E-04,860.06007,858.46667
6.41E+02,1.58E-04,860.0423,858.45605
6.42E+02,1.57E-04,860.02461,858.44548
6.43E+02,1.57E-04,860.007,858.43495
6.44E+02,1.56E-04,859.98947,858.42446
6.45E+02,1.56E-04,859.97202,858.41402
6.46E+02,1.55E-04,859.95465,858.40361
6.47E+02,1.55E-04,859.93735,858.39325
6.48E+02,1.54E-04,859.92013,858.38293
6.49E+02,1.54E-04,859.90298,858.37266
6.50E+02,1.54E-04,859.88591,858.36243
6.51E+02,1.53E-04,859.86892,858.35225
6.52E+02,1.53E-04,859.852,858.34211
6.53E+02,1.52E-04,859.83516,858.332
6.54E+02,1.52E-04,859.81839,858.32194
6.55E+02,1.51E-04,859.8017,858.31193
6.56E+02,1.51E-04,859.78508,858.30195
6.57E+02,1.50E-04,859.76853,858.29202
6.58E+02,1.50E-04,859.75206,858.28212
6.59E+02,1.50E-04,859.73566,858.27227
6.60E+02,1.49E-04,859.71933,858.26246
6.61E+02,1.49E-04,859.70307,858.25268
6.62E+02,1.48E-04,859.68689,858.24294
6.63E+02,1.48E-04,859.67077,858.23324
6.64E+02,1.47E-04,859.65472,858.22359
6.65E+02,1.47E-04,859.63874,858.21397
6.66E+02,1.47E-04,859.62283,858.2044
6.67E+02,1.46E-04,859.60699,858.19486
6.68E+02,1.46E-04,859.59122,858.18537
6.69E+02,1.45E-04,859.57552,858.17591
6.70E+02,1.45E-04,859.55988,858.16649
6.71E+02,1.44E-04,859.54431,858.15711
6.72E+02,1.44E-04,859.52881,858.14776
6.73E+02,1.44E-04,859.51336,858.13846
6.74E+02,1.43E-04,859.49797,858.12919
6.75E+02,1.43E-04,859.48264,858.11995
6.76E+02,1.42E-04,859.46739,858.11075
6.77E+02,1.42E-04,859.45221,858.10158
6.78E+02,1.42E-04,859.4371,858.09246
6.79E+02,1.41E-04,859.42206,858.08337
6.80E+02,1.41E-04,859.40709,858.07432
6.81E+02,1.40E-04,859.39219,858.06531
6.82E+02,1.40E-04,859.37735,858.05634
6.83E+02,1.40E-04,859.36259,858.04741
6.84E+02,1.39E-04,859.34788,858.03851
6.85E+02,1.39E-04,859.33325,858.02966
6.86E+02,1.38E-04,859.31868,858.02083
6.87E+02,1.38E-04,859.30417,858.01205
6.88E+02,1.38E-04,859.28973,858.00329
6.89E+02,1.37E-04,859.27535,857.99458
6.90E+02,1.37E-04,859.26104,857.9859
6.91E+02,1.37E-04,859.24678,857.97727
6.92E+02,1.36E-04,859.23259,857.96866
6.93E+02,1.36E-04,859.21847,857.9601
6.94E+02,1.35E-04,859.20441,857.95157
6.95E+02,1.35E-04,859.1904,857.94307
6.96E+02,1.35E-04,859.17647,857.93461
6.97E+02,1.34E-04,859.16259,857.92619
6.98E+02,1.34E-04,859.14877,857.91779
6.99E+02,1.33E-04,859.13501,857.90943
7.00E+02,1.33E-04,859.12132,857.90111
7.01E+02,1.33E-04,859.10768,857.89282
7.02E+02,1.32E-04,859.0941,857.88457
7.03E+02,1.32E-04,859.08058,857.87635
7.04E+02,1.32E-04,859.06712,857.86816
7.05E+02,1.31E-04,859.05372,857.86001
7.06E+02,1.31E-04,859.04038,857.85189
7.07E+02,1.31E-04,859.0271,857.84381
7.08E+02,1.30E-04,859.01387,857.83575
7.09E+02,1.30E-04,859.0007,857.82773
7.10E+02,1.30E-04,858.98759,857.81974
7.11E+02,1.29E-04,858.97453,857.81179
7.12E+02,1.29E-04,858.96153,857.80387
7.13E+02,1.28E-04,858.94859,857.79598
7.14E+02,1.28E-04,858.93571,857.78813
7.15E+02,1.28E-04,858.92288,857.7803
7.16E+02,1.27E-04,858.9101,857.77251
7.17E+02,1.27E-04,858.89738,857.76475
7.18E+02,1.27E-04,858.88471,857.75702
7.19E+02,1.26E-04,858.8721,857.74932
7.20E+02,1.26E-04,858.85954,857.74165
7.21E+02,1.26E-04,858.84704,857.73402
7.22E+02,1.25E-04,858.83459,857.72642
7.23E+02,1.25E-04,858.8222,857.71884
7.24E+02,1.25E-04,858.80985,857.7113
7.25E+02,1.24E-04,858.79756,857.70379
7.26E+02,1.24E-04,858.78532,857.6963
7.27E+02,1.24E-04,858.77314,857.68885
7.28E+02,1.23E-04,858.76101,857.68143
7.29E+02,1.23E-04,858.74893,857.67404
7.30E+02,1.23E-04,858.7369,857.66668
7.31E+02,1.22E-04,858.72492,857.65935
7.32E+02,1.22E-04,858.71299,857.65205
7.33E+02,1.22E-04,858.70111,857.64478
7.34E+02,1.21E-04,858.68929,857.63753
7.35E+02,1.21E-04,858.67751,857.63032
7.36E+02,1.21E-04,858.66579,857.62314
7.37E+02,1.20E-04,858.65411,857.61598
7.38E+02,1.20E-04,858.64248,857.60885
7.39E+02,1.20E-04,858.63091,857.60176
7.40E+02,1.19E-04,858.61938,857.59469
7.41E+02,1.19E-04,858.6079,857.58765
7.42E+02,1.19E-04,858.59646,857.58063
7.43E+02,1.19E-04,858.58508,857.57365
7.44E+02,1.18E-04,858.57374,857.56669
7.45E+02,1.18E-04,858.56245,857.55976
7.46E+02,1.18E-04,858.55121,857.55286
7.47E+02,1.17E-04,858.54001,857.54599
7.48E+02,1.17E-04,858.52886,857.53914
7.49E+02,1.17E-04,858.51776,857.53232
7.50E+02,1.16E-04,858.50669,857.52553
7.51E+02,1.16E-04,858.49566,857.51876
7.52E+02,1.16E-04,858.48467,857.51202
7.53E+02,1.15E-04,858.47375,857.50531
7.54E+02,1.15E-04,858.46287,857.49862
7.55E+02,1.15E-04,858.45204,857.49196
7.56E+02,1.15E-04,858.44126,857.48532
7.57E+02,1.14E-04,858.43053,857.47872
7.58E+02,1.14E-04,858.41984,857.47214
7.59E+02,1.14E-04,858.40921,857.46559
7.60E+02,1.13E-04,858.39861,857.45906
7.61E+02,1.13E-04,858.38807,857.45257
7.62E+02,1.13E-04,858.37757,857.4461
7.63E+02,1.13E-04,858.36711,857.43964
7.64E+02,1.12E-04,858.3567,857.43322
7.65E+02,1.12E-04,858.34634,857.42683
7.66E+02,1.12E-04,858.33602,857.42047
7.67E+02,1.11E-04,858.32574,857.41413
7.68E+02,1.11E-04,858.31551,857.40782
7.69E+02,1.11E-04,858.30532,857.40153
7.70E+02,1.11E-04,858.29518,857.39527
7.71E+02,1.10E-04,858.28508,857.38904
7.72E+02,1.10E-04,858.27502,857.38283
7.73E+02,1.10E-04,858.26501,857.37664
7.74E+02,1.09E-04,858.25504,857.37049
7.75E+02,1.09E-04,858.24511,857.36435
7.76E+02,1.09E-04,858.23523,857.35824
7.77E+02,1.09E-04,858.22538,857.35216
7.78E+02,1.08E-04,858.21558,857.34609
7.79E+02,1.08E-04,858.20582,857.34006
7.80E+02,1.08E-04,858.1961,857.33405
7.81E+02,1.08E-04,858.18642,857.32806
7.82E+02,1.07E-04,858.17679,857.3221
7.83E+02,1.07E-04,858.16719,857.31616
7.84E+02,1.07E-04,858.15764,857.31025
7.85E+02,1.06E-04,858.14812,857.30436
7.86E+02,1.06E-04,858.13865,857.2985
7.87E+02,1.06E-04,858.12922,857.29266
7.88E+02,1.06E-04,858.11982,857.28684
7.89E+02,1.05E-04,858.11047,857.28105
7.90E+02,1.05E-04,858.10116,857.27527
7.91E+02,1.05E-04,858.09188,857.26952
7.92E+02,1.05E-04,858.08265,857.2638
7.93E+02,1.04E-04,858.07345,857.25809
7.94E+02,1.04E-04,858.06429,857.25241
7.95E+02,1.04E-04,858.05517,857.24676
7.96E+02,1.04E-04,858.04609,857.24113
7.97E+02,1.03E-04,858.03704,857.23552
7.98E+02,1.03E-04,858.02804,857.22993
7.99E+02,1.03E-04,858.01907,857.22436
8.00E+02,1.03E-04,858.01036,857.21896
