# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,388.096
2,22.800,293.000,425.650
3,22.800,293.000,453.171
4,22.800,293.000,475.703
5,22.800,293.001,494.803
6,22.800,293.005,511.154
7,22.800,293.015,525.665
8,22.799,293.041,538.654
9,22.798,293.094,550.335
10,22.797,293.189,560.873
11,22.795,293.343,570.398
12,22.792,293.573,579.027
13,22.789,293.893,586.873
14,22.784,294.317,594.044
15,22.778,294.854,600.632
16,22.771,295.513,606.731
17,22.763,296.298,612.407
18,22.753,297.215,617.720
19,22.743,298.264,622.711
20,22.731,299.444,627.418
21,22.718,300.754,631.871
22,22.704,302.191,636.095
23,22.688,303.752,640.112
24,22.670,305.431,643.939
25,22.650,307.224,647.595
26,22.629,309.125,651.092
27,22.606,311.128,654.447
28,22.581,313.228,657.670
29,22.554,315.419,660.772
30,22.526,317.695,663.759
31,22.495,320.050,666.636
32,22.462,322.479,669.407
33,22.428,324.977,672.072
34,22.392,327.537,674.633
35,22.354,330.155,677.084
36,22.314,332.827,679.428
37,22.273,335.548,681.662
38,22.231,338.313,683.786
39,22.187,341.118,685.804
40,22.142,343.961,687.720
41,22.096,346.835,689.537
42,22.048,349.739,691.260
43,22.000,352.670,692.903
44,21.951,355.622,694.465
45,21.901,358.596,695.958
46,21.851,361.586,697.394
47,21.800,364.592,698.772
48,21.748,367.609,700.105
49,21.696,370.636,701.396
50,21.643,373.671,702.653
51,21.590,376.711,703.880
52,21.537,379.754,705.081
53,21.483,382.799,706.257
54,21.430,385.845,707.417
55,21.375,388.887,708.564
56,21.321,391.927,709.692
57,21.267,394.961,710.809
58,21.212,397.989,711.920
59,21.157,401.009,713.020
60,21.102,404.019,714.112
61,21.046,407.019,715.202
62,20.991,410.008,716.287
63,20.935,412.985,717.363
64,20.880,415.948,718.441
65,20.824,418.896,719.514
66,20.767,421.830,720.582
67,20.711,424.748,721.649
68,20.654,427.649,722.711
69,20.597,430.532,723.768
70,20.540,433.397,724.825
71,20.483,436.244,725.875
72,20.426,439.071,726.918
73,20.368,441.879,727.957
74,20.310,444.666,728.992
75,20.251,447.432,730.016
76,20.193,450.177,731.036
77,20.134,452.899,732.048
78,20.074,455.599,733.052
79,20.015,458.275,734.047
80,19.955,460.929,735.033
81,19.894,463.558,736.013
82,19.834,466.162,736.983
83,19.773,468.741,737.940
84,19.711,471.294,738.890
85,19.649,473.820,739.833
86,19.587,476.319,740.764
87,19.524,478.790,741.688
88,19.461,481.233,742.597
89,19.398,483.646,743.498
90,19.334,486.031,744.390
91,19.269,488.384,745.273
92,19.204,490.706,746.148
93,19.139,492.997,747.012
94,19.073,495.255,747.868
95,19.007,497.480,748.713
96,18.940,499.671,749.549
97,18.873,501.829,750.375
98,18.805,503.952,751.191
99,18.737,506.040,751.999
100,18.668,508.093,752.798
101,18.599,510.111,753.589
102,18.529,512.094,754.370
103,18.459,514.042,755.144
104,18.388,515.956,755.909
105,18.317,517.835,756.666
106,18.245,519.681,757.415
107,18.173,521.493,758.155
108,18.100,523.274,758.887
109,18.027,525.023,759.611
110,17.953,526.743,760.327
111,17.879,528.431,761.035
112,17.804,530.095,761.739
113,17.729,531.732,762.435
114,17.654,533.344,763.123
115,17.578,534.933,763.802
116,17.502,536.501,764.473
117,17.425,538.051,765.142
118,17.348,539.583,765.803
119,17.270,541.096,766.453
120,17.193,542.595,767.098
121,17.115,544.082,767.739
122,17.036,545.556,768.371
123,16.957,547.021,768.997
124,16.878,548.475,769.619
125,16.798,549.923,770.231
126,16.718,551.363,770.838
127,16.638,552.798,771.439
128,16.557,554.229,772.033
129,16.477,555.653,772.622
130,16.395,557.077,773.204
131,16.314,558.498,773.782
132,16.232,559.918,774.351
133,16.149,561.334,774.918
134,16.067,562.751,775.475
135,15.984,564.168,776.031
136,15.900,565.582,776.577
137,15.816,566.997,777.121
138,15.732,568.412,777.656
139,15.647,569.827,778.189
140,15.562,571.242,778.714
141,15.477,572.656,779.236
142,15.391,574.070,779.752
143,15.304,575.483,780.263
144,15.217,576.895,780.769
145,15.130,578.306,781.270
146,15.042,579.717,781.767
147,14.953,581.124,782.258
148,14.864,582.531,782.745
149,14.774,583.934,783.227
150,14.684,585.335,783.705
151,14.593,586.731,784.179
152,14.502,588.124,784.649
153,14.410,589.513,785.113
154,14.317,590.898,785.575
155,14.224,592.276,786.031
156,14.130,593.649,786.485
157,14.035,595.016,786.934
158,13.940,596.376,787.380
159,13.844,597.728,787.821
160,13.747,599.072,788.259
161,13.650,600.408,788.694
162,13.552,601.735,789.127
163,13.454,603.053,789.555
164,13.355,604.360,789.981
165,13.255,605.657,790.405
166,13.155,606.943,790.826
167,13.054,608.217,791.244
168,12.953,609.480,791.661
169,12.851,610.730,792.075
170,12.749,611.968,792.487
171,12.646,613.192,792.896
172,12.543,614.402,793.304
173,12.440,615.598,793.709
174,12.336,616.779,794.111
175,12.232,617.945,794.512
176,12.127,619.096,794.910
177,12.023,620.231,795.305
178,11.918,621.348,795.699
179,11.813,622.449,796.091
180,11.708,623.534,796.481
181,11.603,624.600,796.870
182,11.499,625.650,797.257
183,11.394,626.680,797.642
184,11.290,627.693,798.026
185,11.185,628.690,798.408
186,11.081,629.667,798.789
187,10.978,630.627,799.168
188,10.875,631.569,799.546
189,10.772,632.495,799.922
190,10.669,633.402,800.297
191,10.568,634.294,800.670
192,10.466,635.169,801.042
193,10.366,636.028,801.411
194,10.265,636.871,801.779
195,10.166,637.700,802.145
196,10.067,638.514,802.509
197,9.969,639.315,802.871
198,9.872,640.104,803.232
199,9.775,640.880,803.590
200,9.679,641.647,803.947
201,9.583,642.401,804.302
202,9.489,643.147,804.654
203,9.395,643.884,805.005
204,9.302,644.615,805.354
205,9.210,645.338,805.700
206,9.119,646.056,806.045
207,9.028,646.769,806.388
208,8.939,647.478,806.728
209,8.850,648.185,807.068
210,8.761,648.891,807.405
