# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,338.593
2,22.800,293.000,352.347
3,22.800,293.000,362.468
4,22.800,293.000,370.777
5,22.800,293.002,377.962
6,22.800,293.004,384.292
7,22.800,293.011,390.037
8,22.800,293.027,395.230
9,22.800,293.057,400.051
10,22.800,293.106,404.492
11,22.800,293.182,408.670
12,22.800,293.290,412.569
13,22.800,293.437,416.269
14,22.800,293.628,419.751
15,22.800,293.866,423.076
16,22.800,294.156,426.225
17,22.800,294.499,429.246
18,22.800,294.897,432.123
19,22.800,295.348,434.892
20,22.800,295.854,437.540
21,22.800,296.414,440.094
22,22.800,297.026,442.547
23,22.800,297.688,444.919
24,22.800,298.401,447.202
25,22.800,299.159,449.415
26,22.800,299.963,451.549
27,22.800,300.810,453.622
28,22.800,301.697,455.627
29,22.800,302.622,457.576
30,22.800,303.584,459.466
31,22.799,304.578,461.304
32,22.799,305.606,463.089
33,22.799,306.662,464.828
34,22.799,307.747,466.518
35,22.799,308.859,468.164
36,22.799,309.993,469.770
37,22.799,311.150,471.337
38,22.799,312.329,472.865
39,22.798,313.525,474.357
40,22.798,314.740,475.816
41,22.798,315.970,477.241
42,22.798,317.216,478.635
43,22.798,318.475,479.999
44,22.797,319.747,481.334
45,22.797,321.028,482.642
46,22.797,322.321,483.924
47,22.797,323.623,485.181
48,22.796,324.933,486.412
49,22.796,326.250,487.621
50,22.796,327.573,488.807
51,22.795,328.902,489.972
52,22.795,330.235,491.117
53,22.795,331.573,492.240
54,22.794,332.914,493.346
55,22.794,334.258,494.432
56,22.793,335.604,495.501
57,22.793,336.951,496.552
58,22.792,338.301,497.587
59,22.792,339.650,498.606
60,22.791,340.999,499.609
61,22.791,342.347,500.598
62,22.790,343.696,501.572
63,22.790,345.044,502.532
64,22.789,346.389,503.479
65,22.788,347.733,504.412
66,22.788,349.075,505.333
67,22.787,350.414,506.242
68,22.786,351.751,507.139
69,22.786,353.085,508.024
70,22.785,354.416,508.897
71,22.784,355.743,509.760
72,22.783,357.066,510.613
73,22.782,358.387,511.455
74,22.782,359.702,512.288
75,22.781,361.014,513.111
76,22.780,362.321,513.924
77,22.779,363.625,514.728
78,22.778,364.923,515.523
79,22.777,366.217,516.310
80,22.776,367.505,517.088
81,22.775,368.789,517.858
82,22.774,370.067,518.620
83,22.773,371.340,519.373
84,22.771,372.608,520.119
85,22.770,373.871,520.858
86,22.769,375.130,521.589
87,22.768,376.382,522.313
88,22.766,377.628,523.031
89,22.765,378.869,523.741
90,22.764,380.104,524.445
91,22.763,381.334,525.141
92,22.761,382.558,525.832
93,22.760,383.776,526.517
94,22.758,384.990,527.194
95,22.757,386.195,527.866
96,22.755,387.397,528.533
97,22.754,388.592,529.193
98,22.752,389.781,529.847
99,22.750,390.964,530.496
100,22.749,392.142,531.139
101,22.747,393.313,531.777
102,22.745,394.479,532.411
103,22.744,395.638,533.038
104,22.742,396.792,533.660
105,22.740,397.940,534.278
106,22.738,399.082,534.889
107,22.736,400.218,535.498
108,22.734,401.348,536.100
109,22.732,402.473,536.698
110,22.730,403.590,537.290
111,22.728,404.703,537.879
112,22.726,405.809,538.463
113,22.724,406.910,539.042
114,22.721,408.005,539.617
115,22.719,409.094,540.188
116,22.717,410.176,540.754
117,22.714,411.254,541.316
118,22.712,412.325,541.875
119,22.710,413.391,542.429
120,22.707,414.450,542.978
121,22.705,415.505,543.523
122,22.702,416.553,544.065
123,22.699,417.595,544.602
124,22.697,418.631,545.136
125,22.694,419.662,545.667
126,22.691,420.689,546.194
127,22.688,421.707,546.715
128,22.685,422.722,547.234
129,22.682,423.730,547.749
130,22.679,424.732,548.260
131,22.676,425.729,548.768
132,22.673,426.721,549.273
133,22.670,427.707,549.774
134,22.667,428.687,550.272
135,22.663,429.662,550.765
136,22.660,430.631,551.255
137,22.657,431.594,551.742
138,22.653,432.553,552.227
139,22.650,433.506,552.707
140,22.646,434.453,553.185
141,22.642,435.395,553.659
142,22.639,436.332,554.129
143,22.635,437.263,554.597
144,22.631,438.188,555.061
145,22.627,439.109,555.523
146,22.623,440.025,555.982
147,22.619,440.935,556.437
148,22.615,441.840,556.889
149,22.611,442.738,557.338
150,22.607,443.633,557.784
151,22.602,444.522,558.228
152,22.598,445.406,558.669
153,22.594,446.285,559.107
154,22.589,447.158,559.541
155,22.584,448.027,559.973
156,22.580,448.890,560.401
157,22.575,449.749,560.828
158,22.570,450.602,561.253
159,22.565,451.450,561.673
160,22.560,452.293,562.090
161,22.555,453.132,562.506
162,22.550,453.966,562.919
163,22.545,454.795,563.329
164,22.540,455.618,563.737
165,22.535,456.438,564.141
166,22.529,457.252,564.543
167,22.524,458.062,564.944
168,22.518,458.867,565.341
169,22.513,459.667,565.737
170,22.507,460.462,566.129
171,22.501,461.254,566.518
172,22.495,462.039,566.905
173,22.489,462.822,567.290
174,22.483,463.600,567.674
175,22.477,464.372,568.053
176,22.471,465.140,568.430
177,22.465,465.905,568.807
178,22.459,466.665,569.181
179,22.452,467.419,569.551
180,22.446,468.171,569.919
181,22.439,468.918,570.286
182,22.432,469.661,570.650
183,22.426,470.400,571.011
184,22.419,471.134,571.372
185,22.412,471.865,571.729
186,22.405,472.591,572.084
