# Time (s),Mass (g),T Back (K),T Front (K)
0,22.800,293.000,293.000
1,22.800,293.000,324.859
2,22.800,293.000,337.690
3,22.800,293.000,347.287
4,22.800,293.000,355.294
5,22.800,293.001,362.228
6,22.800,293.003,368.449
7,22.800,293.007,374.074
8,22.800,293.019,379.248
9,22.800,293.040,384.033
10,22.800,293.074,388.513
11,22.800,293.129,392.713
12,22.800,293.208,396.690
13,22.800,293.318,400.450
14,22.800,293.462,404.038
15,22.800,293.645,407.451
16,22.800,293.870,410.725
17,22.800,294.139,413.853
18,22.800,294.454,416.869
19,22.800,294.817,419.759
20,22.800,295.226,422.555
21,22.800,295.684,425.242
22,22.800,296.189,427.848
23,22.800,296.741,430.359
24,22.800,297.338,432.801
25,22.800,297.980,435.157
26,22.800,298.664,437.453
27,22.800,299.391,439.673
28,22.800,300.158,441.840
29,22.800,300.965,443.938
30,22.800,301.808,445.991
31,22.800,302.686,447.979
32,22.800,303.599,449.927
33,22.800,304.543,451.816
34,22.800,305.518,453.669
35,22.800,306.523,455.471
36,22.800,307.554,457.232
37,22.800,308.613,458.953
38,22.800,309.697,460.636
39,22.800,310.804,462.282
40,22.800,311.933,463.894
41,22.800,313.083,465.472
42,22.800,314.254,467.020
43,22.800,315.441,468.537
44,22.800,316.647,470.024
45,22.800,317.869,471.484
46,22.800,319.107,472.918
47,22.800,320.358,474.326
48,22.799,321.623,475.709
49,22.799,322.900,477.069
50,22.799,324.189,478.407
51,22.799,325.488,479.722
52,22.799,326.797,481.017
53,22.799,328.115,482.291
54,22.799,329.442,483.545
55,22.799,330.777,484.780
56,22.799,332.119,485.996
57,22.799,333.468,487.196
58,22.798,334.821,488.378
59,22.798,336.181,489.544
60,22.798,337.545,490.694
61,22.798,338.914,491.828
62,22.798,340.286,492.947
63,22.798,341.662,494.052
64,22.797,343.041,495.142
65,22.797,344.422,496.220
66,22.797,345.806,497.282
67,22.797,347.191,498.332
68,22.796,348.577,499.370
69,22.796,349.965,500.395
70,22.796,351.353,501.409
71,22.796,352.742,502.410
72,22.795,354.130,503.400
73,22.795,355.519,504.379
74,22.795,356.907,505.347
75,22.794,358.295,506.305
76,22.794,359.681,507.252
77,22.793,361.066,508.189
78,22.793,362.450,509.116
79,22.792,363.832,510.033
80,22.792,365.213,510.940
81,22.791,366.591,511.838
82,22.791,367.967,512.727
83,22.790,369.341,513.607
84,22.790,370.712,514.478
85,22.789,372.080,515.340
86,22.788,373.446,516.194
87,22.788,374.809,517.039
88,22.787,376.169,517.876
89,22.786,377.526,518.704
90,22.785,378.879,519.526
91,22.784,380.228,520.339
92,22.784,381.574,521.144
93,22.783,382.917,521.942
